delta,condition,period,dyad_id,pair_id,n_matches,median_dt,median_abs_dt,prop_pos,prop_band_150_300
0.1,invisible,P2,20170707_11_12,20170707_11_12_03,28,0,0.09999999999999959,0.35714285714285715,0
0.1,invisible,P2,20170710_13_14,20170710_13_14_01,19,-0.0999999999999943,0.1000000000000014,0.3157894736842105,0
0.1,invisible,P2,20170710_13_14,20170710_13_14_02,32,0,0.0999999999999978,0.3125,0
0.1,invisible,P2,20170710_13_14,20170710_13_14_03,32,0.04999999999999715,0.1000000000000014,0.5,0
0.1,invisible,P2,20170710_15_16,20170710_15_16_01,12,0,0.09999999999999959,0.4166666666666667,0
0.1,invisible,P2,20170710_15_16,20170710_15_16_02,16,0,0.09999999999999605,0.3125,0
0.1,invisible,P2,20170710_15_16,20170710_15_16_03,14,0,0.04999999999999715,0.42857142857142855,0
0.1,invisible,P3,20170705_01_02,20170705_01_02_01,54,0,0.0999999999999943,0.25925925925925924,0
0.1,invisible,P3,20170705_01_02,20170705_01_02_02,41,0,0.0999999999999943,0.34146341463414637,0
0.1,invisible,P3,20170705_01_02,20170705_01_02_03,52,0,0.0999999999999943,0.40384615384615385,0
0.1,invisible,P3,20170705_03_04,20170705_03_04_01,68,0,0.0999999999999943,0.35294117647058826,0
0.1,invisible,P3,20170705_03_04,20170705_03_04_02,74,0,0.0999999999999943,0.36486486486486486,0
0.1,invisible,P3,20170705_03_04,20170705_03_04_03,89,0,0.0999999999999943,0.2808988764044944,0
0.1,invisible,P3,20170707_01_02,20170707_01_02_01,61,0,0.0999999999999943,0.3114754098360656,0
0.1,invisible,P3,20170707_01_02,20170707_01_02_02,66,0,0.0999999999999943,0.3787878787878788,0
0.1,invisible,P3,20170707_01_02,20170707_01_02_03,74,0,0.0999999999999943,0.43243243243243246,0
0.1,invisible,P3,20170707_03_04,20170707_03_04_01,60,0,0.0999999999999943,0.31666666666666665,0
0.1,invisible,P3,20170707_03_04,20170707_03_04_02,45,0,0.0999999999999943,0.4444444444444444,0
0.1,invisible,P3,20170707_03_04,20170707_03_04_03,53,0,0.0999999999999943,0.3018867924528302,0
0.1,invisible,P3,20170707_05_06,20170707_05_06_01,38,0,0.0999999999999943,0.3157894736842105,0
0.1,invisible,P3,20170707_05_06,20170707_05_06_02,39,0,0.0999999999999943,0.3076923076923077,0
0.1,invisible,P3,20170707_05_06,20170707_05_06_03,30,0,0.0999999999999943,0.16666666666666666,0
0.1,invisible,P3,20170707_07_08,20170707_07_08_01,72,0,0.0999999999999943,0.3888888888888889,0
0.1,invisible,P3,20170707_07_08,20170707_07_08_02,70,0,0.0999999999999943,0.2571428571428571,0
0.1,invisible,P3,20170707_07_08,20170707_07_08_03,81,0,0.0999999999999943,0.2962962962962963,0
0.1,invisible,P3,20170707_09_10,20170707_09_10_01,54,0,0.0999999999999943,0.3888888888888889,0
0.1,invisible,P3,20170707_09_10,20170707_09_10_02,68,0,0.0999999999999943,0.45588235294117646,0
0.1,invisible,P3,20170707_09_10,20170707_09_10_03,57,0,0.0999999999999943,0.3508771929824561,0
0.1,invisible,P3,20170707_11_12,20170707_11_12_01,55,0,0.0999999999999943,0.32727272727272727,0
0.1,invisible,P3,20170707_11_12,20170707_11_12_02,85,0,0.0999999999999943,0.27058823529411763,0
0.1,invisible,P3,20170707_11_12,20170707_11_12_03,70,0,0.0999999999999943,0.21428571428571427,0
0.1,invisible,P3,20170710_13_14,20170710_13_14_01,52,0,0.0999999999999943,0.3269230769230769,0
0.1,invisible,P3,20170710_13_14,20170710_13_14_02,85,0,0.0999999999999943,0.3176470588235294,0
0.1,invisible,P3,20170710_13_14,20170710_13_14_03,73,0,0.0999999999999943,0.2328767123287671,0
0.1,invisible,P3,20170710_15_16,20170710_15_16_01,24,0,0.0999999999999943,0.3333333333333333,0
0.1,invisible,P3,20170710_15_16,20170710_15_16_02,31,0,0.0999999999999943,0.3548387096774194,0
0.1,invisible,P3,20170710_15_16,20170710_15_16_03,31,0,0.0999999999999943,0.41935483870967744,0
0.1,visible,P1,20170706_01_02,20170706_01_02_01,6,-0.10000000000000006,0.10000000000000006,0,0
0.1,visible,P1,20170706_01_02,20170706_01_02_02,11,0,0.0999999999999978,0.18181818181818182,0
0.1,visible,P1,20170706_01_02,20170706_01_02_03,3,0,0.0999999999999996,0.3333333333333333,0
0.1,visible,P1,20170706_03_04,20170706_03_04_01,6,-0.0999999999999987,0.0999999999999987,0,0
0.1,visible,P1,20170706_03_04,20170706_03_04_02,8,0,0.0999999999999996,0.25,0
0.1,visible,P1,20170706_03_04,20170706_03_04_03,13,0,0.0999999999999996,0.46153846153846156,0
0.1,visible,P1,20170706_05_06,20170706_05_06_01,6,9.020562075079397e-16,0.0999999999999996,0.5,0
0.1,visible,P1,20170706_05_06,20170706_05_06_02,13,0.0999999999999996,0.0999999999999996,0.6153846153846154,0
0.1,visible,P1,20170706_05_06,20170706_05_06_03,7,0,0,0.2857142857142857,0
0.1,visible,P1,20170706_11_12,20170706_11_12_01,6,0,0.0499999999999989,0.16666666666666666,0
0.1,visible,P1,20170706_11_12,20170706_11_12_02,7,-0.0999999999999996,0.0999999999999996,0.2857142857142857,0
0.1,visible,P1,20170706_11_12,20170706_11_12_03,4,-0.0499999999999989,0.0499999999999989,0,0
0.1,visible,P1,20170710_01_02,20170710_01_02_01,8,0,0.0999999999999996,0.375,0
0.1,visible,P1,20170710_01_02,20170710_01_02_02,12,0,0.0999999999999987,0.4166666666666667,0
0.1,visible,P1,20170710_01_02,20170710_01_02_03,12,-0.0499999999999998,0.0999999999999996,0.3333333333333333,0
0.1,visible,P1,20170710_07_08,20170710_07_08_02,7,0,0.0999999999999978,0.42857142857142855,0
0.1,visible,P1,20170710_07_08,20170710_07_08_03,5,0,0,0.2,0
0.1,visible,P1,20170714_01_02,20170714_01_02_01,12,0,0.0999999999999996,0.4166666666666667,0
0.1,visible,P1,20170714_01_02,20170714_01_02_02,8,-0.0999999999999996,0.0999999999999996,0.125,0
0.1,visible,P1,20170714_01_02,20170714_01_02_03,14,0,0.0999999999999996,0.35714285714285715,0
0.1,visible,P1,20170714_03_04,20170714_03_04_01,8,-0.0499999999999998,0.0999999999999996,0.25,0
0.1,visible,P1,20170714_03_04,20170714_03_04_02,8,0,0,0.25,0
0.1,visible,P1,20170714_03_04,20170714_03_04_03,13,0,0.0999999999999996,0.46153846153846156,0
0.1,visible,P1,20170714_05_06,20170714_05_06_01,4,-0.0999999999999996,0.0999999999999996,0,0
0.1,visible,P1,20170714_05_06,20170714_05_06_02,2,0,0,0,0
0.1,visible,P1,20170714_05_06,20170714_05_06_03,9,0.0999999999999978,0.0999999999999996,0.5555555555555556,0
0.1,visible,P1,20170714_07_08,20170714_07_08_01,6,-0.0999999999999996,0.0999999999999996,0,0
0.1,visible,P1,20170714_07_08,20170714_07_08_02,7,0,0.0999999999999978,0.42857142857142855,0
0.1,visible,P1,20170714_07_08,20170714_07_08_03,2,0,0.0999999999999996,0.5,0
0.1,visible,P2,20170706_01_02,20170706_01_02_01,22,0.04999999999999715,0.1000000000000014,0.5,0
0.1,visible,P2,20170706_01_02,20170706_01_02_02,23,0,0.1000000000000014,0.391304347826087,0
0.1,visible,P2,20170706_01_02,20170706_01_02_03,22,-0.04999999999999715,0.0999999999999978,0.18181818181818182,0
0.1,visible,P2,20170706_03_04,20170706_03_04_01,19,0,0.1000000000000014,0.2631578947368421,0
0.1,visible,P2,20170706_03_04,20170706_03_04_02,22,0.04999999999999715,0.09999999999999605,0.5,0
0.1,visible,P2,20170706_03_04,20170706_03_04_03,25,0,0.0999999999999943,0.28,0
0.1,visible,P2,20170706_05_06,20170706_05_06_01,19,0,0.1000000000000014,0.21052631578947367,0
0.1,visible,P2,20170706_05_06,20170706_05_06_02,24,0,0.1000000000000014,0.4583333333333333,0
0.1,visible,P2,20170706_05_06,20170706_05_06_03,22,0,0.0999999999999943,0.22727272727272727,0
0.1,visible,P2,20170706_11_12,20170706_11_12_01,19,0,0.0999999999999943,0.3157894736842105,0
0.1,visible,P2,20170706_11_12,20170706_11_12_02,20,0,0.1000000000000014,0.45,0
0.1,visible,P2,20170706_11_12,20170706_11_12_03,10,0,0.09999999999999959,0.3,0
0.1,visible,P2,20170710_01_02,20170710_01_02_01,18,0,0.04999999999999715,0.16666666666666666,0
0.1,visible,P2,20170710_01_02,20170710_01_02_02,28,0,0.1000000000000014,0.25,0
0.1,visible,P2,20170710_01_02,20170710_01_02_03,27,0,0.1000000000000014,0.37037037037037035,0
0.1,visible,P2,20170710_07_08,20170710_07_08_01,12,0,0.09999999999999959,0.3333333333333333,0
0.1,visible,P2,20170710_07_08,20170710_07_08_02,8,0,0,0.25,0
0.1,visible,P2,20170710_07_08,20170710_07_08_03,18,-0.0999999999999943,0.1000000000000014,0.2777777777777778,0
0.1,visible,P2,20170714_01_02,20170714_01_02_01,27,0,0.1000000000000014,0.3333333333333333,0
0.1,visible,P2,20170714_01_02,20170714_01_02_02,32,0,0.1000000000000014,0.40625,0
0.1,visible,P2,20170714_01_02,20170714_01_02_03,27,0,0.1000000000000014,0.4074074074074074,0
0.1,visible,P2,20170714_03_04,20170714_03_04_01,16,0.04999999999999715,0.1000000000000014,0.5,0
0.1,visible,P2,20170714_03_04,20170714_03_04_02,21,0,0.0999999999999978,0.38095238095238093,0
0.1,visible,P2,20170714_03_04,20170714_03_04_03,17,0,0.1000000000000014,0.35294117647058826,0
0.1,visible,P2,20170714_05_06,20170714_05_06_01,14,0.0500000000000007,0.1000000000000014,0.5,0
0.1,visible,P2,20170714_05_06,20170714_05_06_02,18,0,0.1000000000000014,0.3888888888888889,0
0.1,visible,P2,20170714_05_06,20170714_05_06_03,28,0,0.09999999999999605,0.35714285714285715,0
0.1,visible,P2,20170714_07_08,20170714_07_08_01,13,0,0,0.07692307692307693,0
0.1,visible,P2,20170714_07_08,20170714_07_08_02,14,0.04999999999999715,0.09999999999999605,0.5,0
0.1,visible,P2,20170714_07_08,20170714_07_08_03,16,0,0.04999999999999715,0.375,0
0.1,visible,P3,20170706_01_02,20170706_01_02_01,45,0,0.0999999999999943,0.4222222222222222,0
0.1,visible,P3,20170706_01_02,20170706_01_02_02,51,0,0.0999999999999943,0.39215686274509803,0
0.1,visible,P3,20170706_01_02,20170706_01_02_03,39,0,0.0999999999999943,0.4358974358974359,0
0.1,visible,P3,20170706_03_04,20170706_03_04_01,70,0,0.0999999999999943,0.3142857142857143,0
0.1,visible,P3,20170706_03_04,20170706_03_04_02,62,0,0.0999999999999943,0.25806451612903225,0
0.1,visible,P3,20170706_03_04,20170706_03_04_03,79,0,0.0999999999999943,0.4177215189873418,0
0.1,visible,P3,20170706_05_06,20170706_05_06_01,44,0,0.0999999999999943,0.25,0
0.1,visible,P3,20170706_05_06,20170706_05_06_02,50,0,0.0999999999999943,0.22,0
0.1,visible,P3,20170706_05_06,20170706_05_06_03,56,0,0.0999999999999943,0.4107142857142857,0
0.1,visible,P3,20170706_11_12,20170706_11_12_01,38,0,0.0999999999999943,0.2631578947368421,0
