t_center,z_S_t__20170705_01_02_01,z_S_t__20170705_01_02_02,z_S_t__20170705_01_02_03,z_S_t__20170705_03_04_01,z_S_t__20170705_03_04_02,z_S_t__20170705_03_04_03,z_S_t__20170707_01_02_01,z_S_t__20170707_01_02_02,z_S_t__20170707_01_02_03,z_S_t__20170707_03_04_01,z_S_t__20170707_03_04_02,z_S_t__20170707_03_04_03,z_S_t__20170707_05_06_01,z_S_t__20170707_05_06_02,z_S_t__20170707_05_06_03,z_S_t__20170707_07_08_01,z_S_t__20170707_07_08_02,z_S_t__20170707_07_08_03,z_S_t__20170707_09_10_01,z_S_t__20170707_09_10_02,z_S_t__20170707_09_10_03,z_S_t__20170707_11_12_01,z_S_t__20170707_11_12_02,z_S_t__20170707_11_12_03,z_S_t__20170710_13_14_01,z_S_t__20170710_13_14_02,z_S_t__20170710_13_14_03,z_S_t__20170710_15_16_01,z_S_t__20170710_15_16_02,z_S_t__20170710_15_16_03,S_excess__20170705_01_02_01,S_excess__20170705_01_02_02,S_excess__20170705_01_02_03,S_excess__20170705_03_04_01,S_excess__20170705_03_04_02,S_excess__20170705_03_04_03,S_excess__20170707_01_02_01,S_excess__20170707_01_02_02,S_excess__20170707_01_02_03,S_excess__20170707_03_04_01,S_excess__20170707_03_04_02,S_excess__20170707_03_04_03,S_excess__20170707_05_06_01,S_excess__20170707_05_06_02,S_excess__20170707_05_06_03,S_excess__20170707_07_08_01,S_excess__20170707_07_08_02,S_excess__20170707_07_08_03,S_excess__20170707_09_10_01,S_excess__20170707_09_10_02,S_excess__20170707_09_10_03,S_excess__20170707_11_12_01,S_excess__20170707_11_12_02,S_excess__20170707_11_12_03,S_excess__20170710_13_14_01,S_excess__20170710_13_14_02,S_excess__20170710_13_14_03,S_excess__20170710_15_16_01,S_excess__20170710_15_16_02,S_excess__20170710_15_16_03,nA__20170705_01_02_01,nA__20170705_01_02_02,nA__20170705_01_02_03,nA__20170705_03_04_01,nA__20170705_03_04_02,nA__20170705_03_04_03,nA__20170707_01_02_01,nA__20170707_01_02_02,nA__20170707_01_02_03,nA__20170707_03_04_01,nA__20170707_03_04_02,nA__20170707_03_04_03,nA__20170707_05_06_01,nA__20170707_05_06_02,nA__20170707_05_06_03,nA__20170707_07_08_01,nA__20170707_07_08_02,nA__20170707_07_08_03,nA__20170707_09_10_01,nA__20170707_09_10_02,nA__20170707_09_10_03,nA__20170707_11_12_01,nA__20170707_11_12_02,nA__20170707_11_12_03,nA__20170710_13_14_01,nA__20170710_13_14_02,nA__20170710_13_14_03,nA__20170710_15_16_01,nA__20170710_15_16_02,nA__20170710_15_16_03,nB__20170705_01_02_01,nB__20170705_01_02_02,nB__20170705_01_02_03,nB__20170705_03_04_01,nB__20170705_03_04_02,nB__20170705_03_04_03,nB__20170707_01_02_01,nB__20170707_01_02_02,nB__20170707_01_02_03,nB__20170707_03_04_01,nB__20170707_03_04_02,nB__20170707_03_04_03,nB__20170707_05_06_01,nB__20170707_05_06_02,nB__20170707_05_06_03,nB__20170707_07_08_01,nB__20170707_07_08_02,nB__20170707_07_08_03,nB__20170707_09_10_01,nB__20170707_09_10_02,nB__20170707_09_10_03,nB__20170707_11_12_01,nB__20170707_11_12_02,nB__20170707_11_12_03,nB__20170710_13_14_01,nB__20170710_13_14_02,nB__20170710_13_14_03,nB__20170710_15_16_01,nB__20170710_15_16_02,nB__20170710_15_16_03,nM__20170705_01_02_01,nM__20170705_01_02_02,nM__20170705_01_02_03,nM__20170705_03_04_01,nM__20170705_03_04_02,nM__20170705_03_04_03,nM__20170707_01_02_01,nM__20170707_01_02_02,nM__20170707_01_02_03,nM__20170707_03_04_01,nM__20170707_03_04_02,nM__20170707_03_04_03,nM__20170707_05_06_01,nM__20170707_05_06_02,nM__20170707_05_06_03,nM__20170707_07_08_01,nM__20170707_07_08_02,nM__20170707_07_08_03,nM__20170707_09_10_01,nM__20170707_09_10_02,nM__20170707_09_10_03,nM__20170707_11_12_01,nM__20170707_11_12_02,nM__20170707_11_12_03,nM__20170710_13_14_01,nM__20170710_13_14_02,nM__20170710_13_14_03,nM__20170710_15_16_01,nM__20170710_15_16_02,nM__20170710_15_16_03,episode__20170705_01_02_01,episode__20170705_01_02_02,episode__20170705_01_02_03,episode__20170705_03_04_01,episode__20170705_03_04_02,episode__20170705_03_04_03,episode__20170707_01_02_01,episode__20170707_01_02_02,episode__20170707_01_02_03,episode__20170707_03_04_01,episode__20170707_03_04_02,episode__20170707_03_04_03,episode__20170707_05_06_01,episode__20170707_05_06_02,episode__20170707_05_06_03,episode__20170707_07_08_01,episode__20170707_07_08_02,episode__20170707_07_08_03,episode__20170707_09_10_01,episode__20170707_09_10_02,episode__20170707_09_10_03,episode__20170707_11_12_01,episode__20170707_11_12_02,episode__20170707_11_12_03,episode__20170710_13_14_01,episode__20170710_13_14_02,episode__20170710_13_14_03,episode__20170710_15_16_01,episode__20170710_15_16_02,episode__20170710_15_16_03
3.5,2.2996178166064105,2.581306467720437,2.2956611152985724,1.2081620620958111,0.8754503800870689,1.5647315249662574,1.2398131095094769,0.8397303897865273,2.085111117087701,1.3363785542093107,1.139499917573142,0.4397532743547994,1.645349080090926,2.426720511534952,2.0957651145377825,2.2528039411384944,1.623768990805313,2.215430040862546,2.526163954066291,2.197397064488441,2.7855713436426925,1.7564188827356166,2.2848116801943084,0.6371756228834959,0.6585958006268849,1.125078113801216,1.256877060846555,2.0123308231597203,2.1865811791023733,2.16930960502231,0.4282136029003676,0.4197358450888637,0.3799992792810904,0.1878598431578442,0.1227900850385761,0.218904131607762,0.1931622841296989,0.1799557153166003,0.3188465890743667,0.1595694860145762,0.1330621910597142,0.0511166478086756,0.2914456026000143,0.4741260850260851,0.4807707642031171,0.4280077034077035,0.2918739099136157,0.4402905705405705,0.3678953069720098,0.3162130836226038,0.385657351990526,0.1965025735836678,0.1794847774447774,0.0758679187255064,0.0991729495564636,0.133386098851269,0.1453070707776691,0.4478585414585415,0.3955807224766978,0.4561222000222001,6,6,6,8,10,10.0,8.0,7.0,10,9,11,11,6,6,6.0,6.0,8,6,7,7,8,10,10,6,10.0,11,13,6.0,7,6.0,6,6,7,11,10,11.0,10.0,11.0,12,9,7,8,8,6,6.0,6.0,6,6,8,6,8,9,13,11,7.0,8,10,7.0,8,7.0,6,6,6,7,8,9.0,7.0,7.0,10,7,7,6,6,6,6.0,6.0,6,6,7,6,8,8,10,6,6.0,7,9,6.0,7,6.0,1,1,1,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,1.0,0,1,1,1,1,0,1,0,0.0,0,0,0.0,0,1.0
4.5,2.302340372082894,2.178847622713394,1.9883836951542693,1.1514249008456352,0.3174926133699102,1.6572564739312232,1.139840800131951,0.8000110986134003,2.042719847842729,1.6942219882155147,0.2810403943806422,0.1321742145103189,1.5356197304382315,2.025672685981641,1.71268651443775,2.2361900137325703,1.250033276753851,2.216602130217425,2.5336139821203822,2.444657485977531,2.3645511354046165,1.708200432755356,2.4888274925942926,0.5868119121789942,0.0260132365111587,1.1206384558665168,1.2210471237531435,1.885450114707332,1.9419659916097696,2.312493054904863,0.4222614104849399,0.3451034141726866,0.3145895844093986,0.1815888403981713,0.0435385477738486,0.2346606798540894,0.1824811266006245,0.1786247754994713,0.3246916253697722,0.1891979224147774,0.0320887612626675,0.0142120471854015,0.2890233101865453,0.3657335783497549,0.3761464298773123,0.4283073204573204,0.2323002079619727,0.4391941669441669,0.3303023477494671,0.3167755219926274,0.3248677620882729,0.1711708385077479,0.1613731382266464,0.0639180252993094,0.0033157472300661,0.1225004620142424,0.1339399809724982,0.3397989758607406,0.3191752164453604,0.4258733088806618,6,7,6,9,13,12.0,9.0,8.0,12,11,12,13,6,6,6.0,6.0,9,6,8,8,9,11,11,7,11.0,12,14,6.0,7,7.0,6,6,8,12,12,13.0,11.0,12.0,14,11,8,9,8,7,7.0,6.0,6,6,10,7,8,10,14,13,9.0,10,12,9.0,10,9.0,6,6,6,8,9,11.0,8.0,8.0,12,9,7,7,6,6,6.0,6.0,6,6,8,7,8,9,11,7,6.0,8,10,6.0,7,7.0,1,1,1,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,1.0,0,1,1,1,1,0,1,0,0.0,0,0,0.0,0,1.0
5.5,2.3717216902134117,1.8511743780977563,2.1005532567781904,0.972830119597528,0.0451976570412212,1.2292201472732538,1.2999860654332092,0.621801416593731,1.9674925235665648,1.7231826685756495,-0.1204565615768153,0.0548474835278812,1.5569280536603205,1.5734287996765777,1.5210533510184243,2.2541477892666797,0.9678379621717608,2.1565577208881437,2.474266525949444,2.25344700303775,2.424257193795766,1.2865002101677223,2.5863447650322504,0.5930434670495478,0.2299859589482498,1.0848409287070129,1.8190487573557133,1.4050315421961173,1.391661617547456,2.1356435077522837,0.427330433292198,0.288667685874497,0.3012873521215626,0.149019831524946,0.0060602831317767,0.1760486045758738,0.2055926173456372,0.1443288914939532,0.3234611926867058,0.1866932870877198,-0.0126074983451213,0.0057492079856698,0.2912597089185323,0.2756215299836043,0.3055322618557912,0.4315415584415584,0.1758779197926256,0.4398096292596292,0.2986927345711825,0.2828734055590093,0.2923261207903388,0.1219040022914375,0.1599043503511871,0.0593320718944728,0.0251018386856859,0.1126946593436625,0.1919839263761866,0.2241992712653703,0.2111466066646743,0.3495994753526487,6,9,7,11,15,14.0,9.0,11.0,14,12,14,14,6,6,6.0,6.0,10,6,9,9,10,13,11,8,12.0,13,15,7.0,8,7.0,6,7,9,13,13,14.0,12.0,12.0,16,12,9,10,8,8,8.0,6.0,6,6,12,8,10,11,14,15,11.0,12,14,10.0,11,10.0,6,7,7,9,10,12.0,9.0,9.0,14,10,8,8,6,6,6.0,6.0,6,6,9,8,9,10,11,8,7.0,9,12,6.0,7,7.0,1,1,1,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,1.0,0,1,1,1,1,0,1,0,0.0,0,1,0.0,0,1.0
6.5,2.291337814495979,1.9992018471681168,1.818282142031685,0.9094021363307782,0.3959591203792069,1.534638876426163,0.9686585659211324,0.7522591882591024,2.1234981044333843,1.3798767895605295,-0.1067080010470182,0.2377350974683083,1.466941361262602,1.1360079819681193,1.2035963056368657,1.5982667103856034,0.5144353539268516,2.233200365982328,2.0807478605400545,2.304699880678192,2.4661773937154425,1.7638695852732782,1.5914135324769332,0.8168790502739162,-0.4216105597221637,1.2971035413826697,2.0286779283452434,1.2709074522085515,1.5768929453939058,2.02932934977277,0.428314562071915,0.2896416286413963,0.2695950046046592,0.1450627721447724,0.0485628721949327,0.2190185672653944,0.1483829221874431,0.1792179378194678,0.3458064519003923,0.1516269820585896,-0.0097882292029323,0.0238163125942423,0.2566409524857668,0.2073872865352741,0.2409217561076694,0.2722591908091907,0.0920778451940216,0.4452080863580864,0.2486776085735058,0.2667821507268102,0.2672871339660274,0.1399998232263093,0.1052526242576814,0.08646705111005,-0.0439040286525816,0.1324616006743938,0.1974243178082442,0.1767602520630384,0.2176785625974211,0.2922180969958834,6,10,9,12,16,15.0,10.0,13.0,15,14,15,14,6,6,6.0,7.0,12,6,11,10,11,13,13,10,13.0,13,14,7.0,9,7.0,6,8,10,12,14,14.0,12.0,12.0,17,14,11,11,9,9,9.0,7.0,6,6,13,10,12,13,13,14,12.0,14,14,12.0,13,11.0,6,8,8,9,11,13.0,9.0,10.0,15,11,9,9,6,6,6.0,6.0,6,6,10,9,10,11,11,9,7.0,10,12,6.0,8,7.0,1,1,1,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,1.0,0,1,1,1,1,0,1,0,0.0,0,1,0.0,0,1.0
7.5,1.8439534898981644,0.93787919066752,1.2871085749924571,1.2087912259113305,0.9447877174242711,1.4592932863487007,1.5346218243327907,0.8910659870597321,2.2378412247667456,0.7529133203170193,0.0369818312154886,1.3481630272694496,1.7863641688103218,0.7648677361980971,0.9647902541778084,1.2853838314019437,1.0829632572943224,1.8098251312421656,1.5424104439243618,2.290287945746192,2.3399555350109407,1.3294944340333943,0.908646591191014,1.1417963751320164,-0.0341241887382869,1.6386482534285849,2.4429898040880835,0.2729929209839766,1.695085508234306,1.8586574287185316,0.3484069035539624,0.129818969824465,0.1809702342112054,0.1869552316971552,0.1181842594168668,0.2124433654479111,0.2421693839808605,0.2186359785468864,0.3794208382816931,0.0816202191433975,0.0030054317871696,0.120859080049986,0.3460970323793852,0.1371076074768025,0.1798204610490987,0.2040627994554466,0.189547809500441,0.3579868020868021,0.1878398693814524,0.23573405529343,0.2760931536467301,0.1089076780442254,0.0579743030094747,0.1233927939694153,-0.0030536069390194,0.1522807185049826,0.2451089941514789,0.0381761680785674,0.2414266558671283,0.2665612248003114,7,12,10,13,16,15.0,12.0,15.0,15,14,15,14,6,6,6.0,7.0,12,7,13,11,11,12,12,12,13.0,13,13,7.0,11,7.0,6,9,11,12,14,12.0,12.0,11.0,15,14,12,13,8,10,11.0,8.0,7,6,13,12,12,14,13,14,14.0,16,14,12.0,13,11.0,6,8,8,10,12,12.0,11.0,11.0,15,10,10,11,6,6,6.0,6.0,7,6,10,10,10,10,10,10,8.0,11,12,5.0,9,7.0,1,1,1,0,0,0.0,0.0,0.0,1,0,0,0,1,0,0.0,0.0,0,1,1,1,1,0,0,0,0.0,0,1,0.0,1,1.0
8.5,1.2041897388626632,0.4425161044096675,1.2242752239544858,1.4600267479471782,0.6306523937617492,1.259280557967938,1.9935589872322237,0.7354489479223351,1.92897523280972,1.4963789719720315,0.6450798693640297,2.3077771164496124,1.9886273373555845,0.5472154162646037,0.9752499817287672,1.4492155808972984,1.3752694140064918,1.0755447700853993,1.511496995744691,2.2107870139705716,1.4161987541093288,1.7100599246328538,-0.8848821735996905,1.2818793078854158,1.0874537435222456,1.6113157604033206,2.4456082054004,0.5808365782802127,1.694361596853703,1.5093336659021002,0.2290408725261667,0.0601556074121358,0.1635409886958737,0.2267974217471255,0.0786394231455929,0.1816727494111657,0.3149745107056138,0.1791434643736286,0.3029566092469328,0.159949628874787,0.0596681656724893,0.1993053074784505,0.4050250000000001,0.0959706034763311,0.1801320997629822,0.2012560834590245,0.2141139436672717,0.210482006882007,0.1728892432124792,0.2150836948994232,0.1652965628964298,0.1439779898336111,-0.0598535448680085,0.1532438289854355,0.0995056907995809,0.153457319182654,0.261065915287332,0.0695313226587355,0.2452527358419537,0.2114128111568513,9,13,12,14,15,14.0,14.0,17.0,15,14,14,13,6,6,6.0,8.0,12,7,14,12,11,11,13,14,12.0,13,13,8.0,11,8.0,6,11,12,11,15,12.0,13.0,11.0,16,13,12,12,7,11,11.0,9.0,8,6,13,13,12,13,12,13,15.0,16,13,14.0,13,11.0,6,8,9,11,11,11.0,13.0,11.0,14,11,10,12,6,6,6.0,7.0,8,5,10,11,9,10,9,11,9.0,11,12,6.0,9,7.0,1,0,0,0,0,0.0,1.0,0.0,1,0,0,1,1,0,0.0,0.0,0,1,0,1,1,0,0,0,0.0,0,1,0.0,1,1.0
9.5,1.3178096288979413,0.0799854059810739,1.128959863762875,1.4236593546978973,1.1238595334350263,0.5833000876707073,2.09618151233245,0.8621694566585922,1.5779576222774654,0.900752317055561,1.522951713188344,2.1843078125267392,1.8281349250728829,0.2411994656453356,1.3550455675813065,0.9985923678080988,1.7581038254482264,0.2671692383459665,1.1226906748748506,1.9216142475609512,1.0258465122327225,0.4724325564820154,-0.5820361611809658,1.2973561839209835,1.0572569468191857,1.6148161509465129,1.8571526286059556,0.3960425449655619,1.739973257910742,0.4866777737420172,0.2208584129836451,0.0096939335747633,0.1507439092062871,0.2226762460900251,0.1470482667442521,0.0885696677481095,0.3418528098617986,0.2033312374656973,0.246981957575848,0.1067818782188732,0.1309587108519972,0.2135736753526308,0.3340239534974828,0.0431470429467332,0.2534454132382925,0.1304764311797593,0.2376015752307548,0.0517406648906649,0.1467070460049514,0.1665162547571183,0.1078707579373657,0.0387181002536446,-0.0461357908613973,0.1548750908762046,0.0976359366059823,0.1545201919872738,0.2138890622335891,0.0503882650029708,0.2662352698090859,0.0768247531879884,10,13,12,14,13,12.0,15.0,18.0,15,14,14,13,6,8,7.0,8.0,12,7,14,13,11,12,13,14,12.0,13,14,9.0,13,8.0,7,12,12,12,14,12.0,14.0,11.0,15,12,12,12,8,10,11.0,10.0,10,6,11,13,14,13,12,13,15.0,16,11,13.0,12,8.0,7,8,9,11,11,9.0,14.0,11.0,13,10,11,12,6,6,7.0,7.0,9,4,9,11,9,9,9,11,9.0,11,11,6.0,10,5.0,0,0,0,0,0,0.0,1.0,0.0,1,0,0,1,1,0,0.0,0.0,1,0,0,1,0,0,0,0,0.0,0,1,0.0,1,0.0
10.5,1.4111681859363276,0.0476028486381356,1.1685344813604577,1.5831046666763018,1.3584749421380824,1.1071794059718283,1.7683672426137698,0.9389335032818468,1.0879543507015197,-0.0392299513870389,1.5017058270505337,2.010135283182372,1.5554289972909567,0.3415764997925722,1.7388706946821295,1.1833624993402838,1.8096271399889037,0.7940255371515702,0.5937161610305474,1.798865280783143,0.7181420377871327,0.811769433857456,-0.3104099581497259,1.337281037248373,0.7834574774777797,1.5500984189154958,1.268431586970114,0.6853170528631446,1.9538480593984089,-0.1501238938957307,0.2154828664799253,0.0055188567235848,0.1667638799723481,0.2560634306029145,0.1800064839998972,0.167625072241738,0.3072552895432415,0.2107900396327472,0.1711152455766995,-0.0042754620792876,0.1323360357664053,0.1994033917031205,0.2538810420917232,0.0624847691524161,0.3125131240104923,0.1302863457663767,0.2233083109667138,0.1526192751692751,0.0773737497803791,0.1576817305298311,0.0752841224504946,0.065917020934575,-0.0254397469637743,0.1552810830491555,0.0780538625175844,0.1542895551245531,0.1481489649781278,0.0867106716551123,0.3170713344790745,-0.0252379426129425,11,12,12,13,13,12.0,15.0,17.0,13,15,14,13,6,9,8.0,9.0,13,8,14,13,12,11,14,14,13.0,13,14,8.0,13,9.0,8,12,12,12,14,13.0,14.0,11.0,15,12,12,11,10,9,11.0,12.0,12,6,10,14,14,14,12,13,14.0,16,11,14.0,11,7.0,8,8,9,11,11,10.0,13.0,11.0,11,9,11,11,6,6,8.0,8.0,10,5,8,11,9,9,9,11,9.0,11,10,6.0,10,4.0,0,0,0,0,0,0.0,1.0,0.0,0,0,0,1,1,0,1.0,0.0,1,0,0,1,0,0,0,0,0.0,0,1,0.0,1,0.0
11.5,1.4661507291447804,-0.0681916615693523,0.6511470847730797,1.5810352375351755,1.3231641217100598,0.9463452358690144,1.8132802004574504,0.7961311725552518,0.7550812624090101,-0.2058093401290392,1.495180195195919,1.7057742348882865,0.7319766562626858,0.7124395681844574,1.8960058173909784,2.043552507540295,1.9207690120815477,0.0377245398996433,0.7953561839717487,1.7458492605363525,1.1982314725120662,0.7861485451642779,0.6417568151841807,1.241317916371163,1.3362212825962596,1.5763795516640295,0.6603614460540668,0.1442238934117828,1.2269939874652105,0.0841347162508229,0.2050179373430148,-0.0076976193536949,0.089102227791054,0.250980674809404,0.1772890184627794,0.1498573030133799,0.2944618603716076,0.1713510864859903,0.127193600342387,-0.0239075029105592,0.1292779776671782,0.1557397579160644,0.1203648349242777,0.1347529644246362,0.3457522920320134,0.2044385146243506,0.2248334934044882,0.0073157897657898,0.1071766859395073,0.1695416164187586,0.1272672904468643,0.0644405248341692,0.052240140286868,0.1505731037844861,0.1403588651125424,0.1557813143487262,0.0721907051433332,0.0202883106143942,0.1962597665410224,0.0157850427350427,12,12,11,12,13,12.0,15.0,17.0,12,14,14,13,6,10,8.0,9.0,11,8,13,13,13,11,12,14,12.0,13,14,8.0,12,9.0,10,12,12,12,12,14.0,15.0,10.0,14,10,12,11,9,9,10.0,13.0,14,6,10,13,14,13,12,13,14.0,16,12,12.0,11,6.0,9,8,8,11,10,10.0,13.0,10.0,10,8,11,10,5,7,8.0,9.0,10,4,8,11,10,9,9,11,9.0,11,9,5.0,8,4.0,0,0,0,0,0,0.0,1.0,0.0,0,0,0,1,0,0,1.0,0.0,1,0,0,1,0,0,0,0,0.0,0,0,0.0,1,0.0
12.5,0.8584593174491735,0.3743893338479194,0.7364965899611523,1.7040935539009188,0.7745340579972896,1.3800706281826898,1.887754453438429,0.8881831108425532,0.6801351013024102,0.5080638779693056,1.1422376011049962,1.1831372460897969,0.4982990351929537,0.6182549849327365,1.7811820010395754,2.004503276109756,1.6460356847426694,-0.5568343106753544,1.4922300333805634,0.8409473715624988,0.7934235706754175,0.6487485558376945,0.2268154505141978,1.2170127056318765,0.7931874563167943,1.9256332697151108,1.0947259569064614,-0.3668143911140512,0.5063142645092696,0.1527828232279419,0.1149942641734806,0.0461834504467429,0.1015131122582866,0.2664262617733294,0.1020891291958118,0.2009565832910828,0.2998108085316709,0.1828321300962389,0.1143539864819938,0.0592116395269228,0.1012894027561507,0.1125691570532935,0.0808740434402198,0.118326789653415,0.350441251593264,0.1872993376936101,0.180945743293066,-0.1047324841824841,0.1859757311098736,0.0769706302297634,0.0844201721762403,0.0524890475258129,0.0175868287438618,0.1363603397862214,0.0853157468440535,0.1983751291669597,0.1069881335220022,-0.0545652013706967,0.077967539272247,0.0334746309246309,13,12,11,10,13,13.0,15.0,16.0,13,14,13,12,7,11,8.0,9.0,11,7,12,14,14,12,13,14,12.0,12,15,7.0,9,9.0,11,11,12,12,11,16.0,15.0,11.0,14,10,13,10,9,8,9.0,14.0,15,6,12,11,15,11,12,13,13.0,15,13,11.0,11,4.0,9,8,8,10,9,12.0,13.0,10.0,10,9,10,9,5,7,8.0,9.0,10,3,9,10,10,9,9,11,8.0,11,10,4.0,6,3.0,0,0,0,0,0,0.0,1.0,0.0,0,0,0,1,0,0,1.0,0.0,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0
