a_id,b_id,is_real,condition,delta,period,t0_rel,t1_rel,T_seg,n_A,n_B,n_matched,S,z_S,p_right,p_left,sufficient
20170706_01_02_02,20170714_03_04_03,0,visible,0.1,P2,20.0,60.0,40.0,57,52,21,0.3853211009174312,-0.2629757831778384,0.6444355564443556,0.45395460453954606,1
20170706_01_02_02,20170714_03_04_03,0,visible,0.1,P3,60.0,180.0,115.6,158,165,59,0.3653250773993808,-1.1942497560021397,0.897010298970103,0.135986401359864,1
20170706_01_02_02,20170714_05_06_02,0,visible,0.1,P1,0.0,20.0,20.0,30,14,5,0.22727272727272727,-0.5600175322672365,0.7937206279372063,0.40715928407159285,1
20170706_01_02_02,20170714_05_06_02,0,visible,0.1,P2,20.0,60.0,40.00000000000001,58,42,15,0.3,-0.9477112524416955,0.8711128887111289,0.20857914208579142,1
20170706_01_02_02,20170714_05_06_02,0,visible,0.1,P3,60.0,180.0,114.9,157,135,60,0.410958904109589,0.7923969129147622,0.25137486251374863,0.803919608039196,1
20170706_01_02_02,20170714_05_06_03,0,visible,0.1,P1,0.0,20.0,20.0,30,26,11,0.39285714285714285,-0.15511208251854844,0.6504349565043496,0.5161483851614839,1
20170706_01_02_02,20170714_05_06_03,0,visible,0.1,P2,20.0,60.0,40.0,58,58,28,0.4827586206896552,0.7805720734648383,0.27307269273072693,0.8196180381961804,1
20170706_01_02_02,20170714_05_06_03,0,visible,0.1,P3,60.0,180.0,115.60000000000001,158,136,57,0.3877551020408163,0.26133298087244744,0.41785821417858215,0.6442355764423557,1
20170706_01_02_02,20170714_07_08_02,0,visible,0.1,P1,0.0,20.0,20.0,30,24,10,0.37037037037037035,-0.2232882425640539,0.6705329467053295,0.5013498650134987,1
20170706_01_02_02,20170714_07_08_02,0,visible,0.1,P2,20.0,60.0,40.00000000000001,57,36,16,0.34408602150537637,0.22316284077201126,0.46985301469853014,0.6501349865013498,1
20170706_01_02_02,20170714_07_08_02,0,visible,0.1,P3,60.0,180.0,110.69999999999999,152,97,40,0.321285140562249,0.047575782428819983,0.5157484251574842,0.5602439756024398,1
20170706_01_02_02,20170714_07_08_03,0,visible,0.1,P1,0.0,20.0,20.0,30,24,10,0.37037037037037035,-0.21652122688399358,0.649035096490351,0.48325167483251674,1
20170706_01_02_02,20170714_07_08_03,0,visible,0.1,P2,20.0,60.0,40.00000000000001,57,42,21,0.42424242424242425,0.9419863317711096,0.21937806219378062,0.8717128287171283,1
20170706_01_02_02,20170714_07_08_03,0,visible,0.1,P3,60.0,180.0,114.69999999999999,157,111,46,0.34328358208955223,0.06075567356911344,0.49605039496050396,0.5824417558244176,1
20170706_01_02_03,20170706_03_04_03,0,visible,0.1,P1,0.0,20.0,20.0,30,35,11,0.3384615384615385,-1.5710723980956522,0.9645035496450355,0.08969103089691031,1
20170706_01_02_03,20170706_03_04_03,0,visible,0.1,P2,20.0,60.0,40.0,57,62,23,0.3865546218487395,-0.8262410968973147,0.811018898110189,0.2566743325667433,1
20170706_01_02_03,20170706_03_04_03,0,visible,0.1,P3,60.0,180.0,113.3,144,162,61,0.39869281045751637,-0.100092243786681,0.5808419158084192,0.48895110488951105,1
20170706_01_02_03,20170706_05_06_01,0,visible,0.1,P1,0.0,20.0,20.0,31,24,13,0.4727272727272727,0.9368881900099428,0.23537646235376464,0.8706129387061294,1
20170706_01_02_03,20170706_05_06_01,0,visible,0.1,P2,20.0,60.0,40.0,57,43,15,0.3,-1.0497678939053476,0.8777122287771223,0.17748225177482252,1
20170706_01_02_03,20170706_05_06_01,0,visible,0.1,P3,60.0,180.0,115.0,147,127,53,0.38686131386861317,0.761833539644206,0.23657634236576341,0.8082191780821918,1
20170706_01_02_03,20170710_01_02_01,0,visible,0.1,P1,0.0,20.0,20.0,31,30,9,0.29508196721311475,-1.6433078627363082,0.9631036896310369,0.0781921807819218,1
20170706_01_02_03,20170710_01_02_01,0,visible,0.1,P2,20.0,60.0,40.0,57,49,16,0.3018867924528302,-1.2528286475217143,0.9149085091490851,0.1454854514548545,1
20170706_01_02_03,20170710_01_02_01,0,visible,0.1,P3,60.0,180.0,114.5,146,148,55,0.3741496598639456,-0.2351141309901003,0.6433356664333567,0.43555644435556445,1
20170706_01_02_03,20170710_07_08_01,0,visible,0.1,P1,0.0,20.0,20.0,31,18,7,0.2857142857142857,-0.5066415446144414,0.7733226677332267,0.39106089391060894,1
20170706_01_02_03,20170710_07_08_01,0,visible,0.1,P2,20.0,60.0,40.0,57,45,24,0.47058823529411764,1.3988884297291622,0.11688831116888311,0.9246075392460754,1
20170706_01_02_03,20170710_07_08_01,0,visible,0.1,P3,60.0,180.0,114.0,145,74,21,0.1917808219178082,-1.7186825404508959,0.9708029197080292,0.0514948505149485,1
20170706_01_02_03,20170710_07_08_03,0,visible,0.1,P1,0.0,20.0,20.0,31,28,13,0.4406779661016949,0.13253776353136576,0.5707429257074292,0.6679332066793321,1
20170706_01_02_03,20170710_07_08_03,0,visible,0.1,P2,20.0,60.0,40.0,57,39,18,0.375,0.34643128822649666,0.39436056394360564,0.6939306069393061,1
20170706_01_02_03,20170710_07_08_03,0,visible,0.1,P3,60.0,180.0,70.89999999999999,85,73,25,0.31645569620253167,-0.2687744039447881,0.6325367463253675,0.44225577442255776,1
20170706_01_02_03,20170714_01_02_02,0,visible,0.1,P1,0.0,20.0,20.0,31,32,13,0.4126984126984127,-0.6956293479356811,0.7973202679732027,0.32016798320167983,1
20170706_01_02_03,20170714_01_02_02,0,visible,0.1,P2,20.0,60.0,39.99999999999999,57,62,28,0.47058823529411764,0.4710630564422395,0.3635636436356364,0.7307269273072693,1
20170706_01_02_03,20170714_01_02_02,0,visible,0.1,P3,60.0,180.0,113.4,144,188,61,0.3674698795180723,-1.870675802547024,0.9765023497650235,0.036396360363963605,1
20170706_01_02_03,20170714_07_08_02,0,visible,0.1,P1,0.0,20.0,20.0,31,24,11,0.4,0.05427921460517315,0.5485451454854514,0.5856414358564144,1
20170706_01_02_03,20170714_07_08_02,0,visible,0.1,P2,20.0,60.0,40.00000000000001,57,36,22,0.4731182795698925,2.2151863966020318,0.018598140185981403,0.9863013698630136,1
20170706_01_02_03,20170714_07_08_02,0,visible,0.1,P3,60.0,180.0,110.69999999999999,141,97,38,0.31932773109243695,0.2360909650556048,0.43795620437956206,0.6227377262273772,1
20170706_03_04_01,20170706_03_04_02,0,visible,0.1,P1,0.0,20.0,20.0,27,30,16,0.5614035087719298,1.6423336206309076,0.08099190080991901,0.9689031096890312,1
20170706_03_04_01,20170706_03_04_02,0,visible,0.1,P2,20.0,60.0,40.0,50,50,17,0.34,-0.4615864460575561,0.7381261873812619,0.4036596340365963,1
20170706_03_04_01,20170706_03_04_02,0,visible,0.1,P3,60.0,180.0,114.60000000000001,148,152,53,0.35333333333333333,-0.8672073210286084,0.8287171282871713,0.22477752224777522,1
20170706_03_04_01,20170710_01_02_02,0,visible,0.1,P1,0.0,20.0,20.0,26,31,10,0.3508771929824561,-0.7313499095292301,0.8014198580141986,0.290970902909709,1
20170706_03_04_01,20170710_01_02_02,0,visible,0.1,P2,20.0,60.0,40.0,51,48,17,0.3434343434343434,-0.4183717937999243,0.7193280671932807,0.394960503949605,1
20170706_03_04_01,20170710_01_02_02,0,visible,0.1,P3,60.0,180.0,113.99999999999999,147,157,66,0.4342105263157895,0.8092035349832027,0.23667633236676333,0.8033196680331967,1
20170706_03_04_01,20170710_07_08_01,0,visible,0.1,P1,0.0,20.0,20.0,26,18,6,0.2727272727272727,-0.4172287759059129,0.7604239576042395,0.45015498450154984,1
20170706_03_04_01,20170710_07_08_01,0,visible,0.1,P2,20.0,60.0,40.0,51,45,19,0.3958333333333333,0.6017251271355601,0.31926807319268075,0.767023297670233,1
20170706_03_04_01,20170710_07_08_01,0,visible,0.1,P3,60.0,180.0,114.0,148,74,33,0.2972972972972973,1.068705648518774,0.1775822417758224,0.879012098790121,1
20170706_03_04_01,20170710_07_08_02,0,visible,0.1,P1,0.0,20.0,20.0,27,23,10,0.4,0.5409044080026525,0.3818618138186181,0.7658234176582341,1
20170706_03_04_01,20170710_07_08_02,0,visible,0.1,P2,20.0,60.0,40.0,51,40,15,0.32967032967032966,-0.028822995466798795,0.5857414258574143,0.5418458154184581,1
20170706_03_04_01,20170710_07_08_02,0,visible,0.1,P3,60.0,180.0,29.700000000000003,39,26,9,0.27692307692307694,-0.3773940196046119,0.6978302169783022,0.45435456454354567,1
20170706_03_04_01,20170710_07_08_03,0,visible,0.1,P1,0.0,20.0,20.0,26,28,7,0.25925925925925924,-1.773517288974411,0.9835016498350165,0.067993200679932,1
20170706_03_04_01,20170710_07_08_03,0,visible,0.1,P2,20.0,60.0,40.0,51,39,15,0.3333333333333333,0.033822086884585996,0.5464453554644536,0.5916408359164084,1
20170706_03_04_01,20170710_07_08_03,0,visible,0.1,P3,60.0,180.0,70.89999999999999,89,73,32,0.3950617283950617,1.1659566276685955,0.1591840815918408,0.9048095190480951,1
20170706_03_04_01,20170714_01_02_02,0,visible,0.1,P1,0.0,20.0,20.0,27,32,17,0.576271186440678,1.7268909542288788,0.0585941405859414,0.9701029897010299,1
20170706_03_04_01,20170714_01_02_02,0,visible,0.1,P2,20.0,60.0,39.99999999999999,51,62,20,0.35398230088495575,-0.9077888652360583,0.8591140885911409,0.22707729227077292,1
20170706_03_04_01,20170714_01_02_02,0,visible,0.1,P3,60.0,180.0,113.5,146,189,59,0.3522388059701492,-2.2985424426696195,0.9902009799020098,0.0173982601739826,1
20170706_03_04_01,20170714_03_04_02,0,visible,0.1,P1,0.0,20.0,20.0,27,30,14,0.49122807017543857,0.774999199659757,0.275972402759724,0.8184181581841816,1
20170706_03_04_01,20170714_03_04_02,0,visible,0.1,P2,20.0,60.0,40.0,51,57,27,0.5,1.2730529876819374,0.11408859114088592,0.9232076792320768,1
20170706_03_04_01,20170714_03_04_02,0,visible,0.1,P3,60.0,180.0,113.9,147,135,53,0.375886524822695,0.13503468910828584,0.47955204479552044,0.5889411058894111,1
20170706_03_04_01,20170714_07_08_01,0,visible,0.1,P1,0.0,20.0,20.0,26,25,12,0.47058823529411764,0.8066001821886802,0.2673732626737326,0.8114188581141886,1
20170706_03_04_01,20170714_07_08_01,0,visible,0.1,P2,20.0,60.0,40.00000000000001,50,41,20,0.43956043956043955,1.2060655074537656,0.15348465153484653,0.8999100089991001,1
20170706_03_04_01,20170714_07_08_01,0,visible,0.1,P3,60.0,180.0,114.69999999999999,148,91,35,0.2928870292887029,-0.0018363864304662973,0.5256474352564744,0.5414458554144586,1
20170706_03_04_01,20170714_07_08_03,0,visible,0.1,P1,0.0,20.0,20.0,26,24,13,0.52,1.4700288887752126,0.1014898510148985,0.9572042795720428,1
20170706_03_04_01,20170714_07_08_03,0,visible,0.1,P2,20.0,60.0,40.00000000000001,50,42,13,0.2826086956521739,-0.8819659108628153,0.8563143685631437,0.23507649235076492,1
20170706_03_04_01,20170714_07_08_03,0,visible,0.1,P3,60.0,180.0,114.79999999999998,149,112,39,0.2988505747126437,-0.7480533440694921,0.785021497850215,0.26787321267873215,1
20170706_03_04_02,20170706_01_02_01,0,visible,0.1,P1,0.0,20.0,20.0,28,19,7,0.2978723404255319,-0.45257114842186374,0.7571242875712428,0.43195680431956807,1
20170706_03_04_02,20170706_01_02_01,0,visible,0.1,P2,20.0,60.0,39.99999999999999,52,41,22,0.4731182795698925,1.8397100856022117,0.053594640535946404,0.9812018798120188,1
20170706_03_04_02,20170706_01_02_01,0,visible,0.1,P3,60.0,180.0,114.6,148,120,39,0.291044776119403,-1.2262925976765409,0.9032096790320968,0.130986901309869,1
20170706_03_04_02,20170706_03_04_01,0,visible,0.1,P1,0.0,20.0,20.0,27,27,9,0.3333333333333333,-0.6560228052323823,0.7791220877912208,0.30796920307969206,1
20170706_03_04_02,20170706_03_04_01,0,visible,0.1,P2,20.0,60.0,40.00000000000001,52,51,23,0.44660194174757284,0.8348704068036377,0.23787621237876214,0.8473152684731526,1
20170706_03_04_02,20170706_03_04_01,0,visible,0.1,P3,60.0,180.0,113.9,147,149,43,0.2905405405405405,-2.2602673039491568,0.9945005499450055,0.012698730126987301,1
20170706_03_04_02,20170706_11_12_01,0,visible,0.1,P1,0.0,20.0,20.0,28,24,9,0.34615384615384615,-0.2593546793642367,0.648035196480352,0.48035196480351966,1
20170706_03_04_02,20170706_11_12_01,0,visible,0.1,P2,20.0,60.0,40.00000000000001,52,48,17,0.34,-0.5035789030917698,0.7319268073192681,0.3721627837216278,1
20170706_03_04_02,20170706_11_12_01,0,visible,0.1,P3,60.0,180.0,113.29999999999998,146,123,52,0.38661710037174724,0.7850938284492283,0.24097590240975902,0.8026197380261973,1
20170706_03_04_02,20170714_03_04_02,0,visible,0.1,P1,0.0,20.0,20.0,27,30,8,0.2807017543859649,-1.3372343588295534,0.9267073292670733,0.11908809119088092,1
20170706_03_04_02,20170714_03_04_02,0,visible,0.1,P2,20.0,60.0,40.0,53,57,23,0.41818181818181815,0.21058460832659573,0.45585441455854414,0.6272372762723728,1
20170706_03_04_02,20170714_03_04_02,0,visible,0.1,P3,60.0,180.0,113.9,148,135,52,0.3674911660777385,-0.07321875825715649,0.5515448455154485,0.5030496950304969,1
20170706_03_04_02,20170714_05_06_02,0,visible,0.1,P1,0.0,20.0,20.0,28,14,6,0.2857142857142857,0.10679600520945381,0.5837416258374163,0.6687331266873313,1
20170706_03_04_02,20170714_05_06_02,0,visible,0.1,P2,20.0,60.0,39.99999999999999,52,41,15,0.3225806451612903,-0.34970898401311223,0.7087291270872913,0.42915708429157085,1
20170706_03_04_02,20170714_05_06_02,0,visible,0.1,P3,60.0,180.0,114.20000000000002,148,135,47,0.3321554770318021,-0.8509254196815832,0.8291170882911709,0.22227777222277773,1
20170706_03_04_02,20170714_07_08_03,0,visible,0.1,P1,0.0,20.0,20.0,28,23,7,0.27450980392156865,-0.9814125435437208,0.8669133086691331,0.23537646235376464,1
20170706_03_04_02,20170714_07_08_03,0,visible,0.1,P2,20.0,60.0,39.99999999999999,52,42,18,0.3829787234042553,0.48940142899431704,0.37606239376062395,0.7266273372662734,1
20170706_03_04_02,20170714_07_08_03,0,visible,0.1,P3,60.0,180.0,114.6,148,112,49,0.3769230769230769,1.0082543350328916,0.1787821217878212,0.8625137486251375,1
20170706_03_04_03,20170706_05_06_01,0,visible,0.1,P1,0.0,20.0,20.0,28,22,7,0.28,-0.787133926134361,0.8377162283771623,0.30816918308169183,1
20170706_03_04_03,20170706_05_06_01,0,visible,0.1,P2,20.0,60.0,40.0,55,43,20,0.40816326530612246,0.7029375641283656,0.2538746125387461,0.8213178682131786,1
20170706_03_04_03,20170706_05_06_01,0,visible,0.1,P3,60.0,180.0,113.2,149,126,52,0.3781818181818182,0.4028305448588024,0.3855614438556144,0.6784321567843216,1
20170706_03_04_03,20170706_11_12_02,0,visible,0.1,P1,0.0,20.0,20.0,28,25,11,0.41509433962264153,0.35558818668470676,0.39786021397860216,0.7261273872612739,1
20170706_03_04_03,20170706_11_12_02,0,visible,0.1,P2,20.0,60.0,40.0,55,46,25,0.49504950495049505,1.2398037748676956,0.13838616138386162,0.9065093490650935,1
20170706_03_04_03,20170706_11_12_02,0,visible,0.1,P3,60.0,180.0,113.2,149,119,49,0.3656716417910448,0.36933153335219115,0.38166183381661833,0.6792320767923208,1
20170706_03_04_03,20170710_01_02_03,0,visible,0.1,P1,0.0,20.0,20.0,28,29,10,0.3508771929824561,-0.546923663036033,0.7285271472852715,0.3588641135886411,1
20170706_03_04_03,20170710_01_02_03,0,visible,0.1,P2,20.0,60.0,40.0,55,55,15,0.2727272727272727,-1.870163922572539,0.9738026197380262,0.0413958604139586,1
20170706_03_04_03,20170710_01_02_03,0,visible,0.1,P3,60.0,180.0,113.2,149,161,76,0.49032258064516127,1.784966812860826,0.04179582041795821,0.9761023897610239,1
20170706_03_04_03,20170710_07_08_01,0,visible,0.1,P1,0.0,20.0,20.0,28,19,12,0.5106382978723404,1.9275674991733671,0.0570942905709429,0.9784021597840216,1
20170706_03_04_03,20170710_07_08_01,0,visible,0.1,P2,20.0,60.0,40.0,55,45,21,0.42,0.8010672764536949,0.2776722327767223,0.8292170782921707,1
20170706_03_04_03,20170710_07_08_01,0,visible,0.1,P3,60.0,180.0,112.8,148,72,36,0.32727272727272727,1.834004613294066,0.0446955304469553,0.9746025397460254,1
20170706_03_04_03,20170710_07_08_03,0,visible,0.1,P1,0.0,20.0,20.0,28,27,13,0.4727272727272727,0.7698459024578134,0.2196780321967803,0.884011598840116,1
20170706_03_04_03,20170710_07_08_03,0,visible,0.1,P2,20.0,60.0,40.0,55,39,21,0.44680851063829785,1.7849647239252915,0.05499450054994501,0.9718028197180282,1
20170706_03_04_03,20170710_07_08_03,0,visible,0.1,P3,60.0,180.0,70.49999999999999,94,73,31,0.3712574850299401,0.4457375535512422,0.3621637836216378,0.724027597240276,1
20170706_03_04_03,20170714_01_02_02,0,visible,0.1,P1,0.0,20.0,20.0,28,32,15,0.5,0.8224100328381296,0.29447055294470553,0.8742125787421258,1
20170706_03_04_03,20170714_01_02_02,0,visible,0.1,P2,20.0,60.0,40.0,55,62,26,0.4444444444444444,0.20823682862613843,0.47315268473152683,0.6341365863413658,1
20170706_03_04_03,20170714_01_02_02,0,visible,0.1,P3,60.0,180.0,113.2,149,188,77,0.456973293768546,0.466432583202161,0.3468653134686531,0.7132286771322868,1
20170706_03_04_03,20170714_03_04_02,0,visible,0.1,P1,0.0,20.0,20.0,28,30,12,0.41379310344827586,-0.10801695752790856,0.6264373562643736,0.5429457054294571,1
20170706_03_04_03,20170714_03_04_02,0,visible,0.1,P2,20.0,60.0,40.0,55,57,25,0.44642857142857145,0.4410711649421092,0.40175982401759824,0.7107289271072893,1
20170706_03_04_03,20170714_03_04_02,0,visible,0.1,P3,60.0,180.0,113.2,149,134,50,0.35335689045936397,-0.4271711689810378,0.6843315668433156,0.3665633436656334,1
20170706_03_04_03,20170714_05_06_02,0,visible,0.1,P1,0.0,20.0,20.0,28,14,3,0.14285714285714285,-1.4782829295478268,0.9571042895710429,0.10938906109389061,1
20170706_03_04_03,20170714_05_06_02,0,visible,0.1,P2,20.0,60.0,40.0,55,41,13,0.2708333333333333,-1.2312655731096926,0.9397060293970603,0.1284871512848715,1
20170706_03_04_03,20170714_05_06_02,0,visible,0.1,P3,60.0,180.0,113.10000000000001,148,135,59,0.4169611307420495,1.0686285338376207,0.16868313168683133,0.8669133086691331,1
20170706_03_04_03,20170714_07_08_02,0,visible,0.1,P1,0.0,20.0,20.0,27,24,9,0.35294117647058826,-0.19798794980084747,0.6517348265173483,0.49475052494750527,1
20170706_03_04_03,20170714_07_08_02,0,visible,0.1,P2,20.0,60.0,40.00000000000001,55,36,13,0.2857142857142857,-0.6950532575519616,0.8012198780121987,0.31256874312568744,1
20170706_03_04_03,20170714_07_08_02,0,visible,0.1,P3,60.0,180.0,110.69999999999999,145,97,36,0.2975206611570248,-0.4047635721024181,0.7022297770222977,0.37176282371762825,1
20170706_05_06_01,20170706_01_02_01,0,visible,0.1,P1,0.0,20.0,20.0,32,20,8,0.3076923076923077,-0.6176575304572546,0.8004199580041996,0.34096590340965904,1
20170706_05_06_01,20170706_01_02_01,0,visible,0.1,P2,20.0,60.0,40.0,56,40,16,0.3333333333333333,-0.27505862307223017,0.6547345265473453,0.45865413458654136,1
20170706_05_06_01,20170706_01_02_01,0,visible,0.1,P3,60.0,180.0,115.00000000000001,116,120,34,0.288135593220339,-0.44965076981369684,0.6955304469553044,0.36336366363363665,1
20170706_05_06_01,20170706_03_04_01,0,visible,0.1,P1,0.0,20.0,20.0,32,27,14,0.4745762711864407,0.5676351504723298,0.37436256374362564,0.7424257574242575,1
20170706_05_06_01,20170706_03_04_01,0,visible,0.1,P2,20.0,60.0,40.00000000000001,54,51,18,0.34285714285714286,-0.7468039208165193,0.7972202779722027,0.2646735326467353,1
20170706_05_06_01,20170706_03_04_01,0,visible,0.1,P3,60.0,180.0,113.4,116,148,44,0.3333333333333333,-0.21291691825483883,0.6006399360063993,0.4664533546645335,1
20170706_05_06_01,20170706_03_04_03,0,visible,0.1,P1,0.0,20.0,20.0,31,35,16,0.48484848484848486,-0.012941502361792607,0.5513448655134486,0.5624437556244376,1
20170706_05_06_01,20170706_03_04_03,0,visible,0.1,P2,20.0,60.0,40.0,54,62,23,0.39655172413793105,-0.5584924420733115,0.75002499750025,0.32556744325567444,1
20170706_05_06_01,20170706_03_04_03,0,visible,0.1,P3,60.0,180.0,113.10000000000001,115,162,47,0.33935018050541516,-0.4311874467502984,0.7072292770722928,0.35876412358764126,1
20170706_05_06_01,20170706_05_06_02,0,visible,0.1,P1,0.0,20.0,20.0,33,27,14,0.4666666666666667,0.4086590614596774,0.41275872412758724,0.6618338166183382,1
20170706_05_06_01,20170706_05_06_02,0,visible,0.1,P2,20.0,60.0,40.0,56,50,11,0.20754716981132076,-2.878806807796085,1.0,9.999000099990002e-05,1
20170706_05_06_01,20170706_05_06_02,0,visible,0.1,P3,60.0,180.0,114.80000000000001,116,141,34,0.26459143968871596,-1.7305770688034112,0.9699030096990301,0.04689531046895311,1
20170706_05_06_01,20170706_11_12_01,0,visible,0.1,P1,0.0,20.0,20.0,31,24,9,0.32727272727272727,-0.7993279233111233,0.8426157384261573,0.31416858314168583,1
20170706_05_06_01,20170706_11_12_01,0,visible,0.1,P2,20.0,60.0,40.00000000000001,54,48,19,0.37254901960784315,-0.14189610441321193,0.6052394760523948,0.5048495150484952,1
20170706_05_06_01,20170706_11_12_01,0,visible,0.1,P3,60.0,180.0,112.9,115,122,41,0.3459915611814346,0.7598303207771764,0.24547545245475452,0.815018498150185,1
20170706_05_06_01,20170706_11_12_02,0,visible,0.1,P1,0.0,20.0,20.0,32,25,11,0.38596491228070173,-0.23179851014204927,0.680931906809319,0.48785121487851213,1
20170706_05_06_01,20170706_11_12_02,0,visible,0.1,P2,20.0,60.0,40.00000000000001,56,47,20,0.3883495145631068,0.15292395549945184,0.48465153484651535,0.6312368763123688,1
20170706_05_06_01,20170706_11_12_02,0,visible,0.1,P3,60.0,180.0,114.9,116,121,43,0.3628691983122363,1.2046946289504215,0.13038696130386962,0.9084091590840916,1
20170706_05_06_01,20170710_01_02_02,0,visible,0.1,P1,0.0,20.0,20.0,31,31,11,0.3548387096774194,-0.9645864933517136,0.8582141785821418,0.21897810218978103,1
20170706_05_06_01,20170710_01_02_02,0,visible,0.1,P2,20.0,60.0,40.0,54,48,21,0.4117647058823529,0.44271236052223145,0.3812618738126187,0.7141285871412859,1
20170706_05_06_01,20170710_01_02_02,0,visible,0.1,P3,60.0,180.0,113.60000000000001,116,156,43,0.3161764705882353,-0.9190626678783892,0.8473152684731526,0.20537946205379462,1
20170706_05_06_01,20170714_05_06_01,0,visible,0.1,P1,0.0,20.0,20.0,32,21,9,0.33962264150943394,-0.30182618603083883,0.7130286971302869,0.49235076492350766,1
20170706_05_06_01,20170714_05_06_01,0,visible,0.1,P2,20.0,60.0,40.0,55,41,15,0.3125,-0.5130506345453675,0.7556244375562444,0.34866513348665135,1
20170706_05_06_01,20170714_05_06_01,0,visible,0.1,P3,60.0,180.0,114.50000000000001,116,118,38,0.3247863247863248,0.4532711795892433,0.3508649135086491,0.7117288271172882,1
20170706_05_06_01,20170714_05_06_02,0,visible,0.1,P1,0.0,20.0,20.0,32,14,7,0.30434782608695654,0.3365246319693278,0.506049395060494,0.7345265473452655,1
20170706_05_06_01,20170714_05_06_02,0,visible,0.1,P2,20.0,60.0,40.00000000000001,56,42,14,0.2857142857142857,-1.094020235414358,0.8923107689231077,0.1695830416958304,1
20170706_05_06_01,20170714_05_06_02,0,visible,0.1,P3,60.0,180.0,114.9,116,135,40,0.3187250996015936,-0.15403997598051364,0.5989401059894011,0.47395260473952605,1
20170706_05_06_01,20170714_05_06_03,0,visible,0.1,P1,0.0,20.0,20.0,32,26,15,0.5172413793103449,1.1204091220679437,0.19058094190580943,0.8986101389861014,1
20170706_05_06_01,20170714_05_06_03,0,visible,0.1,P2,20.0,60.0,40.0,57,58,29,0.5043478260869565,1.1058215374234608,0.1576842315768423,0.8784121587841216,1
20170706_05_06_01,20170714_05_06_03,0,visible,0.1,P3,60.0,180.0,115.50000000000001,116,135,42,0.3346613545816733,0.29010532347022006,0.41755824417558246,0.6473352664733527,1
20170706_05_06_02,20170706_03_04_02,0,visible,0.1,P1,0.0,20.0,20.0,34,30,18,0.5625,0.9567495659547685,0.22777722227777222,0.8402159784021598,1
20170706_05_06_02,20170706_03_04_02,0,visible,0.1,P2,20.0,60.0,40.0,59,50,23,0.42201834862385323,0.3082974401332602,0.44475552444755523,0.6736326367363263,1
20170706_05_06_02,20170706_03_04_02,0,visible,0.1,P3,60.0,180.0,114.60000000000001,134,152,53,0.3706293706293706,-0.0010092065905862632,0.5441455854414559,0.5288471152884712,1
20170706_05_06_02,20170706_03_04_03,0,visible,0.1,P1,0.0,20.0,20.0,34,35,20,0.5797101449275363,0.9112062538583015,0.24697530246975302,0.8593140685931406,1
20170706_05_06_02,20170706_03_04_03,0,visible,0.1,P2,20.0,60.0,40.0,58,62,25,0.4166666666666667,-0.4447100177384575,0.7270272972702729,0.35596440355964404,1
20170706_05_06_02,20170706_03_04_03,0,visible,0.1,P3,60.0,180.0,113.49999999999999,132,163,55,0.3728813559322034,-0.2779992344540215,0.639036096390361,0.42785721427857215,1
20170706_05_06_02,20170706_05_06_01,0,visible,0.1,P1,0.0,20.0,20.0,34,24,11,0.3793103448275862,-0.4135839529774866,0.7411258874112588,0.39906009399060094,1
20170706_05_06_02,20170706_05_06_01,0,visible,0.1,P2,20.0,60.0,40.0,58,43,16,0.31683168316831684,-0.839381618870188,0.8211178882111789,0.27017298270172985,1
20170706_05_06_02,20170706_05_06_01,0,visible,0.1,P3,60.0,180.0,115.30000000000001,136,128,47,0.3560606060606061,0.4028842596535234,0.36966303369663034,0.7112288771122888,1
20170706_05_06_02,20170706_05_06_03,0,visible,0.1,P1,0.0,20.0,20.0,35,26,12,0.39344262295081966,-0.4919704470875653,0.7678232176782321,0.37536246375362464,1
20170706_05_06_02,20170706_05_06_03,0,visible,0.1,P2,20.0,60.0,40.0,57,43,17,0.34,-0.46201322699513675,0.7399260073992601,0.37616238376162386,1
20170706_05_06_02,20170706_05_06_03,0,visible,0.1,P3,60.0,180.0,115.69999999999999,136,144,51,0.36428571428571427,0.08396411485859456,0.49495050494950504,0.567043295670433,1
20170706_05_06_02,20170706_11_12_02,0,visible,0.1,P1,0.0,20.0,20.0,34,25,11,0.3728813559322034,-0.4815217710447032,0.7371262873712628,0.4076592340765923,1
20170706_05_06_02,20170706_11_12_02,0,visible,0.1,P2,20.0,60.0,40.00000000000001,58,47,24,0.45714285714285713,1.2689300436569266,0.15628437156284372,0.914008599140086,1
20170706_05_06_02,20170706_11_12_02,0,visible,0.1,P3,60.0,180.0,115.29999999999998,135,122,47,0.3657587548638132,0.8479800536130646,0.23677632236776322,0.8253174682531746,1
20170706_05_06_02,20170710_01_02_02,0,visible,0.1,P1,0.0,20.0,20.0,34,31,16,0.49230769230769234,0.2411848237060804,0.48555144485551444,0.6813318668133187,1
20170706_05_06_02,20170710_01_02_02,0,visible,0.1,P2,20.0,60.0,40.0,59,48,20,0.37383177570093457,-0.3448315494707256,0.6887311268873113,0.42145785421457854,1
20170706_05_06_02,20170710_01_02_02,0,visible,0.1,P3,60.0,180.0,113.99999999999999,133,157,45,0.3103448275862069,-1.5603352854902437,0.9423057694230577,0.0771922807719228,1
20170706_05_06_02,20170710_01_02_03,0,visible,0.1,P1,0.0,20.0,20.0,34,30,19,0.59375,1.8270387757950497,0.06319368063193681,0.9912008799120088,1
