t_center,t_center_abs,S,S_null_mean,S_null_sd,z_S_t,S_excess,nA,nB,nM,dt,episode
7.5,7.5,0.8888888888888888,0.8716282891429178,0.09699873119380888,0.17794665490503592,0.01726059974597105,9.0,9.0,8.0,-0.2999999999999998,0
7.5,7.5,0.8888888888888888,0.8716282891429178,0.09699873119380888,0.17794665490503592,0.01726059974597105,9.0,9.0,8.0,-0.10000000000000053,0
7.5,7.5,0.8888888888888888,0.8716282891429178,0.09699873119380888,0.17794665490503592,0.01726059974597105,9.0,9.0,8.0,-0.20000000000000018,0
7.5,7.5,0.8888888888888888,0.8716282891429178,0.09699873119380888,0.17794665490503592,0.01726059974597105,9.0,9.0,8.0,-0.7000000000000002,0
7.5,7.5,0.8888888888888888,0.8716282891429178,0.09699873119380888,0.17794665490503592,0.01726059974597105,9.0,9.0,8.0,-0.6999999999999993,0
7.5,7.5,0.8888888888888888,0.8716282891429178,0.09699873119380888,0.17794665490503592,0.01726059974597105,9.0,9.0,8.0,-0.7000000000000011,0
7.5,7.5,0.8888888888888888,0.8716282891429178,0.09699873119380888,0.17794665490503592,0.01726059974597105,9.0,9.0,8.0,-0.9000000000000004,0
7.5,7.5,0.8888888888888888,0.8716282891429178,0.09699873119380888,0.17794665490503592,0.01726059974597105,9.0,9.0,8.0,-0.9000000000000004,0
8.5,8.5,0.9411764705882353,0.8766521843481596,0.08832523572700846,0.7305305862925103,0.06452428624007567,9.0,8.0,8.0,-0.10000000000000053,0
8.5,8.5,0.9411764705882353,0.8766521843481596,0.08832523572700846,0.7305305862925103,0.06452428624007567,9.0,8.0,8.0,-0.20000000000000018,0
8.5,8.5,0.9411764705882353,0.8766521843481596,0.08832523572700846,0.7305305862925103,0.06452428624007567,9.0,8.0,8.0,-0.7000000000000002,0
8.5,8.5,0.9411764705882353,0.8766521843481596,0.08832523572700846,0.7305305862925103,0.06452428624007567,9.0,8.0,8.0,-0.6999999999999993,0
8.5,8.5,0.9411764705882353,0.8766521843481596,0.08832523572700846,0.7305305862925103,0.06452428624007567,9.0,8.0,8.0,-0.7000000000000011,0
8.5,8.5,0.9411764705882353,0.8766521843481596,0.08832523572700846,0.7305305862925103,0.06452428624007567,9.0,8.0,8.0,-0.9000000000000004,0
8.5,8.5,0.9411764705882353,0.8766521843481596,0.08832523572700846,0.7305305862925103,0.06452428624007567,9.0,8.0,8.0,-0.9000000000000004,0
8.5,8.5,0.9411764705882353,0.8766521843481596,0.08832523572700846,0.7305305862925103,0.06452428624007567,9.0,8.0,8.0,-0.8999999999999986,0
9.5,9.5,0.9411764705882353,0.8973591164855097,0.08446438842375537,0.5187671978739158,0.04381735410272558,9.0,8.0,8.0,-0.7000000000000002,0
9.5,9.5,0.9411764705882353,0.8973591164855097,0.08446438842375537,0.5187671978739158,0.04381735410272558,9.0,8.0,8.0,-0.6999999999999993,0
9.5,9.5,0.9411764705882353,0.8973591164855097,0.08446438842375537,0.5187671978739158,0.04381735410272558,9.0,8.0,8.0,-0.7000000000000011,0
9.5,9.5,0.9411764705882353,0.8973591164855097,0.08446438842375537,0.5187671978739158,0.04381735410272558,9.0,8.0,8.0,-0.9000000000000004,0
9.5,9.5,0.9411764705882353,0.8973591164855097,0.08446438842375537,0.5187671978739158,0.04381735410272558,9.0,8.0,8.0,-0.9000000000000004,0
9.5,9.5,0.9411764705882353,0.8973591164855097,0.08446438842375537,0.5187671978739158,0.04381735410272558,9.0,8.0,8.0,-0.8999999999999986,0
9.5,9.5,0.9411764705882353,0.8973591164855097,0.08446438842375537,0.5187671978739158,0.04381735410272558,9.0,8.0,8.0,-0.6999999999999993,0
9.5,9.5,0.9411764705882353,0.8973591164855097,0.08446438842375537,0.5187671978739158,0.04381735410272558,9.0,8.0,8.0,-0.9000000000000004,0
10.5,10.5,0.9411764705882353,0.8684822041133962,0.08714256243839644,0.8341993216716432,0.07269426647483912,9.0,8.0,8.0,0.0,0
10.5,10.5,0.9411764705882353,0.8684822041133962,0.08714256243839644,0.8341993216716432,0.07269426647483912,9.0,8.0,8.0,-0.3000000000000007,0
10.5,10.5,0.9411764705882353,0.8684822041133962,0.08714256243839644,0.8341993216716432,0.07269426647483912,9.0,8.0,8.0,-0.40000000000000036,0
10.5,10.5,0.9411764705882353,0.8684822041133962,0.08714256243839644,0.8341993216716432,0.07269426647483912,9.0,8.0,8.0,-0.1999999999999993,0
10.5,10.5,0.9411764705882353,0.8684822041133962,0.08714256243839644,0.8341993216716432,0.07269426647483912,9.0,8.0,8.0,-0.1999999999999993,0
10.5,10.5,0.9411764705882353,0.8684822041133962,0.08714256243839644,0.8341993216716432,0.07269426647483912,9.0,8.0,8.0,-0.09999999999999964,0
10.5,10.5,0.9411764705882353,0.8684822041133962,0.08714256243839644,0.8341993216716432,0.07269426647483912,9.0,8.0,8.0,-0.5,0
10.5,10.5,0.9411764705882353,0.8684822041133962,0.08714256243839644,0.8341993216716432,0.07269426647483912,9.0,8.0,8.0,-0.40000000000000036,0
11.5,11.5,0.8,0.785625354710649,0.09236073526764968,0.15563589059458185,0.014374645289351062,9.0,6.0,6.0,-0.40000000000000036,0
11.5,11.5,0.8,0.785625354710649,0.09236073526764968,0.15563589059458185,0.014374645289351062,9.0,6.0,6.0,-0.1999999999999993,0
11.5,11.5,0.8,0.785625354710649,0.09236073526764968,0.15563589059458185,0.014374645289351062,9.0,6.0,6.0,-0.1999999999999993,0
11.5,11.5,0.8,0.785625354710649,0.09236073526764968,0.15563589059458185,0.014374645289351062,9.0,6.0,6.0,-0.09999999999999964,0
11.5,11.5,0.8,0.785625354710649,0.09236073526764968,0.15563589059458185,0.014374645289351062,9.0,6.0,6.0,-0.5,0
11.5,11.5,0.8,0.785625354710649,0.09236073526764968,0.15563589059458185,0.014374645289351062,9.0,6.0,6.0,-0.40000000000000036,0
12.5,12.5,0.75,0.8037257888826002,0.08493993116756095,-0.6325150979533446,-0.053725788882600156,9.0,7.0,6.0,-0.1999999999999993,0
12.5,12.5,0.75,0.8037257888826002,0.08493993116756095,-0.6325150979533446,-0.053725788882600156,9.0,7.0,6.0,-0.09999999999999964,0
12.5,12.5,0.75,0.8037257888826002,0.08493993116756095,-0.6325150979533446,-0.053725788882600156,9.0,7.0,6.0,-0.5,0
12.5,12.5,0.75,0.8037257888826002,0.08493993116756095,-0.6325150979533446,-0.053725788882600156,9.0,7.0,6.0,-0.40000000000000036,0
12.5,12.5,0.75,0.8037257888826002,0.08493993116756095,-0.6325150979533446,-0.053725788882600156,9.0,7.0,6.0,-0.8000000000000007,0
12.5,12.5,0.75,0.8037257888826002,0.08493993116756095,-0.6325150979533446,-0.053725788882600156,9.0,7.0,6.0,-1.0,0
13.5,13.5,0.8,0.8035651923240159,0.08258985871892706,-0.04316743458962755,-0.0035651923240158645,9.0,6.0,6.0,-0.09999999999999964,0
13.5,13.5,0.8,0.8035651923240159,0.08258985871892706,-0.04316743458962755,-0.0035651923240158645,9.0,6.0,6.0,-0.5,0
13.5,13.5,0.8,0.8035651923240159,0.08258985871892706,-0.04316743458962755,-0.0035651923240158645,9.0,6.0,6.0,-0.40000000000000036,0
13.5,13.5,0.8,0.8035651923240159,0.08258985871892706,-0.04316743458962755,-0.0035651923240158645,9.0,6.0,6.0,-0.8000000000000007,0
13.5,13.5,0.8,0.8035651923240159,0.08258985871892706,-0.04316743458962755,-0.0035651923240158645,9.0,6.0,6.0,-1.0,0
13.5,13.5,0.8,0.8035651923240159,0.08258985871892706,-0.04316743458962755,-0.0035651923240158645,9.0,6.0,6.0,-0.5,0
14.5,14.5,0.8,0.7681811768297061,0.08820378029796754,0.36074217071881143,0.03181882317029394,9.0,6.0,6.0,0.1999999999999993,0
14.5,14.5,0.8,0.7681811768297061,0.08820378029796754,0.36074217071881143,0.03181882317029394,9.0,6.0,6.0,0.20000000000000107,0
14.5,14.5,0.8,0.7681811768297061,0.08820378029796754,0.36074217071881143,0.03181882317029394,9.0,6.0,6.0,-0.8000000000000007,0
14.5,14.5,0.8,0.7681811768297061,0.08820378029796754,0.36074217071881143,0.03181882317029394,9.0,6.0,6.0,-1.0,0
14.5,14.5,0.8,0.7681811768297061,0.08820378029796754,0.36074217071881143,0.03181882317029394,9.0,6.0,6.0,-0.5,0
14.5,14.5,0.8,0.7681811768297061,0.08820378029796754,0.36074217071881143,0.03181882317029394,9.0,6.0,6.0,-0.5,0
15.5,15.5,0.8,0.8217576495400026,0.08076897242746803,-0.26938128449685733,-0.021757649540002588,9.0,6.0,6.0,-0.8000000000000007,0
15.5,15.5,0.8,0.8217576495400026,0.08076897242746803,-0.26938128449685733,-0.021757649540002588,9.0,6.0,6.0,-1.0,0
15.5,15.5,0.8,0.8217576495400026,0.08076897242746803,-0.26938128449685733,-0.021757649540002588,9.0,6.0,6.0,-0.5,0
15.5,15.5,0.8,0.8217576495400026,0.08076897242746803,-0.26938128449685733,-0.021757649540002588,9.0,6.0,6.0,-0.5,0
15.5,15.5,0.8,0.8217576495400026,0.08076897242746803,-0.26938128449685733,-0.021757649540002588,9.0,6.0,6.0,-0.5,0
15.5,15.5,0.8,0.8217576495400026,0.08076897242746803,-0.26938128449685733,-0.021757649540002588,9.0,6.0,6.0,-0.6000000000000014,0
16.5,16.5,0.8421052631578947,0.8949313649628666,0.08057746476989731,-0.6555939921394385,-0.05282610180497194,11.0,8.0,8.0,-0.5,0
