t_center,z_S_t__20170705_01_02_01,z_S_t__20170705_01_02_02,z_S_t__20170705_01_02_03,z_S_t__20170705_03_04_01,z_S_t__20170705_03_04_02,z_S_t__20170705_03_04_03,z_S_t__20170707_01_02_01,z_S_t__20170707_01_02_02,z_S_t__20170707_01_02_03,z_S_t__20170707_03_04_01,z_S_t__20170707_03_04_02,z_S_t__20170707_03_04_03,z_S_t__20170707_05_06_01,z_S_t__20170707_05_06_02,z_S_t__20170707_05_06_03,z_S_t__20170707_07_08_01,z_S_t__20170707_07_08_02,z_S_t__20170707_07_08_03,z_S_t__20170707_09_10_01,z_S_t__20170707_09_10_02,z_S_t__20170707_09_10_03,z_S_t__20170707_11_12_01,z_S_t__20170707_11_12_02,z_S_t__20170707_11_12_03,z_S_t__20170710_13_14_01,z_S_t__20170710_13_14_02,z_S_t__20170710_13_14_03,z_S_t__20170710_15_16_01,z_S_t__20170710_15_16_02,z_S_t__20170710_15_16_03,,,,,,,,,,,,,,,,,
28.5,-0.748787212,-0.096653495,0.601257779,-0.341810221,0.366044809,0.965538864,-0.208334957,-0.878499378,0.246625937,-1.390280661,2.342569756,-0.602432279,0.488321438,0.536086145,0.606676356,0.848305041,0.055876976,-0.978459497,0.010322091,-1.109717606,1.90786734,-0.660996716,0.127047656,-0.981746762,1.142160295,-0.356539864,-0.467257095,0.056369726,0.222832632,-0.02490058,,,,,,,,,,,,,,,,,
29.5,-0.664118022,-1.4599352,0.493795407,0.913550563,-0.516914973,0.964960858,-0.377982837,-0.238687408,0.072157055,-0.764159986,0.880527877,0.041105775,1.688746438,0.812641822,0.977150083,-0.116269686,-0.628258532,-1.758662704,-0.676079039,-0.954818557,2.059677549,-0.962653326,-1.08701662,0.672390325,1.720267379,-0.269712472,0.451496594,0.170533706,0.642766695,-1.54269207,,,,,,,,,,,,,,,,,
30.5,0.575083263,0.509328125,0.865861696,0.380807943,-0.286729198,1.400242504,0.070558461,0.131139281,-0.023247454,0.17686954,1.544480838,0.885676269,0.874927518,-0.514213312,1.003992558,-0.087642521,-0.704856035,-0.832587773,-1.432092368,-0.223397702,2.131044787,0.025320409,0.387254931,0.454916001,2.706431756,0.468810942,-0.225015032,-0.397844752,1.038225307,-2.90607983,,,,,,,,,,,,,,,,,
31.5,0.924450406,-0.019293288,1.099198943,-0.393480968,-0.130869997,1.09420877,0.308055273,0.371003054,0.552968041,-0.368044941,0.772825098,1.326067265,1.486087247,-1.014575562,0.460590242,-0.814772619,-0.415594446,-0.795461594,-0.905605474,-0.178419525,1.309395818,0.554996093,-0.654187131,0.465503393,1.696490513,0.37006678,0.445735193,1.035032897,1.486491879,-2.024383856,,,,,,,,,,,,,,,,,
32.5,0.749885257,-0.090507283,-0.474004237,-0.983780502,-0.043197913,1.356044634,0.239807944,0.135720607,0.903141413,0.140470538,-0.004606636,1.84488389,0.592380968,-0.953833465,-0.30879124,0.343687065,-0.449303545,-0.873756596,-0.603303259,-0.100693197,0.728332473,1.301395192,-0.125347011,-0.605496722,1.577768905,1.321923514,-0.60760462,1.778050263,1.456163441,-2.629049508,,,,,,,,,,,,,,,,,
33.5,0.10379747,0.496950387,-0.138072883,-0.337614811,0.343697072,0.863177103,0.086238845,0.468714779,1.182836821,0.485114217,-0.657953636,1.897006694,-0.166362652,-2.07190646,-1.279679391,0.899843942,-0.356376309,-0.972746243,0.158532021,-1.904711189,-0.525157548,1.000164628,0.806544852,0.039106171,-0.12857774,2.669382174,-0.429771417,2.048484465,1.525498023,-1.66389093,,,,,,,,,,,,,,,,,
34.5,0.886614195,-0.421849188,-0.392114646,-0.368809361,0.662123848,0.955509748,0.286947353,0.428439091,0.952251883,0.212499221,-0.317960579,0.543201548,-0.599982509,-1.309089576,-1.963751814,0.913463867,0.138187082,0.098953238,1.224291397,-0.59241421,-0.726868679,1.868682003,0.959187384,0.003022088,-0.813882957,3.491937967,1.495770992,-0.405452916,1.313307622,-0.42315205,,,,,,,,,,,,,,,,,
35.5,0.465877652,-0.103464267,-0.071581327,-0.331311761,-0.708469618,1.134955548,-0.472514777,0.011140234,0.485554551,-0.202605249,0.346470763,1.379612923,-0.355869356,-0.83012207,-1.357203613,0.811567696,0.1264578,0.332170349,1.466957771,-0.292546739,-0.507309481,1.399981038,-0.0320729,-0.00296194,0.031292015,2.371514648,0.835571448,0.516051392,1.167525249,-0.116788767,,,,,,,,,,,,,,,,,
36.5,0.087221533,-0.759920938,-0.775606839,0.412404425,-0.495496707,0.389359962,-0.450204749,0.321528761,0.543685346,0.348804482,0.155995151,1.229177257,-0.191988007,-0.47287671,-1.651719681,1.183902054,-0.139606931,0.929192095,0.760292018,0.02463564,-0.268931387,1.496525351,1.237877628,0.613568481,0.886017123,1.764052275,0.763435335,0.499339792,1.098935,0.170308587,,,,,,,,,,,,,,,,,
37.5,0.061351124,-0.515313952,0.147279136,1.422812546,-0.019588787,0.633880757,-1.112435854,0.901900567,0.476869911,0.602372959,0.003438101,0.648643427,-0.566636007,0.109282708,-0.550548725,1.186714719,-0.353202412,0.716019262,0.6422337,0.476393694,-0.064989716,1.411181094,1.280579758,0.83985015,0.238308378,1.255553685,0.240038778,0.37486782,-0.179569161,-0.554449639,,,,,,,,,,,,,,,,,
38.5,0.535723543,-1.354352981,0.235607928,0.836292295,0.683603369,0.194463647,-1.060909328,0.778719809,0.794979695,-0.183506729,0.461941059,1.531765184,-0.711085306,0.079215707,,0.906559832,0.000700148,1.227217165,0.078190158,-0.015799299,0.386970454,1.160099435,-0.43184968,0.957743626,0.120611181,0.463528591,-0.580523402,1.470382776,-0.270882252,-0.565653317,,,,,,,,,,,,,,,,,
39.5,-0.073581237,-1.141665554,0.870392663,0.425618324,0.632408997,-0.419454655,-0.036026323,0.931603304,0.907977319,0.617591065,-0.186330888,0.545378023,-1.271868944,0.631839383,-0.482621261,0.385782963,-0.884653049,1.213057087,0.127369148,-0.758898588,0.641099616,1.549129387,1.073846398,0.850595749,-1.586816777,0.245106255,-0.328038602,1.47754617,-0.266403635,-0.572824954,,,,,,,,,,,,,,,,,
40.5,-0.100825517,0.077595101,1.4142008,-0.094077132,0.618282485,-0.627018785,-0.096077699,0.839002568,0.922910393,0.790025967,-0.461616188,1.063748452,-1.255401866,0.060012792,-1.240223826,1.064068931,0.640510206,1.199305403,-0.651150929,-1.066682769,0.173225814,1.279699623,0.474481371,0.903025483,-0.006677687,0.527150584,-0.68125357,1.145133288,0.537992077,-0.111115279,,,,,,,,,,,,,,,,,
41.5,-0.154465595,0.294022292,1.27694452,-1.54174197,0.261178181,-0.780448703,0.677433509,0.749419967,0.081038186,1.440725019,-0.005687475,0.940682309,-1.099890916,-1.210036149,-1.103105956,-0.126786189,0.301492183,0.285737472,-1.253729529,-0.707529828,0.753559858,0.572437605,1.273915061,1.706478604,-1.216884809,0.519001119,-0.614669666,0.285485093,0.070063838,0.060939547,,,,,,,,,,,,,,,,,
42.5,-0.016925909,0.733074691,1.088109689,-2.535819807,0.292900666,-2.171264258,0.481518636,0.824481761,-0.137887796,0.220250217,0.776943668,0.43739619,0.354549565,0.501950411,-0.772674868,0.711607939,1.022513651,0.867889749,-0.460552328,-0.079467242,1.141657342,0.275379721,1.108167235,1.367202978,0.006958937,0.262414914,1.117237751,0.179261164,1.298309678,-0.080177508,,,,,,,,,,,,,,,,,
43.5,-0.77247702,0.264593959,-0.060181515,-2.6072602,0.968766243,0.75338567,0.468645375,1.030722466,-1.732210937,0.890872903,-0.87690358,0.823126701,0.423791013,0.616639059,-0.62154496,1.067068248,0.826413487,0.282902334,-1.044592577,-1.349091894,0.643739268,0.843047895,0.677867318,0.798629558,0.771217455,1.238108403,1.238109202,-2.199941709,1.006409083,-0.08682209,,,,,,,,,,,,,,,,,
44.5,-0.303540383,0.615385385,-0.974364632,-0.642225495,-0.021109551,0.696266765,1.144911896,0.733048337,-0.903020336,0.668736845,-0.528502,0.98516644,1.263102845,0.542534007,-1.098509721,1.062617758,0.833627557,0.367908492,-2.209084596,-0.073339625,0.462735033,0.489515546,1.064044965,1.359857192,0.334880973,1.257238619,1.013150757,-2.805890421,0.652718201,-0.722147172,,,,,,,,,,,,,,,,,
45.5,-0.155242893,0.047816279,-1.773705082,-0.21189766,-0.249194322,0.194989864,0.402463673,0.750990616,-0.927386853,-0.552521672,-0.42543175,1.474534063,1.400104153,0.762512199,-0.355239164,1.524835151,-0.168464268,-0.255958327,-1.32989035,-1.254695261,-0.221160451,0.948917927,0.516643735,0.992985599,0.240877418,-0.520980314,0.336936476,-2.512274606,0.684666926,-0.650709528,,,,,,,,,,,,,,,,,
46.5,-0.591550656,0.626062766,-1.989072149,0.86229491,-0.493627966,0.26563067,0.851641436,0.150135205,0.137430639,-0.583072788,-2.008267678,1.767756882,1.014141917,0.773849076,-0.068841279,1.492292472,0.479581612,0.309216965,-1.35680473,-1.087323941,-0.167671682,-0.514898066,0.794498982,0.102234435,0.004235557,-0.775234094,0.903392307,-2.19679971,-0.480240248,-1.539187117,,,,,,,,,,,,,,,,,
47.5,0.131131741,0.36616714,-1.738565206,1.342659137,-0.284867252,0.209684977,0.457634717,0.165651749,-1.539045229,0.56144973,-0.593187957,1.032754342,0.721152607,1.129063869,-0.432481721,1.209080812,0.718266035,1.253954807,-0.085368566,0.977341406,0.343328966,-0.5634813,-0.470078088,1.075685546,0.322960208,0.533802635,-0.510971215,-1.300840926,0.616868396,-0.684477268,,,,,,,,,,,,,,,,,
48.5,0.77631096,1.283353852,-0.429608522,0.797984517,-1.151295446,-0.328767652,0.763858111,0.594751347,-0.6010048,1.263986779,-0.588221118,1.04023583,-0.404903771,-0.626451037,-1.397908709,0.977322619,0.920031882,0.911102362,0.214680689,0.833151881,-0.730043501,-0.711747034,0.843256369,0.941934344,1.21526302,-0.480482219,-0.715808005,-0.999672008,0.498315253,-1.428256845,,,,,,,,,,,,,,,,,
49.5,0.060491054,0.975809454,0.330012531,0.267973265,-0.248011008,-0.41619937,0.389135972,0.240884294,-0.933154677,0.195885218,-1.06959475,-0.02766409,-0.187431467,-0.417787634,-0.311799353,0.804340537,-0.095368028,1.01864721,-0.218485637,-0.851524686,-0.816637285,0.24050832,-0.419976202,0.934309677,0.687987199,-0.522892384,-0.117507909,0.012933156,0.693108593,-0.385422267,,,,,,,,,,,,,,,,,
50.5,1.039887745,0.390047955,0.263066084,0.354662584,0.521098214,0.058796527,-0.041486806,0.488914338,-0.900511851,0.207543792,-0.889119485,0.312521568,-0.299688902,-0.781793517,-0.373280309,1.265712334,0.210294754,-0.423525987,-1.313955039,-0.30529154,0.035504366,-0.734399917,0.262526131,1.522201536,0.439776878,0.951654388,0.654945284,0.82034888,1.026789665,-0.15137412,,,,,,,,,,,,,,,,,
51.5,1.666515429,-0.144773291,1.0189768,1.138944074,0.44304137,0.575963575,0.08563166,0.823379211,-0.129849512,0.778714571,-0.097189865,1.180152358,-0.669917273,-0.516568282,-0.354408253,0.605793793,-0.110258992,-0.766875931,-1.065105135,-0.363427424,-1.068956487,0.665263883,0.158765608,1.025427239,0.620452454,-0.534197588,-0.235913585,1.273641698,0.31134913,0.055874553,,,,,,,,,,,,,,,,,
52.5,-0.076098215,0.423989273,1.694792652,-0.076068044,0.608649333,0.603622428,0.36061909,0.588550054,0.203051183,1.372088535,0.116099333,1.704653752,-0.575888926,0.43109408,-0.026990474,1.503445152,-2.000185772,-0.620000582,-1.351305241,-0.468466583,-0.945548895,0.457846243,0.421959847,0.651907231,-0.642028617,-1.837773088,1.357599568,1.269867166,-0.916499429,0.441832429,,,,,,,,,,,,,,,,,
53.5,0.245689675,-0.143920151,1.466958427,-0.618608221,-0.268638104,1.380019528,-0.208895951,0.696495588,0.246007301,0.033368761,0.311017347,1.054934151,1.016094929,0.417135266,0.267529485,0.369480951,-2.939763429,-0.934848076,-0.288146461,0.705323532,-1.556919135,-1.051233349,0.239962273,-0.077938107,-1.956722205,-0.968926893,0.602877963,0.569197129,-0.991213876,0.880070144,,,,,,,,,,,,,,,,,
54.5,0.230465697,0.173784661,-0.345310079,0.088725752,-0.505673265,0.386866127,-0.135961487,0.415397074,0.665207294,0.193511783,1.136260095,-0.450469655,0.564560824,0.07926563,0.393561528,0.610455002,-1.918100344,-0.327517717,0.325970485,0.861206511,-1.549365058,-0.913207659,0.992952656,-0.080212523,-1.36021384,-0.882607135,0.784009709,0.55700101,-0.878892688,1.373344395,,,,,,,,,,,,,,,,,
55.5,0.255485024,0.375157363,0.338362876,-0.557047405,-0.593990921,0.518591093,0.165165366,0.08935087,0.659614877,0.090302001,1.610866045,-0.685564117,0.652829242,0.762404099,0.933689925,0.357911916,-2.789457479,0.560446041,0.943206832,1.135707892,-1.53328482,-1.570902364,0.148731293,-0.754447653,-0.659762265,0.075790976,0.810628063,0.145477124,-1.791538914,1.392853934,,,,,,,,,,,,,,,,,
56.5,-0.313534739,0.022109013,-0.881123099,-0.479616037,-0.302190866,-0.701614865,-0.318106738,-0.19870862,0.118583965,-0.565554193,1.54292233,0.270461054,0.552656272,1.090144143,0.627512499,-0.811119362,-2.952647203,1.424631937,1.363416818,0.689405185,-0.65033625,-0.187055429,-0.489183698,-0.689418657,-1.032115691,0.568570255,0.940997662,0.502120834,-0.0736395,1.495248671,,,,,,,,,,,,,,,,,
57.5,0.551856606,-1.024740631,-1.796493842,-0.117033839,-0.068029446,-0.887926089,0.024023269,-0.285090986,0.046258381,-0.818293183,0.875488984,0.953627021,0.30794563,0.123059251,1.270276339,-0.47033703,-1.761583053,1.075369629,1.374081236,0.04309987,-0.236781173,-1.536442368,0.044304455,-0.145258647,0.340024823,1.611778763,0.906737403,0.641873397,0.59634399,0.708991379,,,,,,,,,,,,,,,,,
58.5,0.530960575,-0.523506244,-2.102684444,0.397166869,-0.919837131,-0.149649316,0.76176901,-0.204451502,0.565692051,-0.950696049,0.625199919,-0.17343983,-0.053587655,1.038265054,0.505547282,0.563874131,-0.478069749,0.7260709,1.248767377,0.753058506,0.946159367,-0.556682441,-1.216970082,0.328831957,0.033493241,1.027510565,1.611079291,0.560729787,0.441556485,0.287266318,,,,,,,,,,,,,,,,,
59.5,0.179717901,-1.755169157,-0.529098136,0.623621005,-0.458121022,0.127328065,0.871998408,-0.25119809,1.193755402,-0.270339089,-0.029492672,1.220155183,0.15925489,0.48206998,0.608501244,1.213623517,0.204678188,-0.394275912,0.677080268,1.050947761,1.496861856,-0.147335802,0.023103467,0.458660692,-0.200954945,0.55746915,1.306568736,1.367640279,0.378716008,-0.019099703,,,,,,,,,,,,,,,,,
60.5,0.613020752,-0.512132389,-0.806972064,0.597925785,-1.559080727,0.769308772,0.578782255,0.086243838,0.793089316,0.61189311,-0.770166431,0.498840364,0.035708375,1.369872933,0.197490285,0.930663489,0.641624583,-1.154948039,0.702544943,-0.148483712,0.81590795,-2.400377414,-1.460255361,0.205920726,-1.586142852,0.341042192,0.958075922,0.884788214,0.852691839,-0.079478796,,,,,,,,,,,,,,,,,
61.5,0.31096724,-0.782924782,-0.685458951,0.980086896,-1.569708222,0.676868853,0.953326302,0.595321619,1.04365154,-0.320414781,-1.628477089,0.443233918,0.864906487,1.933524439,-0.139372787,1.115129834,0.381185727,-1.855271814,1.056764749,-0.033257892,0.300712666,-1.314107967,-1.778186065,0.101837361,-0.532870429,-0.202243305,0.353813391,-0.236950382,0.440721426,-0.126026414,,,,,,,,,,,,,,,,,
62.5,0.415832106,-0.47484476,-0.689817215,1.040003907,-0.715126757,-0.176667195,0.897128943,0.847221021,1.000570757,-0.203174939,-1.093889253,0.875737689,0.815413844,0.811231825,-1.233375353,0.620893366,1.384537154,-2.768844999,0.497525426,-0.603531118,1.2193696,-0.939307003,-1.748017665,-0.643111328,-1.014172112,-0.503253451,-0.435935358,-0.349769376,0.4927547,0.728126562,,,,,,,,,,,,,,,,,
63.5,-0.050775466,-0.075635785,-1.220025414,0.548017273,-0.800642272,0.7925918,0.946162397,0.832103244,0.406991541,0.166084951,-0.813048283,0.683134309,0.658210991,1.235678941,-2.064166303,0.512940731,0.636581198,-1.733306774,0.816523274,-0.064026284,1.416367767,0.53763011,-2.317147303,-0.428361019,0.240289269,-0.774765696,-1.387293603,0.142287608,0.143714323,0.523902298,,,,,,,,,,,,,,,,,
64.5,-0.074075852,1.330618724,-2.419618173,-1.523082414,-0.811886489,-0.232239492,0.866389975,0.495447701,1.503301125,0.818569818,-0.760630999,0.496722944,-0.4248178,0.756224403,-1.478474709,-0.446359981,-0.739160299,-1.691699948,0.413976665,-0.046698697,1.18054786,-0.691944769,-1.913114879,-0.349763739,0.372387576,-0.597718834,-2.342849705,0.069583862,-0.985972006,-0.005886468,,,,,,,,,,,,,,,,,
65.5,0.569979052,0.930200604,-2.551931394,-2.245963216,-0.393334385,-0.044557139,0.391918322,0.219569431,0.651023096,-0.767070954,-0.179404062,0.524281523,0.020621794,0.047841879,-0.660821713,-0.620082449,-0.744106335,-0.193222004,-0.949726115,0.826431195,-0.383671371,0.763758176,-0.515789043,-0.153436468,0.330902776,-0.867391673,-0.98599925,0.561689919,-0.086138731,-0.07294591,,,,,,,,,,,,,,,,,
66.5,-0.047983325,0.966918425,-3.35438146,-3.513531431,0.052182831,-0.237611905,1.001248097,-0.119168908,-0.896802071,-0.31498718,0.856041616,0.610802426,-0.735192649,-0.113756372,-0.945033109,-0.368315208,-1.170785392,0.30631636,-0.290248265,0.207255796,-0.758473051,-0.391418154,0.543344635,0.778896034,0.451138264,0.760352804,-1.004223478,0.469377776,0.20604819,-0.414301685,,,,,,,,,,,,,,,,,
67.5,0.067223894,1.204484352,-1.553409439,-4.539967556,-0.196992218,-2.253727194,0.979803684,-0.10866155,-1.164755819,-2.307114778,1.140079547,0.489432431,-0.315556355,0.097617998,-0.063377544,-0.481379124,-0.581405595,0.885816581,-0.681964882,1.052756618,-0.38696521,0.165109498,0.290683834,0.224442463,0.404304361,0.58542672,-0.50976006,-0.005896157,0.174869178,-0.780533674,,,,,,,,,,,,,,,,,
68.5,0.828510733,0.783276185,-1.023714063,-3.585836449,0.00124796,-2.16969969,0.917038116,-0.159952894,0.041039233,-1.421559843,-0.85225903,0.610136587,0.52245359,0.113689916,0.158620325,-0.547625425,-1.376954265,0.587968224,-0.742247382,0.110685671,-0.985294955,1.042833602,0.964516077,0.312290349,-0.410186968,1.296129082,-0.945185219,0.213032183,0.549949776,-1.044134153,,,,,,,,,,,,,,,,,
69.5,0.666643418,0.559546,-0.370179912,-0.731488851,-0.051268311,-1.581623458,1.336439762,0.538784333,-0.334510845,-0.592774795,-0.15541186,-0.077617801,-0.312649991,0.514890184,-0.001541728,-1.032979385,-1.381602294,1.21134576,-0.620562644,1.532196642,0.114652082,0.272782398,0.264920601,-0.160985543,-0.475016738,1.280048951,-1.115202333,0.050798794,0.776153018,0.32557328,,,,,,,,,,,,,,,,,
70.5,0.664474284,0.57735403,-0.096528443,0.514082001,0.009126339,-0.430380738,0.088306089,0.437202864,-0.701825687,-0.800253256,-0.135149235,-0.073338845,0.657835335,-0.216659747,0.221929613,-0.367755581,-1.43187905,1.290217302,-0.518800497,1.005517701,0.106622158,-0.083578722,0.110608577,-0.16523572,-0.026281942,1.457394022,-0.320326429,0.214601434,1.117287458,-0.232242517,,,,,,,,,,,,,,,,,
71.5,0.71954724,0.933731298,0.00765927,0.947591405,-0.071441404,0.069405209,-0.090705455,0.477115477,-0.068215241,-1.050018139,-0.98571004,0.314767732,1.09009533,-0.142872562,0.070195448,-1.205474732,-0.623576858,0.941630477,-1.560686768,0.073062723,-0.773278519,-0.002044672,-0.371959006,-0.559879394,0.308531234,0.616480388,-0.269913949,0.261484977,0.738899025,-0.536667119,,,,,,,,,,,,,,,,,
72.5,-0.421753777,1.320335167,0.60238318,0.658418732,-0.724645775,0.475333769,0.094650767,0.48903813,0.29460118,-0.239460392,1.302429338,0.666658826,1.179559694,0.041968029,-0.116327199,-1.16949923,-0.398612913,0.98322745,-1.870737797,-0.672273041,-0.61604166,0.498496162,-0.535126757,-0.778695329,0.48767054,0.889856015,0.328954688,0.146397872,0.66279847,0.186965197,,,,,,,,,,,,,,,,,
73.5,-3.067330073,1.027465549,0.714497629,0.747434835,-1.15808433,0.313171519,-0.248225917,0.104864435,0.214659995,0.671328466,-0.583470606,-0.33433413,0.11735108,-0.781027517,0.486345289,-0.20584609,-0.414799526,0.750039251,-1.915919827,-1.675074819,0.318500362,-0.00338791,-0.972554115,-0.18519626,0.03960801,-0.033814035,0.374196135,-0.138679029,0.768213405,-1.080236439,,,,,,,,,,,,,,,,,
