t_center,z_S_t__20170706_01_02_01,z_S_t__20170706_01_02_02,z_S_t__20170706_01_02_03,z_S_t__20170706_03_04_01,z_S_t__20170706_03_04_02,z_S_t__20170706_03_04_03,z_S_t__20170706_05_06_01,z_S_t__20170706_05_06_02,z_S_t__20170706_05_06_03,z_S_t__20170706_11_12_01,z_S_t__20170706_11_12_02,z_S_t__20170706_11_12_03,z_S_t__20170710_01_02_01,z_S_t__20170710_01_02_02,z_S_t__20170710_01_02_03,z_S_t__20170710_07_08_01,z_S_t__20170710_07_08_02,z_S_t__20170710_07_08_03,z_S_t__20170714_01_02_01,z_S_t__20170714_01_02_02,z_S_t__20170714_01_02_03,z_S_t__20170714_03_04_01,z_S_t__20170714_03_04_02,z_S_t__20170714_03_04_03,z_S_t__20170714_05_06_01,z_S_t__20170714_05_06_02,z_S_t__20170714_05_06_03,z_S_t__20170714_07_08_01,z_S_t__20170714_07_08_02,z_S_t__20170714_07_08_03,,,,,,,,,,,,,,,,,,,,,,
114.5,0.252461597,-1.717563233,0.848206892,-0.361279436,0.360645884,-0.196390275,1.158759569,0.666642843,0.183581012,-0.126675124,-0.078689974,1.16624117,0.20179541,1.390754337,-0.038066657,0.719328343,,0.227058517,-0.304056466,-0.465698372,1.40121846,0.180233708,-0.047694335,1.304012745,1.089676825,0.013187601,-0.22236232,1.366262567,-0.40944454,0.567500188,,,,,,,,,,,,,,,,,,,,,,
115.5,-0.381931414,0.13600829,0.975924792,-1.676256043,-1.321642748,-1.180798217,1.237285817,0.793843801,-0.659524783,-0.622507309,0.58199658,0.853623681,0.541161793,1.359736793,-0.177578728,,,-0.638647477,0.082828274,0.19795421,0.759231511,0.301974497,-0.714939315,1.028761888,1.308163033,0.368326988,-0.941077444,0.430209687,0.214907528,1.222233221,,,,,,,,,,,,,,,,,,,,,,
116.5,0.626628988,-0.400167666,0.624174088,-2.521848816,-0.633810039,-1.121866518,1.333129827,0.444009303,-0.466185691,-0.987003582,-0.396805473,1.285357025,0.914274387,0.855659494,0.676428749,,,-1.218924989,-0.838914007,0.67637394,0.707862981,0.002668049,-1.138449375,-0.581871345,0.561945601,-0.59174959,-0.507877723,0.568565713,0.944383085,1.735904976,,,,,,,,,,,,,,,,,,,,,,
117.5,0.186579907,0.023336823,1.134387354,-2.474803457,0.788752863,-0.965992858,0.990021199,0.926386637,0.070276664,0.689540834,-0.218900385,1.277516851,0.340214711,0.351795514,-0.284065256,,,-2.275706704,-1.08257895,1.112902075,-0.439666504,-0.930782734,-1.162647707,-0.372247603,1.127665541,0.223070823,0.623877542,1.437044806,1.033991904,1.377952317,,,,,,,,,,,,,,,,,,,,,,
118.5,0.054412998,0.041041556,0.459592425,-2.971593871,-0.268020002,-2.925175445,1.318126464,0.455359775,-0.211533671,0.102813177,-0.301001813,1.302328588,-0.006533089,-1.414184401,0.450833818,-0.76044053,,-1.941631554,-1.610567626,1.018800492,-0.808559472,-0.309991701,-0.668399814,-1.104424263,1.663670795,-0.628954534,1.102453172,0.978787664,1.778706495,0.441009213,,,,,,,,,,,,,,,,,,,,,,
119.5,-0.089158397,0.139705653,1.512680871,-0.890347893,0.763288215,-2.955549151,1.744839745,0.640628235,-0.362965627,1.194967169,-0.236166214,0.97751343,-0.127011506,-1.411904933,-0.345078624,0.175175445,,-1.683139235,-1.29382052,0.741846329,-0.894396372,-2.130762378,-0.332427903,-1.498501196,1.48650675,0.437490878,1.194730893,0.285899303,1.590463621,-0.279658801,,,,,,,,,,,,,,,,,,,,,,
120.5,-0.83880234,0.231520468,0.836291075,-1.4143887,0.301261532,-1.58556873,1.778338844,0.402881258,0.166491648,1.151579954,-1.231930341,0.889031715,-0.535988415,-0.553876723,-0.80221953,0.506158723,,-1.276642717,-0.487468195,0.783978248,-0.021010181,-1.552648463,0.466305335,-1.92193654,3.010067159,-0.436395643,0.776999105,0.636784454,2.600268196,-0.944375112,,,,,,,,,,,,,,,,,,,,,,
121.5,-0.636029777,0.312867428,0.676431499,-0.265293653,0.266997526,-1.060538925,1.847513444,-0.81836321,0.787193568,1.250133941,-1.146964301,0.868869899,0.047551211,-0.036899109,-1.725152876,0.443318442,,,0.896756098,0.989922352,0.556906635,-0.822014795,0.510068641,-1.161431261,3.69469925,0.059797053,-0.483244266,-1.119178044,2.599405076,-2.03527892,,,,,,,,,,,,,,,,,,,,,,
122.5,-0.49655504,-0.072684868,1.2109241,-0.041404837,0.002205751,0.387745191,2.133901037,-1.167806126,0.343514507,0.81991188,-1.962576304,-0.078868619,0.008999796,-0.053274804,-0.886578892,0.208969934,,,0.64602074,0.424491758,-0.28415339,0.256004054,0.950997713,-0.515105204,3.78011873,-0.406472224,-0.332748156,-0.682429709,1.917184012,-0.47323334,,,,,,,,,,,,,,,,,,,,,,
123.5,-0.03125347,0.36549352,1.393879281,-0.268982295,1.578735117,-0.256340992,1.895518249,-1.066731623,1.430654007,0.495559903,-1.993466124,0.1556421,0.603660101,0.711091503,-1.257549783,0.405930537,,,1.407809301,-0.226396466,0.826706012,0.730678365,1.427793121,0.444217982,2.999848061,0.181767843,0.32922678,-0.80137312,1.525850983,-1.369593274,,,,,,,,,,,,,,,,,,,,,,
124.5,-0.209246126,0.631540632,0.798190308,1.198894795,1.550459218,0.512152415,1.904319876,-0.626790038,1.466449203,-0.429501526,-3.107727773,0.064304859,-0.025455298,0.763646221,-0.129696393,0.629492212,,,1.120714827,-0.122839019,0.541781314,1.555562788,0.534208601,0.642831285,2.876413205,-0.399875246,0.842312161,-0.851346191,1.697037281,0.315920227,,,,,,,,,,,,,,,,,,,,,,
125.5,0.580140774,-0.021154947,0.693020387,1.078779107,1.634633731,1.04679818,2.098151096,0.659936873,1.277117736,-0.245583456,-2.867372793,-0.381428908,-0.047090622,1.288537411,-0.352647557,0.020553733,,,0.69960523,-0.262587475,0.538862184,1.045113087,0.489585038,1.035947236,1.511345975,0.149458343,0.536539788,-1.069523015,1.293352293,0.564436523,,,,,,,,,,,,,,,,,,,,,,
126.5,0.211320039,0.184714935,0.792447021,1.3305273,1.579097405,1.53541018,1.942411123,1.33830675,0.861734093,-1.291157851,-2.300849424,-0.606528376,-0.457882855,0.577441341,-0.077663489,-0.16302819,,-1.295231063,-0.412851017,-1.129322646,0.451213495,1.17135054,0.288782992,1.075825146,1.429773948,0.201000469,0.532707389,-1.180619541,1.541409619,0.727164178,,,,,,,,,,,,,,,,,,,,,,
127.5,-0.611199097,0.792016256,0.282423791,0.819370435,0.873301995,1.298495984,1.750528696,1.893793864,0.982671452,-2.087888328,0.074022404,-0.097044604,0.005537142,0.607683514,-0.41081612,-0.052973578,,-1.746367536,-0.289858906,-0.932900686,0.237699616,0.2910145,0.888274891,0.682038677,0.719754103,-0.408349144,-0.449060058,-0.61563687,0.82648143,-0.122643695,,,,,,,,,,,,,,,,,,,,,,
128.5,-0.577888489,0.896723755,0.327336296,0.512851885,0.822182687,1.893846292,1.85756181,1.716816066,0.589165068,-1.133641137,0.030715123,-0.214978885,0.835048023,1.465762374,-0.02163585,-0.83532661,,-1.849937683,-0.672677747,-1.595102125,-0.469368133,0.275941452,0.368471337,0.188844548,0.680108195,-0.177700556,0.897282586,-1.606175469,1.591584308,0.867633546,,,,,,,,,,,,,,,,,,,,,,
129.5,0.21535754,1.563177038,0.995460042,1.070695759,-0.546464345,1.344144807,2.13145614,1.644647211,-1.073994769,-2.488776456,0.618279679,-0.377508241,1.034608234,1.451772195,0.351421906,-1.922392128,,-1.828268817,0.137279773,-1.767499155,0.286608878,0.241633435,1.051498025,-0.242005145,-0.756791943,0.026742675,0.641787148,-0.953728839,0.086411461,0.229208331,,,,,,,,,,,,,,,,,,,,,,
130.5,-0.29479023,1.771420458,0.065237556,1.818239662,-1.673701298,0.400153121,0.715165776,1.67018863,0.426278913,-2.483400569,-0.454896447,0.440511356,2.264154282,1.107276897,0.281003484,-2.014185728,,-1.206847336,-0.409388162,-2.125762914,-0.341848214,0.593074019,0.437009548,-1.717890675,1.062354252,0.062592886,1.500367659,-1.09814354,0.365755777,0.502151474,,,,,,,,,,,,,,,,,,,,,,
131.5,1.628510651,0.94991412,0.32310425,0.627941572,-0.786573079,-0.802459082,1.245868159,1.294580717,1.334658349,-1.11051806,-1.21808051,0.511144651,1.770939093,1.764478171,0.351482952,-2.312116878,,-0.510483779,-0.083206072,-1.111337824,0.397990869,0.126704382,0.857267032,-1.782095737,0.245537519,0.077207061,1.214797413,-0.118129899,-0.455757686,0.680519029,,,,,,,,,,,,,,,,,,,,,,
132.5,1.561084075,1.765106915,-0.697359737,0.980022831,-1.493416514,0.369737341,-0.334502475,0.443271141,-0.074450198,0.242202229,-2.243620647,0.845518383,1.205979902,1.276833917,0.078277244,-1.920273166,,0.566497621,-0.662550083,-1.356156568,-0.602690337,0.463607314,0.995025239,-1.679003478,-0.26221477,1.054110675,0.914162017,-0.137932145,-0.497212262,1.152016014,,,,,,,,,,,,,,,,,,,,,,
133.5,2.051413691,0.882498732,-2.210509059,0.519393687,-0.827804369,0.764685707,-2.465569994,1.549355072,0.69087422,0.338844677,-1.34812136,0.84702933,0.965927968,0.538849688,1.246288698,-1.478933111,,0.517728349,-1.377544182,0.007834673,-0.702221236,0.652470779,0.339541954,-0.885252128,-0.125825987,0.348263804,1.201503146,-0.062973557,0.350364592,1.187058836,,,,,,,,,,,,,,,,,,,,,,
134.5,1.951633908,0.341080987,-1.989734891,0.350050077,-0.72574687,0.726166135,-2.835791489,0.676535404,0.139526299,1.377901463,-2.314630591,0.829679626,0.103855884,1.057958911,0.692479697,-0.273394548,,,-2.251324751,0.618861289,-1.404285567,-0.395598499,0.398737476,-0.478053005,-0.676866927,-0.102215667,-0.910237734,0.463926898,-0.17194521,1.528240482,,,,,,,,,,,,,,,,,,,,,,
135.5,-0.004011879,-0.815453806,-2.118639939,-0.039608154,0.491897987,0.562064439,-2.512301202,0.676004155,0.72519911,1.327195447,-2.231397188,0.136840067,0.522514579,0.988106433,0.564561479,0.091418171,,,-2.328661494,0.195153414,-0.72345109,-1.137241366,0.620565079,0.6744732,-0.925681747,0.640586915,0.102439263,0.431521418,-0.161287421,2.432787809,,,,,,,,,,,,,,,,,,,,,,
136.5,0.979649297,-0.267046112,-1.365772581,1.09110263,0.091660927,0.248178518,-2.968387358,0.104835828,1.307094451,1.414566367,-2.258290626,0.24744751,-0.37464121,0.525610918,0.607016245,0.610327856,,,-2.071800192,0.508873116,-0.669312768,-0.362553526,1.821492814,0.622824313,-0.082912521,-0.18174724,-0.292079283,0.057675716,0.4083702,2.379738388,,,,,,,,,,,,,,,,,,,,,,
137.5,1.234597681,-1.017094179,-1.326571531,0.791144567,-0.193610395,0.180223193,-2.075711025,0.766302881,1.280556732,0.775458727,-2.118185832,0.587010525,-0.011504033,-0.062406358,-0.491424703,0.160411334,,,-1.101015975,0.73001344,-0.195967837,-0.226793357,1.532507136,1.144581704,-0.510896031,1.660924081,0.872533953,-0.235960367,-0.666688918,1.300722131,,,,,,,,,,,,,,,,,,,,,,
138.5,-0.020650981,-1.242916025,-1.352691714,1.909791693,-0.171224089,-0.156442928,-0.734813263,1.011559998,0.791592697,0.527617517,-2.047991758,0.525748205,-0.898896601,-0.288400482,-0.95209619,-0.038809755,,,-0.413367022,1.195468586,0.060653344,-0.19369207,1.535035513,0.051287606,-0.169512668,0.187691911,0.184977316,-0.05421438,-0.779960318,0.94527624,,,,,,,,,,,,,,,,,,,,,,
139.5,0.546651642,-1.701927138,-0.381526719,1.534578984,-0.036769346,0.868716997,0.216931943,0.813134422,0.59108187,0.591515118,-0.725790156,0.191352488,-1.324334021,0.06262738,-1.873183968,,,,0.324453099,1.056716022,1.078476798,0.477262392,1.087533728,0.675537822,-0.246539456,1.220746039,1.032073093,-1.280117045,-0.091974981,1.361874244,,,,,,,,,,,,,,,,,,,,,,
140.5,-0.145269497,-0.630357459,-1.058734453,0.627439874,1.057916683,-0.045494022,-0.286145228,1.058430141,-0.715835232,1.021398328,-0.251907292,0.931954656,-1.713643719,1.358353432,-1.543111026,,,,0.275882658,1.136183798,0.605862385,1.637420155,0.829102469,-0.007353948,-0.412074131,0.180096881,0.362746394,-0.193691596,-1.444054661,0.237662807,,,,,,,,,,,,,,,,,,,,,,
141.5,-0.208830903,-0.952144068,-0.774045038,-0.527966447,0.813843977,0.881253737,0.13088695,1.362119423,-1.430530388,0.811471798,0.157281497,0.329589999,-0.58475192,1.385308009,-0.929199278,,,,1.134585653,1.354156224,-0.252375846,1.207268062,0.769829435,-0.020621405,-0.814400002,-1.37290607,-0.027795674,-2.538607376,-1.129744162,-0.074711098,,,,,,,,,,,,,,,,,,,,,,
142.5,-0.139726393,-1.637085214,-0.045454656,-0.464352165,1.234018894,0.084737865,0.707421567,0.699890875,-2.045131002,0.003259095,-0.018549609,0.374542439,0.258809551,0.930249076,-0.176116681,,,,0.781551771,0.177745663,1.060934272,1.629749398,0.519919821,-1.069810498,-0.027317196,-0.444749336,-0.703030913,-1.564903145,-0.105299122,0.504651565,,,,,,,,,,,,,,,,,,,,,,
143.5,-1.973801841,0.248892742,-0.035333982,-1.317844676,1.085097368,-1.003929113,0.415722142,0.714801565,-2.073808331,1.440609253,0.716328129,0.244943143,-0.155654189,1.376364194,0.530620324,,,,0.872993079,0.827121186,1.086739511,1.351864193,-0.005029358,-0.183484366,-0.560619429,-0.847442809,-1.845977427,-1.284538835,-0.187893514,0.773442253,,,,,,,,,,,,,,,,,,,,,,
144.5,-0.947826442,0.602824278,0.00854647,-1.28032828,1.022877987,-1.068848083,0.873305837,0.949732744,-2.005849071,1.299267428,0.802523125,0.183833372,0.350757229,0.71302369,0.891382345,,,,0.975211535,0.328171975,1.481292642,1.547363242,-1.341458554,-0.631735592,-0.591827155,-1.097277497,-2.394315153,-0.480023398,-0.416713148,1.705270674,,,,,,,,,,,,,,,,,,,,,,
145.5,-0.705370031,-0.176997968,0.516393803,-1.544034937,0.602318509,-0.97093967,-0.130274066,0.056836235,-1.39116886,1.94239189,-0.075139975,0.35261875,0.827413747,0.696179125,1.485847605,,,,0.750862765,0.304054741,1.623846357,1.270267323,-0.886809142,-0.530406814,-0.451763813,-0.263401544,-1.959361825,0.525688719,0.432057923,1.22488632,,,,,,,,,,,,,,,,,,,,,,
146.5,0.557658814,0.471298895,0.808449323,-0.719638937,0.706894378,-0.399184389,0.786109066,-0.024631694,0.128184173,-1.196919052,0.649341649,1.369969387,0.825506251,0.477421554,1.635144037,,,,0.466655735,0.290777061,1.370184841,1.467176105,-1.73350989,-0.418386046,0.101367345,0.375385494,-2.022328968,0.248194462,1.658223474,0.807787581,,,,,,,,,,,,,,,,,,,,,,
147.5,-0.406428847,0.289746741,0.834882938,-1.183523857,-0.038122033,-0.574331855,0.869115834,0.236719025,0.249937673,-3.08456751,0.104231733,0.914488321,1.39274367,1.456642893,1.121717841,,,,0.036786684,0.579288353,0.401370486,0.838998753,-1.342630753,0.625555568,-0.178227159,0.609641885,-1.978044553,0.035766207,1.480192134,0.827362484,,,,,,,,,,,,,,,,,,,,,,
148.5,1.210602767,0.110705793,0.104259399,-0.751815584,0.169787956,0.354700957,0.584107326,0.02135985,-0.292663809,-2.175402279,0.468685436,0.618883755,1.370956157,1.376062649,1.572770509,,,,0.040673237,-0.644072049,0.866751264,0.65616374,-0.040398676,0.384562783,-0.148715354,1.335529965,-0.878894312,,1.747460693,1.278208792,,,,,,,,,,,,,,,,,,,,,,
149.5,1.303814479,0.1486763,-0.177282264,-0.684275886,0.479918074,-0.006242092,-0.01468307,-0.191622851,0.555075937,-1.577273282,0.479036759,0.720133798,1.851233712,0.860835208,-0.066915809,,,,-0.386982825,-0.907364794,0.220879626,1.43735159,1.13667625,0.30339723,-1.020458562,0.710370505,0.365379652,,1.100682773,1.040719672,,,,,,,,,,,,,,,,,,,,,,
150.5,0.456348909,-1.434447197,-1.069007076,-0.24268853,0.465346626,-0.993025436,0.0483263,-0.03162464,-0.034471362,-1.418287763,-0.477675824,0.351988245,1.955427907,1.519200907,-1.449188337,,,,-0.69895804,-0.75398467,1.221032741,0.896750943,0.354427698,-0.164619784,-1.026323791,0.25314204,0.285661873,,-0.367094607,0.813984383,,,,,,,,,,,,,,,,,,,,,,
151.5,0.285185881,-2.800818167,-1.27441245,0.172127054,-0.006709023,-1.175049352,-0.824305542,-0.080249827,-0.476546748,-0.35812854,-0.162848289,-0.116657194,2.006290805,1.499122392,-1.639300426,,,,-0.53206153,-0.718536721,1.250148764,-1.11250554,1.391457172,-0.376883987,0.020546831,0.033559071,0.223668746,,-0.581724489,1.415186542,,,,,,,,,,,,,,,,,,,,,,
152.5,1.698943946,-3.039029931,-0.053241026,-1.036726753,0.533741552,-0.447433907,-0.924360638,1.017500893,-0.13237244,0.10383556,0.885580014,-0.132525873,2.905069238,1.270725371,-0.206450133,,,,0.436711582,-1.649313969,1.813786755,-0.155639614,1.812278841,-0.935549484,0.532209902,0.599810179,-0.152803742,-1.59421103,-0.590197151,0.751043658,,,,,,,,,,,,,,,,,,,,,,
153.5,0.889996569,-1.606974495,-0.101882441,-0.392089597,-1.221373908,-0.910724401,-2.361747623,0.459117171,-0.446149311,0.397136076,1.193601847,0.217754731,0.979957881,1.328230941,-0.598187469,,,,0.434512212,-0.254326225,1.655865573,-1.242749926,0.972652569,-1.012282243,-0.230147999,0.312042125,-0.677563268,-1.623999754,-0.764048269,0.498963304,,,,,,,,,,,,,,,,,,,,,,
154.5,1.272452405,-0.148011729,0.773606346,-0.83984449,-1.609059285,-1.469240722,-2.609900231,-1.220168743,-0.051291421,-0.149771056,1.207842183,0.01929231,-2.780059267,1.44743703,-1.023117074,,,,-0.159759599,-1.062623089,1.575650514,-0.47918193,1.289204195,-0.15247156,0.723164026,1.453624791,-0.589786108,-0.285276714,-0.734236341,-0.049659142,,,,,,,,,,,,,,,,,,,,,,
155.5,1.88590613,-0.891741401,0.886081825,0.294868777,-1.494017409,-0.348088417,-2.165510343,-1.612787596,-1.346093726,0.399604573,0.692602242,0.777047228,-1.352265118,1.690857859,0.118706077,,,,-0.585529456,-0.098186875,1.362457095,0.179302597,0.398080259,0.456130879,0.537553537,0.236764562,-0.49421793,-0.717598982,0.041902974,-0.003742064,,,,,,,,,,,,,,,,,,,,,,
156.5,1.139377779,1.647659562,0.941006057,-0.152242498,-0.913128862,0.088029683,-1.220727651,-3.646825312,0.165126563,1.131173182,0.582182782,0.065993049,-0.699381671,1.981581214,-0.32817055,,,,0.252212221,0.310230158,1.627487252,-0.493747692,-1.601795123,1.064871449,0.568847495,-0.471980335,1.15682479,-0.382389032,-0.116883795,0.355585063,,,,,,,,,,,,,,,,,,,,,,
157.5,0.789979991,0.823534992,0.227362921,-0.192887765,-1.26058703,-0.387371401,-1.225359224,-3.143675715,-1.16984096,1.80696935,0.973428174,0.516286563,-0.360631985,3.034533069,0.030108891,,,,-1.530694676,0.948745322,0.648195781,-0.200759852,-1.664302227,0.924769004,1.339077981,0.01290633,0.336243588,0.832344219,-1.117969095,1.070648831,,,,,,,,,,,,,,,,,,,,,,
158.5,0.957214974,1.513201993,0.354891684,-0.627195576,0.396513869,0.511980553,0.618658662,-3.288312459,-1.182307896,2.191933781,0.181677882,0.373711048,-0.050598282,2.875164943,-0.174012771,,,,-1.474861047,1.014848768,-0.489377407,0.181390809,-1.503299205,0.857866751,2.151757703,0.045502857,0.898366583,0.597762121,-2.557375885,0.68767387,,,,,,,,,,,,,,,,,,,,,,
159.5,1.422552541,1.446308671,0.019217613,0.084324215,0.845780027,0.924465877,0.937620411,-2.575996876,-1.504433068,2.64474509,0.770697185,0.430007699,0.565029235,1.053581003,-1.51551645,,,,-1.894425744,1.146268826,-2.149345518,0.229604235,-0.132356743,0.226440389,1.427398174,-0.369536407,0.958372906,0.739523083,-3.533023332,1.521643286,,,,,,,,,,,,,,,,,,,,,,
160.5,0.188514934,0.120200413,-0.503433344,0.068978289,-0.460321924,1.622461477,1.248495313,-1.021064245,-0.733784675,2.229384219,-0.410132217,0.469332387,0.749428967,-0.70931816,-2.079015061,,,,-2.002500508,1.297365758,-2.847290018,-0.096900439,0.210571701,-0.273558035,1.445031893,-0.283776901,0.121449096,0.590425704,-1.271923082,1.584732918,,,,,,,,,,,,,,,,,,,,,,
161.5,-0.111821744,1.34587622,0.832402394,0.396845951,0.723643319,0.38690298,0.993242578,0.086983403,-1.986420536,2.113048647,0.879971371,0.496035642,0.491942407,-1.741587553,-2.037296107,,,,-3.025965793,1.281904355,-4.217707283,0.25104026,0.39903928,-1.065599815,0.152581246,-0.278404677,-1.63463149,0.504679184,-1.033429709,0.89769038,,,,,,,,,,,,,,,,,,,,,,
162.5,0.345273155,1.697904968,-0.387290631,0.851909516,-0.074458174,0.735316829,0.34062359,0.691936411,-2.11189137,1.904813522,0.984183643,0.333180741,-0.025553122,-1.771081418,-0.905953996,,,,-3.274326227,0.87247138,-3.03303252,0.678595362,-0.682066549,-1.027432235,-2.168357726,-0.884772276,-0.402194943,-0.598996708,-0.18868406,0.814239537,,,,,,,,,,,,,,,,,,,,,,
163.5,-1.055858652,1.076918496,-0.565548319,0.775555546,0.006230431,0.293436353,0.213873598,0.600234333,-2.039694488,0.993988634,1.13158121,0.618614343,0.437468343,-1.732230936,-0.040268575,,,,-1.432230815,0.776710073,-2.083661297,0.726620945,0.095027853,-1.119481029,-1.337672518,0.055517851,-0.128066702,-1.30392022,0.756301875,0.212009346,,,,,,,,,,,,,,,,,,,,,,
164.5,-0.594120864,0.731794492,0.240556531,0.842134921,-0.025647679,0.656114727,-0.230604202,0.971615449,-3.182524153,0.933967255,1.408888476,-0.443891377,0.336794882,-0.756714645,0.63571767,,,,-0.694893059,0.589866558,-0.472858394,0.638757768,0.257795616,-1.390287504,0.179047221,0.579676579,0.472376944,-2.093146388,-0.425261953,0.204732429,,,,,,,,,,,,,,,,,,,,,,
165.5,0.417023088,1.650031127,-0.826501205,-0.215585402,0.236465653,-0.308053404,-1.571551371,1.080303602,-2.683642696,0.610768649,1.449188737,0.291000862,0.948886947,0.292909924,0.425768775,,,,0.004070706,0.690954397,0.220861768,0.508038217,-0.78703214,-0.722721113,0.172979934,0.515122489,1.092183244,-2.034629613,-1.115478247,-0.220093393,,,,,,,,,,,,,,,,,,,,,,
166.5,0.45353189,0.78677015,0.159013239,-0.167196775,-0.418456636,-1.249695674,-2.825237257,1.421645999,-1.815210593,0.960039709,0.55712469,0.636194203,0.769605868,0.469537468,0.666053833,,,,0.693069481,-0.222752671,-0.118573945,0.941268783,-1.291416123,-1.113910248,0.558359891,0.481024004,0.039248883,-3.103026005,-1.071885785,0.468796741,,,,,,,,,,,,,,,,,,,,,,
167.5,-0.469425698,0.608199891,0.155917777,0.743129522,0.240982926,-0.156867362,-3.347827215,0.768209965,-1.652857928,0.591385173,0.510761235,0.940936844,1.009711291,0.576873186,0.141160709,,,,1.08567672,0.708543508,0.364852763,1.809193899,-0.704261112,-1.248270779,1.430408295,1.094472616,-2.226088282,-2.139087845,-0.92506363,-0.042414634,,,,,,,,,,,,,,,,,,,,,,
168.5,-0.351853977,-0.783801964,0.142624974,0.655149741,0.655568745,-1.11914238,-1.766438261,-0.274910951,-3.118934863,1.270775503,0.34299222,0.975607179,0.763763313,0.819272284,0.487144039,,,,1.140214419,0.720460871,0.254614491,1.794984075,-0.344613246,0.942521719,0.513356229,0.257029522,1.069816065,-1.290827529,-0.060287708,-0.164138718,,,,,,,,,,,,,,,,,,,,,,
169.5,-0.294609218,-1.103503501,,-0.938624757,1.820619043,-1.90190613,-0.28605876,-0.812104325,-1.986314968,1.389451853,-0.115589933,1.245730096,-0.596225988,0.817742617,-0.123753099,,,,-0.097405172,0.223185801,0.11009041,1.398357463,0.783560098,0.629917016,0.474333108,-0.231483546,-0.673851333,0.196057629,-0.09849957,-0.05045405,,,,,,,,,,,,,,,,,,,,,,
170.5,0.439378446,-0.820830985,0.793906004,-0.268122455,1.045424329,-0.966762136,0.193430645,-1.046097052,-2.257114204,1.173860022,-0.473939358,0.087438364,-0.733611383,0.520646896,-0.305029568,,,,1.047940442,0.239034343,0.652078172,1.797075822,0.966256618,-0.194215326,0.517222606,-0.488238392,0.711471582,0.646288178,0.996729574,-0.499128396,,,,,,,,,,,,,,,,,,,,,,
171.5,1.129917438,-0.004203015,0.362730316,0.194553116,1.884384024,-0.642014569,0.290867987,-1.121917443,-1.752084223,1.636136114,-0.470977545,-0.762005322,0.321142235,0.014280919,-1.074903728,,,,0.255749925,-0.96202244,-0.165701414,0.582117198,1.401918301,0.017465116,0.789431817,0.329615078,0.78846807,0.900220893,0.276656831,-0.539186181,,,,,,,,,,,,,,,,,,,,,,
172.5,1.090485125,-0.001531589,0.362486245,-0.179684748,0.897631994,0.361979862,-0.332915995,-0.126529942,-0.917151011,1.676856056,-1.598686008,-1.866674946,0.16631904,-1.248332233,-0.095492168,,,,0.502612048,-2.388587514,-1.016044024,-0.843028379,2.46133106,-1.086631898,1.553064546,0.009288121,0.684477496,1.173118507,-0.052870627,-1.449338795,,,,,,,,,,,,,,,,,,,,,,
173.5,0.942092935,-0.7929987,0.390765531,0.868466689,1.412559786,0.383333162,1.396100502,-0.835937101,-0.988175032,1.16137457,-1.222902027,-2.982455944,0.450327761,-0.883941143,-0.884252494,,,,0.112977413,-1.929998781,-0.649990752,-1.417383068,2.874060433,-0.050302936,2.599644704,0.433829182,-0.887492609,0.937021445,0.17133415,-0.302990394,,,,,,,,,,,,,,,,,,,,,,
174.5,0.218407991,-0.488688773,0.379302647,1.585795385,0.766514444,0.450772779,1.173846609,-0.23360231,-0.575844646,0.969614845,-0.469529582,-2.813925115,0.838760716,-1.883831017,-1.115456474,,,,0.890046924,-3.128787703,-0.435179196,-0.844686224,2.097712944,-0.02650858,2.414335705,0.417940124,-0.574657491,1.777035688,0.076170832,-0.386629944,,,,,,,,,,,,,,,,,,,,,,
175.5,0.489755639,-0.654648159,0.314081308,1.875103457,-0.733565397,0.107106233,0.783079619,0.048252374,-0.939380705,0.691330899,-0.019023607,-2.373817869,1.142477003,,-1.006793528,,,,0.3986548,-1.967858879,-0.027902171,0.052039962,2.230907851,0.013045865,2.246032234,-0.442127236,-1.087066118,2.082051368,,1.090052927,,,,,,,,,,,,,,,,,,,,,,
176.5,-0.136312315,-0.309224604,-0.341222892,1.758893409,-0.755255596,0.191764444,0.93342483,0.734489183,-1.861754116,,0.578100422,-2.053911809,,,0.291287892,,,,1.122239403,,,0.327288162,1.693122957,,1.222376938,-0.348204761,-0.987506895,1.975235774,,-0.025207321,,,,,,,,,,,,,,,,,,,,,,
