t_center,z_S_t__20170706_01_02_01,z_S_t__20170706_01_02_02,z_S_t__20170706_01_02_03,z_S_t__20170706_03_04_01,z_S_t__20170706_03_04_02,z_S_t__20170706_03_04_03,z_S_t__20170706_05_06_01,z_S_t__20170706_05_06_02,z_S_t__20170706_05_06_03,z_S_t__20170706_11_12_01,z_S_t__20170706_11_12_02,z_S_t__20170706_11_12_03,z_S_t__20170710_01_02_01,z_S_t__20170710_01_02_02,z_S_t__20170710_01_02_03,z_S_t__20170710_07_08_01,z_S_t__20170710_07_08_02,z_S_t__20170710_07_08_03,z_S_t__20170714_01_02_01,z_S_t__20170714_01_02_02,z_S_t__20170714_01_02_03,z_S_t__20170714_03_04_01,z_S_t__20170714_03_04_02,z_S_t__20170714_03_04_03,z_S_t__20170714_05_06_01,z_S_t__20170714_05_06_02,z_S_t__20170714_05_06_03,z_S_t__20170714_07_08_01,z_S_t__20170714_07_08_02,z_S_t__20170714_07_08_03,,,,,,,,,,,,,,,,,,,,,,
52.5,-0.314617747,0.223296162,0.627273284,0.438571646,-0.588511124,-0.813600516,0.079651462,0.571052736,0.49537481,0.558538573,-0.804970513,0.787247289,0.476070693,1.086444349,0.730586905,-0.524120796,-1.48422332,,0.672110158,1.118084919,-0.410323514,-2.492099169,1.09110055,0.971124363,0.537792111,1.065539162,0.100214538,-1.161923734,0.528348094,1.464875872,,,,,,,,,,,,,,,,,,,,,,
53.5,1.023096794,-0.169326359,0.01491046,0.892388495,-1.189957485,0.012577087,-0.347725063,-0.420646823,1.311878697,0.507391419,0.865255941,0.613369635,1.166444546,0.501563638,0.751719894,-1.247773458,-0.850104961,,0.239366719,0.501667469,-1.059641112,-2.871233266,0.613563928,0.374082239,0.168402766,-0.547300526,0.249268737,-0.583836609,1.304103514,0.164785787,,,,,,,,,,,,,,,,,,,,,,
54.5,0.813156626,0.010270205,-0.634148085,-0.106918977,-0.222580417,1.326624521,-0.050323475,0.242697713,1.161051627,0.582125491,0.55979395,0.356700659,0.547611006,1.11200206,0.406485853,-2.10153325,0.921243482,0.649518694,0.455638677,0.64875209,-1.682947897,-1.877809914,0.414807769,-0.915534407,0.271028852,-0.526468702,-1.021316697,0.145593504,-0.269256498,0.281617304,,,,,,,,,,,,,,,,,,,,,,
55.5,1.485648021,0.371833669,-0.470435773,-0.074833528,0.38568679,0.636936961,-1.035326879,-0.169007909,0.925320983,1.019857964,0.829455792,0.561364328,-0.405748349,1.344769419,-0.005071322,-1.062766523,-0.585079996,0.698091166,0.286762722,0.585620806,-2.140126871,-1.16716079,0.799082265,-1.53416574,0.463491411,-0.858508239,-0.732715361,0.609398581,-0.884878291,0.203900297,,,,,,,,,,,,,,,,,,,,,,
56.5,1.493271622,-0.248490413,-0.088667525,-0.524617333,0.848904982,1.394291989,0.320873727,-0.590408814,1.240450716,0.517378929,1.454429705,0.756784717,1.061653309,1.49805622,0.227405368,-0.925426102,-0.377326662,1.290210929,0.536993913,0.62629334,-0.806276886,0.103428292,-0.787531163,-4.636984366,0.317683555,-0.452436909,-0.316637159,-0.000820421,-0.928219385,0.074269211,,,,,,,,,,,,,,,,,,,,,,
57.5,0.330662428,0.331276577,-0.989521733,0.055661494,1.622228222,0.733148079,0.275775285,0.247886531,1.512829069,0.628027594,1.44280299,0.010536907,-0.422968632,0.809637348,1.127136478,-0.704560089,-0.379419687,1.359741802,0.014735677,-0.191495324,0.466998367,-0.144102666,-1.8874689,-4.292963237,0.576760916,0.234084093,-2.066272296,-0.745814486,-0.553921518,-0.18969193,,,,,,,,,,,,,,,,,,,,,,
58.5,0.550335747,0.244665891,-2.786357906,1.863142075,0.688753445,1.247754055,0.902839336,-0.398044959,-0.014741709,0.272521452,0.910163572,-0.111533651,-0.03524854,0.114021062,1.558595,0.218055959,0.591380915,1.131631898,0.277206758,-1.018904837,0.535761625,0.000253364,-2.95425114,-2.44458722,-0.671036934,-0.772005206,-2.152149849,0.221153916,0.025188605,-0.546246912,,,,,,,,,,,,,,,,,,,,,,
59.5,-0.630276478,-0.772614485,-2.302451674,1.578410884,-1.118573058,1.301987369,0.848387975,-0.036562999,0.955656373,0.092810607,1.285207056,1.052608287,-0.660949321,-0.380691691,1.344178647,0.475192381,0.693450972,0.918013813,-1.108283377,-1.99107196,0.928442634,-0.086389015,-3.486615728,-1.534146347,0.300845074,-0.957648364,-2.145735059,-0.088957766,-0.737867052,1.238241566,,,,,,,,,,,,,,,,,,,,,,
60.5,0.10552719,-1.049788113,-2.141770311,0.221071185,-0.671598171,-0.275617127,0.548202985,0.426648414,-0.135749508,-0.25398101,0.977993264,0.268788874,-0.065021521,-0.761345807,1.633446658,0.266620133,1.646980895,0.780742762,-0.289985048,-1.393253747,0.568986092,0.010578925,-3.840361411,-0.658709332,-0.429464717,-1.003547506,-3.172148085,0.182289398,0.21935496,1.044907368,,,,,,,,,,,,,,,,,,,,,,
61.5,-0.838646567,-1.188050696,-1.552362187,1.270751303,-0.130927195,-0.374485254,0.744663856,0.333774218,0.126423249,0.249477695,1.015184441,0.363580303,0.449219553,-1.347222109,1.080032834,0.977537545,0.965352094,0.866688901,-0.508258918,-1.520826953,0.169856709,0.551523163,-2.442529707,1.547591763,0.137640939,-0.407685777,-4.045941613,0.102114242,0.827742824,1.71513112,,,,,,,,,,,,,,,,,,,,,,
62.5,-0.334455898,-1.852548468,-0.667945324,0.040748899,-0.569704706,-0.78689443,1.103856624,1.165875874,0.600746109,0.36348032,0.464696065,-0.384957873,0.301652328,-2.541959404,0.001683398,1.643182708,1.414508085,1.514802569,-1.360057164,-1.510708043,-0.156460248,0.535299933,-1.65234121,0.56936372,-0.453924179,-1.513522485,-1.732353615,-0.295894853,0.600582752,1.904771178,,,,,,,,,,,,,,,,,,,,,,
63.5,-0.521507661,0.093587825,0.290752896,-0.60132668,-0.264719476,-0.746123944,1.301756631,0.729831278,-0.927507131,0.357183236,0.594002654,-1.299980139,0.304781795,-1.127070503,0.347387243,1.496450381,1.102005915,1.708083904,-1.766698807,-1.547841548,0.554456701,0.363013512,-1.038627206,1.017480168,0.770335607,-0.088491987,-0.60725894,-1.206957673,0.475175565,2.610417542,,,,,,,,,,,,,,,,,,,,,,
64.5,-1.59458993,0.084560512,-0.366368446,-0.396534773,0.35173809,-0.88742593,1.354246794,0.179084977,-1.778441379,0.271918465,-0.097560911,-0.927901665,1.468314152,-1.518307599,0.422100987,1.543118325,1.180146441,-1.119992982,0.454926594,-1.000648625,-0.011213914,0.319686436,-0.885228864,0.629243519,0.337885932,0.911316678,-0.023371333,-1.589535469,0.533790084,1.497724297,,,,,,,,,,,,,,,,,,,,,,
65.5,-1.575936815,0.876328518,0.149948346,-0.428616419,0.853828655,0.592056946,1.710953887,-0.249987909,-0.10416889,0.862483536,1.045605866,0.120777121,0.727560646,-0.893376064,0.312928676,1.612914141,0.73173728,-1.623657592,0.043908233,-1.2388335,0.299620987,0.630630466,-0.629094018,0.973905907,0.475473784,1.255593718,-0.14528902,-1.805964361,0.580147499,1.988410527,,,,,,,,,,,,,,,,,,,,,,
66.5,-1.189190549,0.727470608,0.110725385,0.481999453,0.073908778,0.49221522,0.821017626,-0.374920054,-0.253023887,0.499724998,0.945570805,-0.160779594,0.345851329,-0.931528391,0.929429705,1.137226015,0.287432521,-1.93741765,0.684498476,-1.677011629,0.297550304,-0.618579306,0.14489619,0.086968425,0.507532888,0.879855457,-0.122355872,-1.357628359,0.693075917,1.080872961,,,,,,,,,,,,,,,,,,,,,,
67.5,-1.469655614,1.155276754,-0.295166179,-0.412163035,0.085293067,1.533485144,0.476688622,-0.383896318,-1.503093793,0.81853768,0.934951254,0.168005058,0.845166161,-0.191382655,1.555918166,0.784432883,-0.399542479,-1.066563877,0.723922807,-0.475257163,0.750596309,-0.993962379,-0.114030812,1.113078372,0.234626346,0.350389722,0.481352025,-1.776393593,0.323473811,-0.599628578,,,,,,,,,,,,,,,,,,,,,,
68.5,-0.13286162,0.983431795,0.759879638,0.588429066,0.218359814,1.618666392,0.731657649,-0.578131615,-0.308671783,0.066259146,0.929456838,-0.136000739,0.199755873,0.166848883,0.315797442,0.101799096,0.28545818,-0.755188102,1.019495669,0.650923002,0.394267101,-0.566965965,0.362122447,1.053453401,-0.401761103,0.062795181,-0.06959628,-0.503055033,0.851281358,-0.984659211,,,,,,,,,,,,,,,,,,,,,,
69.5,0.205708754,0.709253101,-0.422883846,1.324443256,-0.941271562,1.486157903,0.793578981,0.478999988,0.722142125,-0.425582823,0.349090289,-0.366155469,-0.162290773,0.405302336,1.009799602,-0.141066181,-0.277492643,-0.956877642,0.799916623,0.625489385,0.380057101,-0.710059423,1.53230151,1.43487119,-0.672257852,0.323889182,0.326402806,-0.919350887,0.942732348,-0.120435429,,,,,,,,,,,,,,,,,,,,,,
70.5,-0.219971369,0.03607531,-0.327491248,1.089566377,-0.3303408,0.872520869,0.477365917,0.964413692,0.163654446,1.155453825,0.790534988,-0.298929183,-0.422692502,0.331724966,0.946075041,-0.314162533,0.422543757,-0.170646088,0.64265085,0.772076217,-0.780329457,-0.500115728,1.02574899,1.437020012,1.016695948,-0.8656222,0.780718162,-0.511944297,0.485442072,-0.733834321,,,,,,,,,,,,,,,,,,,,,,
71.5,-0.014877887,1.587428928,-0.240881296,1.425311985,0.383141872,0.209310596,0.998218009,1.462023093,1.347494169,-1.453577775,0.677919744,-0.725162657,0.126455738,2.062602095,0.313926172,0.344619141,0.90202081,0.34291033,-1.143915405,0.484525769,-0.307301636,0.734669171,1.029910632,0.058473666,0.580464667,-0.590622186,1.501453433,0.109480749,-0.766075218,-0.892678512,,,,,,,,,,,,,,,,,,,,,,
72.5,0.29801711,0.849008594,-0.715425762,1.124579883,0.633559435,-1.319095554,1.05190932,0.761034757,1.34715548,-1.073371152,1.02909127,0.111887086,0.368914995,1.267399586,-0.947400428,0.62094279,-0.043006763,0.240566634,-0.952184377,0.167561013,-1.222697005,0.962314365,0.09041354,0.894399856,0.243442597,-0.041947432,-0.113120771,-0.431921974,-0.250708552,-0.06678343,,,,,,,,,,,,,,,,,,,,,,
73.5,-0.601641261,0.460731594,0.037036689,-0.696155702,0.689567323,-0.987524966,-0.907174605,-0.215023265,1.12999135,-0.743035186,1.147456277,-1.304499054,0.925296739,2.216863056,-0.276047207,0.399511582,0.010565904,0.983897334,-1.068081323,0.275059625,-1.684032767,1.035314513,-0.773184325,0.033625928,0.962900775,-0.276861182,-0.469413171,-0.218145567,0.565937862,-0.822164605,,,,,,,,,,,,,,,,,,,,,,
74.5,-0.226930264,0.419905997,0.424343518,-1.1326942,1.97868744,-1.949080329,0.124341032,-0.159126244,0.34694527,-1.069586002,1.482372458,-0.368224084,1.338531294,1.39867538,-0.739602578,0.306216625,0.0196421,0.733187858,-1.194942806,0.263717775,-1.075633579,1.205451921,-0.495216339,0.168849858,0.398758815,-0.218957717,-0.68738724,0.369507878,0.343546695,-1.410132061,,,,,,,,,,,,,,,,,,,,,,
75.5,1.137015916,0.775954551,1.119048394,-0.207409081,2.394950574,-1.480848371,-0.492439433,0.348440183,0.836797493,-1.423412928,1.355769012,-0.458695011,1.857506709,1.135888478,-0.710682503,0.511523366,,0.765632966,0.258901361,0.601686321,-0.427983373,1.502972118,-0.780113876,-0.697937119,1.010950717,-0.053758928,-0.122119286,0.960456765,0.032348386,-1.070883407,,,,,,,,,,,,,,,,,,,,,,
76.5,1.039652393,-0.093257017,1.289518982,-0.295452238,1.565499226,-0.517121404,-0.305799447,1.741171271,0.504213891,0.075122532,1.155327947,-0.018509628,1.375241251,0.184585741,0.375286383,-0.448581809,,0.60346093,-1.007813707,1.122753907,-0.127137905,0.862325707,-0.871903801,-1.343809231,0.622376282,-0.304244627,-0.069019514,0.990021444,0.612861263,-0.708736881,,,,,,,,,,,,,,,,,,,,,,
77.5,1.577870795,0.002966093,0.566651302,-0.107917386,0.736864317,-1.624534624,0.210580453,0.954781724,-0.143702921,-0.115624401,0.574639705,-0.246806196,1.012725341,0.88451879,0.73718911,-0.467291043,,0.179639504,-0.992201039,1.058793984,0.154333747,0.943688022,-0.047613545,-1.174200466,0.845814595,-0.204663297,0.501474365,0.878344508,0.10328617,-1.238002318,,,,,,,,,,,,,,,,,,,,,,
78.5,1.558426231,-0.006595977,-0.511641808,0.965841045,0.576253889,-2.182854177,0.549035708,0.773894609,0.638152683,0.900637976,0.723419253,1.425417948,0.162877274,0.950030809,0.790733392,0.255025093,,0.484330927,-0.674423621,0.500057244,1.500523141,0.700633922,0.025112575,-0.289355353,-0.131902372,-0.189733599,1.266311905,1.438417246,0.179335468,-0.357755933,,,,,,,,,,,,,,,,,,,,,,
79.5,1.169282178,0.414790464,0.561719333,0.607844066,-0.358762384,-1.829548778,0.507034977,-0.421740885,1.058116518,0.7336612,-0.245248131,1.11497087,-0.993540074,0.414465194,1.163215096,0.643071511,,0.049671584,0.314134555,0.334300549,0.532938703,0.415908426,0.596901134,0.330528459,-0.223261743,0.2648228,-0.166578545,1.206307865,0.696450661,-0.603100414,,,,,,,,,,,,,,,,,,,,,,
80.5,1.133878322,-0.398081859,-0.0623509,0.771399346,-0.419210139,-1.802581508,0.740541395,-0.796223573,0.462328747,1.245866176,0.003966706,0.575533649,-0.789368067,-0.405865587,1.484338253,0.615101589,0.498498954,0.365409466,0.550298454,-0.669757701,0.633292013,0.094870704,0.291404268,1.068626858,-0.34921306,-0.455458438,0.291219014,1.545236164,-1.148760121,-0.31755921,,,,,,,,,,,,,,,,,,,,,,
81.5,1.491758439,0.159968398,-0.067901337,0.646307215,-0.131751017,-0.992362314,1.01946971,-1.449081601,0.726996633,0.568516569,0.486186704,0.691461923,-0.96462394,-0.638838139,1.26087643,0.498437317,1.466201156,0.036550945,0.810708736,-1.220148158,0.366570214,1.049487105,-0.648004917,1.288141986,0.946425924,-0.124028991,0.376021946,0.788490276,-0.019931689,-1.67232841,,,,,,,,,,,,,,,,,,,,,,
82.5,1.396705729,0.22805646,0.144494971,1.186409234,0.967849859,0.364286273,1.126709381,-1.448624588,0.643747791,0.812859461,0.360665094,-0.027903187,-0.870771728,-0.904422281,0.435203701,0.368077887,0.941007372,0.19196281,0.733602612,-1.096477489,-0.229530206,0.282275636,0.471455568,1.594398217,0.444620098,-0.162074501,1.248318673,0.640952685,0.081448567,-0.323729389,,,,,,,,,,,,,,,,,,,,,,
83.5,0.51389937,0.471211033,1.726384696,1.145883977,0.793752189,-0.06683868,1.125519836,0.374080765,0.407649661,0.487806153,0.532463597,0.012554838,0.019184533,-0.490285241,0.53704565,-0.082670746,1.207388454,-0.137359066,0.416562813,-1.087021183,0.691786286,0.007501392,-1.381678173,0.318175345,1.137686614,0.856664669,1.069164205,0.476351573,0.264550349,1.056003556,,,,,,,,,,,,,,,,,,,,,,
84.5,-0.075519397,0.387070724,0.476051155,0.730773892,1.263013904,1.199991807,0.883951685,0.480391281,0.339021452,0.517601089,1.148932334,0.302365753,-0.342379282,-1.762952553,0.160941206,-0.559260774,1.163469213,-0.597774289,0.014581419,-1.204502165,0.804629968,1.138394065,-1.205981941,-0.634678456,1.182681465,0.082883231,1.870589358,0.666974596,0.271199123,0.902276504,,,,,,,,,,,,,,,,,,,,,,
85.5,0.379784048,0.338775077,0.972935098,0.427391731,0.817758033,1.830972513,1.008556251,1.760018741,-0.649510581,-0.600946436,1.050509715,0.711666379,0.031222548,-0.875737089,0.288668404,-1.073875055,1.292905475,-0.67131353,-0.849053251,-0.135630666,1.079112744,0.350978256,-1.089282036,-1.792753399,-1.650253871,1.147662579,-0.657725016,0.006598225,0.569113002,0.70823436,,,,,,,,,,,,,,,,,,,,,,
86.5,0.472676364,0.998522355,0.938821828,0.978019662,0.698874807,1.175068286,0.673012855,0.426797297,0.041749264,0.372971588,0.952067735,0.532803942,1.21180951,-0.528110562,-0.622547082,-0.256861919,1.34967954,0.201543104,-0.889395954,0.635246692,0.481280203,-0.23941388,0.086557663,-2.979132243,-0.777072579,0.951799003,-0.260334793,-0.540079067,0.495238483,0.061797314,,,,,,,,,,,,,,,,,,,,,,
87.5,-0.097968502,-0.641738037,-0.54719858,0.829323339,0.149182201,1.245943065,1.276039758,1.698664238,0.404717629,1.057002901,1.083428974,0.445688497,0.358325175,-0.504792947,-0.604982492,-0.622620532,0.844458755,0.174852251,-0.884833028,0.723670286,0.963753282,-0.023067937,0.493875592,-2.626993309,-0.807622358,0.285449976,-1.398687146,-0.301792908,0.283498515,0.336618851,,,,,,,,,,,,,,,,,,,,,,
88.5,0.229725913,-0.422323435,0.917779279,-0.919894477,1.478127061,1.076786554,0.242145933,1.614307465,0.565221905,0.448073712,0.90184274,0.661275519,0.910865318,0.323304544,-0.669110007,0.391023841,0.435781353,0.821234279,-0.905691976,0.842843388,1.218881671,-0.15660728,0.618663065,-1.080742598,-1.479992329,0.326150842,-0.886920684,-0.267037682,0.651227442,0.6184351,,,,,,,,,,,,,,,,,,,,,,
89.5,-0.588222317,-1.217655488,0.207139412,-0.632262273,0.489149005,0.779015605,0.543196907,0.355421985,0.931002624,1.51677844,0.204112994,0.234847853,1.400217209,0.611400425,-0.35102913,1.434952524,-0.160656911,0.610752066,0.458905051,0.333709696,0.258970254,0.03018891,0.473731095,-0.703682506,-0.421204778,-0.358783125,-0.027255337,-0.951536461,0.868803549,-1.470014342,,,,,,,,,,,,,,,,,,,,,,
90.5,0.113746029,-0.697497747,-0.877938654,-0.581665266,0.968413618,-0.167589525,0.669499401,-0.026886991,0.94688517,-0.227560747,-0.662192197,0.179195878,1.534207247,-0.789121171,-0.568832288,1.580605374,-0.63987539,0.682002433,0.39756774,0.817295981,0.208621497,-0.085803778,-0.22501647,0.046418106,-0.149889932,0.092510655,0.811673339,-0.602137981,0.816510209,-1.314780484,,,,,,,,,,,,,,,,,,,,,,
91.5,-0.458680165,-1.232431348,-1.412055677,0.147083528,0.595945728,-0.009658669,0.441145418,-0.550542843,-0.007832489,1.310958918,-1.758770161,0.215972357,0.459875767,-0.570396053,-0.559850769,0.14661874,0.30343293,0.66455276,0.418269788,1.031394162,-0.184550865,0.255408379,-0.260059857,0.018694461,-0.333163398,0.729966273,0.036965288,-0.328603215,,-2.601041354,,,,,,,,,,,,,,,,,,,,,,
92.5,-0.354160334,0.45554872,-1.992392852,0.135403519,0.55753445,-0.486454382,-0.977222642,0.647985182,0.717322488,0.973780502,-2.800613755,0.088528961,-0.541385882,-0.722600765,0.248285504,-0.052870316,-0.901789913,0.619981321,1.326741545,0.735604669,-0.433542466,-0.272637292,0.45528781,0.374899195,-0.535725735,-0.254218809,0.725750335,0.143664257,,-2.783861504,,,,,,,,,,,,,,,,,,,,,,
93.5,-0.412253359,-0.222127163,-0.717376925,0.870144818,0.547319764,-1.462899014,0.395078967,-1.561527494,0.647544996,0.609977318,-1.477228459,0.203167493,-1.06025601,-0.395378751,1.550409671,-1.615677986,-2.337443894,0.213056107,2.25921735,0.615149199,-0.653281626,0.804262732,0.918522386,0.229673997,0.324979406,0.372919762,0.025862202,0.018664643,0.463767033,-1.350514379,,,,,,,,,,,,,,,,,,,,,,
94.5,-0.493679452,0.625690688,-1.188207568,1.178050048,0.277170484,-1.303728321,0.056284948,-1.104643541,0.315621141,0.211363599,-0.227883262,-0.688947718,-1.498241546,0.26553499,2.067092951,-1.836401741,,0.405998162,1.214689128,1.00620812,0.542751431,-1.149897943,1.131478111,0.80844197,1.182230241,-0.799027045,-0.075234889,-0.157277284,-0.048483613,-0.16206952,,,,,,,,,,,,,,,,,,,,,,
95.5,-0.47645662,-0.660355551,-0.028512068,1.07334208,0.452415326,-1.144923024,0.347930186,-0.822494169,-0.504314148,0.686748584,0.332000315,-0.467061341,-1.992452578,0.389280222,1.186067065,-2.014768042,,0.108456969,1.55874976,0.63924666,0.936283689,-0.665152172,0.457942796,0.654076199,1.601855727,-1.078864244,0.977180887,-0.332968125,-0.382334561,-0.630299267,,,,,,,,,,,,,,,,,,,,,,
96.5,-1.07286319,-1.147846084,0.484557798,-0.409184296,0.823395931,-0.965233973,0.700658027,-0.71903458,0.624841147,1.658448803,1.210577789,-1.874674785,-1.167460406,0.592667169,0.094608672,-1.966516443,,-0.025981514,1.449493744,0.839640436,1.097077533,-0.332608591,1.228723652,1.645631897,1.44915113,0.268201249,1.083073741,0.026381812,0.45156053,0.724923007,,,,,,,,,,,,,,,,,,,,,,
97.5,-1.702738051,-0.091174478,0.701574706,0.181625093,0.165471387,-1.077839727,0.854796026,-0.137825233,-0.075088921,1.377832202,1.059541846,-2.488007728,0.607531913,0.316894072,-0.94424704,-1.218557137,,0.187804058,1.595950279,0.692481915,1.513472215,-0.814465085,-0.763008,1.829801761,1.402970933,-0.843863125,0.534030786,0.148294191,0.598789157,-0.720878371,,,,,,,,,,,,,,,,,,,,,,
98.5,-1.215071394,-0.761362977,0.093151893,0.523706007,0.386151052,-0.44331812,0.937350012,0.415894658,0.718628386,0.742483525,0.962522271,-3.615576366,0.151946395,0.458245846,-1.616537846,-1.126353186,,0.103746007,0.898961576,1.111334118,0.879060105,0.195948121,0.42805064,1.939915048,1.320567303,-1.017899187,1.661686467,-0.132437689,-0.049902038,-0.233567261,,,,,,,,,,,,,,,,,,,,,,
99.5,-1.434322185,-0.364514045,0.815084016,0.538791215,-0.641074915,0.194559712,1.338195279,0.325704308,0.708093198,0.558764219,1.107146748,-3.86301724,-0.130043852,-0.009406213,-1.012783219,-0.417368023,,0.077438053,1.488807118,1.114128682,0.585549252,0.3495761,0.298743523,2.115434431,-0.623585592,-0.605938957,0.30374676,-0.104533057,-1.8933912,0.266699937,,,,,,,,,,,,,,,,,,,,,,
100.5,-1.478520653,0.625208661,0.213413852,0.868432333,0.006252358,0.008163376,0.512098772,1.023822787,0.708253698,-0.107130189,1.347697545,-3.9622943,-0.582894147,0.748855199,0.471543523,0.292652279,,-0.454659907,1.516971327,0.721398704,0.388684964,-0.630049419,-1.171291536,1.698273355,-0.524886455,0.178035296,1.244300135,0.575014173,-3.542018047,0.418296702,,,,,,,,,,,,,,,,,,,,,,
101.5,-0.607660542,-0.200553638,-0.147152798,0.714446013,-0.505302184,-0.905601358,0.312661261,1.221722801,1.483020357,-0.629162637,1.105184855,-2.949751585,-0.690559267,1.404246886,0.600518617,0.712006025,,-0.412719685,1.05924475,0.232327824,1.108405525,-1.832919002,-0.351983673,1.242785531,-1.571403547,0.185173223,0.482270064,0.005897722,-2.846699008,0.020887377,,,,,,,,,,,,,,,,,,,,,,
102.5,0.377518485,1.223865733,1.222139403,0.954627034,-0.024872424,0.498361297,0.078870887,0.943950257,-0.653874398,-0.490499513,0.969766508,-1.979688242,0.130912019,1.781857711,0.78854477,0.785453374,,-1.003306515,0.621743094,-0.342016289,1.014661423,-1.933886027,-2.059458496,0.311354894,-2.795542122,0.750926453,0.791355152,0.025614887,-1.725952493,0.396223202,,,,,,,,,,,,,,,,,,,,,,
103.5,0.355884905,1.32670555,-0.013618616,1.170341139,-0.686798835,-0.152885806,0.879384781,1.013438624,-0.328680451,-0.738470848,0.807635883,-1.43048384,-0.012042209,0.956350532,1.212610885,0.646850067,,-1.584888582,0.276718633,-1.610439767,0.868417246,-1.798127825,-1.099530444,0.770421777,-1.116015918,0.805910487,0.834863326,0.111394965,-1.764741654,0.24053858,,,,,,,,,,,,,,,,,,,,,,
104.5,2.121909188,1.28245575,0.394783928,-0.756389555,0.33405638,-1.903295468,0.351009782,0.762813675,-0.675101102,-0.295604754,0.937210302,-0.688776233,-0.08357304,0.259161249,1.338359661,1.627200297,,-1.046238834,0.230216706,-2.380972817,0.816791917,-2.320011623,0.299793676,0.7241354,-0.759989466,1.678930198,1.473296082,0.385338005,0.43108878,0.229371604,,,,,,,,,,,,,,,,,,,,,,
105.5,1.73748063,0.291185929,0.782461212,1.052893296,1.293942818,-1.002087214,0.198638206,-0.364006568,-0.53245703,-0.670344938,0.454701171,-0.012384018,-0.414755045,0.766069391,1.315362152,1.38276057,,-0.373032001,-0.106761885,-4.400607336,0.264071956,-2.873477943,0.959856848,-0.231002078,0.267727342,1.399753433,0.996151119,-0.022119328,0.132276577,0.247280646,,,,,,,,,,,,,,,,,,,,,,
106.5,-0.012039969,0.312473869,0.118869768,0.406629143,0.531583367,-0.043361507,2.07831875,0.716854807,0.197941027,-1.286138058,0.959414183,-0.094520223,-0.49470703,0.329216784,1.782017348,1.683506452,,-0.694726398,0.370848776,-2.38159549,-0.202289964,-3.234886808,1.214269698,-0.642088455,-1.236474204,0.49796478,1.798496301,-0.066743064,0.666100361,0.206114359,,,,,,,,,,,,,,,,,,,,,,
107.5,0.783726662,0.862467419,0.571623281,1.045212054,1.235116385,0.126193583,1.844118767,0.844047627,0.417832338,-0.184351987,0.450015473,0.452122283,-1.032392102,-0.014190054,2.272634526,1.334671241,,-0.464153173,0.053322003,-1.41590361,0.469859895,-1.668136258,1.856924425,-0.99365042,-0.626164895,-0.097167396,1.44115188,0.370794208,0.099800487,-1.14902756,,,,,,,,,,,,,,,,,,,,,,
108.5,0.798873633,0.434708145,0.635774528,0.949897967,1.255428705,0.261339459,1.050942378,0.934481985,-0.458445866,-0.199703508,-0.084979143,0.268503564,-1.025919894,1.411971767,1.200407167,1.45037984,,0.091521859,-0.417650206,-0.460594193,0.420010924,-0.520232833,1.162938695,-2.525100259,-0.571345385,-1.15952549,1.695374565,,0.552869938,-2.346727243,,,,,,,,,,,,,,,,,,,,,,
109.5,0.483275781,0.50170527,-0.294453909,1.681609079,0.07583032,0.249010117,1.788811725,1.764234124,-0.276215173,0.452709492,0.113861018,0.936475471,-1.615458316,1.174384972,0.554583047,1.512317226,,0.433572499,-0.421812561,0.863797874,0.556860499,-0.925606223,-0.489308288,-0.087492158,-1.952181182,-1.00464881,0.896834443,,0.65461674,-2.284484831,,,,,,,,,,,,,,,,,,,,,,
110.5,1.909892162,0.606935401,0.259362201,1.325440321,1.3434065,-0.460586197,1.546843129,0.430344152,-0.281647713,0.60135648,-0.113694769,0.299660103,-0.247458784,0.238782317,-0.487513695,1.654283483,,0.531098352,-0.820536807,0.761360237,1.164443373,0.059152236,-0.783370845,0.468053007,0.270337801,0.470739615,1.135940481,,0.364509375,-2.28541455,,,,,,,,,,,,,,,,,,,,,,
111.5,0.509992026,-0.513794766,0.781687987,1.683888298,-0.00453113,-0.213104456,1.437505215,1.624572325,-0.717603106,0.953606725,0.022940096,0.01552342,-0.479634017,0.71256111,-0.013416555,1.271011251,,0.825630733,-1.847493675,0.080832112,1.482249146,-0.027775075,-0.394270673,1.087533602,1.189823862,0.17126426,0.510652403,,0.383173461,-2.248426738,,,,,,,,,,,,,,,,,,,,,,
112.5,0.852913449,-0.406196488,0.584282634,1.466126021,0.323542825,-1.418270622,1.575378368,0.785429966,-0.6711786,0.009042567,-0.400211612,0.330791822,-0.359552882,0.843336723,-0.237743811,0.741942785,,0.663582759,-1.629411054,0.044446351,0.876588159,-0.279429539,-0.414816457,1.62358211,0.047376956,0.923663003,0.977067753,,-0.122603547,-1.181529553,,,,,,,,,,,,,,,,,,,,,,
113.5,0.195787715,-0.491704279,1.228832743,1.47805163,-1.16597409,-0.162960268,0.996033879,0.754361668,0.413033209,0.032423094,-0.072920124,0.453342631,0.227941619,1.153693605,-0.041949464,0.706057576,,0.443945125,-1.2271095,-0.108983106,1.710940822,-0.024233802,0.592065061,1.354707426,0.304323783,0.523492362,0.053016213,,-0.503407877,0.927898564,,,,,,,,,,,,,,,,,,,,,,
