t_center,z_S_t__20170705_01_02_01,z_S_t__20170705_01_02_02,z_S_t__20170705_01_02_03,z_S_t__20170705_03_04_01,z_S_t__20170705_03_04_02,z_S_t__20170705_03_04_03,z_S_t__20170707_01_02_01,z_S_t__20170707_01_02_02,z_S_t__20170707_01_02_03,z_S_t__20170707_03_04_01,z_S_t__20170707_03_04_02,z_S_t__20170707_03_04_03,z_S_t__20170707_05_06_01,z_S_t__20170707_05_06_02,z_S_t__20170707_05_06_03,z_S_t__20170707_07_08_01,z_S_t__20170707_07_08_02,z_S_t__20170707_07_08_03,z_S_t__20170707_09_10_01,z_S_t__20170707_09_10_02,z_S_t__20170707_09_10_03,z_S_t__20170707_11_12_01,z_S_t__20170707_11_12_02,z_S_t__20170707_11_12_03,z_S_t__20170710_13_14_01,z_S_t__20170710_13_14_02,z_S_t__20170710_13_14_03,z_S_t__20170710_15_16_01,z_S_t__20170710_15_16_02,z_S_t__20170710_15_16_03
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,4.681082794,4.931320658,4.710898475,3.396546411,2.792426717,2.25663694,3.187914906,2.11574852,2.523904333,2.485685467,2.623593726,2.860744728,3.585035537,4.733950642,4.770702599,4.653000544,4.100196689,5.150716967,4.451499527,4.098921897,3.741070273,2.98559068,3.128990634,2.733094228,3.300956622,2.669231164,2.726334644,4.499827511,3.603852949,4.514113365
4.5,4.686547998,4.494179726,4.318217801,3.489499821,2.258780226,1.954432853,3.140627793,2.172309828,1.789212056,1.588679916,1.998977705,2.000917338,3.631945332,4.220351602,4.184141369,4.609934094,3.580208774,5.179977447,4.156845013,3.411253733,3.536417946,3.099732817,2.513984767,1.810852578,2.187122551,1.96310727,2.678619981,4.057895945,3.164415983,4.209600602
5.5,4.7033013,4.234622184,4.410429441,2.640557148,2.177038872,1.912295341,3.315160424,1.652256991,1.547098344,1.175811621,1.414644698,1.435792317,3.699517177,3.622761392,3.849959519,4.65063088,3.27745482,5.105320289,4.327464054,2.656008875,2.942946929,2.368631563,2.469076628,1.137770692,1.754503627,1.320245361,2.713447923,3.546916599,2.681508639,3.920970132
6.5,4.742105723,4.27030713,4.136192498,2.62126991,2.131786,2.253831103,2.897997868,1.828520085,2.156361183,1.131898528,0.907052453,1.105357361,3.543032296,3.311559511,3.462723372,3.771926425,2.874658576,5.107487722,4.111653424,2.041181452,2.300049938,2.550602999,2.651909825,0.992030137,1.311898235,0.974673877,2.223636809,3.06028654,2.181129622,3.640703973
7.5,4.237443367,3.407265078,3.524621186,2.988628288,2.103397923,2.601511517,3.021937072,2.180037524,1.994924055,1.187003177,0.703821042,1.19076517,3.944085218,2.919731476,3.165218558,3.386491579,3.372072815,4.677375342,3.561632818,1.566647062,2.302735098,2.06145781,2.333791148,0.77525086,1.466940847,1.202657617,2.441727369,2.219787716,1.813523001,3.606386008
8.5,3.550679566,2.746250034,3.248186135,3.059289949,1.704738038,2.329092747,3.376032429,2.470048498,1.969032079,1.229383792,0.891619799,1.704204152,4.33102935,2.637484769,3.178949281,2.849623941,3.538529254,3.680404744,2.820271742,1.127957285,1.598654216,2.98712229,1.850540953,1.16865589,2.088475829,1.790986631,2.483437702,2.487866059,1.798114424,3.222131895
9.5,3.545853376,2.352160473,3.247429931,2.48023063,2.171964265,2.16064808,3.620386231,2.107583995,2.673605989,1.968862214,1.392755574,1.854019727,3.917290553,1.711621424,2.890172819,2.470899881,3.742470826,2.728705866,2.675219872,1.431907284,1.166001993,2.176797579,2.454290471,1.81684203,2.105747272,1.86870974,2.286089279,2.384229961,1.693458476,2.495106905
10.5,3.510016156,1.938057396,2.678627508,3.092258358,2.287718621,1.972848501,3.27858875,2.658020235,2.529759182,1.77705097,1.481750327,2.221614278,3.530534433,1.837497848,1.962512848,2.477379442,3.766467793,2.45835041,2.199011579,1.810335899,1.539507006,2.714429291,2.689136178,2.568292043,2.862467378,2.36480556,1.708090852,1.707971345,1.871178623,1.771473959
11.5,2.992894925,1.986277099,2.200365391,3.110243373,2.823527232,1.378270094,2.685855381,2.379176987,1.809620787,1.801952011,1.976085937,2.51614912,2.785250039,1.805295947,1.451717122,3.102345458,3.231281463,1.537176462,2.496002591,1.906822812,1.440102657,2.705719194,3.226053201,2.538343732,3.198125859,2.747490123,1.545904108,1.307754892,1.402655698,1.242238575
12.5,2.533643991,2.214290195,2.16017736,3.334605628,2.916398229,1.853909445,3.097327291,1.882839266,1.7593469,2.314743614,2.081958824,2.893775192,1.773403501,1.084905063,1.608633501,2.995358677,2.386619779,0.755216103,2.356110714,1.931338861,1.762707056,2.669735228,2.165041934,2.867881401,2.782809596,2.497647101,0.766603253,0.739398916,1.208695964,0.920383803
13.5,2.273898572,2.830505707,2.391671959,2.795213244,3.541620881,2.315530857,3.294476968,2.190182923,2.01139294,2.585396373,1.854690069,2.298872986,2.154239203,0.533746509,1.432900667,2.353216591,1.478501708,0.73169979,2.772764729,1.949511251,1.970043038,2.628896959,2.498900755,2.674696664,2.62658737,2.147483505,1.141343013,0.157737304,1.200673106,0.155529005
14.5,1.334741068,2.635133111,1.961828315,3.165470646,3.008776834,2.394836246,2.41668551,2.438554091,2.496562269,1.554647282,1.42018685,2.979703151,1.63906959,0.109649074,1.103122564,1.430046489,0.521921575,0.810738211,1.81358482,1.119592484,1.538988754,2.062210781,2.300257975,2.671208746,2.973925988,2.912983299,0.833067842,-0.520462031,1.556383283,0.235812504
15.5,0.152130471,2.107788506,1.412190859,3.230519878,2.996490561,1.589283523,2.574465844,2.012312506,2.510524234,1.006960316,1.239215483,3.104504908,1.359331581,-0.446696779,1.07425978,0.351400352,-0.487351696,-0.183840745,1.456870546,0.305817682,0.904805563,1.199712973,2.220577184,2.265137787,1.806983961,3.187636577,0.806744481,0.458102269,1.735962638,0.487418375
16.5,0.507629398,1.201697515,1.797623602,3.164828691,3.105093758,2.392162049,2.330698508,2.210400814,2.076760877,1.067744489,0.630814821,2.222784424,0.70041163,-1.157834212,0.906690837,-0.930957817,-1.238615561,-0.182468143,0.232724383,-0.244842427,0.598337152,-0.641891748,1.284246979,2.027355783,1.124738362,2.455195314,0.989809127,0.32268337,2.225708432,0.663670755
17.5,0.043050021,0.494298733,1.610801578,2.343603481,2.48757452,2.058228299,1.531215262,2.695096506,1.901580013,0.618563232,0.79700894,0.930863884,1.049087154,-0.944177504,0.482052391,-2.236925125,-1.311633461,-0.396526771,-0.146542091,-0.906217771,-0.033591056,-0.720453223,2.213802009,2.166472387,0.508208261,2.852300341,1.218980745,0.454208066,3.154724355,1.531051539
18.5,-0.523226599,-0.458612377,0.390958505,2.204471115,1.536922171,1.07415662,0.363137236,2.54926854,1.401320511,0.073706012,0.425408947,1.092941649,-0.741270476,-0.921883585,0.253808141,-1.895681289,-0.538075866,-0.692623359,-0.100870817,-1.058059215,-0.916287427,-0.805208849,2.130745721,1.41204958,-1.032551607,2.565007694,0.793760888,0.670586293,3.119730973,0.295633662
19.5,-0.555979684,-0.945194331,-0.306716683,2.166385183,1.041667661,1.051096006,0.389492098,1.972330242,0.128908888,-0.41952197,-0.609201704,0.879763509,-0.879003307,-0.870300724,-0.632203118,-0.919313866,-0.657701079,-0.987134064,-0.689182096,-0.579229601,0.003626543,-0.650198051,1.050699548,0.670655817,-1.756668787,2.621842311,0.902823934,1.02027921,1.609265445,0.904914557
20.5,-0.566759428,-1.47225246,-0.097329747,1.162791277,0.261034405,1.493245067,-0.233102618,2.04119795,-0.209609734,0.338814472,-0.794219242,0.220253751,-1.046701063,-0.957957278,-0.398508826,-0.737169552,-0.35888472,0.281257913,-0.387808171,-0.238674687,-0.407109728,-0.149374436,0.569017415,1.141151662,-1.742948159,1.906550781,0.641523448,0.291806044,0.459923416,1.501066119
21.5,-0.565899757,-1.682255719,-0.732272496,0.038220788,0.345148174,0.614704141,-0.74907027,1.648206357,-0.783931432,-0.450126175,-1.096163064,0.027303727,-1.095643984,-1.128942306,-0.398886467,-0.777400719,0.520754668,0.655376473,-0.163582862,-0.319001056,0.426001072,-0.164795333,1.330334419,1.004383982,-0.981184239,2.454240202,-0.125876432,0.522093865,-0.283484887,1.395988318
