t_center,z_S_t__20170706_01_02_01,z_S_t__20170706_01_02_02,z_S_t__20170706_01_02_03,z_S_t__20170706_03_04_01,z_S_t__20170706_03_04_02,z_S_t__20170706_03_04_03,z_S_t__20170706_05_06_01,z_S_t__20170706_05_06_02,z_S_t__20170706_05_06_03,z_S_t__20170706_11_12_01,z_S_t__20170706_11_12_02,z_S_t__20170706_11_12_03,z_S_t__20170710_01_02_01,z_S_t__20170710_01_02_02,z_S_t__20170710_01_02_03,z_S_t__20170710_07_08_01,z_S_t__20170710_07_08_02,z_S_t__20170710_07_08_03,z_S_t__20170714_01_02_01,z_S_t__20170714_01_02_02,z_S_t__20170714_01_02_03,z_S_t__20170714_03_04_01,z_S_t__20170714_03_04_02,z_S_t__20170714_03_04_03,z_S_t__20170714_05_06_01,z_S_t__20170714_05_06_02,z_S_t__20170714_05_06_03,z_S_t__20170714_07_08_01,z_S_t__20170714_07_08_02,z_S_t__20170714_07_08_03,,,,,,,,,,,
19.5,0.283638357,-0.086725509,-0.172466249,-1.66046146,-2.48141144,1.30221911,1.680182645,0.98022153,0.697172197,1.28590185,0.446287307,0.691500992,-0.381243102,1.004802097,0.285668151,-0.221851784,0.821496794,0.340588407,-0.187742005,-0.213403506,0.819307388,0.235338504,-1.119731533,-0.252039191,-0.330883955,-0.218107368,1.34904964,1.231495608,-1.501443947,-0.160703798,,,,,,,,,,,
20.5,-0.094911525,0.134324033,0.527737591,-0.912814136,-1.88895226,0.484116308,1.232761228,1.528405716,0.283134138,1.551026895,0.398493388,0.426230102,-0.063865228,0.435290162,0.672043034,-0.006052668,0.278898375,-0.150477866,-0.447770375,-1.200950016,0.116451989,0.691105548,-0.909939336,0.260551169,-0.766602771,-0.092657588,1.072639425,1.454881756,-2.278424577,0.600052304,,,,,,,,,,,
21.5,-0.8677147,0.50659845,0.355596079,0.620094596,-0.441035301,0.412081026,0.70892251,0.563786314,1.001318915,0.577555003,0.4002987,1.281756161,0.392747677,0.321924619,0.350141685,0.115672039,0.062320127,0.017664508,-1.193526695,-0.258068684,-0.422342941,1.265683445,-1.170370014,-0.290925927,-0.629248993,-0.282455729,1.183942195,1.854308095,-2.150159637,1.287770579,,,,,,,,,,,
22.5,-0.582429662,0.541729311,0.135740925,1.058991788,0.780519103,-0.546018863,0.195081261,0.465435197,1.090151566,1.015195592,-0.141696391,1.220397427,-0.070121606,0.683711317,0.435396461,-1.274767787,-0.950179145,0.135029747,-1.33906728,0.858915599,-0.310454125,1.128683422,-0.86385649,-0.210127246,-0.18745047,0.012630319,0.343749035,1.260841298,-0.645981772,1.426668839,,,,,,,,,,,
23.5,-0.234145606,1.223498331,0.005459789,1.040396678,0.736456405,-0.350945308,-0.361252901,-0.413509251,0.461006265,0.435868298,-1.221818179,1.157811606,0.576647607,0.542401931,0.376857791,-1.488418715,-1.09959723,0.061766472,-0.590212458,0.198747328,-0.349146985,0.044552668,-0.601857599,0.395322898,-0.142303177,0.781549232,0.749792332,0.896650621,-0.222496187,0.930315978,,,,,,,,,,,
24.5,0.080022258,1.115986037,-0.445526043,1.193850471,0.671072768,-0.497884315,-0.709906424,-0.766919114,0.234040564,0.521471313,-0.724593973,0.468691474,-0.360770492,1.456258933,0.996508669,-0.92252744,-2.184879187,-0.217288923,-1.136536024,0.692693165,-0.442826713,0.205035206,0.417594721,-1.204268035,-0.079154027,0.480761678,0.7223479,0.768122424,0.558731458,0.455380246,,,,,,,,,,,
25.5,0.537933428,0.581021983,0.303525754,1.603208318,0.499084869,0.273716597,-0.995813673,-0.813889187,0.835357252,1.332503094,0.279252934,0.12286519,-0.305153036,1.318465342,0.902934689,-0.334511054,-2.406240846,-0.211381953,-1.186622251,0.910197228,-0.727781518,-0.543651315,-0.840852976,-1.493976002,-0.062086634,0.535998545,-0.28734751,0.2912664,1.483384156,-0.004974538,,,,,,,,,,,
26.5,0.647695545,0.303824064,0.783090635,1.60800019,0.972624736,0.153072818,-0.650832602,-1.188468656,0.14506052,1.511418423,0.267525261,-0.22021601,-1.368686721,1.504190175,1.143819783,0.467796684,-1.514202927,0.107270445,-0.280464449,0.965150714,-1.310096086,-0.819914214,-1.029827928,-1.408621968,0.493415611,0.967375018,-0.208027745,-0.64527081,1.912038926,0.316945219,,,,,,,,,,,
27.5,0.345751037,0.100691835,0.512287946,0.985457238,0.467173868,0.857677916,-0.532880449,-0.986853352,-0.054872243,0.987625225,0.602754637,-0.625675552,-0.713630022,1.707047729,1.320699089,0.833121035,-1.472506498,0.544522262,-0.465697541,0.650961776,-2.063223056,-1.246748242,-1.788986003,-0.550692686,0.438497022,-0.212921601,-0.175616433,-1.015230286,1.565844023,-0.514201464,,,,,,,,,,,
28.5,-0.345277728,-0.49067458,0.623496328,0.24075116,1.331318993,-1.654068526,-0.128306749,-1.039508164,-0.101323734,1.327517279,1.148869961,-1.206938328,0.085813926,1.593513449,-0.490650107,0.825426603,-0.170154191,0.438922829,-1.194827975,0.380075413,-2.316512639,-1.690146942,-2.855988475,-0.565335557,1.173408948,0.149288423,-0.90579503,-0.642628593,1.07513102,0.524468699,,,,,,,,,,,
29.5,-0.212326195,-0.321844874,0.128620374,0.082097048,0.45752532,-0.579688862,-0.324290061,-0.853590231,-0.335580647,1.194500444,1.128657454,-0.075340862,0.810581519,-0.304221941,0.601768118,0.532682986,0.842386766,0.511929768,-1.30335328,0.212111322,-2.184320977,-1.586921059,-2.172751489,-0.748790407,0.872075573,-0.40119968,-2.271323569,-1.420208805,-0.026972975,0.395001666,,,,,,,,,,,
30.5,-0.230278837,-0.371341021,0.204424323,-1.188574143,0.306140491,-0.067495572,0.561832612,-0.094994208,0.073962647,0.596036141,1.531762692,-0.049935332,1.148913061,-0.225390709,-0.351171146,0.094495116,1.352068248,0.347099257,-1.785100639,-0.144481765,-1.413302339,-2.189327615,-0.607789081,0.693120374,0.703123507,-0.696102725,-1.70719322,-0.646897533,-0.099158654,0.85151131,,,,,,,,,,,
31.5,-0.305357,0.324298841,-0.314364461,-0.387364404,-0.69308173,-0.321175794,-0.088313861,-0.410857395,-0.285909913,0.176239852,1.188205478,-1.013622878,1.417435031,0.037278988,-0.581958334,-0.316562767,0.891391433,0.083033487,-1.074932293,-0.353955127,0.191177692,-1.426264417,-0.057515952,0.945752239,0.665978053,-1.091993407,-2.619069123,-0.165151905,-1.251052371,0.630994552,,,,,,,,,,,
32.5,-1.111308056,0.364880451,-0.72979457,-0.403661616,-0.370290511,0.063602506,-0.07716019,-0.768583763,-0.038988132,-0.204325826,1.318362956,0.289532177,0.879839616,0.729773603,-0.185333583,-0.792255882,1.186897301,-0.587760475,-0.731563588,-0.579499066,0.930429893,0.156621656,1.32889717,1.118667232,0.474907652,-0.826346354,-2.475532723,0.073545403,-0.910240318,0.8862685,,,,,,,,,,,
33.5,0.87113994,0.558741391,-0.204330673,0.093327201,-1.049595276,1.677713895,-0.074584447,-0.319101101,0.493756193,-0.714541943,1.466964727,0.655079941,0.312138392,0.2349855,0.235741331,-0.652130989,0.666026264,-1.033856366,-0.349033947,-0.134823242,1.120116836,1.223869967,1.549985785,0.338027219,0.504801852,-0.694086038,-0.901595824,0.425631994,-0.672342616,0.678694646,,,,,,,,,,,
34.5,0.917448107,1.24122263,0.142213801,-0.047467882,0.616804968,1.422642552,0.111171879,-0.330724449,0.978741386,-1.87987904,1.2801534,1.086720466,-0.558335015,-0.027517474,0.228382324,0.072263957,-0.162161123,-0.884389071,0.145287375,-1.114469284,1.141718476,0.487433102,1.236622752,1.122846868,0.540117121,-1.625847267,-0.133920705,0.32783334,0.265987456,-0.597619112,,,,,,,,,,,
35.5,0.926019441,2.08102822,-0.518359338,0.149469818,0.709193859,1.305405221,-0.462837801,0.132971383,1.095497247,-1.999439369,1.02231975,0.878191532,-2.102939616,-0.558320032,0.816943884,0.547302052,,-1.299307206,0.586756383,-1.285588579,1.16619873,0.402983344,0.724710325,0.56104865,0.549844103,-2.852243908,1.157928718,0.046438021,-0.949030989,-0.304911125,,,,,,,,,,,
36.5,0.54105044,1.871594711,0.221132283,-1.053066074,1.134682429,1.442363279,0.06388188,-0.287624723,0.819966935,-1.44250997,1.057341982,0.708306767,-1.22303577,0.148590039,0.908053194,0.61787836,,-1.106635986,1.404295477,-0.962696612,0.925924178,-0.237109818,1.181484907,0.350124922,0.212919119,-1.791901234,1.82316966,0.216104306,0.170449846,-0.398520825,,,,,,,,,,,
37.5,1.000958987,2.379800916,0.117276249,-1.007166223,1.08632027,1.441502406,-0.119048345,-0.575283083,1.030380937,-1.551393746,1.461114995,0.684211057,-0.828645692,-0.480816187,0.579396328,1.141022597,,-0.576193194,1.388323059,-1.125830927,0.193786069,-1.320819024,0.732780703,0.684568513,0.288420432,-1.004456004,1.738592955,0.302484401,0.205998687,-0.343455153,,,,,,,,,,,
38.5,0.934838733,1.747572815,0.628895851,-1.5033991,0.663551668,1.224204211,0.072996139,-1.179269027,1.640321325,-1.275537642,-0.574519941,0.134200235,-0.635144039,0.008111714,0.190433749,1.253010746,-0.57448361,0.131123489,0.758457766,-0.471613622,-0.351884199,-1.942177609,0.548658976,0.784665836,-0.074173552,-1.323740489,0.363478892,0.163583706,0.405375222,-0.383657926,,,,,,,,,,,
39.5,0.827356856,1.325637052,-0.001635185,-0.447696744,1.34853779,-0.281697647,-1.117672162,-0.545240275,0.809321745,-0.519242097,0.957749852,0.165061447,0.805012796,0.584601667,-0.098379188,0.595296843,-0.874675479,1.171858253,1.264448841,0.105357352,-1.479608422,-0.639382842,1.168668333,0.252569825,-0.121121659,-0.556489986,0.860583584,-0.313184574,0.991200483,0.769533091,,,,,,,,,,,
40.5,0.48521521,0.698896062,0.939247234,0.158996503,0.925889884,0.192740106,0.015717885,-0.918790858,1.352319874,0.320121678,1.400238915,-0.029381828,1.503130997,-0.435258284,-0.367776956,0.174668041,-0.901247976,0.559413961,0.932213952,0.060561066,-2.020214669,-0.729733573,0.497575331,0.617130274,-0.146401517,0.414003407,0.875273719,0.236074763,-0.463746571,0.48720924,,,,,,,,,,,
41.5,0.866625466,0.189700221,0.408262529,-0.071782528,0.920569489,0.973981131,-0.578065746,0.273299908,0.548395861,0.191876459,1.72283789,-0.097539576,1.001647736,-1.489756893,-0.334138746,0.612068335,0.554626648,0.353580271,0.231562294,-0.050640676,-2.103856006,-0.150623072,0.285789687,-0.208910264,0.303986128,0.800606737,-0.769047854,0.039139193,-1.128245103,0.574589912,,,,,,,,,,,
42.5,0.393860058,0.925833616,0.790182578,0.652246832,1.621788741,1.275283229,-0.046503804,0.075629709,0.329044522,0.479582519,1.582968423,-0.62099626,1.326946075,-1.415924656,-0.32688087,0.526441619,-0.251712842,0.922271769,-0.749982917,0.056098927,-0.844726022,0.48387657,-0.504965441,-0.593353023,0.179870645,1.270842788,-1.221083034,0.652851734,-1.940459696,1.086198316,,,,,,,,,,,
43.5,0.551367559,0.192117145,0.035604607,1.15068257,0.915770102,0.627864405,0.175013761,-0.07398701,0.543835582,1.066856058,1.149530711,-1.085707379,-0.023842006,-0.797123817,-0.306109147,0.641545742,-0.777384416,0.434217441,0.012949645,-1.259933609,-0.536552606,0.619675731,-0.488328809,-0.76087508,0.277829425,-0.252451269,-0.528379353,1.037790253,-3.553391493,1.131381958,,,,,,,,,,,
44.5,-0.218312976,0.479656947,-0.691502066,1.169183328,0.387970551,1.203016848,1.275736573,0.267246384,0.526031252,0.596788872,1.062179166,-0.676071414,-0.474332467,-0.620219828,-0.025902088,0.645939547,-1.222379187,0.259497548,-0.80725094,-1.110926694,0.253862455,-0.910434316,-0.223825766,-0.860291448,-0.381839979,-1.130251588,-0.775033229,0.851152006,-3.287397131,-0.276346733,,,,,,,,,,,
45.5,1.202841212,1.161530187,-1.656160149,0.626178019,1.388832773,0.988444299,0.537576982,-0.553597176,-0.006170348,0.727807428,0.60342382,-0.045807308,-1.007270212,0.474209266,0.515268837,1.102953746,-1.026334299,0.421874517,0.222992261,-0.045737828,0.389655754,-0.684371809,-0.650785709,-1.280451737,-0.496923238,-0.733411787,-1.137895338,0.582129888,-2.616260356,-0.052560328,,,,,,,,,,,
46.5,0.200280929,0.929567926,-0.411384924,0.373480602,0.649482192,0.521367011,0.949086447,-0.630126107,0.934142333,-0.282687371,0.417365951,0.049008565,-2.490888713,0.738172808,-0.59302345,0.4065156,-1.892830747,0.739252668,0.20427539,-0.283977115,0.347444467,-0.097790593,-0.354969018,-1.134709816,-0.132075191,-1.281771446,0.274998726,0.352529151,-1.614836109,-0.267153227,,,,,,,,,,,
47.5,0.204924779,1.415683488,-0.526568107,0.143607221,-0.059560662,0.66098001,0.372523925,-0.183183572,0.916778356,0.199692685,-0.136627988,0.105245618,-1.260247237,1.107650938,-1.897986322,0.132453429,-1.168184332,0.623667051,0.347874809,0.542770353,0.87463193,-0.723681216,0.052151269,0.206282189,0.377906327,-0.543307709,0.814127452,0.996198977,-0.778500235,-1.7696022,,,,,,,,,,,
48.5,0.540024307,1.736863702,0.226501151,-0.615939496,0.82524833,-0.784440574,0.393047834,0.38852512,0.66434894,0.104523738,-0.074767293,-0.455788896,0.936743564,0.627852238,-1.128943373,0.04812,-1.280714218,0.573377588,-0.211617276,0.933413174,1.030493681,0.543270545,0.626458957,-0.068806858,0.649145074,-0.081856812,0.250677925,0.271564628,0.073306161,-2.520984382,,,,,,,,,,,
49.5,0.672842536,1.659469965,1.135542669,-0.06871998,0.637997181,-1.467872786,0.372314361,-0.075709428,0.316006897,0.312689063,-0.406826911,0.177604289,0.379194262,0.955827014,-0.817064944,0.830044233,-1.276696728,0.053628106,0.698107781,0.883029705,0.380272299,0.338997916,-0.203173395,0.897722674,1.345255679,1.106382359,0.949598625,0.392648848,0.548917498,-1.769639743,,,,,,,,,,,
50.5,1.32225922,0.854790628,2.044837529,-0.168527454,0.561187579,-0.710178377,0.827651104,1.108397858,1.124688744,0.161220721,-0.49960787,-0.290387043,0.863070621,0.988918158,-0.423033491,0.190592216,-1.034894169,0.313078271,0.835341251,0.641321933,0.840030686,-0.306984749,0.585420162,1.009416861,1.600254291,0.932364526,1.532239989,0.111649715,0.956941974,-3.055220369,,,,,,,,,,,
51.5,1.384637073,0.943138735,1.587204618,0.770074734,-0.442577135,-1.21074675,0.884936615,0.456355542,0.858502497,0.977619331,-1.167316434,-0.596718182,-0.096434083,0.527226882,0.864658079,0.016704128,-1.27593817,0.706503805,0.366840102,0.627413906,0.53984758,-2.06788326,-0.24743963,0.831479128,1.70894293,0.953295547,0.982412202,-1.037386745,0.609021553,-1.763632419,,,,,,,,,,,
52.5,0.758778958,0.498712613,1.031781844,0.682182648,0.117341333,-0.052536715,0.696847438,1.041062955,0.718373967,0.924661652,-1.242146728,-0.249918918,-0.14474016,1.314263607,0.912948041,-0.119107583,-1.097215689,,0.921940007,0.627813857,-0.324113039,-2.964524404,0.42752757,1.123231564,1.185690194,1.381185197,0.499456565,-1.550905566,0.994455529,-0.455794827,,,,,,,,,,,
53.5,1.310150062,-1.107257562,0.558494498,1.098810247,-0.375348595,0.422222084,0.311315008,0.274029289,1.40512214,0.850645734,0.417147197,-0.199555343,-0.44639592,0.85198505,0.842140515,-0.984852251,-0.458540017,,0.646700183,0.099657356,-0.977326958,-1.908892205,0.152421149,0.835154997,0.734251627,0.111383338,0.710526418,-1.324075093,0.637612279,-0.058404406,,,,,,,,,,,
54.5,1.103315144,-0.619687954,0.183104725,0.332240016,0.370066418,1.402083528,-0.815036627,0.904426726,1.375663951,0.016450587,0.979064895,-0.858031422,-1.142660744,1.240919404,0.604020943,-1.806261759,1.43519071,1.197664198,0.640798289,0.790194826,-2.124292976,-1.1526463,1.053706423,-0.403222219,-1.064507601,0.118526138,-0.49900462,-0.695443158,-0.529073899,0.062926145,,,,,,,,,,,
55.5,0.472759894,-0.284399688,0.106707034,0.355240072,0.854059479,0.966210333,-1.592596956,0.428207008,1.17160214,0.271366094,1.137212484,-0.46119275,-1.754036228,1.567584881,0.321793399,-0.833032018,-0.000994461,0.787730416,0.422646458,0.67915251,-2.881589516,-0.305110192,1.147991352,-0.661444403,-0.898604393,-0.075700306,-0.346423253,0.019953719,-1.127364654,0.832801847,,,,,,,,,,,
56.5,0.532498481,-0.432575635,0.563404582,0.109160375,1.105055512,1.467700383,-0.189724882,0.008247909,1.395296052,-0.290199863,1.689706205,-0.849082419,-0.559658449,1.536774762,-0.468511163,-0.750450586,0.097852251,1.350887014,0.583249354,0.794597239,-2.470941011,0.814855217,0.037671108,-3.045559443,-1.509804681,0.388142475,0.066860006,0.669640189,-1.013010297,0.779081365,,,,,,,,,,,
57.5,-0.347066751,-0.103756621,-0.29131806,0.74574245,1.834307771,0.983147303,-0.056485221,0.661626893,1.704688391,-0.164586142,1.642804006,-1.902579679,-0.666448885,1.239999266,0.043264446,-0.55371512,0.103256302,1.496258838,0.114009859,0.159533306,-1.212491048,0.660981886,-1.079036411,-4.17287186,-1.060236216,0.754160039,-1.668992839,0.175453862,-0.887557594,0.649152211,,,,,,,,,,,
58.5,-0.093902899,0.887436426,-1.806718509,0.313616082,1.022765238,1.453347768,0.627055127,-0.021070893,0.555583246,-0.514659502,1.210259543,-1.315192447,0.395197505,0.388704119,0.068592907,-0.368745311,0.959231928,1.269749738,0.299294818,-0.262715694,-1.155148596,-0.051891416,-2.160417511,-2.993628349,-1.468818486,-0.132859169,-1.752855226,-0.190967411,-0.680466835,-0.599000899,,,,,,,,,,,
59.5,0.27518432,0.38498946,-2.396606788,0.174487951,-0.400475297,1.564385862,0.633892094,-0.829983047,0.092429244,0.500514724,1.543508362,-0.133464118,-0.21937582,0.142150128,0.140265465,-0.054216782,1.223493066,1.063480985,-1.070790613,-1.542475882,0.162947814,-0.067374977,-2.665013512,-2.262319127,-0.422078172,-0.242602654,-1.445861335,-0.249844198,0.08866389,0.586594672,,,,,,,,,,,
60.5,0.667764012,0.045615606,-1.856700503,-0.375971895,-1.236214188,0.361759109,0.361884333,-1.30328082,-0.705466506,0.078749298,0.44005713,-1.042549953,0.219254344,-0.281128692,0.585964727,-1.062927834,1.901486086,1.026521096,-0.142229165,-0.982949564,0.688116674,-0.026924056,-3.382144581,-1.326948951,0.335422173,-0.317361229,-2.030309026,-1.009828377,0.625601692,0.381967722,,,,,,,,,,,
61.5,0.067414889,-0.202590891,-1.879414562,0.461840474,-0.606833995,0.21337175,0.560020923,-0.349526525,-0.189965079,0.434398391,-0.411761135,-1.139105049,-0.234637031,-0.510042287,1.200561175,0.041559344,1.247349096,1.182253084,-0.275392187,-1.328893916,0.31295562,0.25166748,-2.073984713,0.641607943,0.566967755,0.136625792,-3.047914869,-0.894194453,0.081587325,1.080129412,,,,,,,,,,,
62.5,0.528476195,-0.523716642,-2.250960328,-0.482688057,-0.697062158,-0.084544806,0.53906986,-1.374982187,0.21458282,0.702504301,-1.09480484,-1.07512121,-0.888335977,-1.282787027,0.230399117,0.854380608,1.044321096,0.904940581,-0.952150289,-1.298748089,-0.078899555,0.238852353,-1.264437164,0.907115561,0.385001026,-0.690318317,-1.125558091,-1.636504424,-0.302898718,1.037239861,,,,,,,,,,,
63.5,-0.890691082,0.634236204,-0.237072578,-1.132046628,-0.829470098,-0.334492247,-0.384861688,0.033712263,-0.14636317,-0.179343455,-0.734790531,-1.519296069,-0.760040536,-0.530474237,0.448229334,1.380084637,0.834883999,1.868467642,-1.026538898,-1.463075912,0.66144251,0.967333068,-0.512893119,1.212889336,0.228039767,0.475203156,-0.139704946,-1.640323541,-0.412436691,2.426385219,,,,,,,,,,,
64.5,-0.490514371,0.639677826,0.485800452,-0.086975599,-0.175632409,-0.488870736,-1.026251723,0.637670675,-0.739534804,-0.216030993,-0.379323078,-1.19910708,0.612384206,-0.892948832,0.593243668,1.356332296,0.849528744,-0.954298687,0.821809609,-0.843102874,0.025089378,0.970176491,-0.377858745,0.894256121,-0.047928619,0.147579809,-0.886357902,-2.062536584,-0.370719658,1.562396498,,,,,,,,,,,
65.5,-0.772964881,1.214827281,0.706339266,-0.08520636,1.349075997,0.700932243,0.676632159,0.233121544,0.595670436,-0.529051739,0.131119651,-0.065705743,0.065548668,-0.25168591,0.504880736,1.312583161,0.40585025,-1.339402591,0.455706907,-1.12341137,0.332439478,1.150983897,0.116418069,1.142014707,-0.135195373,0.247650071,-1.045013245,-0.980721696,-0.146325027,1.930419981,,,,,,,,,,,
66.5,-0.530681359,0.129472963,0.463296996,0.78288753,0.769959828,0.767503968,0.131685673,0.289399157,0.273698375,0.280234214,0.645077793,0.479801888,0.555935728,-0.511815276,1.156847558,0.742184918,-0.135291322,-1.743036011,0.874236002,-1.35419404,0.342122204,0.248557374,0.841334774,0.369840324,-0.130298754,-0.223693012,-0.870007892,-0.510073098,0.942239925,1.599990932,,,,,,,,,,,
67.5,-0.580738985,1.360308539,0.188839277,-0.027816727,0.620417433,1.623693508,0.148941969,0.337698688,-0.854352496,-0.323305982,-0.000914834,0.811120332,0.989444009,0.085257663,1.732738036,-0.125886444,-0.074095928,-0.921847479,0.892489483,-0.264620944,0.77920669,-0.385169698,0.648208826,1.239089491,-0.289413674,-0.392902092,-0.578419215,-0.373389905,0.631757407,-0.054933132,,,,,,,,,,,
68.5,0.265001407,1.390881833,0.915341207,0.877290642,0.710336134,1.608682981,0.419290538,0.106734318,0.143746134,-0.028771466,-0.016464384,0.540080891,0.500147955,0.440669047,0.715501272,-1.080969799,0.552786055,-1.351509498,1.184329835,0.793560785,0.422724416,0.078547133,1.048351394,1.244050036,0.245397251,-0.394268304,-1.003256655,0.643380727,0.300422604,-0.330368581,,,,,,,,,,,
69.5,-0.496742795,1.063939382,0.189693714,1.559295128,-1.807078278,1.598915327,1.333687107,0.077891498,1.120807017,-0.222318081,-0.077608232,0.255731712,0.309640876,-0.133247459,1.24702606,-1.580892333,0.127701497,-0.80487265,1.013333961,0.713892142,0.438060304,0.008427981,1.757127911,1.52911146,-0.067108416,0.799671099,0.670332718,0.083205408,1.250551236,-0.920157962,,,,,,,,,,,
70.5,0.404695407,0.756687108,0.30268938,1.287459779,-1.019195095,1.183238247,0.365322802,0.410292226,0.53672721,-0.253326402,0.45938513,0.232598527,0.068856735,-0.132272243,0.175116362,-0.850727983,0.772359149,0.043015548,-0.082734752,0.812765846,-0.759830859,0.216272792,0.349681597,1.523271399,0.22076345,-0.21955569,1.363346215,0.332851146,0.973710184,-0.036450612,,,,,,,,,,,
71.5,0.597879052,1.66373864,0.42264554,0.743025174,-0.311283371,0.538723367,0.570802579,-0.396666273,0.694769291,-1.279585203,0.365795974,-0.086554985,0.422551986,0.97772561,0.541530249,-0.020009831,1.183753434,0.549463847,-0.416668176,0.514462752,-0.261322421,1.062178283,0.418554116,0.319276438,-0.281137629,0.137166823,1.770911074,0.034221406,-0.136621313,-0.061238499,,,,,,,,,,,
72.5,0.780209608,1.105901948,0.075752749,1.401432656,-0.128543926,-0.701754377,-0.217747313,-1.03407896,1.66810639,-2.715988026,1.468526214,0.694429199,0.589436382,-0.054676814,-0.627475639,1.037782894,0.283755887,0.455353814,-0.238684302,0.224519403,-1.025867743,1.190868649,0.394759214,1.008874056,-0.279384941,-0.706815119,0.570090381,0.418319102,-0.755261725,0.800520223,,,,,,,,,,,
73.5,0.277092252,0.92749419,0.607587634,-0.095870626,-0.149144448,-0.615465856,-0.792099324,-0.676640842,1.395185325,-2.5612021,1.469777519,-0.313126524,1.050998763,-0.577302785,0.013097783,0.8805145,0.246115762,0.743394809,-0.529412374,0.333281045,-1.404037161,1.181015286,-0.582551536,0.212774591,0.266173914,0.164245513,0.470442862,0.468532445,-0.224153564,0.179306426,,,,,,,,,,,
74.5,0.513325558,0.983762321,0.960022061,-1.637982525,2.0588887,-1.228544865,0.143678812,-0.852870827,0.609373662,-2.468087894,1.767494102,-0.743701304,1.447949688,0.024301161,-1.195561935,0.77353328,0.334871154,1.121401137,-0.874124292,0.342539988,-1.91885179,1.367577215,-0.15790568,0.557528985,-0.097363182,0.274385885,0.275490424,0.994542607,-0.199466236,-0.508730537,,,,,,,,,,,
75.5,1.641631475,1.135812581,1.579913866,-0.863759255,1.220535767,-1.009722296,0.560647066,-0.126382457,1.045420725,-1.554930665,1.687229051,-0.513952322,1.867068289,0.323463181,-0.347088312,1.066567429,,0.281592382,-0.691615847,0.806265211,-1.238488622,1.665937867,-1.555495428,0.010707375,-1.008463627,0.501928833,0.569724026,1.409347528,-0.627316699,-0.380546654,,,,,,,,,,,
76.5,1.559909312,0.636383034,1.865722192,-1.174681455,1.779336032,-2.499948603,0.553876594,-0.096564688,0.944885507,-0.218448754,1.428372126,-0.053773395,1.460042511,-0.671183564,-0.28818827,0.063067245,,0.123393214,-0.772458847,1.238574714,-0.989720965,1.084077452,-1.344214091,-0.559827152,-0.213020338,0.38739853,0.456032001,1.338329462,0.071903183,-1.157454184,,,,,,,,,,,
77.5,1.778148199,-0.387412587,1.319085439,-0.929888259,1.096451267,-1.170214402,1.056519931,0.450057953,0.266550788,0.623799542,0.995301021,-0.141872988,1.260684556,0.0546525,0.119924057,-1.467366787,,-0.455887542,-1.789435867,0.689233793,-0.793276536,1.213870607,-0.336938074,-0.603313568,-0.269095747,0.569731771,0.905991334,1.179572209,0.471559761,-1.888550909,,,,,,,,,,,
78.5,1.849292031,0.814425173,0.561432068,0.085456372,-0.530650587,-1.242452911,1.232713988,0.25470123,0.876575258,1.286216629,1.082761993,0.979746815,0.485647769,1.29716644,-0.113694964,-0.476505363,,0.197441236,-0.35164678,0.671556511,0.661299469,0.295096454,-0.198438624,0.166348756,-1.104428833,0.594660788,0.436422916,1.705279896,0.470249378,-0.834354166,,,,,,,,,,,
79.5,0.543258193,1.12238325,1.288340102,0.917264155,-0.066606502,-1.369349211,1.119545035,0.167649104,1.281850196,1.254310933,0.230246379,1.466940635,-0.442005829,0.654244254,0.235297324,0.00602303,,0.454215816,0.375512248,0.462431965,0.65590649,0.164062956,0.183842696,0.596002465,0.3309645,0.83806086,0.477407893,1.659412157,-0.277242369,0.067628751,,,,,,,,,,,
80.5,0.379140233,0.462723004,0.678758129,0.979259042,-0.219250423,-1.240339038,1.388430157,-1.273149,0.721215773,1.623632687,0.553227656,0.968274465,-0.203773005,0.08391381,0.649491712,-0.530269077,0.667542459,0.649696199,0.626705576,-0.595242463,0.715599521,-0.229550928,0.843849968,0.380169773,0.269611345,0.031673162,0.718478514,1.861036453,-0.55128723,-0.409843179,,,,,,,,,,,
