t_center,z_S_t__20170706_01_02_01,z_S_t__20170706_01_02_02,z_S_t__20170706_01_02_03,z_S_t__20170706_03_04_01,z_S_t__20170706_03_04_02,z_S_t__20170706_03_04_03,z_S_t__20170706_05_06_01,z_S_t__20170706_05_06_02,z_S_t__20170706_05_06_03,z_S_t__20170706_11_12_01,z_S_t__20170706_11_12_02,z_S_t__20170706_11_12_03,z_S_t__20170710_01_02_01,z_S_t__20170710_01_02_02,z_S_t__20170710_01_02_03,z_S_t__20170710_07_08_01,z_S_t__20170710_07_08_02,z_S_t__20170710_07_08_03,z_S_t__20170714_01_02_01,z_S_t__20170714_01_02_02,z_S_t__20170714_01_02_03,z_S_t__20170714_03_04_01,z_S_t__20170714_03_04_02,z_S_t__20170714_03_04_03,z_S_t__20170714_05_06_01,z_S_t__20170714_05_06_02,z_S_t__20170714_05_06_03,z_S_t__20170714_07_08_01,z_S_t__20170714_07_08_02,z_S_t__20170714_07_08_03,,,,,,,,,,,
116.5,-0.257337124,-0.995037058,0.997904661,-1.824851114,-0.985049465,-0.685481101,1.65189234,1.091550473,0.033307521,-0.074610514,-0.851611342,1.632495693,1.186696581,1.073405521,0.767902359,,,-2.144496114,-1.676761093,0.125786859,0.114586229,0.379704377,-0.595683193,-0.216224737,0.930496128,-0.009473417,0.139766362,0.936618888,0.182790399,-0.314072013,,,,,,,,,,,
117.5,-0.414686995,-0.597606018,1.380348246,-1.818769952,0.046967205,-1.848072939,1.243511393,1.494575691,0.572069595,1.213820615,-0.463942579,1.497222822,0.694535563,-0.659631319,0.181319372,,,-1.903705815,-2.02584069,0.567143774,-1.033605966,-0.404430965,-0.525542324,0.072481021,1.447395117,0.588124104,1.06933087,-0.68915032,-0.707464746,-0.486775344,,,,,,,,,,,
118.5,-0.561070663,-0.541883418,0.942897166,-2.420937953,-0.626142166,-2.255948363,1.626566962,1.145360352,0.168160163,0.787252223,-0.651378539,1.557576015,0.256929797,-0.810876219,0.676476144,-0.571086503,,-1.553649079,-2.216667396,0.407668563,-1.426557981,-0.096008862,0.12768856,-0.524595798,1.822417696,0.166487008,1.349916732,0.452382978,0.562690108,-1.424951332,,,,,,,,,,,
119.5,-0.708452499,-0.492915,1.854106555,-1.548509959,0.164533463,-2.271969481,2.045301254,0.154743738,0.131993606,1.543259232,0.292548524,1.443118346,0.074137759,-0.994971136,-0.090057919,0.29117306,,-1.4292143,-1.006316615,0.810560828,-0.805023325,-1.319928531,0.499403712,-0.736156287,1.683763095,-0.618411257,1.382064327,0.131331803,0.271530399,-2.276548215,,,,,,,,,,,
120.5,-1.445427605,0.614349108,1.518676479,-0.848494749,0.669423025,-0.748181017,2.149573026,-0.112200616,0.702824364,1.447372417,-0.722435379,1.341029746,-0.248929644,-0.199203886,-0.490764559,0.595646155,,-1.045248942,-0.237195602,0.926398406,0.030711601,-2.017345499,1.018914149,-1.067312162,2.918991885,-0.090331218,1.188532332,-0.34282319,0.708185981,-1.289300137,,,,,,,,,,,
121.5,-1.209745219,0.492235536,1.144329093,0.094428626,0.491699796,-0.154093157,2.134730049,0.048356858,1.403415523,1.586791946,-0.703643186,1.36017965,-0.63726931,0.216048743,-1.531496064,0.515782218,,,1.065576728,1.106837364,0.620962075,-1.037905239,1.198233167,-0.536444946,3.593163921,0.289081232,0.310003712,-0.7045116,0.733799169,-0.958643786,,,,,,,,,,,
122.5,-1.169506882,0.201804923,1.468775617,0.424408199,0.155280339,0.135202437,1.48892915,-0.302982862,0.780225155,1.254270683,-1.508353769,0.547405492,-0.653743579,0.157766569,-0.802780588,0.339237936,,,0.73443559,0.556016866,-0.166460475,-0.023860747,1.342665662,-0.148596032,3.376746712,-0.028471549,0.429985145,-0.55116413,2.213956081,-0.919469359,,,,,,,,,,,
123.5,-0.888282098,0.659208959,1.726761357,0.285512315,1.607774856,0.411525173,1.231141204,-0.280395521,1.535174228,0.364638676,-1.3631766,0.849745264,0.121065232,0.867987918,-1.020046571,-0.07405789,,,1.434535113,-0.077953663,0.268665837,0.286323891,1.563272767,0.590712744,2.798536351,0.409145357,1.012203175,-0.736462052,1.765622444,-1.644111076,,,,,,,,,,,
124.5,0.342733273,0.833325389,1.410759213,1.43297828,1.577715746,1.064877657,1.238802643,-0.048820619,1.56707943,-0.439453303,-2.331583127,0.513437068,-0.403213264,0.946565214,0.077868198,0.184870014,,,0.354929627,-0.04605633,0.705669564,0.817589948,-1.056095328,0.854120589,1.414335032,0.035108602,1.376069815,-1.388981725,1.848482758,-0.276870003,,,,,,,,,,,
125.5,0.976089386,0.485614159,1.269389115,1.351836611,1.725191154,1.367080919,1.449920764,0.031694154,0.639202951,-1.272332196,-1.947029631,0.280273645,-0.389699365,1.422768833,-0.051833253,-0.344241392,,,0.916743722,-0.816149955,0.713972355,1.420704073,-0.702811654,1.081570916,1.732635742,0.66406084,1.0680501,-0.99782212,1.458089204,-0.011780069,,,,,,,,,,,
126.5,0.767603336,0.740434399,1.039343864,0.755203477,0.649492557,1.634642737,1.156606634,1.441320145,0.087308167,-1.391859061,-1.603049257,-0.169582155,0.193044839,0.834171425,0.290623054,-0.684072533,,-1.011456553,-0.272585965,-1.682850173,0.649055075,1.46592115,-0.875482574,1.129745381,1.773420416,0.667341456,1.046636294,-0.446571371,1.737856898,-0.02687511,,,,,,,,,,,
127.5,-1.176268699,1.09437521,0.841761567,1.228316429,0.28825215,1.464736387,2.118827193,2.048075713,-0.715755718,-2.562167091,0.800375285,0.422060956,0.520850565,0.874507861,0.155457936,-0.649551462,,-1.451716064,-1.059712793,-1.537980622,0.379485368,0.916602542,-0.125805844,0.835900088,1.221969851,0.174746278,0.321726589,-0.013752615,1.070310458,0.547462364,,,,,,,,,,,
128.5,-0.805696924,1.08122461,-0.50092808,0.991391354,0.089485265,1.025144159,1.380860919,1.868373806,-1.57995179,-1.740115238,0.772597707,0.39268187,1.140951795,1.617587243,0.64569558,-1.603932627,,-1.510840751,-0.473060716,-2.242422085,-0.20643243,0.954156915,-0.426137133,0.364356327,0.346896833,0.403826929,1.325630268,-0.887397135,0.886318722,1.145587022,,,,,,,,,,,
129.5,-1.35404408,0.559374217,-0.17750987,1.312333687,-1.114776061,1.4359106,1.243702103,1.986818256,-2.777196357,-1.849509793,1.073549137,0.47165504,1.234150524,1.542145763,0.801563374,-1.463181701,,-1.499979712,0.427962026,-2.498616582,0.475572734,0.101487086,1.314799757,0.191219431,-0.824197968,0.520747178,1.017535653,-0.42952342,0.498220317,0.668499276,,,,,,,,,,,
130.5,-0.720162248,1.850092259,-0.630277236,0.232455928,-2.395797364,0.604702851,0.321992177,1.938138098,-1.211268572,-2.663775458,0.171787234,1.071757096,2.317751508,1.240563678,0.500664065,-1.493642226,,-0.775550543,-0.123564658,-1.875951272,-1.065896185,0.012174737,-0.216369453,-1.167594542,0.210397241,0.54899137,1.715361504,-2.252924981,0.769962334,0.126273822,,,,,,,,,,,
131.5,-0.815395483,1.181363007,-1.288277009,0.929042352,-0.0500239,-0.343673821,0.460069637,1.649249956,-1.040668602,-1.546921474,-0.420488132,1.207277172,1.929560019,1.81401656,0.544555427,-1.672289641,,-0.119582775,0.309767777,-0.750191294,-0.29508046,-0.505384928,0.258478427,-1.22647999,-0.226401151,0.521760695,1.439692296,-1.473792109,0.208755291,1.025742066,,,,,,,,,,,
132.5,0.498698337,1.954230378,-2.397235211,1.299071366,-0.314162008,-0.460248507,-0.896250228,0.972074534,-0.601864106,-0.161036199,-1.325753815,1.410116715,1.558324845,1.363092103,0.239727842,-1.439507628,,0.388219299,-0.246257976,-0.790971648,-0.489645951,-0.266411058,0.457126273,-2.642672652,-0.648439627,0.067906966,1.135990538,-2.470940675,0.167452761,1.403085441,,,,,,,,,,,
133.5,-0.199800512,0.063614256,-2.302635906,0.826083963,-0.062802784,-0.118837793,-1.230105661,1.78840872,0.285340667,-0.050624095,-0.674302936,1.490499189,1.153957328,0.703685999,1.312637515,-1.133085102,,-0.235221709,-0.614581128,0.208591853,-0.655054389,-0.143510529,0.021307322,-1.793643742,0.624442678,-0.45683564,0.188328374,-0.881632291,-1.004095009,1.359244514,,,,,,,,,,,
134.5,-0.167839775,-0.24304354,-2.188600851,0.592582557,-1.033445017,0.011012284,-1.911734634,1.08870141,0.553028668,0.755583676,-1.432608696,1.341676899,0.378036108,0.230249097,0.806107266,0.254174409,,,-1.394099496,0.724257859,-1.334076559,-0.15867352,-0.079412042,-1.346835566,0.124464211,-0.747904951,-1.247610359,-0.304416465,0.626660749,1.581122019,,,,,,,,,,,
135.5,-0.474629599,-1.123485577,-1.977486328,0.146661578,-0.034969215,-0.199467127,-3.199728174,1.058418784,1.072826512,1.733982199,-1.313812116,0.651961936,0.056114279,-0.825920725,0.677253938,0.617492064,,,-1.343909516,0.349780392,-0.616221987,-1.00365906,0.924364918,-0.107586067,-0.124892068,-1.427629102,-1.654464433,0.166682801,0.662808312,2.390729814,,,,,,,,,,,
136.5,-0.80418261,-0.52097997,-1.615307454,0.515248601,-0.629556906,0.770190631,-4.044887121,0.530842078,1.436842004,1.983270066,-1.268905911,0.783009911,-0.858739366,-1.558963666,0.813307765,1.012561321,,,-1.543310397,0.550210367,-0.584455206,-0.154201742,0.928528189,-0.238503033,0.452206868,-2.22102083,-2.787026739,0.726231019,0.899755024,2.593107747,,,,,,,,,,,
137.5,-0.465027441,-1.199725776,-2.482512002,0.036196095,-0.674803995,0.553634267,-2.705820003,0.002000081,1.531859072,0.442112255,-1.162487494,1.05467429,-1.823222316,-2.137595339,-0.279263771,0.508730107,,,-0.717931834,0.779565925,-0.155835749,0.083726939,0.56573174,1.205065531,0.094953668,-2.654940015,-3.547501801,0.623939835,0.315864604,1.70004774,,,,,,,,,,,
138.5,-0.563658226,-1.188514911,-0.524068084,0.191407672,-0.670893478,0.203650924,-1.344786226,-0.848546793,1.046952411,0.224223289,-1.047592911,1.141801734,-2.671655976,-1.298511709,-0.8427261,0.268441392,,,-0.224893388,1.281171678,0.170038947,-0.731434168,0.644236598,0.27120899,0.410092529,-0.456538513,-2.301313307,0.772388695,0.324191778,1.474816211,,,,,,,,,,,
139.5,-0.574400963,-0.729695656,0.302016071,-0.179778129,0.630676467,1.055724116,-0.466757751,0.008493408,0.938225469,0.384966184,0.157181599,0.609669087,-1.924233685,0.318626905,-1.651169329,,,,0.392799085,1.323882204,0.3761522,-0.192152377,0.399030768,0.089379709,-0.372870222,0.303470119,-0.648154688,-0.230950556,-0.817919184,0.970400692,,,,,,,,,,,
140.5,-1.266225908,0.096181359,-0.069347481,-0.837064475,1.355187107,0.338017112,0.111684759,0.396328885,-0.178897087,0.558982008,0.562675258,0.583051997,-1.23545194,0.528888875,-1.381946261,,,,0.402064001,1.269013289,0.805389608,0.892723838,-0.028322529,0.397915996,-1.712802537,0.645120652,-0.376065007,-1.012884765,-1.701819914,0.859707094,,,,,,,,,,,
141.5,0.255442948,-0.989819274,0.256648139,-1.160328225,1.397889897,1.326224186,0.518684965,0.393395946,-0.623927931,0.352106626,0.820207714,0.04571947,-0.330131695,0.628283299,-0.827333255,,,,1.198394946,0.707676322,0.145463407,0.592216858,0.9701283,0.422292471,-2.513647704,-0.200361314,-0.517110108,-2.468362973,-1.334322836,0.577545777,,,,,,,,,,,
142.5,0.258549707,-1.657193647,0.748439623,-1.022603108,1.496391226,0.551116464,1.064277244,0.951168388,-0.968037326,0.420352947,0.727156766,-1.02279734,-0.252181071,0.159028239,-0.021529055,,,,0.895311741,-0.246559601,1.273195735,1.077400271,-0.102045871,-0.707264131,-2.078371788,0.172021277,0.200840192,-2.005086929,-1.736321597,0.92466087,,,,,,,,,,,
143.5,-0.799615045,-0.27652875,0.764724504,-0.761280137,1.378981023,-1.373028893,0.773914563,0.976180698,-1.005607315,0.768970931,0.432592681,-1.476424935,0.210004902,0.483961904,0.669603596,,,,0.963036748,-0.462901201,1.307662511,0.677046698,-0.639451655,0.080829758,-2.096712753,-1.576316138,-0.796764186,-1.301198484,-2.430368817,1.16421286,,,,,,,,,,,
144.5,-0.025945623,-0.322692509,0.77036225,-0.67117823,1.309233843,-0.624661763,0.091961656,1.28985353,-1.003017881,0.5491281,-0.281855918,-1.994999754,0.66080776,0.010443331,0.971582467,,,,1.052095251,-1.036814079,1.64757938,1.646554516,-1.725476401,-0.435032671,-1.061088581,-1.837272908,-1.118270124,-0.860388925,-1.061520207,0.871913282,,,,,,,,,,,
145.5,0.19164491,-0.958204872,1.078120755,-1.128124651,0.984667383,-0.413115016,-0.626278299,0.787741491,-0.581191998,-0.636592722,-0.324120589,-0.42862988,1.047415324,0.835794734,1.554733166,,,,0.821979508,-1.44397169,1.847486504,1.562865888,-2.324526048,-0.425818271,0.344624505,-2.129613838,-1.939384623,-0.418512935,0.083628026,1.407281537,,,,,,,,,,,
146.5,1.161994368,0.762846291,1.026974567,-0.259922906,0.032527232,-1.155751124,-1.095831303,0.573969382,-0.331347517,-2.121753797,0.557865512,0.687931138,1.053871692,0.740369856,1.740605445,,,,0.578089905,-1.07589563,1.497871708,0.731935923,-3.474727771,-1.055967551,0.658168286,-1.561698217,-0.874927964,0.618217584,0.752191972,1.128292592,,,,,,,,,,,
147.5,0.489821955,0.556428683,1.495884337,-0.970638656,0.380946051,0.101871284,-1.075554067,0.861767418,0.659799785,-1.829134548,-0.027482285,1.343870959,1.531428234,1.627040552,1.347506999,,,,0.074724233,-0.909134984,0.75042863,0.254041364,-1.402005158,-0.820870757,0.399476462,-1.524863463,-0.887960125,0.337801914,0.63354649,1.247972944,,,,,,,,,,,
148.5,0.330438267,0.509297953,0.522576132,-0.091573281,0.546538151,0.825457346,-1.961931205,0.493380138,0.203885718,-1.224851663,1.033946731,1.155306497,1.447336589,0.321101903,1.734906188,,,,0.151221971,-1.297072204,1.117962723,-0.023770256,-0.766614262,-2.253559296,-1.053145444,-0.893170715,0.042619152,,1.081492377,1.58990816,,,,,,,,,,,
149.5,-0.642229484,-0.663812532,0.388268783,-0.10341212,0.790956974,0.74115319,-1.64990627,0.328037349,0.81735545,-0.505373253,1.064806412,0.590652708,0.935807221,1.134159317,0.367772258,,,,-0.135218008,-1.327466657,0.55080524,0.958894674,0.397764656,-1.150098723,-1.489026963,-0.098413438,-0.343719622,,0.561836862,0.368243681,,,,,,,,,,,
150.5,-0.017973576,-0.474623258,-1.440918306,0.233995994,-0.075828496,-1.514027812,-1.214669967,0.40824675,0.405650196,-0.383943217,0.271123077,0.326820266,0.774919292,1.539045482,-0.981519079,,,,-0.144431146,-1.476652583,1.33981956,0.310873219,0.731686975,-1.61836642,-1.641621606,0.674377578,-0.32057611,,-0.536383159,-0.004425408,,,,,,,,,,,
151.5,-0.441321328,-1.485055925,-1.214301655,0.568943255,0.634962418,-0.444512686,-1.1809553,0.477944044,0.212330887,0.368326814,0.535602173,-0.049880489,0.791334478,1.53417421,-1.380412909,,,,0.008357314,-1.456806817,1.331842898,0.012565421,0.600420935,-0.835701278,-0.71540548,0.564005652,-0.281889689,,-0.828620689,0.286944481,,,,,,,,,,,
152.5,0.788444233,-1.6424401,-1.237165651,-0.196137225,1.068127353,0.03814705,-1.364662584,0.155709059,0.360095644,0.788306189,0.536956835,-0.720082093,0.424821633,1.324261271,-1.305755483,,,,0.912337719,-2.371851426,1.825270747,-0.510084309,0.019769967,-0.058923271,-0.203656037,1.036153141,-0.417284047,-1.103563709,0.225116795,-0.166544761,,,,,,,,,,,
153.5,1.386697171,-0.804032341,-0.274517361,0.097655456,-0.03235039,-1.397135686,-1.298614879,-0.466465098,-0.052166153,0.374013601,0.80499028,-0.50573228,-2.483437814,1.449972947,-1.610293353,,,,0.901424031,-1.629659635,1.677515007,-1.338961152,0.444308415,-0.090090941,0.622982932,-0.334099061,0.158007199,-1.120067423,0.176793532,-0.553537259,,,,,,,,,,,
154.5,1.598903799,0.386967769,0.072335818,-0.008632003,-0.249935251,-0.762819094,-1.473542898,-1.985229812,0.371230652,-0.132060704,0.840309204,-0.666924257,-1.971145226,1.543014103,-1.971471696,,,,0.466219801,-1.032693445,1.038192163,-0.811621592,-0.405549559,0.562620754,1.395078439,0.471354996,0.374354816,0.342212568,0.06612691,0.384329265,,,,,,,,,,,
155.5,2.251724537,-0.163574419,0.363744074,0.884594988,-0.602397328,0.230666116,-1.260457354,-2.46839129,-0.836632075,0.259085032,-0.825815107,0.476452046,-0.835459279,1.824413565,-0.625239524,,,,0.029628799,-0.062615046,0.689502601,-1.169953604,-0.933201161,0.848754972,1.134013618,-0.248211638,0.397423795,0.035367065,0.733750094,0.432101813,,,,,,,,,,,
156.5,0.504405313,0.677399701,-0.60799798,0.739851738,-0.347540018,0.556047502,-0.425210466,-4.378277359,0.377075424,0.894382706,0.136766603,-0.083475767,-0.161024016,2.115814098,-1.20558652,,,,0.611391956,0.330439376,0.219158697,-0.641415465,-0.241830661,1.374031719,0.29445154,-0.501208716,0.560338729,0.466581604,0.598206935,0.707163574,,,,,,,,,,,
157.5,0.173028368,-0.181173054,-1.7944919,0.631953232,-0.667204934,0.207279173,-0.287591772,-3.601085655,-0.660465933,1.234561836,0.458258681,0.980699388,-0.007880495,2.914673321,-0.73248354,,,,-0.543648971,0.975053855,-0.846268415,-0.430327444,-0.279700005,1.170944515,-0.246358559,-0.353516358,-0.45319007,0.353395619,-0.136557399,1.518666975,,,,,,,,,,,
158.5,0.146874756,0.588137088,-2.11565891,0.474446238,-0.415887863,0.825935111,1.316285853,-2.167456747,-0.655659626,2.367533026,-0.344898205,0.82325466,0.266216832,2.855017957,0.273155969,,,,-2.159730976,1.060224003,-2.113722582,-0.035919367,-0.387538117,1.087755422,-2.119895304,-0.199105301,-0.104457885,0.443774331,-1.362166384,0.989503558,,,,,,,,,,,
159.5,-1.526428933,0.496377824,-2.505278493,0.755776226,-0.016613709,1.166395913,1.378006523,-1.452774338,-0.94488421,2.782467937,0.072026172,0.955216554,0.804746693,1.411786644,-0.942101431,,,,-1.134446228,1.226578106,-2.990147312,-0.076113402,-0.251126858,0.463780477,-2.056916101,0.480267594,-0.327623526,0.402663235,-1.849312865,0.325467422,,,,,,,,,,,
160.5,-2.744014144,-0.216929968,-1.675252612,0.549771274,-1.230782735,0.829715413,1.452120955,-0.247292674,-0.16715241,2.374497132,-1.227464212,0.140659293,0.923283161,-0.105662144,-1.48599711,,,,-2.733455582,1.381583094,-4.771803029,0.530803092,0.914469134,0.049575711,-4.584378656,0.484851217,-0.795953276,0.368928108,-0.388075044,0.326574601,,,,,,,,,,,
161.5,-2.93653263,1.514285759,0.219800813,0.653422728,-1.200744963,-0.369527199,1.204423702,0.764318817,-1.186227669,2.358376332,0.290330209,1.127721097,0.758959914,-1.097503332,-1.662748395,,,,-3.645403978,1.390213459,-5.432281119,0.907764811,0.249981669,-0.366759628,-3.892463722,0.460990003,-0.640379038,0.32856188,-0.13201353,-0.008077024,,,,,,,,,,,
162.5,-2.809678405,0.725319058,0.510186519,1.126047076,-1.947392446,-0.169240344,0.650811617,1.173115869,-1.198881538,2.186964122,0.632129088,0.830125707,0.462670498,-0.984345323,-0.596017136,,,,-3.879036056,0.959572923,-3.936416208,1.21023263,-0.803313466,-0.515267646,-3.760137795,-0.037896064,-0.616722975,0.128841663,0.586987071,-0.203367717,,,,,,,,,,,
163.5,-3.527058663,-0.767342325,0.254431645,0.927413424,-0.809542697,-0.878383285,0.371806435,1.302569551,-1.103053975,1.479657048,0.114807418,-0.158624278,1.084027065,-1.102082534,0.323236509,,,,-2.533935442,0.821022666,-2.951796564,1.213737786,-1.318045609,-1.574853421,-3.733362039,-0.39148638,-0.613666804,-0.633858838,1.27741241,-2.132053882,,,,,,,,,,,
164.5,-3.404222975,-1.158872932,0.835942542,1.117096127,-0.784634105,-0.522405825,0.160640491,0.719414787,-1.971603699,0.5987379,-0.166408594,0.292211863,0.87085702,-0.171525105,-0.180090465,,,,-1.504130782,0.680870755,-1.175801438,0.385208629,-2.55502195,-1.709268073,-2.306824352,-0.151372798,-1.808798012,-1.453507176,0.499783172,-0.615504903,,,,,,,,,,,
165.5,-2.397887806,-0.463736192,-0.081469524,0.218744059,-0.22649424,-0.213846615,-0.933020463,0.477030976,-1.434704991,0.188218431,-0.24807483,0.966816426,0.233351812,0.594024038,0.765660298,,,,-0.867384951,0.125764841,-1.603557485,-0.645855048,-3.064644539,-0.442245777,-0.744001493,-0.37748048,-1.471248865,-1.367956167,-0.045478305,-0.585161486,,,,,,,,,,,
166.5,-2.380457737,-1.201395631,0.519584742,0.351708294,0.182426537,-1.178735564,-1.997256015,0.848362722,-1.006371759,0.429690264,-0.57676395,-0.194732804,-0.022346624,0.815572009,1.036118377,,,,0.823777932,0.024936197,0.325834735,-0.784047981,-2.780875256,-0.811835916,-0.217170735,-0.430371433,-2.221134328,-2.226913406,-0.045852002,0.121916402,,,,,,,,,,,
167.5,-2.02896732,-0.259069859,0.512882031,1.171402632,-0.206808719,-1.334361502,-2.371499104,-1.136485192,-0.851742251,-0.171127296,-0.583459671,0.436126252,-1.146318278,0.897053386,0.456300736,,,,1.199303481,0.89555119,0.833985333,-2.91330969,-1.97396944,-0.665047378,0.371514625,0.358593155,-2.114469912,-1.567097004,-0.776771231,0.036674565,,,,,,,,,,,
168.5,-1.811900583,0.163299544,0.501275615,0.816865992,-0.147661612,-1.948928041,-2.543510802,-1.057359966,-2.31129462,-0.014529974,0.053851439,0.600436549,-0.222056614,1.018229482,0.777190206,,,,1.23644555,0.928542959,0.528927862,-2.939722429,-1.521064941,-0.686956412,0.995773492,0.670191587,0.0903381,-1.850925033,-0.472657845,0.704548923,,,,,,,,,,,
169.5,-1.679890338,-0.180228408,,-0.77243175,0.691224179,-2.209394464,-2.535928013,-0.109249063,-1.583500494,1.722316963,0.569836486,0.024271885,-1.60637808,1.056450562,0.394684788,,,,0.030115341,0.498078849,0.516855528,-2.526510656,0.341675668,0.923785797,-0.374754171,-0.682365725,0.066094234,-0.306565967,-0.484464483,0.530127551,,,,,,,,,,,
170.5,-1.526537377,0.166318232,-1.117369775,0.007884021,0.210527897,-1.58776957,-1.861507152,-0.427311329,-2.058092019,1.637605866,0.21050472,-1.124688243,-0.103158877,0.996272469,0.064230252,,,,1.305942548,0.472872554,0.943803934,-1.892110338,1.348151121,0.218343614,-1.829752558,-0.632128272,1.050923959,0.098797456,0.476727336,0.283469662,,,,,,,,,,,
171.5,-0.618357879,0.684027763,-0.907412471,0.571902576,0.886304513,-1.158504937,-2.04613293,-0.524594562,-1.351452359,1.921767075,0.237301395,-0.956871335,0.642680966,0.523268736,-0.747521035,,,,0.713345875,-0.628454977,0.168384521,-2.535214452,1.526593829,0.326182426,-1.426738181,-0.167296623,1.003190027,0.402566532,-0.051953102,0.01649578,,,,,,,,,,,
172.5,-0.766196479,-0.529761935,-0.437862341,-0.871795002,1.160400324,-0.43922322,-0.841885546,0.374957821,-0.542478338,2.02994203,-0.701889277,-2.240778873,0.498119417,-0.514878636,0.132441393,,,,0.772224135,-1.766723587,-0.806022982,-2.09314372,-0.159950066,-0.746033454,-1.04178666,-0.404005602,-0.142473339,0.00066388,0.737053854,-0.618317945,,,,,,,,,,,
173.5,0.204817606,-1.024169486,-0.440127395,0.075544266,1.501653956,0.766240886,0.529100459,-0.129946002,-0.620336175,1.615387954,-0.306801946,-3.434519255,0.858396477,-0.215615431,-0.493376029,,,,0.678597973,-1.322898775,-1.252684639,-0.669371465,0.791267704,-0.595946161,0.42171733,-1.36169761,-0.182194802,0.423519629,0.651569422,-1.165813517,,,,,,,,,,,
174.5,0.743223628,-0.740038939,-0.444100623,0.733209288,0.974560716,0.759575877,1.774833064,0.286975214,-2.57561834,1.399686835,0.403124863,-1.920023531,1.052383709,-1.010248672,-0.77417195,,,,1.387184813,-2.111522827,-0.109283407,0.121610098,0.794487249,-0.595432766,-0.145112381,-0.33182015,0.18272199,0.921052949,0.360035461,-0.838712472,,,,,,,,,,,
175.5,1.037807281,-1.247628929,-0.435199823,0.952926952,-0.183853945,0.552260061,1.416048276,0.549733153,-0.398624508,1.155271728,0.849630531,-1.7450197,0.215311718,,-0.546259025,,,,0.971318446,-1.365254244,0.183866473,-0.429518486,1.004620301,-0.394882473,0.95391526,-1.019404911,-0.232623565,0.67733001,,-0.449312227,,,,,,,,,,,
176.5,0.498742824,-2.150696873,0.369535485,0.866106846,-0.285767021,0.655192105,1.500164502,-0.046775903,-1.417564062,,1.220469023,-1.292806028,,,0.621147085,,,,0.047032483,,,-0.026600708,0.81019541,,-0.619417913,-0.785367794,0.006639417,0.334700667,,-0.304469763,,,,,,,,,,,
