t_center,z_S_t__20170705_01_02_01,z_S_t__20170705_01_02_02,z_S_t__20170705_01_02_03,z_S_t__20170705_03_04_01,z_S_t__20170705_03_04_02,z_S_t__20170705_03_04_03,z_S_t__20170707_01_02_01,z_S_t__20170707_01_02_02,z_S_t__20170707_01_02_03,z_S_t__20170707_03_04_01,z_S_t__20170707_03_04_02,z_S_t__20170707_03_04_03,z_S_t__20170707_05_06_01,z_S_t__20170707_05_06_02,z_S_t__20170707_05_06_03,z_S_t__20170707_07_08_01,z_S_t__20170707_07_08_02,z_S_t__20170707_07_08_03,z_S_t__20170707_09_10_01,z_S_t__20170707_09_10_02,z_S_t__20170707_09_10_03,z_S_t__20170707_11_12_01,z_S_t__20170707_11_12_02,z_S_t__20170707_11_12_03,z_S_t__20170710_13_14_01,z_S_t__20170710_13_14_02,z_S_t__20170710_13_14_03,z_S_t__20170710_15_16_01,z_S_t__20170710_15_16_02,z_S_t__20170710_15_16_03,,,,,,,,,,,,,,,,,,,,,,,
24.5,-0.203380581,-1.293388866,-1.354365291,-0.68423783,-0.489495962,-2.705897684,0.475800688,0.827973874,0.497841071,-1.48346852,-0.117407193,0.109453602,0.280580276,-1.169861591,0.443718862,-0.499776598,-0.001725075,0.858070188,1.198432648,-0.58103316,0.46960333,-0.699032814,-0.359242441,-0.008677694,1.053809233,1.733937746,-0.480901788,0.902027375,0.329999454,0.788467846,,,,,,,,,,,,,,,,,,,,,,,
25.5,-1.122231114,-0.317870485,-1.333287694,-0.610519068,0.456689227,-2.024534606,0.194990648,0.553923359,0.426518636,-1.882196901,1.627540319,0.300538542,-0.063503569,-0.164730292,0.999511155,0.139740158,0.125574248,-0.267802171,1.964485618,-0.575972628,-0.217530767,-0.612222074,-0.164305392,0.111263771,0.984441221,0.419959625,0.274193175,0.912352665,-1.199073827,0.749420091,,,,,,,,,,,,,,,,,,,,,,,
26.5,-1.035579841,-1.010795593,-0.602130045,-1.004018625,0.924276604,-0.827527312,-0.228197152,0.327617474,0.381027364,-0.462661055,0.865092502,-0.772250119,1.222954869,-0.249911321,0.82104614,0.095514311,0.272904938,-0.91943635,1.108943913,-0.823913735,0.639238055,-0.656727053,-0.596984228,-0.310127006,1.261698993,0.693009082,-0.072280828,0.320474659,-0.242689064,0.675531223,,,,,,,,,,,,,,,,,,,,,,,
27.5,-1.233555857,-0.209628674,0.444726346,-0.36993745,-0.161432944,0.232004847,-0.119763242,-0.321140969,0.366227882,-1.417045705,1.788477338,0.061136177,1.10796627,-0.397245329,0.301736042,0.81316655,0.386559209,-0.981636591,0.446037182,-0.487992931,1.252793053,-0.413232668,0.899947133,-0.139118881,1.169336425,0.034757867,0.212951327,0.118824416,0.074970053,0.13020466,,,,,,,,,,,,,,,,,,,,,,,
28.5,-0.720505612,0.202463281,0.633610572,-0.243877946,0.487371329,0.968914411,0.026391774,-0.820347041,0.254686299,-1.366631874,2.375589418,-0.531981307,0.509760492,-0.304166753,0.666010227,0.883212561,0.055876976,-0.977944655,0.029786857,-1.037152851,1.910589221,-0.615985131,0.127047656,-0.939779509,1.142160295,-0.356539864,-0.457076731,0.09284878,0.378688364,-0.015408986,,,,,,,,,,,,,,,,,,,,,,,
29.5,-0.403199094,-1.163685935,0.523217658,0.959776526,-0.376058784,0.979506459,-0.300645542,-0.223929837,0.076271988,-0.764159986,0.879735605,0.106640893,1.737054652,-0.295207238,1.032181268,-0.108050315,-0.628258532,-1.758662704,-0.584728912,-0.905998526,2.059677549,-0.886285861,-1.08701662,0.703269293,0.587859439,-0.269712472,0.461389964,0.174835365,0.736161711,-1.400684639,,,,,,,,,,,,,,,,,,,,,,,
30.5,0.715013628,0.638178551,0.87521988,0.442225132,-0.093446397,1.401111503,0.135350375,0.135779994,-0.018615206,0.177965773,1.547507749,0.957552389,1.000275205,-2.030035492,0.123361465,-0.076429986,-0.704389736,-0.770947575,-1.249050724,-0.027244457,2.166343691,0.025320409,0.387254931,0.565217848,1.409101195,0.468810942,-0.225015032,-0.046679451,1.158598209,-2.55529357,,,,,,,,,,,,,,,,,,,,,,,
31.5,1.029031143,0.073059524,1.101184148,-0.328053747,-0.109596092,1.095581057,0.356718722,0.372753747,0.55259658,-0.361740067,0.796865534,1.410157602,1.786063468,-2.276269988,-0.331675819,-0.798847509,-0.272390234,-0.72901737,-0.759608921,-0.019107212,1.383179103,0.554996093,-0.654187131,0.47395604,0.317596965,0.37006678,0.447009831,-0.115683607,1.52544993,-1.835627901,,,,,,,,,,,,,,,,,,,,,,,
32.5,1.080396104,0.013824843,-0.294565013,-0.924567696,-0.023180381,1.358719828,0.26500971,0.1382533,0.904076943,0.141780507,0.045909934,1.918980993,0.96361332,-0.805872158,-1.109892443,0.343687065,0.03452504,-0.839437264,-0.293397297,0.056989322,0.893923341,1.301395192,-0.125347011,-0.576293545,0.149970174,1.358884363,-0.60760462,0.645695547,1.457359345,-2.253974821,,,,,,,,,,,,,,,,,,,,,,,
33.5,0.224185517,0.521404831,0.099227667,-1.220554536,0.41277601,0.897087049,0.0882183,0.46900662,1.186477461,0.485114217,-0.414063762,1.955218181,0.648514611,-1.988418886,-1.157404285,0.899843942,-0.010189649,-0.946955402,0.321446305,-1.793282253,-0.170109569,1.000164628,0.806544852,0.039106171,0.059719457,2.689168155,-0.259912779,0.544300986,1.54593037,-0.831225707,,,,,,,,,,,,,,,,,,,,,,,
34.5,0.946575499,-0.365273591,0.007369829,-1.144349703,0.766007445,0.98779162,0.472690237,0.446252754,0.964175197,0.278583096,-0.223091546,0.675267432,0.087532637,-1.078844824,-1.779743931,0.913463867,0.483674807,0.161016331,1.221713865,-0.538014939,-0.383785217,1.860765252,0.976314036,0.005063707,-0.616718639,3.396748842,1.500264388,-1.35300514,1.379275713,0.082142751,,,,,,,,,,,,,,,,,,,,,,,
35.5,0.538240824,-0.087344536,0.345976854,-1.244944986,-0.579872261,1.143851496,-0.369387847,0.023988476,0.493426592,-0.092098476,0.449417171,1.400637352,0.101775924,-0.546755279,-1.136113615,0.887797432,0.711079376,0.345740704,1.468050758,-0.292546739,-0.316001849,1.505751808,0.000504226,-0.001980151,0.162346542,2.443560547,0.886515863,0.590779982,1.331216794,0.398274051,,,,,,,,,,,,,,,,,,,,,,,
36.5,0.137248796,-0.732894396,-0.575445231,-0.618569904,-0.388942067,0.433073859,-0.324945744,0.335711895,0.550719442,0.439196019,0.191502027,1.246939906,0.200136005,-0.209477684,-1.434437354,1.589342739,0.032335616,0.929741842,0.91476069,0.02463564,-0.050470042,1.764229813,1.259871553,0.614937003,0.931228955,1.760277973,0.828955792,0.560275238,1.355362239,0.484909128,,,,,,,,,,,,,,,,,,,,,,,
37.5,0.124150211,-0.455875683,0.280215284,1.535779628,0.020424662,0.635388194,-0.942536602,0.922382508,0.494137939,0.796303083,0.037504372,0.654522364,-0.259673597,0.367387294,-0.312806069,1.306630627,-0.249999144,0.716019262,0.673617633,0.476393694,0.036761879,1.55854735,1.287695779,0.841174849,0.238308378,1.269398246,0.267398077,0.433147469,0.224929454,-0.22135617,,,,,,,,,,,,,,,,,,,,,,,
38.5,0.583040384,-1.275298478,0.355092386,0.929155545,0.689717314,0.194463647,-0.967191185,0.800567693,0.797340735,0.056245065,0.461941059,1.531765184,-0.592618999,0.209152425,,1.088222122,0.013435786,1.227217165,0.122488746,-0.015799299,0.41174834,1.27328208,-0.414847837,0.9575849,0.125275771,0.464695286,-0.580523402,1.472547187,-0.012612154,-0.254607566,,,,,,,,,,,,,,,,,,,,,,,
