t_center,z_S_t__20170706_01_02_01,z_S_t__20170706_01_02_02,z_S_t__20170706_01_02_03,z_S_t__20170706_03_04_01,z_S_t__20170706_03_04_02,z_S_t__20170706_03_04_03,z_S_t__20170706_05_06_01,z_S_t__20170706_05_06_02,z_S_t__20170706_05_06_03,z_S_t__20170706_11_12_01,z_S_t__20170706_11_12_02,z_S_t__20170706_11_12_03,z_S_t__20170710_01_02_01,z_S_t__20170710_01_02_02,z_S_t__20170710_01_02_03,z_S_t__20170710_07_08_01,z_S_t__20170710_07_08_02,z_S_t__20170710_07_08_03,z_S_t__20170714_01_02_01,z_S_t__20170714_01_02_02,z_S_t__20170714_01_02_03,z_S_t__20170714_03_04_01,z_S_t__20170714_03_04_02,z_S_t__20170714_03_04_03,z_S_t__20170714_05_06_01,z_S_t__20170714_05_06_02,z_S_t__20170714_05_06_03,z_S_t__20170714_07_08_01,z_S_t__20170714_07_08_02,z_S_t__20170714_07_08_03,,,,,,,,,,,,,,,,,,,
113.5,0.087278134,-0.556684607,1.234159664,1.439151918,-1.327625446,-0.176552866,0.854044076,0.661737518,0.350370646,1.455438054,-0.548131418,0.326811874,0.157138824,1.125215453,-0.041949464,0.35716912,,0.435279154,-1.229434347,-0.170019672,1.629685194,-0.458010068,0.592065061,1.353267312,0.230954834,0.459551308,-0.103677527,,-0.536038486,0.887554927,,,,,,,,,,,,,,,,,,,
114.5,0.124623072,-1.75598103,0.848954878,1.422880565,0.282373471,-0.196390275,1.129070888,0.591664996,0.050951315,1.403831822,-0.256730084,1.052831762,0.10072072,1.386401787,-0.038066657,0.464239414,,0.194284816,-0.427327754,-0.542686789,1.372742426,-0.095585185,-0.048644527,1.302656467,1.087845369,-0.118339329,-0.417150021,0.83526486,-0.426873979,0.48642594,,,,,,,,,,,,,,,,,,,
115.5,-0.521092362,0.133027791,0.972178184,-0.200678987,-1.64320834,-1.183874939,1.222379184,0.585521983,-0.825048324,0.578827686,0.466755267,0.851314951,0.436503282,1.315477898,-0.178668385,,,-0.680322912,0.012469388,0.174202189,0.722480878,-0.050596724,-0.714939315,1.030137365,1.304943741,0.347433931,-1.101626224,0.15061853,0.185488175,0.777237338,,,,,,,,,,,,,,,,,,,
116.5,0.45724543,-0.4637758,0.521417879,-0.894414875,-0.942241955,-1.129330894,1.274251715,0.208254028,-0.626918316,0.410686517,-0.556465904,1.283665768,0.752577184,0.829665428,0.676428749,,,-1.27496392,-0.970827093,0.67637394,0.672520142,-0.062392917,-1.180099355,-0.587553607,0.552759686,-0.705486235,-0.653114741,0.208794008,0.932431453,1.584045685,,,,,,,,,,,,,,,,,,,
117.5,-0.167252026,0.023336823,1.112606908,-1.012295179,0.716785454,-0.965992858,0.932269166,0.584645186,-0.274287781,0.587933622,-0.284806748,1.274770174,0.159150995,0.278042056,-0.495974919,,,-2.366189683,-1.333051699,1.112902075,-0.487048651,-1.040260445,-1.239470647,-0.372247603,1.061687831,0.117159614,0.471770054,1.331817476,0.986131325,1.235060366,,,,,,,,,,,,,,,,,,,
118.5,-0.122505452,-0.061057916,0.375025496,-1.704963718,-0.42397506,-3.118867849,1.261708261,0.159509576,-0.38449041,0.011799225,-0.351826475,1.301701998,-0.167023045,-1.523332202,0.348598035,-1.008031549,,-2.083991135,-1.976632278,1.019050386,-0.808559472,-0.309991701,-0.753028205,-1.106272913,1.557801382,1.1381525,1.066737671,0.771883907,1.707985347,0.383412427,,,,,,,,,,,,,,,,,,,
119.5,-0.185394721,0.025282969,1.493074947,-0.965705543,0.610434598,-3.151976604,1.700470239,0.326936098,-0.704695279,1.191564946,-0.304805777,0.97730736,-0.195247883,-0.257543382,-0.50398563,0.089682011,,-1.774369752,-1.363448589,0.728079421,-0.894396372,-2.130762378,-0.475404954,-1.813718376,1.411493468,2.086229846,1.177611254,1.132858251,1.558177576,-0.359137304,,,,,,,,,,,,,,,,,,,
120.5,-0.894144336,0.114582883,0.639791659,-1.420010683,0.279256072,-1.979881801,1.684175667,0.270760508,-0.205347616,1.151579954,-1.233206236,0.886093733,-0.548982397,-0.606982279,-0.922634085,0.4521717,,-1.423615367,-0.547762241,0.768664935,-0.021810395,-1.611262281,0.277440195,-2.205066116,3.074572853,1.231800429,0.667034768,0.518191232,2.555627803,-1.017306504,,,,,,,,,,,,,,,,,,,
121.5,-0.681255599,0.185214174,0.610896121,-0.269611134,0.266101102,-1.323898649,1.776616183,-0.888230022,0.365322255,1.250133941,-1.189407479,0.867139691,0.043803143,-0.060142274,-1.815722729,0.397860543,,,0.883564883,0.981142898,0.556398153,-0.827809336,0.148802257,-1.372067866,3.735903856,1.460964108,-0.551838916,-1.13804746,2.589195388,-0.561221741,,,,,,,,,,,,,,,,,,,
122.5,-0.623581649,-0.420770689,1.136131373,-0.044503923,-0.040230626,-0.35233183,1.86220372,-1.247332056,0.178255585,0.786517144,-1.963395017,-0.185451305,0.008999796,-0.057337895,-0.886578892,0.146675342,,,0.64602074,0.408778404,-0.352903955,0.231833378,0.640769103,-0.681616112,4.041252684,-0.409694485,-0.391844969,-0.772722012,1.907001233,-0.531227477,,,,,,,,,,,,,,,,,,,
123.5,-0.035927975,0.329505015,1.214356702,-0.269778674,1.578735117,-0.427041393,1.736478302,-1.080837183,1.407116455,-0.0380635,-2.001082381,-0.134831755,0.598582948,0.706006521,-1.260115882,0.405333707,,,1.407809301,-0.256287603,0.814057867,0.711757909,1.169740489,0.415106389,2.980144327,0.1081264,0.248913538,-0.907978493,1.519525428,-1.655980753,,,,,,,,,,,,,,,,,,,
124.5,-0.241407085,0.600159226,0.681811912,1.191778742,1.550459218,0.283020254,1.781309622,-0.639469829,1.417191571,-0.680098725,-3.288388551,-0.116714065,-0.027552142,0.761397714,-0.176815437,0.536820493,,,1.120714827,-0.123882435,0.5322603,1.538046948,0.284330973,0.636452276,2.795393615,-0.550261924,0.76097185,-0.930945231,1.702384001,0.142885281,,,,,,,,,,,,,,,,,,,
125.5,0.49774875,-0.057491603,0.117434818,1.109045212,1.633936663,0.88571315,2.069881157,0.649795567,1.256877376,-0.520992466,-3.046146386,-0.668559525,-0.049460678,1.226690068,-0.408239753,0.00314864,,,0.688430158,-0.262587475,0.530910296,1.018035799,0.315416772,1.035947236,1.402914587,-0.058430768,0.426811354,-1.105296849,1.296087289,0.478013585,,,,,,,,,,,,,,,,,,,
126.5,0.152919786,0.143864042,0.722405194,1.148818366,1.575764391,1.476659921,1.921934542,1.328233936,0.843497745,-1.587331641,-2.480540021,-0.682822383,-0.493244706,1.984050445,-0.212944262,-0.235988951,,-1.406156147,-0.414946882,-1.134037496,0.446820632,1.098779577,0.258913327,1.072361834,1.361682395,-0.005992678,0.353522952,-1.180619541,1.539459086,0.622479987,,,,,,,,,,,,,,,,,,,
127.5,-0.700461407,0.750037304,0.092534631,0.658778926,0.870589642,1.003828142,1.70758006,1.754481852,0.927651351,-2.326576776,-0.214678857,-0.133983981,-0.044062661,0.464096705,-0.571780904,-0.216259041,,1.394162606,-0.292690455,-0.942274452,0.237699616,0.077893788,0.881778802,0.675729123,0.613551084,-0.560957896,-0.564585978,-0.765619918,0.824386208,-0.246846446,,,,,,,,,,,,,,,,,,,
128.5,-0.66607533,0.897158993,0.037483271,0.169582465,0.801220362,1.70048635,1.68330874,1.544305636,0.447013983,-1.276388827,-0.491793333,-0.240456778,0.731417235,1.358051921,-0.172168917,-0.94766035,,0.634395991,-0.676168228,-1.600878938,-0.542600435,-0.066614481,0.367664804,0.188844548,0.615018034,-0.284059666,0.751427326,-1.607707387,1.591584308,0.863936536,,,,,,,,,,,,,,,,,,,
129.5,0.126104845,1.559665653,0.831620006,0.579811893,-0.686056321,1.348902447,1.971408909,1.296099174,-1.488527259,-2.488101842,0.539210063,-0.430001775,0.917078989,1.443302014,0.168398796,-2.157469039,,-0.287503929,0.137279773,-1.910294802,0.232619292,-0.627593834,1.050154673,0.564390586,-0.908531065,0.020654893,0.566005812,-1.027268309,0.028045988,0.207678823,,,,,,,,,,,,,,,,,,,
130.5,-0.37794868,1.710632911,-0.051495299,1.372309523,-1.841099683,0.361519016,0.480325187,1.428478302,0.251319201,-2.501081349,-0.574906837,0.238523514,2.183507637,1.091885182,0.242864434,-2.379512637,,-0.329629005,-0.409388162,-2.295875615,-0.411546784,0.220061011,0.435745277,-0.423660502,1.024040411,0.059448213,1.464254124,-1.230264875,0.307099918,0.488570375,,,,,,,,,,,,,,,,,,,
131.5,1.526135048,0.814462293,0.088609906,0.445515167,-0.932266666,-0.857552591,1.039296806,1.261333428,1.199288862,-1.18171313,-1.225595547,0.274320499,1.591777752,1.759666499,0.334587569,-2.508845974,,0.236256308,-0.237559115,-1.38511544,0.355513775,-0.102986948,0.857267032,-0.470235824,0.221034405,0.073844246,1.18182923,-0.167501653,-0.654961995,0.662979086,,,,,,,,,,,,,,,,,,,
132.5,1.462214414,1.614625461,-0.71849336,0.899068061,-1.652287947,0.359115632,-0.504916815,0.380243597,-0.17172494,0.129640892,-2.270651031,0.631596152,0.818841252,1.272645008,0.074143128,-2.268956885,,0.499309654,-0.807423136,-1.677808916,-0.633420559,0.267906327,0.995025239,-0.595251162,-0.354137401,1.051927368,0.79554222,-0.220489443,-0.707410862,1.097990533,,,,,,,,,,,,,,,,,,,
133.5,1.982305753,0.713805969,-2.273181016,0.480972138,-1.080407813,0.676874854,-2.631909961,1.534417273,0.653342643,0.249162838,-1.350513274,0.149923583,0.847206183,0.538075181,1.246288698,-1.683818654,,0.488378483,-0.238169938,-0.048009617,-0.702743666,0.633971935,0.339541954,0.140484116,-0.248499902,0.348263804,1.045684705,-0.117803793,-0.163420854,1.045208427,,,,,,,,,,,,,,,,,,,
134.5,1.843942541,0.139452947,-2.007603667,0.343035881,-0.764258795,0.602097999,-2.846747404,0.672097126,0.131422064,1.329703169,-2.318688796,0.574227995,0.006143569,1.051130525,0.618097439,-0.57743925,,,-0.718157653,0.589543276,-1.404285567,-0.395598499,0.37749963,-0.478382441,-0.994210194,-0.141060209,-1.066903905,0.459040684,-0.645035018,1.401802274,,,,,,,,,,,,,,,,,,,
135.5,-0.086739286,-0.852012154,-2.217415292,-0.040604305,0.444841117,0.447912872,-2.581904903,0.601722348,0.713473953,1.167544869,-2.382419854,0.058326946,0.296723218,0.930670146,0.501431094,-0.310575165,,,-0.774626552,0.18966854,-0.724643536,-1.137241366,0.555740825,0.67292387,-1.152302347,0.566141082,-0.049764403,0.350880349,-0.623664974,2.080441897,,,,,,,,,,,,,,,,,,,
136.5,0.926952345,-0.283789682,-1.406222969,0.937086852,-0.006125024,0.129769273,-3.299481084,0.032284266,1.303506907,1.214657131,-2.335259103,0.181548622,-0.407458493,1.878350832,0.429012836,0.222186981,,,-0.631518916,0.508873116,-0.669312768,-0.364131816,1.774694481,0.622265631,-0.33669203,-0.270636503,-0.486443888,-0.285761597,0.175255109,2.011327375,,,,,,,,,,,,,,,,,,,
137.5,1.084638783,-1.047752276,-1.377892507,0.753999405,-0.392005181,0.139551449,-2.432479485,0.574610487,1.282810175,0.357081533,-2.168922445,0.550164499,-0.018724523,-0.271596771,-0.679522144,-0.18506419,,,0.144430144,0.730062931,-0.197297297,-0.226793357,1.535353318,1.143413928,-0.570374017,1.325870536,0.663128601,-1.054624315,1.025939541,1.092419554,,,,,,,,,,,,,,,,,,,
138.5,-0.193568371,-1.242916025,-1.390766879,1.920649262,-0.461442175,-0.160621134,-1.019225051,0.844941718,0.770564717,0.370687846,-2.084208829,0.497950819,-0.914550904,-0.447584609,-1.042529795,-0.24715571,,,-0.431367931,1.18541585,0.060653344,-0.198244857,1.555916685,-0.072139643,-0.2077345,-0.006327777,-0.123504655,-0.645169796,0.977387795,0.607537532,,,,,,,,,,,,,,,,,,,
139.5,0.39306307,-1.701927138,-0.441310856,1.535010675,-0.561419913,0.868716997,0.018185843,0.662043495,0.578662571,0.508049882,-0.810402997,0.155887216,-1.385288274,1.04692271,-2.001182116,,,,0.324453099,1.036999875,1.069015473,0.477262392,1.085198999,0.432857658,-0.287152849,1.023635665,0.683946884,-1.916957148,1.902735539,1.198739136,,,,,,,,,,,,,,,,,,,
140.5,-0.342519084,-0.676648866,-1.121210746,0.521442239,0.959908751,-0.162442866,-0.374626315,0.896812299,-0.737388479,0.983420316,-0.356004965,0.931954656,-1.720565903,1.381455615,-1.602456162,,,,0.275882658,1.1359233,0.602893136,1.637420155,0.828370646,-0.225113492,-0.422133976,0.108213598,0.074697345,-0.601606207,-0.010402371,0.210421255,,,,,,,,,,,,,,,,,,,
141.5,-0.432459192,-0.963407493,-0.813905411,-0.631433361,0.639245299,0.789431551,0.13088695,1.319033363,-1.484801098,0.77513304,-0.022021261,0.313453093,-0.585389987,1.378939073,-0.929199278,,,,1.134585653,1.378650354,-0.294654123,1.196305181,0.770735325,-0.219580693,-0.875680279,-1.416060126,-0.309068994,-3.22549386,-0.214100139,-0.086827717,,,,,,,,,,,,,,,,,,,
142.5,-0.393414572,-1.641455373,-0.147875148,-0.561007119,1.226462841,-0.062252984,0.670163573,0.690360516,-0.24695185,0.003259095,0.657091252,0.298292329,0.257736317,0.928509701,-0.176936887,,,,0.781551771,0.103551383,1.059829741,1.613929741,0.518460232,-1.190240939,-0.107842064,-0.497455601,-0.879732377,-2.317796543,-0.396168668,0.474111945,,,,,,,,,,,,,,,,,,,
143.5,-2.356549362,0.21065872,-0.188413791,-1.416516963,1.07614029,-1.126933941,0.332973315,0.70167501,-0.736923744,1.370725868,0.387042502,0.14567057,-0.158418361,1.373814189,0.530620324,,,,0.874052746,0.822415404,1.08535248,1.340392314,-0.030250475,-0.241902841,-0.6361205,-1.008180266,-0.380067537,-1.827367374,-0.536391034,0.735669682,,,,,,,,,,,,,,,,,,,
144.5,-1.469310711,0.462120634,-0.172476442,-1.325909119,0.989560693,-1.130252877,0.652686721,0.868476187,-0.700770806,1.203825548,0.33548309,0.051474256,0.338382237,0.709032535,0.891382345,,,,0.976340433,0.294719735,1.489222673,1.510472786,-1.342269632,-0.654966699,-0.710960681,-1.22131064,-0.811042984,-0.900440052,-1.018894514,1.678239827,,,,,,,,,,,,,,,,,,,
145.5,-0.853195627,-0.277883263,0.299164819,-1.543707098,0.601301961,-1.038814464,-0.376876331,-0.092696759,-0.262090204,1.900149603,-0.255491513,0.003507618,0.8248837,0.689514614,1.484065103,,,,0.750607852,0.201504323,1.444845084,1.153100744,-0.911266675,-0.532450249,-0.70306673,-0.384754424,-0.407111014,0.049012212,0.18016241,1.191482059,,,,,,,,,,,,,,,,,,,
146.5,0.405741599,0.311818379,0.748716825,-0.88203433,0.68294635,-0.472441468,0.610380809,-0.156311518,-0.043631118,-1.662986384,0.529954184,0.92817159,0.819927923,0.390492008,1.612075828,,,,0.462247923,0.286458562,1.272008934,1.285083862,-2.079704052,-0.447084384,-0.144774446,0.324720761,-0.3196637,-0.119284389,1.491507229,0.679606239,,,,,,,,,,,,,,,,,,,
147.5,-0.570991612,0.144481537,0.128837965,-1.371491339,-0.077355552,-0.655783007,0.730825713,0.072813407,0.175475565,-3.381859055,-0.026208883,0.836607655,1.38426661,1.225755991,1.005505307,,,,0.035991749,0.57590822,0.235529152,0.591125984,0.489993175,0.450198509,-0.717271144,0.553909905,-2.137850197,-0.193743692,1.366807745,0.638522471,,,,,,,,,,,,,,,,,,,
148.5,1.169801459,-0.29408921,0.046091903,-1.018874302,0.169787956,0.240702502,0.525554198,-0.039875851,-0.325624118,-2.392441268,0.379804236,0.489232326,1.39152382,1.262242668,1.512881615,,,,0.001354415,-0.653260785,0.845559389,0.281078257,-0.172886138,0.262335008,-0.454688985,1.30660902,-1.029140872,,1.762169905,1.030982351,,,,,,,,,,,,,,,,,,,
149.5,1.032558132,-0.177945229,-0.382592142,-1.008176823,0.404432599,-0.276611247,-0.134359119,-0.205318978,0.552619323,-1.760429979,0.425686864,0.652099155,1.852750364,0.714841341,-0.162760566,,,,-0.4318656,-0.941101359,0.169450329,1.372022609,1.083611903,0.18535717,-1.670204257,0.605172494,0.283363447,,1.088127581,0.722317867,,,,,,,,,,,,,,,,,,,
150.5,0.351144403,-1.547674673,-1.234225105,-0.659815294,0.368324124,-1.249308687,-0.169249472,-0.151890966,-0.089602489,-1.586124507,-0.670344654,0.296875177,1.978711961,1.441436436,-1.511245852,,,,-0.735701246,-0.755808095,1.22464207,0.602548088,0.325098906,-0.354065666,-1.185296338,0.123639844,0.164849078,,-0.385292278,0.506189955,,,,,,,,,,,,,,,,,,,
151.5,0.087103656,-2.875486271,-1.41730864,-0.02378898,-0.156942251,-1.521662221,-1.006558873,-0.205490828,-0.551049026,-0.506313583,-0.331333567,-0.163132102,2.029174461,1.492182479,-1.666039329,,,,-0.64523701,-0.721008653,1.24674753,-0.084034999,1.391457172,1.100451825,-0.145018165,-0.056266676,0.121195141,,-0.765160065,1.19037626,,,,,,,,,,,,,,,,,,,
152.5,1.556992689,-3.078834159,-0.163283654,-0.013722384,0.294188626,-0.520007628,-1.128251197,0.91068308,-0.152082026,0.043936419,0.810682959,-0.180525625,2.942176745,1.270651539,-0.206450133,,,,0.344060456,-1.651566793,1.812108032,1.444163604,1.849377684,0.399851803,0.342913056,0.550559743,-0.212421246,-1.922513207,-0.782770759,0.426612681,,,,,,,,,,,,,,,,,,,
153.5,0.763534525,-1.648150273,-0.27105028,-0.556000586,-1.795356638,-0.979105247,-1.26916688,0.346973337,-0.460001275,0.192016665,0.824916618,0.192112923,0.801726644,1.321072377,-0.598187469,,,,0.318539811,-0.25593621,1.656480538,0.241452183,0.900020852,0.347834346,-0.370854975,0.308884847,-0.763220048,1.311848312,-1.321201442,0.216489134,,,,,,,,,,,,,,,,,,,
154.5,1.192848632,-0.158616299,0.760010686,-1.049609294,-1.847199828,-1.477357861,-2.67096149,-1.559151269,-0.093566426,-0.412973884,1.048602009,0.015291937,-3.159635665,1.409271796,-1.023117074,,,,1.052934967,-1.062623089,1.558601675,1.044309803,1.266991955,1.026709657,0.559343809,1.355906724,-0.645790383,-0.816989136,-1.064704251,-0.44301759,,,,,,,,,,,,,,,,,,,
155.5,1.821927509,-0.894438786,0.853373401,0.1240877,-1.762569466,-0.349860177,-2.621250024,-1.627971535,-1.350083779,0.211775751,0.337112561,0.75653588,-1.512733948,1.613229045,0.118706077,,,,-0.874117192,-0.098186875,1.360113734,-0.009735141,0.384632468,0.387905864,0.485056621,0.163329077,-0.567356988,-1.444730177,-0.529592234,-0.408982898,,,,,,,,,,,,,,,,,,,
156.5,1.106068343,1.6231248,0.896820662,-0.332093309,-0.99415793,0.064400337,-1.511595671,-3.66341186,0.111602526,0.891669934,0.241552038,0.064188354,-0.81077461,1.791596221,-0.32817055,,,,0.140228373,0.310230158,1.630200935,-0.509399873,-1.685383471,1.062537748,0.370176249,-0.525131992,0.77000537,-1.13813196,-0.566103881,0.052182812,,,,,,,,,,,,,,,,,,,
157.5,0.768744513,0.69636526,0.20947511,-0.398833961,-1.262926133,-0.387371401,-1.545508736,-3.149716954,-1.372398234,1.731507394,0.715366406,0.491333045,-0.386206058,2.576642158,-0.063480384,,,,-0.320479842,0.950156266,0.64569432,-0.214940559,-1.804116932,0.924769004,1.122033264,-0.019303375,0.060381478,0.642585709,-1.63262642,0.876910092,,,,,,,,,,,,,,,,,,,
158.5,0.910638604,1.343052652,0.345003517,-0.798030694,0.363386267,0.500189691,0.279468665,-3.450280874,-1.436628573,2.259678054,-0.044829961,0.368316617,-0.060681066,2.539256938,0.771732089,,,,-1.755116634,1.004634683,-0.491000526,0.164348142,-1.668717962,0.851122336,2.025996124,0.023284989,0.627216023,0.293232978,-0.870994908,0.47175432,,,,,,,,,,,,,,,,,,,
159.5,1.35186263,1.27803335,-0.010153079,0.048259681,0.845780027,0.841557281,0.701176493,-1.361765575,-1.785081825,2.572730525,0.102616877,0.422334306,0.554540582,0.853615121,-0.158602426,,,,-2.437555607,1.106696561,-2.149127592,0.166900113,-0.400864251,0.220871991,1.287244237,-0.384363701,0.74687019,0.722283073,-2.046063123,1.396426781,,,,,,,,,,,,,,,,,,,
160.5,0.118098858,-0.002638592,-0.566958322,0.063278138,-0.460321924,1.532241432,1.186144714,-1.193070763,-1.070689462,2.215978858,0.455648073,1.559952437,0.742836532,-0.979844126,-0.514736024,,,,-2.134853825,1.272730451,-2.847290018,-0.260467061,0.015588731,-0.275274107,1.279901842,-0.323907488,-0.043665481,0.583406632,0.707548283,1.397071148,,,,,,,,,,,,,,,,,,,
161.5,-0.169388166,1.304884651,0.821566085,0.392581727,0.723643319,0.272815813,0.961127531,-0.144188072,-2.456304755,2.005155938,0.780713776,1.567770418,0.466611488,-1.857264566,-0.54990842,,,,-3.142376938,1.272337864,-4.224529545,0.048765071,0.089580978,-1.066351016,-0.05034275,-0.32877756,-1.947219192,0.492478288,0.402529488,0.698900866,,,,,,,,,,,,,,,,,,,
162.5,0.295539665,1.69584969,-0.529108245,0.851909516,-0.074458174,0.638854556,0.205858376,0.402929126,-2.385032451,1.878036897,0.88958534,1.444416301,-0.099919299,-1.822543588,0.724664134,,,,-3.274326227,0.855200229,-3.032739946,0.463865234,-0.822843384,-1.030532915,-0.390757148,-0.912253202,-0.843763442,-0.650412228,1.06926438,0.576448359,,,,,,,,,,,,,,,,,,,
163.5,-1.064978295,1.01678786,-0.702612092,0.760440264,0.006230431,0.259843182,0.078652615,0.279602385,-2.330790877,0.963917348,1.058010298,0.292321914,0.332820912,-1.746512303,-0.049516024,,,,-1.432349377,0.776444534,-2.146195117,0.515601331,0.01182101,-1.134388382,0.684008166,0.021382781,-0.445692471,-1.334184516,0.373396224,-0.143007492,,,,,,,,,,,,,,,,,,,
164.5,-0.643619439,0.72395973,0.009166772,0.82275851,-0.025647679,0.654779997,0.970943715,0.428518989,-3.343967976,0.826470957,1.37001988,0.465884563,0.275371844,-0.773060555,0.630440155,,,,-0.699872515,0.588690406,-0.555857964,0.383904606,0.214975574,-1.400823079,2.005182807,0.46740763,0.298474008,-2.095702707,-0.812542592,0.032475378,,,,,,,,,,,,,,,,,,,
165.5,0.369797208,1.6397108,-1.093990389,-0.308573712,0.215108149,-0.308053404,-0.008605017,0.877807696,-2.92170337,0.408394654,1.421669764,-0.217452213,0.907637452,0.277226177,0.416675334,,,,0.000545997,0.689956653,0.144881913,0.328349095,-0.958503894,-0.723783904,2.066873808,0.416227013,0.973748027,-2.034629613,-1.329244875,-0.364271917,,,,,,,,,,,,,,,,,,,
166.5,0.415201472,0.749044166,-0.125761971,-0.257827783,-0.427417816,-1.251254448,0.480312244,1.279716169,-2.064443601,0.466849384,0.432195608,0.332517648,0.732688745,0.457599854,0.637667788,,,,0.693069481,-0.225197751,-0.214595411,0.683340735,-1.67634242,-1.313678673,2.310222127,0.276190331,-0.088974357,-3.099318179,-1.188304637,0.357970601,,,,,,,,,,,,,,,,,,,
167.5,-0.512354054,2.479362063,-0.127712873,0.697962255,0.219044933,-0.161031225,-1.295821454,0.658155521,-2.037672625,0.152367636,0.456212237,0.610496398,0.974849267,0.562307739,0.065934287,,,,1.082321527,0.707521018,0.306444027,1.419947866,-1.008151764,-1.481117634,1.188855761,0.695934981,-0.581678513,-2.139087845,-1.096296736,-0.192560753,,,,,,,,,,,,,,,,,,,
168.5,-0.458771019,2.637973657,-0.074420072,0.655149741,0.565211029,-1.11914238,-0.103782941,-0.330933799,-3.63581504,0.879644228,0.330075109,0.767692651,0.722841666,0.740206184,0.362601413,,,,1.140161629,0.717839689,0.253606278,1.567019131,-0.60671584,0.816125831,0.364359088,0.049021186,0.983195629,-1.290401692,-0.246280591,-0.216200202,,,,,,,,,,,,,,,,,,,
169.5,-0.434125856,0.920748706,,-0.938624757,1.710409096,-1.905825892,-0.599780749,-0.899506691,-2.31236578,0.929161846,-0.332680763,0.989146203,-0.876757284,0.602029117,-0.269432835,,,,-0.099952328,0.218555109,0.105898124,0.881924039,0.346846783,0.471089865,0.248195588,-0.455378677,-0.805553184,0.196057629,1.460821644,-0.07613209,,,,,,,,,,,,,,,,,,,
170.5,0.36535068,0.927510833,0.570396109,-0.38673465,0.817020442,-0.971794617,0.002957893,-1.046874709,-2.37999579,0.826066248,-0.727139028,0.014514629,-1.304683006,0.27894604,-0.452211404,,,,1.02150579,0.232979721,0.624890012,1.455944367,0.762778747,-0.271772158,0.210551182,-0.826724633,0.622517115,0.643385797,0.695192456,0.692811035,,,,,,,,,,,,,,,,,,,
171.5,1.073993106,-0.144483836,0.320599402,0.077171816,1.730885807,-0.643922807,-0.012639043,-1.310176547,-1.831360767,1.646414535,-0.789424498,-0.829198305,0.122028868,-0.179104703,-1.149181998,,,,0.197542107,-0.969131972,-0.167248696,0.174078762,1.287576929,0.017465116,0.254576756,0.267811759,0.659383877,0.894519301,-0.051970936,0.886974275,,,,,,,,,,,,,,,,,,,
172.5,1.009906067,-0.151959608,0.31666656,-0.474921649,0.844152776,0.281391864,-0.576505948,-0.209397241,-0.917151011,1.654764117,-2.092164835,-1.875000639,0.005600247,0.388241575,-0.095492168,,,,0.43377531,-2.422839104,-1.016044024,1.378510529,2.40300331,-1.086631898,1.278530905,-0.068347893,0.474368649,1.160402822,-0.707835385,1.602342911,,,,,,,,,,,,,,,,,,,
173.5,0.903041606,-0.840846522,0.250445427,0.721200296,1.395624557,0.281204972,1.22493232,-0.931265586,-0.990420838,1.123226068,-1.9220346,-2.993229774,0.344016973,0.441932727,-0.923563988,,,,-0.042188785,-2.021590368,-0.678923556,0.175397742,2.985860673,-0.05910993,2.5371657,0.417446127,-1.153963114,0.923914518,-0.050083319,1.241873122,,,,,,,,,,,,,,,,,,,
174.5,0.145782831,-0.527045963,0.241578312,1.534541752,0.766514444,0.356112016,0.980763154,-0.335975998,-0.575844646,0.970415239,-0.899804214,-2.887384016,0.815695199,-0.203104295,-1.18062772,,,,0.631111002,-3.316220453,-0.447599717,0.397067912,2.126286775,-0.029212126,2.254884989,0.337313611,-0.744299791,1.788014849,-0.169914333,0.972922198,,,,,,,,,,,,,,,,,,,
175.5,0.377857572,-0.6955493,0.059975438,1.838712451,-0.734659016,0.018628555,0.550899195,0.005736445,-0.942750543,0.683393462,-0.424899851,-2.774065182,1.140357427,,-1.092253046,,,,0.088793141,-2.088402064,-0.040234367,1.48501329,2.246761436,-0.015803636,2.229151228,-0.551200144,-1.236154482,2.010625257,,1.066677375,,,,,,,,,,,,,,,,,,,
176.5,-0.317755067,-0.310722138,-0.559902058,1.760151829,-0.757200298,-0.003835817,0.657507598,0.734489183,-1.914863533,,0.436279162,-0.795230706,,,0.165796728,,,,0.874804191,,,0.020710046,1.707415169,,1.189955153,-0.503654831,-1.038311541,1.480940176,,-0.165879576,,,,,,,,,,,,,,,,,,,
