t_center,z_S_t__20170706_01_02_01,z_S_t__20170706_01_02_02,z_S_t__20170706_01_02_03,z_S_t__20170706_03_04_01,z_S_t__20170706_03_04_02,z_S_t__20170706_03_04_03,z_S_t__20170706_05_06_01,z_S_t__20170706_05_06_02,z_S_t__20170706_05_06_03,z_S_t__20170706_11_12_01,z_S_t__20170706_11_12_02,z_S_t__20170706_11_12_03,z_S_t__20170710_01_02_01,z_S_t__20170710_01_02_02,z_S_t__20170710_01_02_03,z_S_t__20170710_07_08_01,z_S_t__20170710_07_08_02,z_S_t__20170710_07_08_03,z_S_t__20170714_01_02_01,z_S_t__20170714_01_02_02,z_S_t__20170714_01_02_03,z_S_t__20170714_03_04_01,z_S_t__20170714_03_04_02,z_S_t__20170714_03_04_03,z_S_t__20170714_05_06_01,z_S_t__20170714_05_06_02,z_S_t__20170714_05_06_03,z_S_t__20170714_07_08_01,z_S_t__20170714_07_08_02,z_S_t__20170714_07_08_03,,,,,,,,,,,,,,,,,,,
50.5,0.01691403,0.783236593,1.8073949,-0.793736682,0.341185608,-2.263248477,0.020471317,0.730962343,0.856418283,0.571089037,0.17208333,0.228707997,0.47387692,0.709158453,-0.645239745,-0.337294079,-1.206411358,0.119214048,0.405753337,1.079412897,0.6214709,0.411915858,0.979883424,0.886688662,1.02302448,0.395362413,1.439361068,-0.790507798,0.483567847,1.09003265,,,,,,,,,,,,,,,,,,,
51.5,0.649055838,0.143155736,1.228542424,0.494380477,-1.01491917,-2.848397797,0.020551066,-0.20611008,0.602448985,0.481844538,-1.297673069,0.164160676,0.500923597,-0.22362706,0.691820164,-0.508012579,-0.594204617,-0.115384245,-0.365582727,1.110610929,0.297381203,-1.63109077,0.241715596,0.639086837,1.316447832,0.397048778,0.584860524,-0.730073308,-0.107571892,1.355634303,,,,,,,,,,,,,,,,,,,
52.5,-0.564889649,0.068806141,0.586731746,0.438571646,-0.751388247,-0.929389729,0.047354363,0.282160154,0.494970275,0.545188758,-1.065302954,0.373782624,0.450558818,1.004442712,0.730586905,-0.529220091,-1.8707493,,0.665979492,1.118084919,-0.410323514,-1.427086737,1.043291424,0.946673919,0.167323141,0.958550028,0.038262467,-1.846164414,0.433203823,1.298511276,,,,,,,,,,,,,,,,,,,
53.5,0.988283096,-0.266099176,-0.044222824,0.890470814,-1.300566633,-0.067048545,-0.37888282,-0.660322167,1.313340213,0.452089911,0.656581722,0.403201879,1.163027675,0.364489328,0.751719894,-1.247947828,0.582563994,,0.237318024,0.501342302,-1.059641112,-2.87194872,0.514819536,0.315216714,-0.044524577,-0.655082728,1.525490491,-1.124961788,1.296640115,0.023425471,,,,,,,,,,,,,,,,,,,
54.5,0.80532667,-0.018727634,-0.731628569,-0.132132362,-0.302818306,1.306675787,-0.20410715,0.019938071,1.139486959,0.53018151,0.520518194,0.101833819,0.544355015,1.099013234,0.395367999,-2.101389992,2.574897537,0.183014,0.441412391,0.617514272,-1.706836507,-1.877809914,-0.032059803,-0.922294659,0.15838045,-0.606481142,0.482327481,-0.345857059,-0.487760166,0.113104559,,,,,,,,,,,,,,,,,,,
55.5,1.488040257,0.297659302,-0.584389843,-0.181200319,0.264240018,0.596396585,-1.307542079,-0.244176574,0.885848331,0.941548322,0.828164026,0.247655615,-0.460436151,1.328877869,-0.042579801,-1.12427238,1.363440192,0.665399352,0.285542427,0.559654785,-2.15142859,-1.167040515,0.637546916,-1.644753061,0.360973571,-0.922273809,0.666184506,0.197658641,-1.123524708,0.075190602,,,,,,,,,,,,,,,,,,,
56.5,1.424597424,-0.277589612,-0.596949458,-0.748233173,0.819496015,1.391631796,0.162921331,-0.643562451,1.14022784,0.137145919,1.446642599,0.613487279,1.039474745,1.49054898,0.16734739,-1.035970197,1.475748428,1.281380539,0.536993913,0.500300726,-0.948423152,0.03645917,-1.022850629,-4.91127624,0.169384379,-0.557649306,1.240105841,-0.557245357,-1.740050744,-0.065327002,,,,,,,,,,,,,,,,,,,
57.5,0.121221858,0.30249911,-1.090832579,-0.667828932,1.549263222,0.731145818,0.108064773,0.23927489,1.242606037,0.364140096,1.435932747,-0.115383272,-0.593804388,0.600876049,0.988218748,-0.82871773,-1.062398487,1.347695616,0.013038168,-0.355764787,0.252176064,-0.279985244,-2.023095467,-4.580318791,0.374939511,0.150231646,-2.066272296,-0.312087534,-0.893623874,-0.469149023,,,,,,,,,,,,,,,,,,,
58.5,0.338584022,0.22195261,-2.905670005,1.699598344,0.578201966,1.163949773,0.732274725,-0.581324618,-0.319013241,0.013502245,0.833978439,-0.336628802,-0.136324454,-0.042184307,1.296427271,-0.187672362,0.342658144,1.076958315,0.277206758,-1.415305486,0.42131491,-0.240011022,-3.086930628,-2.816575161,-0.872724892,-0.873191256,-2.152149849,-0.1685731,-0.32147725,-0.784556782,,,,,,,,,,,,,,,,,,,
59.5,-0.800526633,-0.842375926,-2.40395313,1.497113834,-1.29719408,1.00781472,0.809524517,-0.324476664,0.578213701,-0.010282648,1.202204558,1.036863723,-0.757504351,-0.607569585,1.174671855,-0.019662591,0.308841647,0.874068084,-1.108283377,-2.112362841,0.841097356,-0.29318586,-3.49396064,-1.8184718,0.002791021,-1.075024165,-2.182283931,-0.295303971,-1.343203138,1.202506623,,,,,,,,,,,,,,,,,,,
60.5,-0.09086785,-1.117452872,-2.213078088,0.151725639,-0.900328598,-0.450284976,0.437157667,0.227104207,-0.416759828,-0.308092157,0.802463708,0.268788874,-0.220029167,-1.019211814,1.531426764,-0.024592212,1.666491473,0.665144481,-0.353228819,-1.400765641,0.55815834,-0.34221977,-3.840361411,-0.9278693,-0.83507466,-1.029763407,-3.20963144,0.107162289,-0.043524578,0.985845349,,,,,,,,,,,,,,,,,,,
61.5,-0.920208763,-1.252469085,-1.715833625,1.265010604,-0.386900847,-0.554570487,0.597874399,0.144370889,-0.200383849,0.24583086,0.833508424,0.316518229,0.26231504,0.061978737,1.044894573,0.835220812,0.920069975,0.722797192,-0.653752228,-1.524669038,0.148322283,0.357458997,-2.442529707,1.445628579,-0.002943647,-0.412396402,-4.144061894,0.08267805,0.683705479,1.708960037,,,,,,,,,,,,,,,,,,,
62.5,-0.393059748,-0.487323181,-1.015287138,0.038658513,-0.746143501,-1.298619612,0.952462095,0.888299034,0.379340515,0.357002265,0.397095072,-0.388394115,0.1502,-1.215174036,-0.012066333,1.570881247,1.415510986,1.292570582,-1.56370176,-1.518327101,-0.157878066,0.356179199,-1.654783981,0.403569852,-0.629624054,-1.577678475,-1.827938404,-0.296713267,0.060227614,1.868336182,,,,,,,,,,,,,,,,,,,
63.5,-0.558797594,-0.022174284,0.097315962,-0.729303094,-0.551228146,-0.802104443,0.999430534,0.704782535,-1.132709413,0.357183236,0.556328877,-1.311814756,0.177898823,0.351162434,0.347387243,1.409315705,1.042384101,1.613840154,-2.077464961,-1.55272817,0.554456701,0.097490542,-1.085164864,1.022001814,0.713187025,-0.238283439,-0.680769739,-1.212704011,0.331024655,2.625787104,,,,,,,,,,,,,,,,,,,
64.5,-1.688766114,-0.002688375,-0.565865994,-0.521771415,0.040975584,0.479631069,1.079973821,0.142355577,-2.053511439,0.138513523,-0.121097353,-0.930339356,1.482261244,0.105535451,0.4160094,1.543118325,1.165985098,-1.32312608,0.32395825,-1.000648625,-0.011213914,0.019492497,-0.980771687,0.609459913,0.287626496,0.736576765,-0.103138442,-0.459175873,0.409280115,1.435956366,,,,,,,,,,,,,,,,,,,
65.5,-1.663521629,0.824039563,-0.039311598,-0.633035973,0.690770045,0.589493532,1.553367649,-0.257914178,-0.254488561,0.350758771,1.042752446,0.056034368,0.722537965,-0.917528722,0.31177457,1.612914141,0.711845232,-1.791728732,-0.011038105,-1.381898044,0.298662355,0.372279847,-0.756769904,0.973905907,0.46074298,1.037404995,-0.19107325,-2.041916047,0.485363234,2.065587855,,,,,,,,,,,,,,,,,,,
66.5,-1.344779427,0.720974154,-0.076630179,0.338745613,-0.231533997,0.473532436,0.771451163,-0.381196191,-0.349674247,0.302276807,0.945570805,-0.167057838,0.34103946,-0.934470281,0.913081874,1.130817919,0.280241118,-2.03532114,0.67376853,-1.909236698,0.295702769,-0.868769101,0.027610509,0.081954866,0.471561349,0.609155126,-0.16954819,-2.143238161,0.654644474,0.622621065,,,,,,,,,,,,,,,,,,,
67.5,-1.7220967,1.099333715,-0.486182398,-0.58436188,-0.16624842,1.533485144,0.426787909,-0.568515078,-0.138111541,0.597126771,0.932934934,0.127528913,0.839651795,-0.19583861,1.520432381,0.770715939,-0.526603165,-1.117320591,0.705914999,-0.610167674,0.748610746,-1.109822119,-0.46523695,1.113078372,0.118571848,0.103438627,0.443187191,-0.560680379,0.227640809,1.753405299,,,,,,,,,,,,,,,,,,,
68.5,-0.19958344,0.974670362,0.754871938,0.548948505,0.101774646,1.614887347,0.642891585,-0.718419222,-0.397145975,-0.199770974,0.925818329,-0.151185172,0.098022307,0.117220519,0.208582361,0.029509804,0.259031493,-0.778826141,1.0100782,0.62303092,0.394267101,-0.647063,0.243218595,1.047572507,-0.500767986,-0.135167145,-0.078776253,0.518467179,0.742277905,1.059347897,,,,,,,,,,,,,,,,,,,
69.5,0.140222574,0.710196239,-0.476725423,1.331332562,-1.205738774,1.387998099,0.733844908,0.269537884,0.647097857,-0.846626032,0.261567207,-0.494868652,-0.321383676,0.378779976,0.940282611,-0.230707196,0.714187701,-0.959301755,0.790064927,0.614083905,0.375763146,-0.758866013,1.543204962,1.435635961,0.628127668,0.156639513,0.308399384,1.807717603,0.813806414,1.260474152,,,,,,,,,,,,,,,,,,,
70.5,-0.269051188,-0.016035916,-0.373327719,1.074334807,-0.459981782,0.671910658,0.338762067,0.747761747,0.141443849,1.08106634,0.695933164,-0.440088687,-0.534412194,0.171459842,0.888031084,0.424132441,0.333139234,-0.18873748,0.597638431,0.772076217,-0.780329457,-0.558245457,1.025773768,1.4395808,0.740358694,-1.059884509,0.507833019,0.698068006,0.367409631,0.631508749,,,,,,,,,,,,,,,,,,,
71.5,-0.05555624,1.590092973,-0.242465884,1.366345614,0.335442603,0.048711755,0.939360629,1.286449321,1.309726258,-2.04613561,0.586339928,-0.917880232,0.034287586,1.934452439,0.251223727,0.980374347,0.828626429,0.339162219,-1.161750836,0.484274138,-0.309921765,0.704855572,0.998353357,0.056343606,0.461690675,-0.697453719,1.41890524,-0.09732387,-0.821512864,-0.121736794,,,,,,,,,,,,,,,,,,,
72.5,0.262031768,0.807906038,-0.721020778,1.014612258,0.58975016,-1.507434832,0.876724458,0.721123248,1.191679214,-1.517677432,0.966393135,-0.142918336,0.332092873,1.007950111,-0.947163573,1.348386356,-0.196601466,0.189793364,-1.023816977,0.166971914,-1.222697005,0.957380742,0.09041354,0.893129119,0.031974884,-0.10378643,1.474640627,-0.711265803,-0.336652245,-0.448673146,,,,,,,,,,,,,,,,,,,
73.5,-0.658744719,0.388989777,-0.042511033,-1.011360315,0.682150714,-1.040387456,-1.109290609,-0.258699317,1.02990057,-1.489756851,1.132543301,-2.213203534,0.927412018,2.097909575,-0.276047207,1.126439917,-0.12374626,0.788162836,-1.084930337,0.275059625,-1.683654963,1.035314513,-0.773646559,-0.063101779,0.770835471,-0.354520438,1.029310529,-0.756031707,0.481141013,-1.197844628,,,,,,,,,,,,,,,,,,,
74.5,-0.289642376,0.365209632,0.231869913,-1.255057681,1.976918513,-2.081242856,-0.093547027,-0.339472998,0.195575578,0.065422547,1.477359075,-0.580134437,1.356588405,1.241810619,-0.800808798,0.248972575,-0.276709635,0.619315398,-1.281382095,0.262236341,-1.075633579,1.204387296,-0.495216339,-0.145318523,0.12693914,-0.273822716,0.908399858,-0.145397871,0.259667837,-1.563867076,,,,,,,,,,,,,,,,,,,
75.5,1.069722721,0.707507756,1.012524112,-0.307089917,2.332668563,-1.482907101,-0.675296275,0.140715171,0.72291951,-2.210902192,1.35862008,-0.609289579,1.880694206,0.951209133,-0.731537007,0.323873301,,0.612820578,0.165152917,0.594028956,-0.577555347,1.502083751,-0.892769702,-0.993406392,0.732808289,-0.116541,1.40302652,0.601355016,-0.163302171,-1.089277147,,,,,,,,,,,,,,,,,,,
76.5,0.978691626,-0.198030235,1.140119399,-0.367979108,1.527232863,-0.517121404,-0.521200483,1.510283134,0.084155905,-0.396055225,1.152395591,-0.038717604,1.342717293,0.152962867,0.301675831,-0.690837599,,0.338132129,-1.169227932,1.122753907,-0.23279527,0.798779723,-0.980617465,-1.524052462,0.460814662,-0.381995371,1.442100662,0.726440815,0.460563855,-0.854577861,,,,,,,,,,,,,,,,,,,
77.5,1.572385323,-0.130780319,0.385896886,-0.176487874,0.630616361,-1.783828383,0.02067836,0.753869254,-0.335275667,-0.497106203,0.475874949,-0.336256657,0.798182943,0.878902355,0.697822253,-0.733345029,,-0.041101689,-1.183823597,1.058801299,0.078884501,0.815336648,-0.180576064,-1.273292293,0.632441334,-0.412167109,0.458991703,0.724006413,-0.02417458,-1.238416326,,,,,,,,,,,,,,,,,,,
78.5,1.516622949,-0.310570355,-0.703560112,0.954222771,0.54436492,-2.406642491,0.432616785,0.707501719,0.531968607,0.768323979,0.691097019,1.418919621,-0.009142872,0.921744876,0.730372154,0.043331908,,0.186738029,-0.824598278,0.500057244,1.494946969,0.504864892,-0.183781522,-0.341343917,-0.317174213,-0.312332752,1.239695284,1.348746468,0.052811725,-0.405636642,,,,,,,,,,,,,,,,,,,
79.5,1.107021439,0.267499786,0.414703949,0.598588288,-0.499754845,-2.042675399,0.362393168,-0.4317943,0.971234602,0.697207317,-0.332980382,1.112283598,-1.223206748,0.337240959,1.101042158,0.529130431,,0.697169808,0.299630176,0.334300549,0.510491126,0.121164073,0.300605215,0.294603674,-0.478811532,0.174808144,-0.257964879,1.092004892,0.132241486,-0.615671778,,,,,,,,,,,,,,,,,,,
80.5,1.057512562,-0.432655378,-0.19708867,0.770547141,-0.562731312,-2.014980857,0.565507074,-0.832601719,0.270555613,1.236744819,-0.127928243,0.557478707,-1.094039149,-0.504434232,1.4726088,0.555984582,0.400639509,0.30285002,0.510253656,-0.669757701,0.633292013,-0.396380466,0.110670811,1.065438117,-0.668114969,-0.602027342,0.187456219,1.551738231,-1.43571363,-0.398100788,,,,,,,,,,,,,,,,,,,
81.5,1.362420115,0.115880623,-0.279135858,0.610344408,-0.566887283,0.117773568,0.830824871,-1.45980866,0.569071445,0.527448478,0.282485024,0.610355638,-1.049197462,-0.803232127,1.241280325,0.481642024,1.48301727,-0.018860871,0.804653708,-1.222278019,0.366570214,0.646652966,1.598316387,1.282451931,0.869410328,-0.192329909,0.119239536,0.626600679,-0.075473464,-0.189928366,,,,,,,,,,,,,,,,,,,
82.5,1.190397036,0.186574185,-0.067525268,1.162954292,0.866184379,0.351954885,0.812909984,-1.477813207,0.411437816,0.747476244,0.177705427,-0.11325047,-0.870771728,-1.030194961,0.407469924,0.366734134,0.924156325,0.17128939,0.726715992,-1.096477489,-0.304564904,-0.016169601,0.285720635,1.594398217,0.353257813,-0.211740897,1.115984037,0.57281142,0.026327857,-0.439489088,,,,,,,,,,,,,,,,,,,
83.5,0.353811636,0.411299869,1.670392519,1.064005968,0.575631599,-0.06683868,1.06904093,0.363652799,0.036962317,0.478749854,0.350033845,-0.094932476,-0.017629676,-0.689861139,0.504856802,-0.084834976,1.203544741,-0.137359066,0.40271588,-1.0911927,0.564426123,-0.402680137,-1.508338873,0.309419716,1.017582007,0.787408311,0.896512164,0.441871174,0.235966499,0.870294695,,,,,,,,,,,,,,,,,,,
84.5,-0.412934082,0.372905178,0.34734866,0.61673672,1.290315927,1.199991807,0.674633738,0.415082609,-0.225310217,0.513040891,0.935752381,0.021753237,-0.438746942,-1.927405291,0.098990576,-0.560566457,1.163469213,-0.598168923,-0.005183281,-1.204502165,0.688514538,1.007351923,-1.513803155,-0.678934434,1.053337042,-0.018797306,1.839424505,0.651116639,0.146650566,0.566908739,,,,,,,,,,,,,,,,,,,
85.5,0.174796807,0.308438671,0.970622052,0.313880613,0.805178143,1.830972513,0.857687767,1.666878938,0.578147696,-0.796703757,0.963686391,0.539265296,-0.151501325,-0.878358359,0.229057965,-1.14683966,1.284003478,-0.67131353,-0.853880606,-0.135630666,0.802111259,0.100545619,-1.223341836,-0.786136148,-1.71087768,0.977283996,-0.660073113,-0.011827363,0.414947021,0.351950174,,,,,,,,,,,,,,,,,,,
86.5,0.205614874,0.986391745,0.88702274,0.786659984,0.698874807,1.175068286,0.490119308,1.663735426,-0.181976084,0.316243507,0.930151591,0.208956793,1.150960007,-0.846579347,-0.775410479,-0.43508264,1.242983044,0.201543104,-0.945599683,0.635246692,0.058244683,-0.400812275,-0.21568251,-1.23127271,-0.855635614,0.783360939,-0.260334793,-0.541252261,0.176719207,-0.360844012,,,,,,,,,,,,,,,,,,,
87.5,-0.353786745,-0.696065721,-0.662972464,0.829837293,0.078583101,1.245943065,1.215064351,1.383115967,0.129315454,1.030772106,1.029728281,0.407808258,0.218749784,-0.690095326,-0.757104869,-0.854259324,0.78170801,0.174852251,-0.936090608,0.723623154,0.835770134,-0.103201476,0.202600943,-1.034440811,-0.921733979,0.063083989,-1.398687146,-0.328826067,-0.072816239,0.03749516,,,,,,,,,,,,,,,,,,,
88.5,-0.28740642,-0.431438668,0.898423865,-0.929647548,1.408139782,0.96300971,0.17845302,1.252429067,0.164413361,0.273442859,0.834724755,0.555135012,0.897115479,0.040143514,-0.851855309,0.06876712,0.318942347,0.781155447,-0.936286905,0.842843388,1.195494594,-0.216986471,0.207856913,0.320611435,-1.569136365,0.132516985,-0.932532367,-0.271271033,0.364769525,0.264496118,,,,,,,,,,,,,,,,,,,
89.5,-0.731032495,0.16713036,0.167465119,-0.632262273,0.395291357,0.619226389,0.527711205,0.186939198,0.719150903,1.488717495,0.094967271,0.234044642,1.399980298,0.255685353,-0.496579967,0.916363283,-0.522625335,0.475602065,0.350618017,0.322834076,0.207769743,-0.023865663,0.107604192,-0.844765682,-0.557192665,-0.905074743,-0.078399865,0.148696394,0.768994596,-1.704062294,,,,,,,,,,,,,,,,,,,
90.5,-0.04864602,0.777805054,-0.916504121,-0.599809226,0.903520115,-0.307566475,0.577309672,-0.199133209,0.753366009,-0.458271086,-0.81475946,0.173079843,1.534278605,-1.031458428,-0.679274844,1.263837834,-1.393264535,0.539170853,0.28811823,0.809835096,0.19422111,-0.240407936,-0.657017374,0.046418106,-0.331032863,-0.017027514,0.790694638,-0.806216228,0.776354401,-1.544186976,,,,,,,,,,,,,,,,,,,
91.5,-0.592057538,0.334841076,-1.478420494,0.147083528,0.561623642,-0.156287062,0.214573029,-0.672049511,-0.130823529,0.505893047,-2.020351424,0.212476043,0.458818758,-0.736322021,-0.659977142,-0.327599502,-0.077517308,0.406165444,0.201142946,1.032682653,-0.184550865,0.029779837,-0.610692455,0.011745592,-0.480457576,0.66370705,-0.032230873,-1.077760172,,-2.798750615,,,,,,,,,,,,,,,,,,,
92.5,-0.442813837,0.20434216,-2.073849867,0.134303695,0.55753445,-0.86453885,-1.16835396,0.647985182,0.690170497,0.911675258,-1.258368947,-0.022816969,-0.542230619,-0.799855634,0.228364139,-0.513428918,-1.65363664,0.491021227,1.255224615,0.734369313,-0.528782833,-0.566314294,0.21990263,0.372970999,-0.683669312,-0.30180084,0.665738009,-0.365805302,,-2.952555844,,,,,,,,,,,,,,,,,,,
93.5,-0.495515841,-0.454847336,-0.862692052,0.868311418,0.530652437,-1.467010145,0.092830445,-1.560768225,0.643460077,0.506795798,-0.069498486,0.018628036,-1.072183259,-0.421217659,1.510587329,-1.842736634,-3.14713287,0.018994137,2.340104348,0.615149199,-0.76415512,0.449135725,0.649809339,0.228609864,0.235243657,0.308293395,0.01700777,-0.513841658,0.404429938,-1.385171285,,,,,,,,,,,,,,,,,,,
94.5,-0.694417102,0.337381965,-1.369195866,1.178050048,0.232092755,-1.305386033,-0.17697268,-1.251082525,0.283454779,0.109006602,1.030487081,-1.037576568,-1.503580926,0.253247929,2.094823782,-2.028738557,,0.09794086,1.209449564,1.006518743,0.469288236,-1.399757557,0.579729682,0.802857422,1.091490796,-0.878703457,-0.172783481,-0.714873649,-0.324778505,-0.386454631,,,,,,,,,,,,,,,,,,,
95.5,-0.567355766,-0.880515066,-0.193048863,1.071993,0.383243391,-1.144923024,0.279270156,-1.230476813,-0.581132947,0.626779043,1.210559092,-0.839209435,-2.139010939,0.349769926,1.112165241,-2.103337485,,-0.161654167,1.562208569,0.631734158,0.880158831,-0.868842077,0.232761222,0.610135195,1.585554979,-1.340591433,0.670853448,-0.862714449,-0.774684347,-0.913649168,,,,,,,,,,,,,,,,,,,
96.5,-1.126791921,-1.217504623,0.374133586,-0.409931321,0.773053208,-1.298844647,0.672627947,-0.941645162,0.560518703,1.658875901,1.186322671,-2.478553598,-1.335549604,0.52204293,-0.028245422,-2.029416811,,-0.165350453,1.449493744,0.832498685,1.082109742,-0.452472,1.033047558,1.509860346,1.369545803,-0.014783929,0.920384828,-0.347910944,0.073590982,0.501436432,,,,,,,,,,,,,,,,,,,
97.5,-1.768212408,-0.125439803,0.139588051,0.095365162,-0.087418146,-1.21074985,0.853403422,-0.372970215,-0.151164741,1.380568615,1.054265336,-2.863074323,0.169617358,0.23981633,-1.021547514,-1.219610317,,0.129634998,1.594046502,0.691817162,1.513472215,-0.831224303,-1.099551345,1.718614315,1.345215523,-1.112034245,0.361229846,-0.221127628,0.385556267,-1.057485923,,,,,,,,,,,,,,,,,,,
98.5,-1.275278395,-0.78855621,-0.05726122,0.463943498,0.197134688,-0.661594912,0.885932961,0.047467703,0.560428919,0.661754467,0.962522271,-2.712124415,-0.15835155,0.244494903,-1.697759672,-1.211965958,,0.064465464,0.898961576,1.110832579,0.876765007,0.161764891,0.385564349,1.879283618,1.235188833,-1.428295079,1.53808466,-0.588362886,-1.172353845,-0.612581417,,,,,,,,,,,,,,,,,,,
99.5,-1.508719648,-0.366070996,0.76773582,0.038843954,-0.813261085,0.023813144,1.337871238,0.219648877,0.478652963,0.521808701,1.106034402,-4.185263963,-0.420980963,-0.225975159,-1.012783219,-0.534360642,,0.044642162,1.47779606,1.113577264,0.550722872,0.343100253,0.26941181,2.087463631,-0.704278551,-0.792921734,0.236235575,-0.45358767,-2.276548952,-0.284090146,,,,,,,,,,,,,,,,,,,
100.5,-1.557438685,0.504953728,-0.17205519,0.597956733,-0.099426835,-0.117668784,0.361189427,0.952341591,0.477270216,-0.264557688,1.341063495,-2.793073417,-0.781692055,0.521376788,0.45036441,0.127355803,,-0.454659907,1.511982756,0.720429223,0.365240065,-0.655206116,-1.174218081,1.732689303,-0.658046458,0.136883421,1.231975382,0.201683806,-4.059843408,0.048389107,,,,,,,,,,,,,,,,,,,
101.5,-0.690272814,-0.772106819,-0.295480577,0.51315064,-0.597935546,-0.976312445,0.094554916,1.194366455,1.367629912,-1.089507988,1.104472158,-2.949723825,-0.860803843,1.188595212,0.600518617,0.462705771,,-0.412719685,1.054273413,0.230073567,1.104170215,-1.857172645,-0.351983673,1.225882059,-0.320728004,0.115257699,0.474444542,-0.335138011,-3.134324457,-0.461338175,,,,,,,,,,,,,,,,,,,
102.5,0.227862316,1.053882629,1.017715678,0.686890887,-0.067086876,0.46247505,-0.126118544,0.933822041,-0.816829008,-0.894267307,0.949826107,-2.012753483,-0.047876518,1.767552119,0.769933979,0.465708018,,-1.003306515,0.616402767,-0.342016289,1.019143559,-1.398445458,-2.104931525,0.308560901,-1.326940519,0.510355568,0.705033107,-0.957163703,-1.910900653,0.107368133,,,,,,,,,,,,,,,,,,,
103.5,0.275318048,1.17981409,-0.151233387,0.89995339,-0.686798835,-0.249820678,0.541529505,0.97949605,-0.34283817,-1.036337073,0.805236739,-1.432906282,-0.020375787,0.933031983,1.20336292,0.485899554,,-1.58506256,0.237585656,-1.617346068,0.863830397,-0.570786389,-1.099530444,0.757323318,0.340050076,0.700596381,0.716922351,-0.36041434,-1.837333281,-0.127226992,,,,,,,,,,,,,,,,,,,
104.5,2.122203713,1.227076577,0.357780354,-0.91135221,0.33405638,-1.926072248,0.071920922,0.733264031,-0.678836659,-0.830183338,0.937210302,-0.689115184,-0.085915448,0.256525322,1.333070335,1.342050555,,-1.046238834,0.156554707,-2.380972817,0.798880312,-1.265170524,0.298931217,0.707325946,0.340704578,1.63759337,1.276168649,-0.055184517,0.306143003,-0.088133122,,,,,,,,,,,,,,,,,,,
105.5,1.644040186,0.246232075,0.767866326,0.892634498,1.293942818,-1.190426251,-0.1068944,0.714195932,-0.568830492,-0.843132285,0.380095424,-0.078014053,-0.414755045,0.764246491,1.264362257,1.106626806,,-0.394847495,-0.23873247,-4.400607336,0.25950871,0.190862176,0.959856848,-0.242732182,0.00611822,1.266968214,0.857492604,-0.337468233,-0.026885629,-0.166499233,,,,,,,,,,,,,,,,,,,
106.5,-0.043669163,0.286336852,0.118869768,0.375671957,0.531583367,-0.23123845,2.062393413,0.509239279,-0.00209484,-1.286441534,0.958352152,-0.289734062,-0.498971888,0.326484174,1.729691151,1.634561989,,-0.749459121,0.216710268,-2.402100373,-0.204412265,-1.286534687,1.124289362,-0.663526358,-1.42078182,0.452041787,1.549003839,-0.344397957,0.597302468,-0.084291986,,,,,,,,,,,,,,,,,,,
107.5,0.744368218,0.856992628,0.283735932,1.045885539,1.235116385,-0.139013564,1.882101918,0.548643949,0.295640435,-0.251108746,0.448382537,0.140092356,-1.032392102,-0.015292079,2.257177638,1.315358075,,-0.531097068,-0.215000546,-1.43816517,0.467629552,-1.923125253,1.679426834,0.429686306,-0.790265291,-0.157744133,1.400466019,-0.235012014,-0.112685787,-1.337938461,,,,,,,,,,,,,,,,,,,
108.5,0.790745737,0.331734942,0.462749704,0.947583382,1.255428705,0.024287359,0.949482405,0.560998013,-0.656682476,-0.240704633,-0.118960143,-0.076487913,-1.025919894,1.33231969,1.188953429,1.45037984,,-0.0488435,-0.738101975,-0.520106152,0.394003268,-0.898501019,1.034417333,-0.793771858,-0.732153951,-1.261706613,1.653294813,,0.497247936,-2.563027139,,,,,,,,,,,,,,,,,,,
109.5,0.448625821,0.00774901,-0.439001656,1.666044063,0.07583032,-0.05328586,1.778555999,1.535721091,-0.471552741,0.452709492,0.109129438,0.204482625,-1.623379969,0.933509079,0.52120959,1.423316216,,0.306465117,-0.594672601,0.853012689,0.555890505,-1.306518255,-0.637538164,1.35638399,-2.006325338,-1.129113802,0.829674277,,0.569660805,-2.349152595,,,,,,,,,,,,,,,,,,,
110.5,1.893817812,0.269547533,0.08975284,1.29743715,1.332192349,-0.517326025,1.406965126,0.262009668,-0.43112957,0.569569999,-0.229799628,-0.186732598,-0.267825336,0.048966394,-0.49436515,1.473016511,,0.509172502,-0.990627573,0.758592392,1.160375338,-0.174398039,-0.86695988,1.594387849,0.210922298,0.302144607,0.78731945,,0.339338973,-2.335508851,,,,,,,,,,,,,,,,,,,
111.5,0.454579015,-0.868314234,0.710239376,1.667209453,-0.010733185,-0.223856358,1.183191694,1.559398417,-0.726508517,0.90802802,-0.117501765,-0.408934808,-0.50250994,0.576012305,-0.019187783,1.021524776,,0.812580946,-1.909164119,-0.131702918,1.480942818,-0.404379104,-0.433150491,1.073674453,1.10039879,-0.019134636,0.383670037,,0.374827573,-2.265831504,,,,,,,,,,,,,,,,,,,
112.5,0.825185362,-0.478435133,0.543562443,1.450136731,1.811620672,-1.418270622,1.279677385,0.706711615,-0.710674162,1.034385308,0.915028663,0.113115076,-0.441163016,0.810574358,-0.244597877,0.387639845,,0.663582759,-1.628531137,-0.069097267,0.875696625,-0.760295268,-0.414816457,1.617933543,0.036567142,0.840922776,0.859579351,,-0.192161299,-1.209737933,,,,,,,,,,,,,,,,,,,
