t_center,z_S_t__20170705_01_02_01,z_S_t__20170705_01_02_02,z_S_t__20170705_01_02_03,z_S_t__20170705_03_04_01,z_S_t__20170705_03_04_02,z_S_t__20170705_03_04_03,z_S_t__20170707_01_02_01,z_S_t__20170707_01_02_02,z_S_t__20170707_01_02_03,z_S_t__20170707_03_04_01,z_S_t__20170707_03_04_02,z_S_t__20170707_03_04_03,z_S_t__20170707_05_06_01,z_S_t__20170707_05_06_02,z_S_t__20170707_05_06_03,z_S_t__20170707_07_08_01,z_S_t__20170707_07_08_02,z_S_t__20170707_07_08_03,z_S_t__20170707_09_10_01,z_S_t__20170707_09_10_02,z_S_t__20170707_09_10_03,z_S_t__20170707_11_12_01,z_S_t__20170707_11_12_02,z_S_t__20170707_11_12_03,z_S_t__20170710_13_14_01,z_S_t__20170710_13_14_02,z_S_t__20170710_13_14_03,z_S_t__20170710_15_16_01,z_S_t__20170710_15_16_02,z_S_t__20170710_15_16_03,,,,,,,,,,,,,,,,,,,,,,,,,
107.5,0.169373536,-0.022559653,-0.664980626,0.333559117,-2.882453851,0.43436977,1.059149843,0.905984042,-0.018231556,0.645121774,0.744686876,0.24884742,-0.795280283,-0.444932195,0.552964712,0.684892639,-0.469342231,0.786618072,0.552963474,0.001765906,-0.467199792,0.027076643,0.237069823,0.63148126,-0.654101296,1.400024677,1.184449021,-0.986829002,0.531665966,1.349815742,,,,,,,,,,,,,,,,,,,,,,,,,
108.5,1.350730164,0.027262693,-0.717493151,1.364149098,-1.508473383,0.255942928,1.303221651,0.525900345,-0.231339626,0.846033876,1.168052205,1.157809104,-0.18311118,-0.303079719,-0.202856534,0.669138558,-0.817042241,0.097457504,0.54569754,-0.676334466,0.364486868,-0.810548862,-0.224127149,0.91578768,-0.678133644,1.034830078,0.786155672,-0.083427732,0.914384298,1.292337887,,,,,,,,,,,,,,,,,,,,,,,,,
109.5,1.182422568,0.702695669,-0.7728544,0.818265942,-0.423634559,1.110997513,1.207984042,0.877661084,0.17093754,0.895188204,0.625151572,1.709807653,0.284103668,-0.602984066,0.997777785,0.589041322,-0.401213284,1.037996556,0.861995241,0.87487279,0.677353649,-1.215104504,-0.447357823,0.414033494,0.411673666,-0.214599464,-0.079493245,-0.700428536,0.498798388,1.420241141,,,,,,,,,,,,,,,,,,,,,,,,,
110.5,0.910699001,0.401409868,0.356330987,1.025582771,0.318641925,1.27921916,1.130738385,0.933172266,0.364543752,-0.090465198,0.771238015,0.955841946,0.223898417,-0.168116322,0.994528366,0.774653263,-1.045950035,1.171945027,1.139407956,-0.713380059,0.521614405,-1.498068628,-0.287002748,0.636826943,0.656635561,0.256429138,-1.770783804,-1.303184095,0.041011376,0.227192457,,,,,,,,,,,,,,,,,,,,,,,,,
111.5,0.8467436,-0.021428995,1.032736177,1.362320597,0.110005482,0.60163703,1.0929336,0.94315373,0.189372875,0.218677616,2.019125927,0.171081614,0.623487703,0.229917497,0.849838656,0.169900166,-2.726690551,0.817560216,1.541508116,-1.147976249,0.212095233,-2.254065551,-0.656846594,-0.567912848,0.625918905,-0.144768641,-2.735813231,0.061232587,0.808775255,0.376596034,,,,,,,,,,,,,,,,,,,,,,,,,
112.5,0.503862131,-0.202928134,1.985133378,1.521421565,0.588305728,-0.3387229,0.291365542,1.057396585,-1.444676571,,0.919078179,1.519312488,0.094334554,0.091590756,0.347846147,1.14796366,-1.209310169,0.237297499,1.041775632,-0.748157193,-0.922970692,-2.790656165,-0.244929945,0.424365992,1.279677265,0.143191265,-2.997772267,-0.176740807,0.644535505,-0.23528336,,,,,,,,,,,,,,,,,,,,,,,,,
113.5,-0.719037523,-0.358483916,1.038086957,0.972430241,0.896928968,0.256615458,-0.587632073,0.830496933,-0.213303871,0.173293506,-0.668200906,0.897359687,-0.490021679,-0.674671969,-1.081483971,-0.140551009,-1.010114728,0.56989951,0.472873502,0.362627078,0.524561569,-2.81340138,0.032663271,-0.49678565,0.656520789,0.648115752,-2.894230818,-0.284737257,0.562583981,-0.920513055,,,,,,,,,,,,,,,,,,,,,,,,,
114.5,-0.828864159,-0.844842992,-1.498610465,0.674144109,1.086559538,-0.542523927,-0.799112219,0.692090125,0.166879121,0.878402124,-1.210195474,0.656272907,-0.092572097,0.141060276,-1.058597434,0.065507723,-0.546055569,-0.740044135,0.221168323,-0.65364511,0.647976991,-2.465402836,0.170091394,-0.429174526,0.80394584,0.639893863,-1.908609611,0.479259382,0.211775621,-1.384080511,,,,,,,,,,,,,,,,,,,,,,,,,
115.5,-1.006585105,-0.433549543,-0.075778519,1.242857782,0.880599047,-0.250074711,-0.754028645,0.513861152,0.629269392,0.015007858,-1.459321397,0.783667515,-0.200984627,-0.023226933,-1.179410458,-0.369614884,-0.119136818,-1.605730674,-0.418795667,-0.385921823,0.003309593,-2.267451852,0.061742956,0.24987386,-0.007977597,1.299902625,-1.360619949,1.314182932,0.396388587,-2.025442405,,,,,,,,,,,,,,,,,,,,,,,,,
116.5,-0.237119439,0.885085982,-0.340923516,0.676282503,0.944350533,-0.234852704,-0.575461565,0.33525073,0.398782276,-0.002548384,-2.329702263,0.023589294,-0.320362213,0.778740211,-0.281104797,0.150032269,0.914942703,-1.399059375,-0.331428619,-0.698655668,1.011500387,-1.273140035,-0.344027558,-0.188578483,-1.099521297,0.695708236,0.522574985,0.508315845,0.300231235,-2.188136194,,,,,,,,,,,,,,,,,,,,,,,,,
117.5,-0.13063914,0.778362928,0.363812325,0.219257142,1.364369535,1.142486688,0.246940478,0.192712083,1.310418578,-0.045732716,-0.731952063,0.761203499,0.245267987,-0.021146855,-0.329381174,-0.458044095,0.389727255,0.014503742,0.359815355,-0.983211251,1.032718986,-1.080210948,-1.296830994,0.199927802,-1.145679348,1.184025564,1.114484296,1.648552111,0.478890987,-1.209075667,,,,,,,,,,,,,,,,,,,,,,,,,
118.5,0.270340662,0.796045367,0.947328248,-0.198454753,1.331597065,0.901509641,1.043157655,0.929549282,0.738752636,0.324956942,0.473764192,0.294078734,0.417932343,1.998176919,0.078762128,-0.461535075,0.348195118,-0.512334068,-0.123383865,-0.358025782,1.146613552,-1.827187717,-0.155835994,0.202140833,-2.392396143,-0.24860846,0.790292786,1.62697913,0.180619528,-0.956050931,,,,,,,,,,,,,,,,,,,,,,,,,
119.5,-1.102700196,0.916962244,1.155926676,0.355794961,1.521231126,-0.062491652,0.512474722,0.965252972,0.027910714,-0.5201346,0.108970084,-0.488332187,-0.366907589,-1.181814513,0.141860193,-1.262460015,0.867085814,0.865128173,0.298313436,-0.254088869,0.559907123,-0.959021503,-0.444816898,0.989250357,-0.377000779,-0.239939247,-0.903139674,0.748186281,0.185583652,-1.201875018,,,,,,,,,,,,,,,,,,,,,,,,,
120.5,-1.011319504,1.178687294,0.947039424,0.249286889,1.13517849,-0.645324216,0.42323476,0.606948504,0.39057183,0.341350912,0.868379804,-0.161218771,0.16934694,-1.128106972,0.076164266,-0.726654004,1.450164605,1.3074673,0.847952793,1.245142703,0.62052021,-1.870932126,-0.431906394,1.491454535,0.740359503,0.283200475,-1.054327252,-0.334849974,0.516625227,-0.439687736,,,,,,,,,,,,,,,,,,,,,,,,,
121.5,-0.896042584,0.299953901,-0.681928521,-0.23022006,0.537495332,-1.050624741,0.647407164,0.393569313,0.154439686,0.317041619,-0.030194579,-0.26289042,0.247941624,-0.9774347,0.059424699,-2.297154378,1.073746376,1.62638348,0.330582617,1.756111708,0.412881636,-1.88602827,0.616318458,0.8638081,0.778801104,0.076873714,-1.106276191,-0.431463807,0.245592313,0.370646788,,,,,,,,,,,,,,,,,,,,,,,,,
122.5,-0.969349866,0.09746909,-0.573193968,0.985267241,-1.464811936,-0.031261612,0.849363942,0.216361869,0.432402728,0.753493471,0.248443637,-0.035614367,-0.100816002,-1.187516906,0.717243271,-1.515851082,0.407314004,0.734986143,1.31274936,1.697210421,0.378743966,-0.723210912,0.935961438,0.02946948,1.419013777,-0.544582713,-1.139416667,-0.42138889,0.153370424,0.357465689,,,,,,,,,,,,,,,,,,,,,,,,,
123.5,0.084070371,-0.211072568,-1.132229142,0.855043897,-3.293396292,-0.201107467,0.627021786,0.023133108,0.623932077,-0.392260263,-0.024472823,0.746832339,0.396197015,-1.262498872,0.632466422,-0.749731163,-0.208960792,0.830499231,0.581639392,1.599415645,-0.072654162,-0.333842538,0.647965718,-1.453804104,1.528466293,1.200115898,-0.240709186,-1.708869336,0.976686323,1.19819964,,,,,,,,,,,,,,,,,,,,,,,,,
124.5,0.434972933,0.477396652,-1.162173596,0.940966915,-2.447239517,0.537993324,1.176550279,-0.529667039,0.749743743,-0.695152183,-0.007387811,0.692247991,0.900503784,-1.280495387,1.204022692,0.773815931,-1.996028224,0.215323352,1.004681499,0.277120607,-0.432759025,0.861513456,1.207112223,-1.159041314,1.2603656,0.189790536,0.025551973,-1.690890916,0.056580597,0.307233943,,,,,,,,,,,,,,,,,,,,,,,,,
125.5,1.273285216,0.571623898,-1.274237389,1.009034147,-2.51099297,0.833653406,0.848931759,-0.220477651,0.643881848,-0.152710228,0.07582853,0.94466515,1.297609932,-1.230233084,0.617720005,1.042352243,-2.09699299,0.205413077,0.326938948,-0.513582813,0.289790863,1.030256279,1.630567232,-1.027538365,0.481803257,0.660440138,0.03761729,-0.81367778,0.471744833,1.07669336,,,,,,,,,,,,,,,,,,,,,,,,,
126.5,0.225405919,0.697988464,-1.040942609,1.040755274,-2.085374292,0.380008178,0.334888032,-0.200624062,0.66804537,-0.179254874,0.120003989,1.339891275,1.245934719,-1.239585509,-0.036095829,1.428259732,-2.432509778,-0.816847018,0.55770875,-0.449904491,0.331035545,1.266964318,0.709619848,-1.993901633,-0.042978424,0.225242648,0.776387648,-0.148056607,0.241660282,1.551308703,,,,,,,,,,,,,,,,,,,,,,,,,
127.5,0.185366749,0.501096738,-0.600954421,0.492450546,-1.276616361,1.120915702,-0.713274923,0.050190466,-0.063255452,-0.262824665,-0.703781901,1.855478051,1.32509529,0.037143142,-0.767203191,1.455735125,-1.515672774,-0.073605512,0.017020559,0.244623757,0.570044581,-0.551618162,0.529974589,-1.352725246,-1.080146306,-0.05463616,0.349077835,-0.720226254,0.248224074,1.317869887,,,,,,,,,,,,,,,,,,,,,,,,,
128.5,-0.080888916,-0.269329587,0.288140638,0.074703003,-0.775791056,1.038644514,-0.520942931,0.721925008,-0.052656389,0.108938286,-1.023731772,1.274490616,0.611393044,-0.201746944,-1.669762704,0.832431316,0.020456648,-0.342849709,-0.6287434,-0.113181621,1.34593623,-0.462445783,0.640596713,-0.274225571,-1.442245887,-1.373144131,0.002725244,-0.439361656,0.181683905,0.48751712,,,,,,,,,,,,,,,,,,,,,,,,,
129.5,-0.776645472,-1.455115617,0.373215913,-1.507778166,-1.419681739,0.330540887,-0.150581124,0.82220091,0.212290507,0.819938065,-0.465100201,0.525528978,1.214411387,0.296695396,-2.575892961,0.831862411,-0.070638301,-1.137510692,-1.337239719,0.097646409,1.134782204,-0.414967877,-0.113505575,-0.966791697,-1.834909322,-1.797996938,-0.362415961,-0.863020172,0.097275729,1.481551818,,,,,,,,,,,,,,,,,,,,,,,,,
130.5,-0.885222909,-2.105704897,0.960172662,-0.698498473,-0.058548387,0.90131078,0.14763144,0.862892033,0.244820598,1.235024276,-1.577561318,0.568143108,0.032299604,0.198498104,-2.528767561,0.470064948,0.508810487,-2.043637516,-1.377548791,0.773992552,2.107348501,-1.767235312,-1.437093272,-0.402157435,-1.806174563,-2.732031139,1.084247481,-0.740995162,-0.340845424,-0.062997092,,,,,,,,,,,,,,,,,,,,,,,,,
131.5,0.666906945,-1.886706194,0.820789147,-0.358176613,-0.133019228,1.211220644,0.674824568,0.919614638,-0.159430974,-0.031576131,-2.310164649,1.101942518,-1.141678184,-0.141901171,-2.685366645,-1.059165325,-0.248863141,-3.013840094,-1.535227312,1.010962808,1.787207656,-2.224591715,-1.185935384,0.858107896,-1.4376932,-2.640364431,1.143161583,-1.209428416,1.252491353,0.377512142,,,,,,,,,,,,,,,,,,,,,,,,,
132.5,0.873558203,-1.166537639,-0.092233051,0.389972121,0.608991357,1.319808547,1.416431431,0.805027782,0.309212512,-0.49222146,-1.178370017,0.578723511,-1.718111217,0.066387338,-2.726721096,-1.016423033,0.800687923,-2.987608946,-2.691528713,0.477890338,0.52007984,-1.067330588,-2.496904111,0.564155461,-0.408531732,-1.741314322,0.917046826,-0.761758582,1.327749152,-0.229906901,,,,,,,,,,,,,,,,,,,,,,,,,
133.5,0.662150513,-0.353605714,-0.313487335,0.863973966,0.955995042,0.98883409,0.450078047,0.572527016,-0.504036517,-0.101892847,-1.887689792,1.091425064,-1.799968706,0.236658666,-2.714697109,-1.675129183,0.47527759,-1.129896856,-3.440962756,0.527015748,0.459956591,-1.197820408,-3.324224496,0.907859298,0.804310334,-1.55393092,-0.456044903,0.273925409,0.830256112,0.008440143,,,,,,,,,,,,,,,,,,,,,,,,,
134.5,0.503191376,-0.262774651,0.621097315,1.536278319,1.331202909,0.506638685,-0.053694929,0.616948616,-1.139038286,-0.878008771,-1.210793663,-0.655418057,-2.248368538,-0.387096434,-2.558043978,-0.248828455,0.893016917,-1.134796841,-1.696158425,0.713176612,0.791358172,-1.677589795,-1.792547364,0.928663248,0.95328706,-1.233071624,0.169393137,0.591651426,0.479495607,-1.010903648,,,,,,,,,,,,,,,,,,,,,,,,,
135.5,0.014355534,0.363914303,0.07712024,0.876455207,0.998700159,0.753284778,-0.397986421,0.929219737,-1.510144816,-0.974980263,0.0256687,-1.278652925,-2.961503866,0.206815517,-1.135296177,0.175569856,-0.485914877,-1.117745746,-1.16281694,0.918774474,-0.859276826,-1.45075199,0.206122391,1.2189335,1.395517931,0.584385529,0.317162158,1.391520673,0.306500216,-0.115817248,,,,,,,,,,,,,,,,,,,,,,,,,
136.5,-0.288289714,-0.713552748,1.307874288,0.828416072,0.65017001,0.616396541,-0.266847055,0.363531135,-1.521967462,0.295214834,1.361365446,-1.988132727,-1.880151506,0.097119482,-0.707726088,0.57176517,0.340653871,-0.55220923,-1.002928935,0.789519832,0.079707612,-0.813222165,-0.031563338,-0.14309333,1.683478096,-0.247344261,-0.236268377,1.152778467,-0.070290341,-0.383625537,,,,,,,,,,,,,,,,,,,,,,,,,
137.5,0.002950164,0.268974787,1.874997302,1.181355418,1.229736339,-0.032853927,0.372068457,-0.023323832,-1.648841146,0.342531301,0.933877219,-1.928808784,-0.868645722,0.529149566,-0.581961479,0.729333123,0.347276031,-1.735696216,-1.432505634,1.383143571,1.230892242,-0.711242874,0.897454299,0.227636367,1.644667416,0.583631869,0.683845148,0.182519407,-1.725777971,0.957497011,,,,,,,,,,,,,,,,,,,,,,,,,
138.5,0.296437669,0.325160763,0.735973666,-0.387496071,0.917788133,0.203341401,0.274613743,0.24290607,-0.698906782,0.312639664,1.384184755,-2.442920156,-1.24975411,-0.573873816,-0.88171563,0.195029341,-0.24792627,-1.02055848,-0.912501162,1.479560622,0.64850621,-0.148046461,1.698357016,0.118057379,0.66769059,1.087195279,1.177869356,0.359465464,-1.88769104,1.105234563,,,,,,,,,,,,,,,,,,,,,,,,,
139.5,0.362943083,0.866453961,0.729899716,-1.917964282,0.496537942,0.704604564,0.801246971,-0.150548064,0.356019556,0.14048611,1.323244177,-0.275645161,-1.465443118,-0.986949266,-1.139706839,-0.848956706,-0.334396757,-0.292040767,-0.815459929,1.60310111,0.020852087,0.058875024,1.068461419,0.724982904,0.064643082,0.237419384,0.049799403,-0.984675137,-0.397341376,1.705326454,,,,,,,,,,,,,,,,,,,,,,,,,
140.5,0.555420761,0.915446677,-0.036141323,-1.509108244,0.290169854,0.245925359,0.743324881,-0.645528221,0.737914665,0.263552843,2.153652643,0.058944628,-1.142138608,-0.779788826,-0.823453083,-0.171891966,-0.624606825,1.018139612,-0.703795029,0.554688936,0.131505382,1.951779559,1.15690477,0.538911269,-0.359412539,0.444394247,-1.340773361,-0.430099169,0.235989354,1.927641937,,,,,,,,,,,,,,,,,,,,,,,,,
141.5,0.334331513,0.195168032,-1.596674421,-1.440692253,0.359498448,0.09962873,0.072103607,-1.915261369,0.848368394,0.973602494,1.393916046,0.027531009,-0.690943359,-1.772522724,0.066067791,-0.982649401,-2.322289937,0.96478105,-0.955945168,-0.123641324,0.295449453,1.568218837,1.394545333,0.316422362,-0.656028286,-1.627246159,-1.339420272,-1.189076943,0.560693428,1.842401166,,,,,,,,,,,,,,,,,,,,,,,,,
142.5,-0.03121906,0.014261633,-3.160598095,-1.667770204,0.064586544,0.428538193,-0.445193226,-1.767189462,0.653478773,-0.253728364,0.360525308,-0.364354499,-2.234461719,-0.764555829,0.120826081,0.119771134,-2.050698351,1.145274038,0.530750476,-0.85713192,0.89966216,1.683684042,1.055785757,0.197195074,-0.923132687,-1.688592497,-2.042968929,-0.678530458,-0.023092261,0.446229959,,,,,,,,,,,,,,,,,,,,,,,,,
143.5,-0.21262373,-0.208774439,-2.035247024,-0.734768438,-0.367216195,0.169246215,0.266759256,-2.634317211,0.902309899,0.384495742,0.783435758,-0.321274483,-1.15567882,0.089323609,0.488099536,1.018554569,-1.284236973,-0.135147652,0.836095561,-1.610122826,0.830979716,1.740037746,0.890066472,-0.560379598,-1.08561837,-1.066237721,-1.702879155,-2.030311522,-0.134018604,0.214335369,,,,,,,,,,,,,,,,,,,,,,,,,
144.5,-0.201555916,-0.227208161,-2.8770041,0.130731775,0.278636078,-0.074603849,0.019522103,-2.747771506,1.203259151,0.268254607,1.325922735,0.081085914,,0.533503599,0.538554554,1.559817612,-1.707887166,-0.138253617,0.213023914,-0.797726679,0.551056382,1.069866114,1.024024036,-1.431353862,-0.108878401,0.266744497,-1.218682729,-0.689004668,0.173032562,-0.733156816,,,,,,,,,,,,,,,,,,,,,,,,,
145.5,-0.850446093,0.25285711,-1.823611939,0.725427833,0.423718268,0.115074628,-0.579155128,-2.663433688,0.599620867,0.406247965,0.476424854,0.706425777,1.030087404,-0.100681346,0.192110515,0.855795143,-0.879001722,-1.119705031,0.717788827,-0.056456558,0.341682706,1.500073982,1.207245313,-1.627101885,0.93803746,-0.582087923,-1.244931761,-1.198538158,0.06827554,-1.780339984,,,,,,,,,,,,,,,,,,,,,,,,,
146.5,-0.168782432,0.374910595,-1.055421352,1.173725962,0.934936527,0.040812468,-0.949459615,-2.652118657,0.415770599,-0.177787323,-0.644528344,1.269269657,0.889022142,0.187350999,-0.379312671,1.370436559,-0.394611074,-0.29259819,0.648137915,0.961405848,0.390006317,-0.232145973,0.781815089,-0.460432437,0.000563434,-0.01750686,-0.057317728,-0.555216927,-0.465783314,-2.269979239,,,,,,,,,,,,,,,,,,,,,,,,,
147.5,-0.716906061,1.089026462,0.051022973,0.498318724,1.235269559,0.285351442,-0.165264963,-2.684760937,0.680465303,0.377030986,0.165380918,1.814860197,1.637550491,-0.158590485,-0.686418796,1.838596826,-1.114769707,-0.445119342,-0.665900463,0.916298262,-1.764951772,-0.916348188,1.234421431,-0.612597117,1.157256465,0.430320889,0.606552453,0.007782022,0.451298626,-1.021574885,,,,,,,,,,,,,,,,,,,,,,,,,
148.5,-0.290881241,0.735776695,0.490758344,-0.091481076,0.938053292,0.530306937,-0.604327364,-2.670104521,0.666229486,0.84500346,-0.73668093,0.702384525,1.015137131,-0.456898456,-0.927981993,1.497245536,-1.826529954,0.447150777,-1.372495389,-0.588248052,-0.672714062,-0.528619693,-0.386612274,0.763266132,-0.046895545,0.423976744,0.175708842,0.311705905,0.125180726,-0.959508524,,,,,,,,,,,,,,,,,,,,,,,,,
149.5,-0.079066235,0.089156162,-0.284289432,-0.302041126,0.836560468,0.843479176,-1.730110782,-1.967840562,0.118996126,-0.386778556,-1.262177969,1.169129448,0.767334809,-1.343668334,-0.852224291,0.937503835,0.073015393,0.753269531,-0.708828517,-0.471642157,0.245084942,-0.558904923,-0.236127711,1.576635301,-0.757967697,0.527799575,1.046855735,0.126676818,-0.581785292,0.576107248,,,,,,,,,,,,,,,,,,,,,,,,,
150.5,0.332869998,0.944049284,-0.52324118,-0.837522701,0.351437652,0.807312725,-1.073851597,-1.933199487,0.103329587,-1.863785878,0.030431413,0.33181987,1.132337593,-0.896251764,-0.624660075,0.424575685,-0.048751224,0.640100389,-0.622785336,-0.168439029,0.479075382,-0.329070186,0.615126826,1.242100949,-0.510195498,-0.258589014,1.535837237,0.097631226,0.086511658,1.158252915,,,,,,,,,,,,,,,,,,,,,,,,,
151.5,0.367235057,0.782124251,0.128653618,-1.27850561,0.466767344,0.865603032,0.606140613,-0.653083823,-0.028436913,-1.696114256,-0.0088161,0.609269881,1.007207747,-0.577062083,-2.51441925,-1.59200788,0.661567624,-0.593268793,-0.08820791,-0.102399939,0.604756721,0.750702389,0.61906323,1.735711128,-0.752259826,-0.470024283,1.029587843,0.270221777,-0.517981104,1.449056564,,,,,,,,,,,,,,,,,,,,,,,,,
152.5,-0.465666321,0.783341589,0.537370884,-0.942463733,0.135412762,1.338405953,-0.14183,-0.041798648,0.480565318,-1.778949881,-0.761817754,-1.128374196,0.182860911,-0.211037393,-0.790631815,-1.838224386,1.193451235,-0.552406537,0.92987264,-0.985325618,1.52917067,0.13168619,0.603907688,1.308468085,-1.85235573,0.298053146,0.928019812,0.260288803,-0.511952055,1.682855383,,,,,,,,,,,,,,,,,,,,,,,,,
153.5,-1.254116786,1.222296337,-0.252559679,-1.414481158,-0.104577056,0.692554085,0.630410657,0.25913655,0.923944276,-3.325713073,0.773815468,-0.44012169,-0.001717817,0.415281391,-0.341972193,-2.696103609,0.097470947,-2.111076609,0.33530402,-0.024673426,1.006098561,0.816561903,1.23361343,1.011433652,-1.687363395,-1.130249524,1.207975461,-1.121607393,0.015688878,1.37405669,,,,,,,,,,,,,,,,,,,,,,,,,
154.5,-2.299301727,1.578603671,-0.06748922,-1.408610817,0.175228677,0.000438916,-0.167668844,0.217101118,0.872997784,-1.855423249,0.882007798,0.009018516,-0.715955849,0.992699637,0.179402966,-2.793573687,0.892757381,-2.739185915,0.445465516,-0.44098839,0.270194806,1.474901223,-0.2549184,0.449447924,-0.802757489,-1.818655803,0.497503501,-1.066646863,-1.160251342,0.313613375,,,,,,,,,,,,,,,,,,,,,,,,,
155.5,-2.90333313,1.088540562,0.355867037,-0.970444612,-1.560771364,0.741997619,-0.732103476,0.728820926,1.069991971,-2.173444314,0.549590904,0.288086833,-0.810420735,0.633988876,0.284545256,-0.905728603,0.572818229,-2.401715354,0.403606648,-0.279141283,0.816691672,1.408480173,0.459686987,1.121137728,-0.140003976,-3.272078132,-1.429075227,-1.564436962,-1.154593343,0.346333077,,,,,,,,,,,,,,,,,,,,,,,,,
156.5,-4.613435014,0.911856864,0.457796486,-0.912597347,-1.835641132,0.595299731,-1.570351791,-0.383521984,1.1246095,-1.228259092,1.079495772,0.145813535,-1.16927396,1.023407998,0.635069119,-0.72866126,1.112505915,-0.511212428,0.021731488,-0.973868203,-0.590126105,0.50670306,0.622978593,1.158161868,0.049793876,-3.274382233,-0.863993082,-0.798270582,-1.258090746,-0.377208243,,,,,,,,,,,,,,,,,,,,,,,,,
157.5,-3.477068978,-0.151672205,0.03931807,-0.001638417,-0.549490827,0.301726587,-0.534381451,-2.40658044,1.022455724,-2.952019593,1.851000534,0.344343267,-1.183714296,1.363419752,1.00803858,-0.535509978,0.747565019,-0.262247012,-0.093310583,0.010184898,-0.241646628,0.623661766,-0.005479066,1.081846463,-0.0950752,-3.355932195,-1.235602123,-0.927830468,-0.351580225,-0.611576543,,,,,,,,,,,,,,,,,,,,,,,,,
158.5,-2.30069282,-0.819400573,0.082360834,1.185855751,-0.127509141,0.582029881,-1.392722584,-2.707097961,0.115670569,-1.894369957,1.487532925,0.101826011,-1.635432186,1.186508447,0.279673341,-1.528914089,0.671449278,0.792883602,0.378724327,-1.135368197,-0.970108847,-0.120884886,0.101116873,1.282401077,1.057279508,-3.81600208,-0.886892222,-0.225326091,-0.655061775,-0.113288543,,,,,,,,,,,,,,,,,,,,,,,,,
159.5,-1.3747045,-1.097016422,-0.577348729,0.811792778,-0.407693064,0.5997687,-1.852392348,-1.236461107,0.860104512,-1.842990555,0.771434047,0.520568669,-2.259883663,0.500148174,0.477351914,-1.998657131,0.767029094,1.393373933,0.349930714,-1.397690626,-2.211418362,-0.692824381,1.046757829,0.934560988,1.080004714,-1.773905899,-1.117253058,-0.053120532,-0.490511296,-1.167679093,,,,,,,,,,,,,,,,,,,,,,,,,
160.5,-0.730161175,-0.527383025,-1.724991666,0.88663442,0.71214941,-0.236496068,-1.074210386,-1.226991483,0.001600309,-1.203115887,0.050819212,0.124748343,-2.896324188,0.422431719,0.526057277,-0.316819337,0.993624439,1.293983951,-0.96335938,0.361002703,-1.942175319,-1.188381165,1.228162534,0.236275224,0.467047541,-0.602479236,-0.375882144,1.394577355,0.144705004,-2.184382111,,,,,,,,,,,,,,,,,,,,,,,,,
161.5,-0.04226825,-1.711227878,-2.036584835,1.316816418,0.853638586,-0.838549293,-1.943222665,0.589606617,-0.755340641,-2.212079963,0.544063153,-0.325332863,-3.191463844,0.939238954,0.127890663,0.119232942,0.8222144,1.711184154,0.38870561,-1.617494721,-0.570834635,-0.743982817,1.014436081,0.283270445,0.243061487,0.120502822,-0.839746388,-0.424464263,-0.185652902,-2.250834386,,,,,,,,,,,,,,,,,,,,,,,,,
162.5,-0.732051285,-0.61128658,-1.587315604,0.684982741,0.353408846,-0.435553133,-1.528713301,-0.193771298,-0.701621515,-0.899205376,0.166397418,-0.477941892,-3.548638011,0.991864354,0.074039368,-0.000474631,0.664518181,1.08186909,-0.72926757,-1.367129257,-0.552261428,-0.296963808,0.672112821,-0.833813919,0.239057032,0.947359145,-1.021309654,-0.901219323,-1.23432759,-0.489005403,,,,,,,,,,,,,,,,,,,,,,,,,
163.5,-1.554913104,-0.476972548,-1.208346793,0.300417329,-1.074444965,-0.029229538,-2.097140461,-0.04153809,-0.41285503,-1.126181923,0.63001248,-0.36107851,-3.376156772,-1.329946435,0.580823062,0.90226371,-0.252753001,0.349407458,-0.570652456,-0.442630841,0.005134235,0.193337187,1.571617453,-2.382337275,-0.765848237,0.99967889,-1.500511182,-1.461917407,-1.090071082,-0.415476861,,,,,,,,,,,,,,,,,,,,,,,,,
164.5,-2.468808343,-1.264854633,-0.309671848,-0.608049749,-0.389393722,-0.237041586,-1.581390728,-0.389289018,-0.989446255,-1.120501936,0.735813985,-0.905711867,-2.013443974,-1.368772549,-0.281194899,0.209278415,0.140644969,-0.584815838,-0.318019206,-0.72371546,0.857380072,-0.158200993,1.041047399,-3.320150656,-1.096096651,1.115782112,-1.403921295,-0.690348183,-1.32013395,-0.536616525,,,,,,,,,,,,,,,,,,,,,,,,,
165.5,-3.185573752,-0.236569081,1.565644078,-1.129476576,0.354610746,-0.269296604,-2.649693603,-0.390372179,-0.293291152,-1.423068349,0.93677068,-0.623901972,-0.651012418,-0.525780777,-0.277604254,-0.447256095,-1.387764148,-0.55717027,-0.655801298,-2.211319999,-0.165891287,-0.142478016,1.702122575,-2.451019956,-1.299055246,1.163010929,-1.928937536,-0.682782022,-1.120286743,0.966152691,,,,,,,,,,,,,,,,,,,,,,,,,
166.5,-3.540251676,-0.288366022,1.480965092,-0.96325141,0.471256037,-0.06500346,-2.600231812,-2.785970814,-0.779755688,-1.26523749,-0.089709162,-0.724754662,-0.630117676,-0.859450231,-0.196448226,-0.333200703,-1.43172605,-0.032639018,-1.567392288,-0.138185745,-0.516269809,0.690740633,0.525284305,-3.304801563,-0.544632526,0.067883407,-0.449705218,-0.504256528,-1.140794916,0.232083468,,,,,,,,,,,,,,,,,,,,,,,,,
