t_center,z_S_t__20170705_01_02_01,z_S_t__20170705_01_02_02,z_S_t__20170705_01_02_03,z_S_t__20170705_03_04_01,z_S_t__20170705_03_04_02,z_S_t__20170705_03_04_03,z_S_t__20170707_01_02_01,z_S_t__20170707_01_02_02,z_S_t__20170707_01_02_03,z_S_t__20170707_03_04_01,z_S_t__20170707_03_04_02,z_S_t__20170707_03_04_03,z_S_t__20170707_05_06_01,z_S_t__20170707_05_06_02,z_S_t__20170707_05_06_03,z_S_t__20170707_07_08_01,z_S_t__20170707_07_08_02,z_S_t__20170707_07_08_03,z_S_t__20170707_09_10_01,z_S_t__20170707_09_10_02,z_S_t__20170707_09_10_03,z_S_t__20170707_11_12_01,z_S_t__20170707_11_12_02,z_S_t__20170707_11_12_03,z_S_t__20170710_13_14_01,z_S_t__20170710_13_14_02,z_S_t__20170710_13_14_03,z_S_t__20170710_15_16_01,z_S_t__20170710_15_16_02,z_S_t__20170710_15_16_03,,,,,,,,,,,,,,,,,,,,,,,,,
46.5,0.281937954,1.101626318,-1.31007699,1.098847679,-0.251713854,0.381289456,0.208891512,0.173349367,-0.543693877,-0.845980355,-0.60083771,2.201075922,-0.244128784,1.461501736,-0.522699719,1.566105037,1.039779752,0.514227185,0.314277659,-0.135840337,-0.121123815,-1.362484777,0.906880599,-0.373923452,0.760418275,-0.450738962,1.00945795,-2.021690467,0.548873464,-0.375034569,,,,,,,,,,,,,,,,,,,,,,,,,
47.5,0.869348225,0.723285004,-0.891015716,1.409222391,0.16789787,0.476816873,0.80790396,0.290291453,-1.353825599,-0.307414821,0.255887448,1.165257513,0.038394178,0.875097759,-0.843183279,0.371535808,0.836947069,1.338514744,1.127827974,0.588055602,0.49312076,-1.375837729,-0.142902077,0.324763578,0.8773549,0.691154574,-0.41004204,-1.148157148,1.385411931,0.330303823,,,,,,,,,,,,,,,,,,,,,,,,,
48.5,1.405375453,-0.278888831,-0.000421828,0.970861605,-0.65783413,0.080466436,1.023721828,0.662918355,-0.277947568,1.763890912,0.250391849,1.215023954,-0.815987881,0.247444088,-1.611767385,0.081566073,1.076863571,1.139980602,1.089923135,-0.029880332,-0.431746814,-1.333799453,1.05297755,1.216030752,1.32348932,-0.114487889,-0.481875466,-0.61715515,1.319055505,-0.369414065,,,,,,,,,,,,,,,,,,,,,,,,,
49.5,0.892609044,0.021025421,0.905051731,0.736519472,0.131869235,-0.000139834,0.6884003,0.334104494,-0.604563679,1.052346924,-0.257354253,0.369840835,-0.54336864,0.511627771,-1.580482503,-0.862662067,0.380024727,1.253946346,0.909203125,-0.16017161,-0.23376741,-0.470682565,-0.06877704,1.302295816,0.980178622,-0.114130353,0.271473213,-0.034113082,1.173638241,-0.377408304,,,,,,,,,,,,,,,,,,,,,,,,,
50.5,1.426755593,-0.218141184,-0.161181583,0.852631297,0.686637646,0.235307163,0.207707695,0.580269982,-0.676127593,0.889004528,0.007794271,-0.48175882,-0.514595796,0.193070834,-1.66283347,-0.295676663,0.890331305,-0.123560869,-0.265562409,0.171473521,0.815360647,-2.448163977,0.428124923,1.631696795,0.764741924,1.07972129,0.874184137,-0.096053365,1.451682727,-1.464250458,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,2.179078634,-0.211865842,0.299477933,1.446896369,-0.147332055,0.648149285,0.212158155,1.007398651,0.002568846,1.541419763,0.362726175,0.155751782,0.154631162,-0.521064167,-0.669274244,-0.809146347,0.527739207,-0.420651679,-0.506342918,-1.15845823,0.177877309,-0.848664375,0.334687483,1.262831406,-0.585747562,-0.076947611,0.070246246,0.346314367,0.700530829,-0.826644957,,,,,,,,,,,,,,,,,,,,,,,,,
52.5,0.627140279,0.005174742,0.913350921,0.347001785,0.79464221,0.7035703,0.505489016,0.77295328,0.349604864,0.662622552,0.589831242,0.612240364,0.240465675,0.200159646,-0.244040687,-0.253131759,-0.898204233,-0.474908243,-1.718704889,-1.639011331,0.066548421,-0.234116026,0.695896854,1.02509025,-0.438371858,-0.941332067,1.561844978,-0.372951724,-0.289282332,-0.390463234,,,,,,,,,,,,,,,,,,,,,,,,,
53.5,-0.258948876,0.430955443,0.57776567,-0.206353436,0.095513516,0.679960139,-0.047096164,0.984958017,0.37866607,-0.538967751,0.745781044,0.137672601,0.79553196,0.196955134,0.142404905,-0.031595909,-1.944889584,-0.846481037,-1.024575418,-0.413024825,-0.33370518,-1.265734801,0.559982183,0.475162807,-2.533892346,-0.695710663,0.676583477,-1.251156936,-0.401586174,0.698767946,,,,,,,,,,,,,,,,,,,,,,,,,
54.5,0.801843795,0.546207139,-0.221418486,-0.603602233,-0.006654692,-0.423397217,0.197137591,0.654859226,0.877585279,-1.56407146,1.560138805,0.044289838,1.246061624,-0.003764957,0.803234972,0.036682608,-1.532055586,-0.313179448,-0.43550023,-0.103787042,-1.755318151,-2.752366355,1.216213104,0.488964338,-0.680781409,-0.379898476,0.793509736,-1.307126065,-0.274816127,0.369421314,,,,,,,,,,,,,,,,,,,,,,,,,
55.5,0.982954074,0.778150083,0.423780597,-0.414271957,0.046667607,-0.141972409,-0.266551252,0.351286601,1.015937997,-0.386331147,1.825847104,-0.069079303,1.365814336,0.587482545,1.291369666,-0.000256341,-2.781901075,0.708970569,0.210201009,0.249613679,-0.877868403,-2.232033646,0.542047182,-0.224785661,-0.033286337,0.557755598,0.817098734,-0.090357962,-0.950869073,1.020400837,,,,,,,,,,,,,,,,,,,,,,,,,
56.5,0.478308783,0.394071408,-0.533216221,-0.328478294,0.26970665,-1.355235528,-0.806667806,-0.066462376,0.558917351,-1.326638253,1.827487086,0.907834086,1.168985527,0.989338042,1.021377434,0.162645698,-2.937811005,1.577783092,0.499138009,1.057207671,-0.257000953,-2.183192036,0.023797628,-0.232744476,-0.265764288,1.042798233,1.051092643,0.157922894,0.693049012,1.180737016,,,,,,,,,,,,,,,,,,,,,,,,,
57.5,1.118700035,-0.290270335,-1.385060439,0.069895516,0.241176568,-0.683861926,-0.585514165,-0.206315796,0.598198814,-0.156520313,1.493877599,1.315944009,1.148802741,0.760358688,0.972365101,0.477173525,-1.386257466,1.256993358,1.49694236,0.636966015,0.172882587,-3.18244003,0.521203647,0.23115613,-0.103814137,1.877543153,1.001025832,0.31399204,1.180931315,0.348409138,,,,,,,,,,,,,,,,,,,,,,,,,
58.5,1.097081588,-0.830445307,-1.505502895,0.614048142,-0.449418111,0.056003424,0.05865105,-0.13631729,0.750391212,-0.243638258,1.161004413,0.131684945,0.817117581,0.774839693,0.111371869,1.245682837,-0.092589893,1.008512032,1.475780278,1.294536402,0.130277036,-2.260585723,-0.556811564,0.694548537,-0.181784715,1.217034301,1.662091291,0.275750863,0.96411497,0.038228959,,,,,,,,,,,,,,,,,,,,,,,,,
59.5,0.876559781,-2.004299666,-1.152637907,0.8898195,0.006940251,0.312040613,0.234854142,-0.144921849,1.303704453,0.557027417,0.613026711,1.425472219,1.225318629,0.420248124,-0.501056471,1.754662652,0.738788917,0.041396524,1.037305906,1.382011249,1.580216181,-0.828744754,-0.889380886,0.688494017,-0.30557094,0.668490074,1.528341595,0.133118539,0.790265087,0.744932718,,,,,,,,,,,,,,,,,,,,,,,,,
60.5,1.101846792,-2.099640795,-1.20050112,0.195667934,-0.748803908,0.134902001,0.724507864,0.14534719,0.845044924,1.12933062,0.092952064,0.889868215,0.814393867,-0.264408746,-0.830610463,1.360094137,1.309181332,-0.861186821,1.057941811,0.585421301,1.208303185,-1.510148801,-1.088189889,0.576957408,-1.334112731,0.603399139,1.408015398,-1.208085293,0.406425218,0.600204407,,,,,,,,,,,,,,,,,,,,,,,,,
61.5,1.033703584,-1.395531785,-0.151116141,-0.682144978,-1.043920947,0.031978889,0.436779258,0.677847672,1.100437139,0.511533268,-0.520679294,0.640755876,1.38472624,0.552854538,-1.68681354,1.440603801,1.095940832,-1.340028403,1.387262049,0.783941825,0.742851541,-0.61526365,-1.357366202,0.492245721,-0.925082424,0.066984056,0.769400937,-2.217591139,0.128498186,0.485618741,,,,,,,,,,,,,,,,,,,,,,,,,
62.5,1.057329531,-1.052503157,-0.107150666,-1.670991005,-0.202463461,-0.710408575,0.361201261,0.888759645,1.138131758,0.395823439,-0.22478253,1.099207311,1.251159767,0.452384755,-1.629007687,1.051483722,1.895710768,-2.165411418,1.835493119,0.195336679,0.342861267,-0.424091162,-1.270189891,0.176889085,-0.596040752,-0.028255008,0.091859121,-1.413610413,-0.632380468,1.154480231,,,,,,,,,,,,,,,,,,,,,,,,,
63.5,-0.156016414,0.228459904,-0.342184754,-2.890767681,-0.278990895,0.34169017,0.444085978,0.478531875,0.647202153,-0.48019519,0.371618482,0.972144432,1.113452261,0.10076306,-1.329854704,1.052942333,1.223672273,-1.619617124,1.087962087,0.709701706,0.638598402,0.727633753,-1.617170842,0.526715077,-0.933793026,-0.130758495,-0.914461277,-0.883349256,-1.033831756,0.877359556,,,,,,,,,,,,,,,,,,,,,,,,,
64.5,0.60942767,0.633607395,-1.335155903,-3.310757993,-0.326798855,-0.089338838,0.408033535,0.050189425,0.801635572,0.12284291,0.112430192,-0.215961758,-0.007729854,-0.209296332,-0.917395777,0.18064335,0.02980036,-1.293711836,-0.247687171,0.4391515,-1.902465672,-0.105074105,-1.384568301,0.628320584,-0.578805041,0.126603197,-1.779671865,-0.007522401,-1.106056352,0.467404322,,,,,,,,,,,,,,,,,,,,,,,,,
65.5,0.984716977,1.370806619,-1.8918399,-3.979396183,-0.107391366,0.112830128,0.50455854,-0.226909136,1.030973485,-1.312352402,0.447005879,0.157425222,-0.109307437,0.680677997,-1.187177097,0.420347166,-1.344773922,0.023549848,-0.209692943,1.097237701,-1.20437272,1.13336518,-0.130987211,0.595216889,-0.545280052,-0.043367561,-1.977455453,0.232236438,-1.019662829,-0.405558734,,,,,,,,,,,,,,,,,,,,,,,,,
66.5,0.621501178,1.391047902,-2.715518752,-4.044618203,0.455478327,0.140434713,1.131603216,-0.609607204,-0.06147375,-1.16516137,1.314928809,-0.212296797,-0.56656487,0.29997147,-0.450346073,0.326831359,-0.862478614,0.44034192,0.290724587,0.424333473,-0.339266708,0.670047554,0.793725127,1.168505774,-0.273796033,1.172568866,-0.726623315,0.81038429,-1.750905261,-0.459165585,,,,,,,,,,,,,,,,,,,,,,,,,
67.5,0.664697235,1.518033483,-2.175707922,-3.267783783,0.097741184,-1.592785058,1.197918408,-0.58234498,-0.723465308,-1.668850696,1.5581784,-0.149175211,-1.381738787,0.568437638,0.364222824,0.285341236,-0.452565691,1.066398863,-0.259991119,1.239006392,-0.079470247,0.820678741,0.506469689,0.701123093,-0.253264571,1.013630596,-1.405769544,0.528473771,-0.85588773,-0.630920163,,,,,,,,,,,,,,,,,,,,,,,,,
68.5,1.25833458,1.064505169,-0.812705142,-2.701829372,0.281333087,-1.540734426,0.256929805,-0.076234336,0.355014454,-0.735594176,-0.118452362,-0.172406736,-0.616759092,0.507212991,0.530693608,0.406699868,-1.124555039,0.885550918,-0.444731168,0.300749209,-0.779872171,1.538087261,1.033834668,0.729875449,0.269934197,1.487898021,-0.465975597,0.946823694,-0.286356815,-0.895353411,,,,,,,,,,,,,,,,,,,,,,,,,
69.5,1.176145569,0.818772715,-0.011671282,-0.172503249,0.243522275,-1.101003939,0.510644272,0.757187996,-0.145355523,0.009470894,0.461978122,-0.452133152,-0.296731989,0.975816026,-0.087872033,-0.214914178,-1.13049354,1.347067667,-0.493239968,0.663485464,0.192788367,1.001512123,0.506837833,0.238359133,0.158735341,1.341106839,-0.733777254,0.779966264,-0.18916899,-0.71392509,,,,,,,,,,,,,,,,,,,,,,,,,
70.5,1.359755668,0.842093515,0.373522624,0.853126804,0.285872196,-0.262113565,-0.347026302,0.656183354,-0.564245141,-0.796174865,0.297793444,-0.527159202,0.293716504,0.205916799,0.718672531,0.386951,-1.176462081,1.410130147,-0.274752101,0.123080649,0.183989569,0.649267162,0.710835445,0.224165197,-0.316477111,1.574923065,-0.062559935,1.091959122,-0.166163801,0.280155851,,,,,,,,,,,,,,,,,,,,,,,,,
71.5,1.287450204,1.165771238,0.664233382,1.095720152,0.426134839,0.180459984,-0.221507768,0.661340562,-0.014398165,-1.029154664,-0.113756121,-0.523723348,0.609207289,0.382373752,0.491466996,-0.318274551,-0.493095335,1.102638232,-0.969738062,-0.556646275,-0.376079454,0.59435619,0.200237253,-1.121539151,0.064509629,1.196845672,-0.0738636,1.223058951,1.169843288,-0.301609997,,,,,,,,,,,,,,,,,,,,,,,,,
72.5,0.324773424,0.64971601,1.157406183,0.85207518,-0.43293761,0.542869338,0.07041614,0.351098264,0.327617341,-0.641705364,-0.360141455,-0.29237551,0.793210507,-0.135866018,0.430810986,-0.317606741,-0.354893561,1.15396545,-1.173507883,-1.035784482,0.029809732,0.943259014,0.567936866,-2.318319028,0.373906912,1.176808921,0.402764575,1.228346882,1.045597491,-0.778033201,,,,,,,,,,,,,,,,,,,,,,,,,
73.5,-1.413510334,0.433118104,1.298176676,1.168854267,-0.977778619,0.484685996,0.239483587,0.403013778,0.325790013,0.135626248,0.56234383,-0.994679556,0.657140147,-0.239382292,0.91036234,0.302445237,-0.373424079,0.821352782,-1.115098982,-0.639419881,0.85616112,0.576685826,-0.177188174,-2.114317592,-0.297102075,0.339542952,0.501770978,0.224566146,1.11746528,-0.350073315,,,,,,,,,,,,,,,,,,,,,,,,,
74.5,-0.025366837,0.598044369,1.745711368,1.308408956,-1.093632091,0.949221607,0.405800018,0.119904599,0.248605064,-0.084967508,0.487658261,0.251990234,1.294871135,-0.435606185,0.930138422,0.767991333,0.210863543,0.818850095,0.414578067,-0.901131865,1.362915192,0.713472177,0.804667455,-3.306521592,0.59877046,1.307844096,0.355479397,-0.33704865,0.245490397,-0.021916492,,,,,,,,,,,,,,,,,,,,,,,,,
75.5,-0.409867836,0.365546455,1.944966407,0.886586948,-0.707062365,1.055489917,0.903483454,-0.812598168,0.209078683,0.832549269,0.061934475,0.604670681,0.113431003,0.246856363,0.776486701,1.693203437,0.702980618,0.344959794,0.267703108,0.456123226,1.114437285,0.384080752,0.994516022,-3.022439827,0.316941479,1.041431144,-0.185206815,0.336776343,1.003976374,-0.919616429,,,,,,,,,,,,,,,,,,,,,,,,,
76.5,-0.74495011,0.733530912,1.953680765,0.031051781,0.109120663,1.206087677,0.968945294,-0.765502131,-0.009419794,1.068015811,-0.431767156,0.506385242,-0.286238208,0.418429988,1.03644989,1.725607312,0.592270159,0.766215625,-0.34637929,0.5479613,0.419363093,-0.027493766,0.691616133,-1.192320138,0.201127338,1.043026748,-0.347829967,0.604547152,0.48465607,-1.122741037,,,,,,,,,,,,,,,,,,,,,,,,,
77.5,-0.176099029,0.881805093,1.354529009,0.575734489,0.664190174,0.740951125,1.114724185,-0.132904619,-0.868159989,1.630701942,0.311263349,-0.335563685,-1.517468808,0.952363742,1.085369262,1.097837321,-0.129424986,0.770058596,-0.397973079,0.871950777,0.744065976,-0.861387082,0.111327627,0.012747105,0.175661065,0.264510979,0.367397936,-0.185101609,-0.721718577,-1.262738306,,,,,,,,,,,,,,,,,,,,,,,,,
78.5,0.221373176,0.613212969,1.65214108,0.198708653,1.46179931,0.912239378,1.437036985,-0.251987245,-0.607780409,-0.002077601,1.302523587,-0.645599083,-0.407746103,1.297803542,0.562377195,0.321322074,0.380221569,1.396499442,-0.709072234,0.772765814,0.894449631,-0.897480038,0.359339446,0.024145627,0.159387048,-1.863301156,-0.3653836,1.093773854,-0.783118239,-2.003871447,,,,,,,,,,,,,,,,,,,,,,,,,
79.5,-0.305920118,-0.147488019,1.182813677,-0.154551995,0.896055786,1.212244779,1.503259818,0.355233925,0.157376157,1.015620799,1.385951384,-0.471988531,-0.566688367,1.183730031,0.810555339,1.158799907,-0.377438275,0.651104228,-0.686205153,0.399334461,-0.77001883,0.097226427,0.073859584,0.914994575,-1.928648928,-0.715074442,0.652932712,0.24241418,-1.466215938,-3.08816509,,,,,,,,,,,,,,,,,,,,,,,,,
80.5,0.089404857,-0.004149308,1.167410617,0.082356926,1.188768517,1.353940648,1.30619122,0.497636278,-0.139439062,1.247803143,0.977358411,-0.055194898,1.161907566,1.338143547,-0.070655616,0.34946605,-0.882155916,0.563557097,-0.69814315,0.609995377,-2.018317132,-0.082733027,0.240928804,1.051914968,-0.478292282,-1.369992917,0.843559437,0.035473372,-1.267439622,-3.394553746,,,,,,,,,,,,,,,,,,,,,,,,,
81.5,0.225617256,-0.491322846,0.760654881,-0.078383867,0.578839546,1.063475408,1.533987244,0.237889195,0.588286592,0.472418292,1.173640906,-1.042667387,1.142999818,1.24489287,-0.639054716,0.210460009,-1.097659556,0.118936425,0.195112432,1.046354517,-1.94142848,-0.918912846,-0.548888276,0.522940428,-0.910406245,-1.723991765,1.055008344,0.003691982,-0.97769276,-1.616381311,,,,,,,,,,,,,,,,,,,,,,,,,
82.5,0.295026792,0.012642451,0.495048169,-0.191465835,0.561299961,1.181899931,0.824123567,-0.441595997,0.738560724,0.685830003,1.523968568,-2.644084681,1.710617316,0.897389108,-0.407452394,0.015964854,-0.986584648,-0.859962762,0.061538748,1.357550838,-2.037659029,-0.005529502,-0.833789112,0.620403433,-1.701041421,-0.931112263,1.003760379,0.108944622,-0.741700568,-0.428804541,,,,,,,,,,,,,,,,,,,,,,,,,
83.5,0.037787875,-0.402934718,-0.219677474,0.605394945,0.688394256,1.045915443,-0.333554721,-0.585558543,0.45950195,0.109282363,0.957451757,-2.680971837,1.124548882,0.909435405,-0.725894056,-0.494495269,-1.917605479,-1.962280366,0.57204656,-0.36390041,-2.144831492,0.062032896,-0.549162208,0.713669832,-0.152097919,-0.49929139,0.648351396,0.496898807,-2.067403688,0.335027734,,,,,,,,,,,,,,,,,,,,,,,,,
84.5,-0.180067506,-0.740213533,-0.074616213,1.055265199,0.175084677,0.895794401,0.222484478,-0.983617112,0.76448826,0.900491383,0.226368486,-2.757091032,1.271186631,1.148860044,-1.982401376,-1.069778415,-1.895292616,-1.290951275,0.343268991,-0.171338688,-2.032936804,0.074983832,0.4359583,0.668216341,0.255002675,-1.237229196,0.009090307,0.809468781,-2.542635863,1.026538567,,,,,,,,,,,,,,,,,,,,,,,,,
85.5,-0.411692841,-1.414752242,-1.335518475,1.211984844,0.526858331,0.608840768,0.679086913,-0.615576325,0.331125888,0.333738219,0.667804228,-4.689552913,1.144786876,1.09510675,-1.911404907,-0.275791191,-0.868783229,-1.634281825,0.496018415,-0.991986321,-1.068136308,-0.321420599,0.257391979,0.116055987,-0.469319694,-1.252717816,-0.017037276,0.521213815,-2.963814578,0.537103877,,,,,,,,,,,,,,,,,,,,,,,,,
86.5,-1.1116898,-0.121315841,-1.032714819,0.567480347,0.370686596,0.900650874,-0.07975612,0.310234211,0.532405005,-0.068045423,0.918755846,-2.988534477,1.033167055,0.134889189,-1.975999992,0.297692675,-1.124836074,-0.895948317,-0.054886078,-0.347861129,-0.225431727,-0.600049983,1.153851077,-0.518583448,-0.193701254,-0.46137073,0.456398765,0.544666403,-3.019046769,0.812698942,,,,,,,,,,,,,,,,,,,,,,,,,
87.5,0.231879581,0.365655248,-2.106749401,-0.488187276,-0.234519201,0.711900641,0.980372919,1.107026465,-0.381931086,1.187760577,0.334987499,-1.265535297,0.625832356,0.252507572,-3.145840046,0.335044122,-0.340187211,-1.47614828,0.164091245,-0.411063505,-1.721598075,0.216544398,0.025622708,0.808534563,0.320231031,-0.403723504,0.886836453,0.216728205,-2.024447476,0.465070206,,,,,,,,,,,,,,,,,,,,,,,,,
88.5,-0.33949719,0.263909533,-1.157099789,0.545751315,-0.256307673,0.69298928,0.956971042,0.76306716,-0.718342522,-0.131478668,0.886528945,-0.251200037,0.542886429,-0.05020218,-2.114978237,1.174681764,1.115218237,-0.029190623,-0.278516604,-0.274931564,-1.303022227,0.723735622,0.98521906,0.553092346,-0.125411559,-0.719086485,0.846198764,-0.152425785,-0.935435263,-0.008919418,,,,,,,,,,,,,,,,,,,,,,,,,
89.5,0.325816349,0.333169615,-2.415596931,-0.040069207,-0.456971331,0.363728073,1.445214465,1.105631037,-1.96848992,0.192410226,1.07329754,0.472914438,0.65768815,0.078707108,-1.048672236,0.987858721,1.54949269,-0.126454337,-0.374212082,-0.493219814,-0.262028165,0.363332362,1.311247282,0.622777193,-0.271268678,-0.048021753,2.139302954,-0.158738162,-0.347220456,-0.890544959,,,,,,,,,,,,,,,,,,,,,,,,,
90.5,-0.027162658,0.97452994,-1.214199794,-0.585257726,-1.235150344,0.867660792,0.807974607,1.043206788,-2.566683636,-0.460361874,0.522463748,0.004005109,0.433634964,-0.248072195,0.048558364,1.190868631,1.62234722,-0.215108939,-0.616883604,-0.775088016,0.134703846,-0.70957009,1.687380437,0.823569068,0.077013531,-0.41963059,1.496008674,0.77499817,0.273322249,-1.789612681,,,,,,,,,,,,,,,,,,,,,,,,,
91.5,0.505722457,0.905068086,-0.930624201,-0.009798157,-0.383197611,0.485169035,0.855383722,1.056104411,-2.034326396,-1.025248723,-0.166617467,-0.086008222,0.251395922,-0.758254327,0.365845941,0.91703028,2.035840535,0.617816404,-0.695643429,-2.317057736,-0.162138505,0.260795821,1.174867403,0.157070428,-0.741518789,-1.168815791,1.923492485,0.817182953,0.729153497,-0.87202228,,,,,,,,,,,,,,,,,,,,,,,,,
92.5,0.591293091,0.907157266,0.030633263,0.247271237,0.98500726,0.354396968,0.897207697,0.478999191,-1.162726884,-2.606397217,0.52754151,-0.260876103,1.26087583,-1.759687629,1.093711855,0.360308877,2.060647176,0.96915337,-2.038104911,-1.184929737,0.514751069,-0.109716838,1.242818834,-1.097945846,-1.865337265,-1.289526419,1.661267745,1.462847359,0.707623975,-0.448271277,,,,,,,,,,,,,,,,,,,,,,,,,
93.5,0.589218499,1.25788119,0.096107679,-0.189571077,1.482025833,0.681688478,-0.117191437,0.626819899,-0.171907413,-1.635549528,-0.034113987,-0.064567392,1.334874361,-1.566684967,1.331508335,-0.017721029,1.888690291,1.481760056,-0.303807863,-1.575921694,0.763423124,0.813491148,0.864967074,-1.623426045,-2.472238082,-0.958116891,0.245489102,0.506271451,0.698124886,-0.004739404,,,,,,,,,,,,,,,,,,,,,,,,,
94.5,0.174093759,0.928501465,1.298613537,0.259624364,1.087814447,-0.22873164,0.524465305,0.815453586,0.64848341,-2.022642965,-0.05860818,0.261111283,0.46819355,-1.642957149,1.331765038,0.373457761,1.142145394,1.078772318,0.261625026,-0.589223144,0.930834334,0.727908386,0.959251054,-1.807288154,-1.763416585,0.144529992,-2.125405655,-0.021440979,1.042686609,0.491939043,,,,,,,,,,,,,,,,,,,,,,,,,
95.5,0.621320984,1.310097755,1.823503589,0.214300322,1.494754314,0.277604283,0.241033052,0.570868425,0.573602912,-0.480832514,1.791928633,1.419829738,0.385908264,-0.463723778,1.037939751,0.466352848,1.125759391,1.038130344,0.392514854,-0.620003214,-0.495096731,1.87537112,1.000188379,-2.292224208,-1.588021075,1.191520145,-1.023540635,0.218399923,0.779798587,0.786536028,,,,,,,,,,,,,,,,,,,,,,,,,
96.5,0.547809829,0.644842981,1.708415095,0.640895761,1.371670587,0.841156537,0.513686,0.577761961,0.921459071,-1.775183541,2.210202629,0.176455337,0.771512001,0.094318047,0.484188265,0.748165642,0.731980363,0.305876603,-0.984707539,-2.294447479,-0.840183903,1.242897672,0.675413069,-1.154344098,-0.270735496,0.729585173,-1.889000752,-0.744026297,0.517130231,0.551800481,,,,,,,,,,,,,,,,,,,,,,,,,
97.5,0.328171446,-0.162581097,1.017607693,0.847486525,0.354341491,0.60840551,0.522317176,-0.127892013,0.786922536,1.557280134,1.433427672,0.445265409,0.17269357,0.649927556,0.085878515,1.348892469,0.213384661,0.82237584,-0.08575024,-0.301820437,-1.728516334,1.272280284,1.363707757,-0.209435678,0.36452528,0.166342252,-2.662664352,-1.760024473,1.098132432,0.407733579,,,,,,,,,,,,,,,,,,,,,,,,,
98.5,0.27821782,0.685612254,1.493633172,0.381876157,0.271133101,0.117507187,0.159412354,-0.167983439,0.946608157,1.391765027,1.563487762,0.57172234,-0.216576076,0.867964792,-1.358621839,1.03473286,-0.422165964,0.30473542,-0.025703806,0.764657064,-1.496839772,1.410076871,0.429658059,-0.27446143,1.365438546,0.587186481,-1.029127459,-1.026774624,1.199590588,0.049548495,,,,,,,,,,,,,,,,,,,,,,,,,
99.5,0.449414486,0.868379076,1.27379962,0.800127838,0.401572406,0.582063756,0.408435637,-0.337675592,0.780157809,1.210205232,0.699894401,0.276004888,-0.284905573,0.614885442,-1.126426769,0.457183152,-0.898197637,-0.294039611,-0.50682434,0.639273341,-0.904956738,0.98885868,0.469529521,0.857293853,1.046901745,-0.535622887,1.19642567,-0.476515654,0.745263551,-0.503138563,,,,,,,,,,,,,,,,,,,,,,,,,
100.5,-2.316993669,-0.527129583,0.926062478,0.844122871,-0.104517338,0.45639317,0.285948306,0.251315887,0.886806749,0.334297986,1.152290466,0.180805759,-1.605978897,0.585120317,-0.242831848,0.304531308,-0.42607374,-0.231411816,0.451049443,0.813159367,-0.124274047,1.212894369,-0.027710493,0.461108522,0.935775118,-0.315791161,0.436836528,-1.464163443,0.686803689,0.5450287,,,,,,,,,,,,,,,,,,,,,,,,,
101.5,-1.833143133,-0.929004243,1.551103279,0.967962396,-0.127851706,1.548533163,-1.097470552,0.844580164,0.596453861,0.002130997,1.037482539,1.127057004,-2.483110588,0.518886923,0.300587772,0.594201816,-0.029134375,0.372877718,0.239448034,-0.03353505,0.61984864,1.527658113,-0.286478314,1.000132993,0.030627591,0.59105631,1.262700672,-0.202065792,0.406040145,1.124941363,,,,,,,,,,,,,,,,,,,,,,,,,
102.5,-2.362773308,-2.328722157,1.013951507,-0.097359611,0.770681169,1.364678109,-0.908357125,0.848786332,0.537435586,0.200080843,1.426977263,-0.066431242,-2.123921092,0.763753109,-0.291899366,1.219833686,0.467811108,0.368356058,1.026733527,0.077356842,0.627328257,0.920579866,-0.827385588,0.735412464,-1.588248744,0.914341723,1.727108889,0.094808216,-0.142264765,1.552910197,,,,,,,,,,,,,,,,,,,,,,,,,
103.5,-2.751786483,-1.82197681,1.645137906,0.050575532,-0.056252617,0.865058065,-0.178574138,1.098771028,0.501057345,-0.301708832,1.918974082,-0.367456252,-2.06801487,0.122432111,-0.198493805,1.10917658,0.592726907,0.870557049,1.222094951,-0.643674767,-0.715634042,0.674369688,-0.530742271,0.594018801,-1.646064073,0.588808867,0.836816966,-0.875474125,-0.087224336,1.245813705,,,,,,,,,,,,,,,,,,,,,,,,,
104.5,-0.96939352,-1.293305697,0.977380642,0.156119034,-3.124274134,1.150072,0.277923987,0.850343047,-0.352268972,-0.159758058,1.472860593,-0.510071034,-1.900982008,0.021561606,-0.054015336,1.722682006,0.986933626,1.335288018,0.792171951,-1.765758257,-1.738838254,0.795656783,-0.41497129,0.686874348,-2.600560737,1.635878889,0.637895423,-0.451995174,0.470225001,1.863803931,,,,,,,,,,,,,,,,,,,,,,,,,
105.5,-0.016117175,-0.292142695,0.379562673,0.105235377,-2.150964595,0.358535373,0.389012679,1.05839168,-0.908963742,0.861958385,1.849363042,-1.237627142,-0.154566522,-0.573349541,0.811795682,1.159994946,0.42880951,1.276821261,0.573714573,-1.1048079,-1.946548864,-0.145987214,-0.378438309,1.17611855,-2.475756202,1.396642342,0.921890251,0.002078184,0.589839892,2.153341566,,,,,,,,,,,,,,,,,,,,,,,,,
106.5,0.014696996,0.264894136,-0.42294311,-0.479196256,-1.194401953,0.609930043,0.859023794,0.942016693,-1.073901685,1.306597714,0.990627084,-0.881987197,-0.118407607,-0.616804611,-0.176611447,1.817837178,0.068391382,1.299743064,-0.283656107,0.321429975,-1.640420164,-0.437271615,0.427854135,1.020547433,-1.755355441,2.107689361,1.040157654,-1.037125346,1.011123514,1.391572199,,,,,,,,,,,,,,,,,,,,,,,,,
