t_center,z_S_t__20170706_01_02_01,z_S_t__20170706_01_02_02,z_S_t__20170706_01_02_03,z_S_t__20170706_03_04_01,z_S_t__20170706_03_04_02,z_S_t__20170706_03_04_03,z_S_t__20170706_05_06_01,z_S_t__20170706_05_06_02,z_S_t__20170706_05_06_03,z_S_t__20170706_11_12_01,z_S_t__20170706_11_12_02,z_S_t__20170706_11_12_03,z_S_t__20170710_01_02_01,z_S_t__20170710_01_02_02,z_S_t__20170710_01_02_03,z_S_t__20170710_07_08_01,z_S_t__20170710_07_08_02,z_S_t__20170710_07_08_03,z_S_t__20170714_01_02_01,z_S_t__20170714_01_02_02,z_S_t__20170714_01_02_03,z_S_t__20170714_03_04_01,z_S_t__20170714_03_04_02,z_S_t__20170714_03_04_03,z_S_t__20170714_05_06_01,z_S_t__20170714_05_06_02,z_S_t__20170714_05_06_03,z_S_t__20170714_07_08_01,z_S_t__20170714_07_08_02,z_S_t__20170714_07_08_03,
116.5,-0.25365028,-1.151553547,0.69903573,-3.153223964,-1.340654459,0.712823555,0.709420311,1.656488452,-1.144099458,-0.493501038,-0.191496787,1.163749435,0.843771716,-1.003142886,0.723552201,,,-1.681870979,-1.535282282,-1.277991092,-1.46833657,-0.430066317,-1.984927831,-0.655187102,-0.343840936,-1.17342623,-0.598004487,1.314177593,-2.328270673,-0.319024988,
117.5,0.489161594,-0.695700738,-0.212993337,-3.477875964,-1.700895421,0.022414815,0.456703078,2.026565086,-0.169808369,0.709448677,0.339314809,1.050733379,-0.384516422,-2.189843163,0.191736936,,,-1.511282446,-0.81289786,-0.27813481,-1.468825711,-0.965237268,-0.965639477,-0.458979714,-0.049723097,-0.468621467,-0.058802495,-0.105310528,-2.370968196,-0.467398817,
118.5,-0.470661239,-0.962277772,0.334429544,-3.245465626,-2.416486077,-0.382165538,0.703359204,0.472156239,-0.637065624,0.675284194,0.15602541,0.316397416,-1.902394095,-2.551760997,1.290707446,-0.471172407,,-1.214425009,-1.963835733,-0.444664735,-1.72805002,-1.319428312,0.247358954,-1.716564808,0.721116448,-1.275342233,0.376020948,1.075072816,-1.973158122,-1.227340543,
119.5,-0.490653766,-0.386688202,1.029110404,-3.056844446,-1.835076447,-0.625591347,1.088302382,-0.087603001,0.100756521,1.524811691,1.088221369,0.070940157,-2.560939905,-0.847870699,0.76111999,0.577234415,,-1.081360557,-1.636796269,-0.22239286,-2.532690817,-1.834562769,1.39344596,-1.388387382,1.155359411,-1.563411068,0.536464554,-0.021214303,-1.619000333,-1.838788323,
120.5,-0.977763161,0.127831935,0.597662759,-2.970464216,-1.205809411,-0.53209137,1.10628982,-1.280183722,1.328109963,2.197292745,0.064253837,0.027195913,-2.920308944,-0.011730277,0.336383207,-0.145336641,,-0.789251593,-0.931345167,-0.170857299,-1.097888962,-1.792081632,1.700414182,-1.481982941,1.802130511,0.743481088,0.441617862,-0.332333633,-1.701255457,-1.893216967,
121.5,-0.548650352,0.876266622,0.101889936,-1.93382353,-0.349756884,-0.176066952,1.124521361,-0.775192116,2.042609475,1.635776393,0.088621592,0.082090656,-3.048598439,-0.336262074,-0.351524629,0.081306096,,,-0.508720001,-0.251338313,-1.239082281,-0.897100615,0.845767143,-1.704832063,3.765278468,0.308769565,-0.164063058,-0.538285521,-0.143179071,-1.730229759,
122.5,-0.557238597,0.693404411,1.095403844,-1.233889486,0.556962842,-0.052036682,0.374727754,-0.891177656,1.446029867,0.658207474,-0.702127263,-0.207194055,-2.829494817,-0.329973841,-1.195893919,0.012122243,,,-1.011762197,-0.54276898,-1.830616204,-0.808861821,0.705327998,-0.503253552,3.699322056,0.357359089,-0.173258995,-1.215619085,1.752895794,-1.822664788,
123.5,-0.162358125,1.190411166,1.315479459,-1.352795604,0.28840844,-0.576378239,-0.047360951,-0.056886475,2.064885751,-0.327108667,-0.584019706,0.796430856,-2.105252269,0.09354119,-1.527026674,-0.320981809,,,-0.591177273,-1.212390548,-2.031253199,0.448672363,0.25745848,0.739195866,3.181662021,0.554261398,-0.663395928,-2.029953847,1.515787361,-1.641661709,
124.5,0.556537201,0.527190589,0.121300754,-0.616424863,0.26527601,-0.797283226,-0.068364852,0.940972427,2.096375583,-1.185948269,-1.611903719,0.55183045,-1.595721203,-0.719855087,-1.444193807,-0.152204447,,,-0.908465638,-0.558235259,-0.381975234,1.025464824,-1.834849795,1.031544164,2.113442287,0.191874443,-0.665849745,-1.929724554,1.806838344,-1.399186565,
125.5,0.987410183,0.382134009,-0.435917634,-0.596520357,-0.258128945,-0.183492288,0.434161589,0.970679394,1.514752988,-1.935426106,-1.348035272,0.071093385,-1.063667748,-1.138794398,-1.3026235,0.08965118,,,-1.360341141,-1.349694731,-0.26988915,0.904025171,-2.058658064,1.233460815,1.523348592,-0.25400029,-1.071821547,-2.031410727,2.231189286,-0.961075488,
126.5,0.064007537,0.859927576,0.022856075,-0.817322617,-1.086957844,-0.650166307,-0.639618403,1.932043688,1.032611539,-2.139184355,-1.207791666,-0.253237216,-0.783882856,-0.904494113,-1.955267904,-0.310223219,,-0.766949034,-1.355604877,-1.767436112,0.203244637,0.608317494,-1.987571995,1.760737865,1.465328027,0.559288786,-1.084341317,-2.04489266,2.409041071,-0.970317539,
127.5,-0.38899355,1.003562475,0.375335411,-0.448877265,-0.559694653,-0.54360582,-0.630234454,2.247861457,0.307074791,-2.500775862,1.399865474,0.474534892,0.038053303,-2.218484185,-0.765753087,-0.331094678,,-1.089173809,-1.259331573,-1.511769901,0.497173795,0.851781174,-0.950565241,1.611606676,1.145613154,0.186576665,0.113757965,-1.921057878,1.799932027,-0.286705463,
128.5,-1.072970095,0.972087059,-0.737538569,0.834569235,-0.274648376,0.157432398,-1.329357727,2.127327361,-0.413231246,-1.56173834,1.379556304,-0.461244379,0.471285485,-0.153570164,-0.973638052,-1.265480522,,-1.115706939,-0.596920565,-1.439004626,0.058897833,0.886580352,-0.682029348,1.245828108,0.488012882,-0.284455248,0.041176768,-2.052780419,1.604971476,0.495313637,
129.5,-1.904195135,1.386372458,0.616801927,0.770474839,-0.45186337,0.580506241,-1.081751696,1.212778514,-1.380568531,-1.502953054,1.752295018,-1.091652159,0.950969988,1.106858433,-0.126324875,-1.126416786,,-1.101871491,0.117427724,-1.849058451,-0.221791843,0.027326991,-0.021031298,1.085005176,-0.662180335,-0.334118121,-0.091974835,-2.051463067,0.631880855,0.836508153,
130.5,-1.172593417,1.563014332,-0.477457285,1.043054932,-0.368130744,-0.448360343,-1.024829952,1.545175771,-0.059463413,-1.253911217,0.863915109,-0.34132737,1.852463934,1.048821799,-0.234929955,-1.150046155,,-1.452476648,0.248243056,-1.204724851,-1.509540958,0.00825849,-0.301641816,0.147936655,0.265534251,0.65229182,-0.377618204,-1.974537314,0.854828121,1.133554843,
131.5,-0.566921744,0.914044626,-0.753709321,0.346136649,0.157056748,-0.846179914,0.152807628,0.133741949,-0.038544723,-0.255336589,0.407698686,0.225012634,2.316319912,1.517660794,0.438644842,-1.233544649,,-0.702715635,0.58162985,-0.008688476,-0.786862286,-0.432224009,0.668965374,0.128376782,0.004994311,0.617586514,-0.08881375,-1.308616466,0.395256254,1.158474563,
132.5,-0.574538038,1.551376038,-1.19838331,0.843197521,-0.210743633,-1.667750957,0.125222686,-0.830963108,0.482438341,0.795833439,-0.507213032,-0.208150711,2.109868064,1.854945689,0.932879085,-1.083230762,,0.134591066,0.656572168,-1.192825119,-1.011460821,-1.091848893,0.083285713,-0.927644687,-0.233722445,-0.249439858,-0.504821687,-1.338519662,0.166313094,1.430582026,
133.5,0.020483441,0.183409275,-1.149537382,0.586954196,-0.643270863,-1.56621033,-0.083071222,-0.7491134,1.214980116,-0.081809324,-0.796746363,1.033607892,0.854187,1.369721636,1.716524322,-0.869238274,,-0.375296827,0.27912656,-0.494157421,-0.458353231,-0.738934832,-0.151678698,-0.394315911,0.551816639,-0.495826692,-0.734348088,0.092663401,-0.223273221,1.040769323,
134.5,0.059929264,-0.790399572,-1.141748342,0.806475816,-0.925424018,-0.705246711,-0.624248811,-0.675588948,1.458468303,0.447430072,-1.739448598,1.827561988,0.429080847,1.140639651,1.269692106,0.691967782,,,-0.184103016,0.513446395,-0.151059958,-0.863776217,0.265276323,0.062997685,1.060926834,-0.819752469,-1.815302087,0.553265459,1.28082462,0.883109117,
135.5,-0.998961502,-0.375341332,-0.378426863,1.226050405,-0.259877584,-0.045236904,-1.630721619,-1.09918774,1.853298983,1.413736001,-1.685197078,1.130740936,0.163067232,0.439752425,1.184573653,0.99184722,,,-0.183678053,0.351409265,0.340660833,-0.986559427,0.343912377,-0.392975293,0.844742929,-1.457280188,-1.236202291,0.971626898,1.365305081,1.362250413,
136.5,-1.0852457,0.1673216,0.077477934,0.813985175,-0.323531006,0.658010905,-2.525991271,-1.229795022,2.138687123,0.529574655,-1.682839874,0.413214154,-0.626703696,-0.383387358,1.267139586,1.363570775,,,-0.459904816,0.564454047,0.265580593,-0.195864454,0.240682956,-0.477691404,1.279589645,-2.534218595,-1.311444932,1.411607008,1.583985472,3.081901268,
137.5,-0.173234571,-0.267950927,-0.53486952,-0.158756378,-0.407108216,1.389132088,-1.384270069,-0.868075778,2.1728103,-0.675565196,-1.685753258,1.031381179,-1.375445385,-1.886772832,0.434603461,0.798274866,,,0.281783434,1.295299057,-0.00404005,0.925981799,0.520516005,0.053147652,1.115618434,-1.168557139,-1.623518329,1.299688421,1.158324813,2.424409999,
138.5,-0.393236729,-0.250675045,0.165547617,-0.125176568,0.202210657,1.291014644,-1.234570811,-0.680999239,1.770069065,-0.013853328,-0.354166145,1.141314279,-2.191411021,-1.15913738,-1.066613827,0.507999954,,,0.653411635,0.833670297,0.295333924,-0.512205674,0.555061317,-0.754333985,1.427345801,-0.467888592,-0.639170082,1.491217656,1.192643424,2.194730739,
139.5,-0.744348631,-0.430546689,0.554430455,-0.476431515,1.244598591,1.755736724,-0.435289258,-1.869379182,1.735908639,0.360497061,0.943424891,0.803547981,-2.870768997,0.10345287,-1.398472752,,,,1.037289423,0.810561741,0.609900428,0.040242656,1.215563019,-1.160920926,0.943460544,0.22107162,0.387472378,0.489015357,0.287100886,1.810008294,
140.5,-0.30798867,-0.747364606,0.34170718,-0.254749834,1.84076869,1.154014953,-0.727571126,-1.20375254,0.784395325,0.609193024,1.418392415,0.794460455,-2.065820663,0.385856423,-0.861494253,,,,1.185768021,0.673445311,0.960657854,0.466139523,1.055784256,0.44900589,-0.055742621,0.620318279,0.586011562,-0.129182119,-0.691702689,1.058915292,
141.5,0.702413844,-1.436081502,-0.150495031,-0.428258486,2.015277857,1.902856088,-0.211450615,-0.342083542,0.412613,1.249073046,1.627015205,1.046603306,-1.171637129,0.687533407,-0.527536405,,,,1.730712481,-0.013945755,0.465555354,0.175793139,0.337936456,0.523108024,-0.772247584,0.121256573,0.609672887,-1.754855557,-0.639552373,0.827591465,
142.5,0.712437592,-2.043424341,0.883232987,0.472638329,2.013831111,1.496243154,0.060961177,-0.581155244,0.065960761,1.388832098,1.430948083,-0.071143005,-0.4465789,0.994296988,-0.028565179,,,,1.571571983,-0.204715511,1.392719187,0.683659439,-0.313580402,0.32514609,-0.54535757,0.346069463,0.373652364,-1.452756824,-0.798155746,1.08026428,
143.5,0.041308315,-1.245074955,0.938296008,0.564319007,2.008195212,0.002210334,0.487706401,0.140437821,-1.149507451,1.672023958,1.166857974,-0.678763809,-0.028777036,1.307841255,1.31917916,,,,1.574529745,0.282819661,0.771881296,0.904098651,-0.964341681,1.053789405,-0.761334629,-0.021273526,-0.356824199,-1.734458924,-1.474324773,1.289019627,
144.5,0.763665756,-0.305865439,0.64405697,0.585984717,1.875154171,0.675551831,-0.06358822,0.957302282,-1.239730618,1.265781718,0.431925497,-1.359131839,1.437798282,1.043863304,1.603867783,,,,0.978609125,-0.182592227,0.606461559,0.910487276,-2.08648984,0.682122723,0.002620238,-0.101060812,-1.503065117,-1.42468695,-1.46753452,1.681073759,
145.5,1.210740917,0.00244369,0.468453255,-0.24532618,1.002272275,0.876653367,0.246583094,0.554350057,-1.595368274,0.063402415,0.347375963,0.113878861,1.700523074,1.639197026,2.018276145,,,,0.742959544,-0.564590116,0.729512332,1.445019613,-2.651072242,-0.029956804,1.164294174,-0.400739539,-2.262504127,-1.221980481,-0.05938953,2.147837804,
146.5,2.042420555,1.208816033,1.459171371,0.076897143,0.332601935,-0.364763559,-0.042304419,0.313535232,-1.807103043,-1.357355217,0.595380237,0.046525505,1.747948776,1.500440099,2.152469943,,,,-0.136619113,-0.247122309,0.470116476,0.539216429,-2.230773127,-0.663056079,1.34218028,0.01646319,-1.305853968,-0.809611771,0.568075559,1.858018802,
147.5,0.449356028,0.887379473,1.859076005,-0.501001576,0.575880703,0.391791486,-0.022713122,1.553323241,-2.120212104,-1.189702286,-0.052150946,0.870600572,2.113519105,2.25691678,1.858990538,,,,-0.458614977,0.054352768,0.643388916,0.036152593,-0.245465298,-0.550500156,0.816046651,0.101803746,-1.33683818,-0.796800313,0.570404026,1.864586536,
148.5,0.565334798,0.744733526,0.910877265,-0.120417919,0.767460409,0.747307599,-0.605026898,1.235120469,-2.176538319,-0.442989545,0.109457631,0.213927253,1.988859746,0.123610245,2.073108782,,,,-0.295210424,-0.346169322,1.701810211,0.666308924,0.322432199,-1.768883603,-0.298875314,0.207304453,-0.532247213,,0.162414686,1.363066915,
149.5,-0.143875193,-0.070200329,0.908138788,-0.545897506,0.850597601,0.598955996,-0.389973062,1.198977586,-1.978649111,-0.761394137,0.126943483,-0.113735965,1.604883477,0.853700985,1.081784363,,,,0.0636668,-1.109922077,1.281692781,0.694399747,1.281694641,-1.535325329,-0.619655646,0.828772784,0.040891054,,0.691132936,0.154084529,
150.5,0.319830205,-0.743953801,-0.328100119,0.64220667,0.953339416,-0.349165216,-0.173217603,1.20666585,-1.084812746,-0.33355876,0.15712969,-1.046210099,1.408970706,1.115711426,0.146580842,,,,-0.487309172,-1.141458154,1.927894789,0.095926643,1.456219777,-1.368260527,-0.655205597,1.464861392,0.050484049,,-0.137463303,-0.428261343,
151.5,-0.048619235,-1.195258835,-0.702403397,-0.800003251,1.485507495,0.546481469,-0.152725039,0.355972118,-0.377575454,-0.460733912,0.353442426,-1.162745369,1.286776968,1.287534656,-0.061072035,,,,0.192565419,-1.15041887,1.90751035,-0.068023849,1.528663677,-0.957309058,0.282304654,1.298178587,0.058412077,,-0.524865624,-0.295017528,
152.5,-0.035700145,-0.87585073,-0.734046212,-0.399913859,1.826991208,0.05654593,-0.276934129,0.185037635,0.469621042,0.041585065,0.388539941,-1.743400784,0.938771791,0.56391175,-0.037705017,,,,0.894566242,-2.161732372,2.27060986,-0.75458922,1.122014575,-0.109147902,0.817603372,0.862652049,-0.079163255,-0.789980794,0.271828153,-1.143452938,
153.5,0.208100944,-1.055561672,-0.73193592,-0.162434445,0.930118994,-0.637412924,-0.250565137,-0.459224667,1.059153699,-0.352562265,1.628155785,-0.976281623,-1.535650994,1.400558656,-0.106427888,,,,0.870657046,-1.544899117,2.112198214,-2.106924636,1.512534728,0.796397913,1.524410519,0.109048823,0.388150312,-0.794179441,1.023187226,0.084747433,
154.5,0.533108772,-0.273931869,-0.381317362,0.049057629,0.724501153,-0.209534828,-0.278748237,-1.596282402,1.338191796,-0.12558495,1.531196772,-0.545620101,-1.411643404,1.253199449,-1.089618012,,,,0.453322523,-0.224705025,1.660626279,-0.822759096,0.805817649,0.530282251,1.449497867,0.57662154,0.697337308,0.880182657,0.868555783,0.741627789,
155.5,-0.081378443,0.234339331,-0.152926163,-0.090506385,0.481604972,0.485994659,-0.19222276,-1.725093473,0.279836989,-0.629111183,-0.209870072,0.570119751,-0.13893599,1.388226111,-0.147728305,,,,0.826917116,0.667056122,1.398804064,-1.096803737,-0.405278062,0.864691789,1.213754758,0.120487633,-0.120065823,0.563131836,0.289729979,0.787386908,
156.5,-0.684544449,0.835132536,-0.134686411,0.638450582,-0.843969129,0.726737353,0.443648508,-1.788499579,0.472004774,0.679575013,0.813150715,0.789056567,0.694022961,1.525116696,-0.48893872,,,,1.263139163,1.002060093,0.384871859,-0.462307746,0.081303385,1.38649058,0.508366507,0.016031414,-0.354574811,1.052811596,0.272476739,1.041222152,
157.5,-0.17287562,0.842860988,-1.040413587,0.284808368,-0.687185915,1.131938397,0.548685986,-1.584668848,-0.684093143,-0.054699974,1.038730837,1.81274134,0.980157875,3.023021612,-0.25172452,,,,0.279976238,0.989629531,-0.470333875,-0.841117342,-0.78945965,1.251041171,-0.007977698,0.818459357,-0.487971963,0.999602817,-0.584340377,1.929952922,
158.5,-0.381708141,0.58790175,-0.358310759,0.493090554,-0.542270069,1.572634931,2.038205963,-0.699261826,-1.676958458,0.57895822,0.107351758,1.626208448,1.170721876,3.043993922,0.395793204,,,,-1.082247919,1.101391337,-1.715737101,0.144164821,-1.087303362,0.566830648,-0.850381374,1.004317624,-0.290425444,1.121253604,-1.72264673,1.41827629,
159.5,-1.700882426,0.59540788,-0.784675558,0.849286847,-0.189899763,1.729202127,0.978058801,-0.276110732,-1.924156583,1.147497076,0.450586059,1.842102667,1.587616688,1.821147719,0.189220179,,,,-1.362179945,1.238705168,-2.641979757,0.12962918,-0.213331941,0.782459947,-0.560674102,1.523644828,-1.518858136,1.218945429,-2.099330752,0.958864366,
160.5,-2.067339475,0.029602266,-0.175317145,0.662277718,-0.795586548,1.677974738,0.28274436,0.581570777,-1.530147365,1.862805014,-0.930420684,0.938297845,1.599496625,0.686214705,-1.212943166,,,,-2.75738562,1.323430584,-3.403396717,0.673608801,0.959703305,0.320281599,-2.612560317,1.540789571,-0.631741627,1.301117353,-1.941333754,0.955737712,
161.5,-1.848715907,1.363885756,1.176477956,-0.45236773,-0.264937527,0.149001528,0.343185333,1.326855156,-1.434541918,1.820830063,0.764566357,1.915197507,1.567653484,-0.072218496,-1.356523959,,,,-2.951558117,1.299088188,-3.61321249,0.95150044,0.26269377,-0.05143008,-2.325239691,1.44484401,-0.521793703,1.189751349,-1.207982521,0.645198659,
162.5,-1.738808981,0.870693869,1.356735878,-0.132917111,-1.066741497,-0.650746189,-0.251152005,0.687179093,-1.384064663,2.716604806,0.335917144,1.575472008,1.358250281,-0.932602387,-0.528689981,,,,-3.103083005,0.926488839,-2.461420521,1.843357018,0.315540997,-0.151560886,-2.348221301,0.322547104,-0.553316095,1.016474532,-0.84715024,0.254727578,
163.5,-1.976864035,0.509912246,1.048658706,-0.165000143,-1.834155514,-1.164564749,-0.765305364,0.854653299,-0.147337423,2.055473294,-0.020059499,0.340097389,1.389844889,-0.621758906,0.218304081,,,,-1.665629717,0.773773086,-1.854491589,1.077465428,0.069398621,-0.148082747,-2.19683854,0.12445175,-0.539433369,0.382133278,-0.100876849,-1.409339098,
164.5,-1.765587092,-0.488018336,0.618226259,-0.199035349,-1.804280019,-0.461150689,-0.158953229,0.520734554,-0.866605163,1.390236569,-0.155884892,0.816894858,1.019063144,0.043503641,0.080328301,,,,-0.107017901,0.693995363,-1.018582421,0.394501913,-0.826609744,-0.968341369,-0.885340129,0.045361554,-0.481373758,-0.308556959,0.423623184,-0.049332988,
165.5,-2.044009252,-0.646404992,-0.494599056,0.558418656,-0.827513022,-0.284071869,-0.154143784,-0.608079779,-1.483838693,0.966472204,-0.227130123,1.603893204,0.436139359,0.713853294,1.516999003,,,,-0.313028477,0.274745456,-1.184442608,-0.446344853,-1.397721103,0.114015895,0.294333372,-0.337761332,-0.292970319,-0.3251432,0.90259146,0.217633467,
166.5,-2.268392587,-1.658070326,-1.033073069,1.323154818,-0.362700046,0.492454327,-1.480134012,-1.004625373,-1.230281427,1.093896851,-1.57271975,0.423472622,0.005476446,0.845010487,1.781192953,,,,0.226279131,0.254485114,-0.424350955,-0.898181649,-2.116053852,-0.314777465,-0.233021964,-0.363511936,-0.668424013,-1.212087991,0.854830209,0.186803575,
167.5,-2.22791297,-1.361289117,-1.035433767,1.996269396,0.223841871,0.537654335,-1.617051296,-1.738287636,-1.123509684,0.607446661,-0.733606348,-0.153146499,-0.177644432,1.629114731,1.136595391,,,,0.54565043,1.542377452,0.092183537,-2.004060406,-2.079486984,-0.865167263,0.103826197,0.094997701,-0.631000235,-0.515628058,0.331107216,0.326517072,
168.5,-2.262143327,-1.126255889,-1.03199249,0.98454608,0.992504267,0.012584063,-1.751201542,-1.911544837,-2.695417661,0.559027907,0.045859726,0.313773588,0.506105219,1.618079323,1.406162204,,,,0.579487286,1.025865792,-0.597093037,-1.997232,-1.865639403,-0.859199582,0.517093219,0.204669977,0.123533216,-0.611527937,0.561405619,0.979704292,
169.5,-2.04707564,0.622559141,,-0.304445409,1.495285533,-0.361630208,-1.791434301,-2.053474419,-1.47810399,2.082789193,0.39655039,-0.075401484,-0.650808168,1.662890051,0.251993127,,,,-0.144117982,0.747309697,-0.528957515,-1.646220089,-0.885985452,-0.917462376,-0.73325338,-0.554124016,0.09426387,0.685175208,0.578087618,0.839873176,
170.5,-1.078962767,0.873518314,-0.858813569,0.189378935,0.275245518,-0.64645621,-0.871812657,-2.234418568,-0.691764842,2.144158725,0.945157975,-1.270388905,0.597405142,1.594998005,-0.09672162,,,,0.759857241,0.666371775,-0.342735254,-1.301384006,-0.548309217,-2.214856841,-1.908278203,-0.412086412,0.797575269,0.35361954,0.460705714,0.522910465,
171.5,-0.185291212,1.320611411,-1.423348741,-0.346439691,0.830862236,-0.379771547,-0.955718227,-1.476828259,-0.111382535,1.241586842,0.964135109,-1.142656489,1.181787482,1.258424788,-0.820063104,,,,0.943465296,-0.490898386,-1.129424175,-1.642532479,0.279526532,-1.961141164,-0.561780154,0.130412785,0.770355313,0.144626177,-0.113740874,0.882975106,
172.5,-0.296140683,0.516034129,-0.672172907,-1.502886755,0.943711216,0.117656566,-1.093000171,-0.649648492,-0.395762282,1.60989418,0.06349051,-1.328989143,1.221985878,0.208914631,-0.805249775,,,,0.842009431,-1.61536706,-1.717848844,-1.321972186,0.529626324,-1.386413726,0.054157762,0.005131507,-0.059313242,-0.322949367,0.439969805,0.324696764,
173.5,0.558223447,-0.665129001,-0.674493051,-0.666995301,1.354192772,0.818643071,-1.052272852,-1.13099814,-0.400730434,0.597597402,0.363707266,-2.277601925,0.858121234,-0.466931539,-1.330298304,,,,0.660278066,-0.417544853,-1.533448766,-1.366955008,1.499582676,-0.658267017,0.363272279,-0.617840608,0.863494309,-0.310947452,-0.073894352,-0.039674952,
174.5,0.825980018,-0.258589124,-0.675934485,-0.065348621,0.964626277,0.816139276,0.147616631,-0.493156837,-1.902024407,0.448041379,-0.185324266,-0.924945011,0.230551515,-1.301033428,-0.749715132,,,,1.220307513,-1.045255451,-0.798560588,-1.61124697,1.507172615,0.002181018,0.004127061,0.123272673,1.243846051,-0.479820342,-0.959483585,0.114800314,
175.5,1.054100925,-0.441984459,0.413227528,0.268613612,0.950301555,1.284566949,-0.575088848,0.46307581,-1.154001811,0.308447952,0.558051427,-0.822835255,-0.449164602,,-0.441672302,,,,1.602561008,-0.261802008,0.175956743,-1.798008668,1.848029102,0.693590053,0.932766028,-0.640834436,0.934594123,-1.421939935,,0.356349893,
176.5,1.408745436,-1.022929694,0.120920076,1.170917072,0.185232044,1.390729439,-1.041388505,0.01569377,-2.119430406,,0.157135406,-0.4534342,,,-0.29741499,,,,0.8706554,,,-0.971083665,1.747868425,,-0.211555887,-0.579206641,0.30843542,-1.385720381,,-0.007110698,
