t_center,S,nA,nB,nM,S_null_mean,S_null_sd,z_S_t,S_excess,episode
3.5,0.7368421052631579,8,11,7,0.2761970802929142,0.13562159007737284,3.3965464105489636,0.4606450249702437,1
4.5,0.7619047619047619,9,12,8,0.28577031067039477,0.13644776491838775,3.4894998208226644,0.4761344512343671,1
5.5,0.6666666666666666,11,13,8,0.29836835002003126,0.13947750268399803,2.6405571476358927,0.36829831664663537,1
6.5,0.6666666666666666,12,12,8,0.2850682845180125,0.14557767617182052,2.621269910218007,0.3815983821486541,1
7.5,0.72,13,12,9,0.27961723633831653,0.14735280580025645,2.9886282875308305,0.44038276366168344,1
8.5,0.8,14,11,10,0.2775050730300495,0.1707896066493553,3.0592899487301612,0.5224949269699506,1
9.5,0.6923076923076923,14,12,9,0.2760991232723693,0.1678104301845614,2.4802306303462074,0.416208569035323,1
10.5,0.8,13,12,10,0.27717743681185336,0.16907467057281556,3.092258357900997,0.5228225631881467,1
11.5,0.8333333333333334,12,12,10,0.292009982508555,0.17404533531700336,3.110243373307424,0.5413233508247783,1
12.5,0.8181818181818182,10,12,9,0.298153194356682,0.15594906317967308,3.3346056284159737,0.5200286238251361,1
13.5,0.7272727272727273,10,12,8,0.296934870173798,0.15395528695147642,2.7952132441840924,0.4303378570989293,1
14.5,0.8,9,11,8,0.3001438816832948,0.1579089412868351,3.1654706455712165,0.49985611831670523,1
15.5,0.8,9,11,8,0.2975250606496299,0.15553996208019136,3.23051987817324,0.5024749393503701,1
16.5,0.7619047619047619,10,11,8,0.29456634024356465,0.14766626167258087,3.1648286911835193,0.4673384216611972,1
17.5,0.6363636363636364,11,11,7,0.2914048431265419,0.14719162012263742,2.3436034806171775,0.34495879323709444,1
18.5,0.6086956521739131,11,12,7,0.2947870694758196,0.14239632377604383,2.204471115362489,0.31390858269809346,1
19.5,0.6086956521739131,11,12,7,0.2928779155012887,0.1457809714979467,2.166385183385011,0.31581773667262436,1
