bin_left,bin_right,count
-0.5,-0.45,0
-0.45,-0.4,0
-0.4,-0.35,0
-0.35,-0.3,0
-0.3,-0.25,0
-0.25,-0.2,0
-0.2,-0.15,0
-0.15,-0.1,0
-0.1,-0.0500000000000001,18
-0.0500000000000001,-1.1102230246251563e-16,0
-1.1102230246251563e-16,0.0499999999999998,38
0.0499999999999998,0.0999999999999998,11
0.0999999999999998,0.1499999999999998,0
0.1499999999999998,0.1999999999999998,0
0.1999999999999998,0.2499999999999998,0
0.2499999999999998,0.2999999999999998,0
0.2999999999999998,0.3499999999999998,0
0.3499999999999998,0.3999999999999998,0
0.3999999999999998,0.4499999999999998,0
0.4499999999999998,0.4999999999999998,0
-0.5,-0.45,0
-0.45,-0.4,0
-0.4,-0.35,0
-0.35,-0.3,0
-0.3,-0.25,0
-0.25,-0.2,0
-0.2,-0.15,0
-0.15,-0.1,0
-0.1,-0.0500000000000001,8
-0.0500000000000001,-1.1102230246251563e-16,0
-1.1102230246251563e-16,0.0499999999999998,35
0.0499999999999998,0.0999999999999998,13
0.0999999999999998,0.1499999999999998,0
0.1499999999999998,0.1999999999999998,0
0.1999999999999998,0.2499999999999998,0
0.2499999999999998,0.2999999999999998,0
0.2999999999999998,0.3499999999999998,0
0.3499999999999998,0.3999999999999998,0
0.3999999999999998,0.4499999999999998,0
0.4499999999999998,0.4999999999999998,0
-0.5,-0.45,0
-0.45,-0.4,0
-0.4,-0.35,0
-0.35,-0.3,0
-0.3,-0.25,0
-0.25,-0.2,0
-0.2,-0.15,0
-0.15,-0.1,0
-0.1,-0.0500000000000001,13
-0.0500000000000001,-1.1102230246251563e-16,0
-1.1102230246251563e-16,0.0499999999999998,37
0.0499999999999998,0.0999999999999998,16
0.0999999999999998,0.1499999999999998,0
0.1499999999999998,0.1999999999999998,0
0.1999999999999998,0.2499999999999998,0
0.2499999999999998,0.2999999999999998,0
0.2999999999999998,0.3499999999999998,0
0.3499999999999998,0.3999999999999998,0
0.3999999999999998,0.4499999999999998,0
0.4499999999999998,0.4999999999999998,0
-0.5,-0.45,0
-0.45,-0.4,0
-0.4,-0.35,0
-0.35,-0.3,0
-0.3,-0.25,0
-0.25,-0.2,0
-0.2,-0.15,0
-0.15,-0.1,0
-0.1,-0.0500000000000001,24
-0.0500000000000001,-1.1102230246251563e-16,0
-1.1102230246251563e-16,0.0499999999999998,48
0.0499999999999998,0.0999999999999998,21
0.0999999999999998,0.1499999999999998,0
0.1499999999999998,0.1999999999999998,0
0.1999999999999998,0.2499999999999998,0
0.2499999999999998,0.2999999999999998,0
0.2999999999999998,0.3499999999999998,0
0.3499999999999998,0.3999999999999998,0
0.3999999999999998,0.4499999999999998,0
0.4499999999999998,0.4999999999999998,0
-0.5,-0.45,0
-0.45,-0.4,0
-0.4,-0.35,0
-0.35,-0.3,0
-0.3,-0.25,0
-0.25,-0.2,0
-0.2,-0.15,0
-0.15,-0.1,0
-0.1,-0.0500000000000001,16
-0.0500000000000001,-1.1102230246251563e-16,0
-1.1102230246251563e-16,0.0499999999999998,63
0.0499999999999998,0.0999999999999998,28
0.0999999999999998,0.1499999999999998,0
0.1499999999999998,0.1999999999999998,0
0.1999999999999998,0.2499999999999998,0
0.2499999999999998,0.2999999999999998,0
0.2999999999999998,0.3499999999999998,0
0.3499999999999998,0.3999999999999998,0
0.3999999999999998,0.4499999999999998,0
0.4499999999999998,0.4999999999999998,0
-0.5,-0.45,0
-0.45,-0.4,0
-0.4,-0.35,0
-0.35,-0.3,0
-0.3,-0.25,0
-0.25,-0.2,0
-0.2,-0.15,0
-0.15,-0.1,0
-0.1,-0.0500000000000001,32
-0.0500000000000001,-1.1102230246251563e-16,0
-1.1102230246251563e-16,0.0499999999999998,69
0.0499999999999998,0.0999999999999998,20
0.0999999999999998,0.1499999999999998,0
0.1499999999999998,0.1999999999999998,0
0.1999999999999998,0.2499999999999998,0
0.2499999999999998,0.2999999999999998,0
0.2999999999999998,0.3499999999999998,0
0.3499999999999998,0.3999999999999998,0
0.3999999999999998,0.4499999999999998,0
0.4499999999999998,0.4999999999999998,0
-0.5,-0.45,0
-0.45,-0.4,0
-0.4,-0.35,0
-0.35,-0.3,0
-0.3,-0.25,0
-0.25,-0.2,0
-0.2,-0.15,0
-0.15,-0.1,0
-0.1,-0.0500000000000001,22
-0.0500000000000001,-1.1102230246251563e-16,0
-1.1102230246251563e-16,0.0499999999999998,48
0.0499999999999998,0.0999999999999998,21
0.0999999999999998,0.1499999999999998,0
0.1499999999999998,0.1999999999999998,0
0.1999999999999998,0.2499999999999998,0
0.2499999999999998,0.2999999999999998,0
0.2999999999999998,0.3499999999999998,0
0.3499999999999998,0.3999999999999998,0
0.3999999999999998,0.4499999999999998,0
0.4499999999999998,0.4999999999999998,0
-0.5,-0.45,0
-0.45,-0.4,0
-0.4,-0.35,0
-0.35,-0.3,0
-0.3,-0.25,0
-0.25,-0.2,0
-0.2,-0.15,0
-0.15,-0.1,0
-0.1,-0.0500000000000001,21
-0.0500000000000001,-1.1102230246251563e-16,0
-1.1102230246251563e-16,0.0499999999999998,55
0.0499999999999998,0.0999999999999998,19
0.0999999999999998,0.1499999999999998,0
0.1499999999999998,0.1999999999999998,0
0.1999999999999998,0.2499999999999998,0
0.2499999999999998,0.2999999999999998,0
0.2999999999999998,0.3499999999999998,0
0.3499999999999998,0.3999999999999998,0
0.3999999999999998,0.4499999999999998,0
0.4499999999999998,0.4999999999999998,0
-0.5,-0.45,0
-0.45,-0.4,0
-0.4,-0.35,0
-0.35,-0.3,0
-0.3,-0.25,0
-0.25,-0.2,0
-0.2,-0.15,0
-0.15,-0.1,0
-0.1,-0.0500000000000001,22
-0.0500000000000001,-1.1102230246251563e-16,0
-1.1102230246251563e-16,0.0499999999999998,51
0.0499999999999998,0.0999999999999998,23
0.0999999999999998,0.1499999999999998,0
0.1499999999999998,0.1999999999999998,0
0.1999999999999998,0.2499999999999998,0
0.2499999999999998,0.2999999999999998,0
0.2999999999999998,0.3499999999999998,0
0.3499999999999998,0.3999999999999998,0
0.3999999999999998,0.4499999999999998,0
0.4499999999999998,0.4999999999999998,0
-0.5,-0.45,0
-0.45,-0.4,0
-0.4,-0.35,0
-0.35,-0.3,0
-0.3,-0.25,0
-0.25,-0.2,0
-0.2,-0.15,0
-0.15,-0.1,0
-0.1,-0.0500000000000001,18
-0.0500000000000001,-1.1102230246251563e-16,0
-1.1102230246251563e-16,0.0499999999999998,46
0.0499999999999998,0.0999999999999998,21
0.0999999999999998,0.1499999999999998,0
0.1499999999999998,0.1999999999999998,0
0.1999999999999998,0.2499999999999998,0
0.2499999999999998,0.2999999999999998,0
0.2999999999999998,0.3499999999999998,0
0.3499999999999998,0.3999999999999998,0
0.3999999999999998,0.4499999999999998,0
0.4499999999999998,0.4999999999999998,0
-0.5,-0.45,0
-0.45,-0.4,0
-0.4,-0.35,0
-0.35,-0.3,0
-0.3,-0.25,0
-0.25,-0.2,0
-0.2,-0.15,0
-0.15,-0.1,0
-0.1,-0.0500000000000001,14
-0.0500000000000001,-1.1102230246251563e-16,0
-1.1102230246251563e-16,0.0499999999999998,38
0.0499999999999998,0.0999999999999998,18
0.0999999999999998,0.1499999999999998,0
0.1499999999999998,0.1999999999999998,0
0.1999999999999998,0.2499999999999998,0
0.2499999999999998,0.2999999999999998,0
0.2999999999999998,0.3499999999999998,0
0.3499999999999998,0.3999999999999998,0
0.3999999999999998,0.4499999999999998,0
0.4499999999999998,0.4999999999999998,0
-0.5,-0.45,0
-0.45,-0.4,0
-0.4,-0.35,0
-0.35,-0.3,0
-0.3,-0.25,0
-0.25,-0.2,0
-0.2,-0.15,0
-0.15,-0.1,0
-0.1,-0.0500000000000001,16
-0.0500000000000001,-1.1102230246251563e-16,0
-1.1102230246251563e-16,0.0499999999999998,50
0.0499999999999998,0.0999999999999998,11
0.0999999999999998,0.1499999999999998,0
0.1499999999999998,0.1999999999999998,0
0.1999999999999998,0.2499999999999998,0
0.2499999999999998,0.2999999999999998,0
0.2999999999999998,0.3499999999999998,0
0.3499999999999998,0.3999999999999998,0
0.3999999999999998,0.4499999999999998,0
0.4499999999999998,0.4999999999999998,0
-0.5,-0.45,0
-0.45,-0.4,0
-0.4,-0.35,0
-0.35,-0.3,0
-0.3,-0.25,0
-0.25,-0.2,0
-0.2,-0.15,0
-0.15,-0.1,0
-0.1,-0.0500000000000001,10
-0.0500000000000001,-1.1102230246251563e-16,0
-1.1102230246251563e-16,0.0499999999999998,29
0.0499999999999998,0.0999999999999998,9
0.0999999999999998,0.1499999999999998,0
0.1499999999999998,0.1999999999999998,0
0.1999999999999998,0.2499999999999998,0
0.2499999999999998,0.2999999999999998,0
0.2999999999999998,0.3499999999999998,0
0.3499999999999998,0.3999999999999998,0
0.3999999999999998,0.4499999999999998,0
0.4499999999999998,0.4999999999999998,0
-0.5,-0.45,0
-0.45,-0.4,0
-0.4,-0.35,0
-0.35,-0.3,0
-0.3,-0.25,0
-0.25,-0.2,0
-0.2,-0.15,0
-0.15,-0.1,0
-0.1,-0.0500000000000001,13
-0.0500000000000001,-1.1102230246251563e-16,0
-1.1102230246251563e-16,0.0499999999999998,26
0.0499999999999998,0.0999999999999998,11
0.0999999999999998,0.1499999999999998,0
0.1499999999999998,0.1999999999999998,0
0.1999999999999998,0.2499999999999998,0
0.2499999999999998,0.2999999999999998,0
0.2999999999999998,0.3499999999999998,0
0.3499999999999998,0.3999999999999998,0
0.3999999999999998,0.4499999999999998,0
0.4499999999999998,0.4999999999999998,0
-0.5,-0.45,0
-0.45,-0.4,0
-0.4,-0.35,0
-0.35,-0.3,0
-0.3,-0.25,0
-0.25,-0.2,0
-0.2,-0.15,0
-0.15,-0.1,0
-0.1,-0.0500000000000001,12
-0.0500000000000001,-1.1102230246251563e-16,0
-1.1102230246251563e-16,0.0499999999999998,31
0.0499999999999998,0.0999999999999998,4
0.0999999999999998,0.1499999999999998,0
0.1499999999999998,0.1999999999999998,0
0.1999999999999998,0.2499999999999998,0
0.2499999999999998,0.2999999999999998,0
0.2999999999999998,0.3499999999999998,0
0.3499999999999998,0.3999999999999998,0
0.3999999999999998,0.4499999999999998,0
0.4499999999999998,0.4999999999999998,0
-0.5,-0.45,0
-0.45,-0.4,0
-0.4,-0.35,0
-0.35,-0.3,0
-0.3,-0.25,0
-0.25,-0.2,0
-0.2,-0.15,0
-0.15,-0.1,0
-0.1,-0.0500000000000001,17
-0.0500000000000001,-1.1102230246251563e-16,0
-1.1102230246251563e-16,0.0499999999999998,50
0.0499999999999998,0.0999999999999998,14
0.0999999999999998,0.1499999999999998,0
0.1499999999999998,0.1999999999999998,0
0.1999999999999998,0.2499999999999998,0
0.2499999999999998,0.2999999999999998,0
0.2999999999999998,0.3499999999999998,0
0.3499999999999998,0.3999999999999998,0
0.3999999999999998,0.4499999999999998,0
0.4499999999999998,0.4999999999999998,0
-0.5,-0.45,0
-0.45,-0.4,0
-0.4,-0.35,0
-0.35,-0.3,0
