bin,t_center,mean,q025,q975,sigpos,signeg
102,107.5,0.022813493117220002,-0.174624325,0.20953555,0,0
103,108.5,0.028999834853045,-0.1766246,0.221175325,0,0
104,109.5,0.051843829811365,-0.162357175,0.2593959,0,0
105,110.5,0.11602512528645,-0.100181225,0.352838625,0,0
106,111.5,0.15846910356501,-0.04603432,0.3948573,0,0
107,112.5,0.177564685304991,-0.021885095,0.4096299,0,0
108,113.5,0.183903987547085,-0.01287776,0.4187199,0,0
109,114.5,0.178056276076622,-0.0197516375,0.4080022,0,0
110,115.5,0.152198835544329,-0.0485698,0.35758085,0,0
111,116.5,0.128308658822805,-0.0862581525,0.32335995,0,0
112,117.5,0.116717832046945,-0.10492715,0.308901425,0,0
113,118.5,0.11011695888345,-0.1201073,0.30210315,0,0
114,119.5,0.118699724443545,-0.11290645,0.317435275,0,0
115,120.5,0.1517348460479,-0.0844032475,0.36575665,0,0
116,121.5,0.214521353717485,0.00225089175,0.447104325,1,0
117,122.5,0.24360684019955,0.04567312,0.467457325,1,0
118,123.5,0.25439880733865,0.06163919,0.476267375,1,0
119,124.5,0.2540540678308,0.06324528,0.471574749999999,1,0
120,125.5,0.24610215229266,0.059891895,0.4588756,1,0
121,126.5,0.234644582754755,0.049843495,0.436946825,1,0
122,127.5,0.2245719663836,0.03942654,0.42628175,1,0
123,128.5,0.207637761227135,0.023234845,0.40218745,1,0
124,129.5,0.19466575130561,0.0101635925,0.384548575,1,0
125,130.5,0.183378657363118,-4.92364249999979e-5,0.37329734999999997,0,0
126,131.5,0.174861612040325,-0.007330204,0.367915125,0,0
127,132.5,0.151230082639995,-0.03840538,0.344668125,0,0
128,133.5,0.132206813423749,-0.0582062275,0.3210506,0,0
129,134.5,0.115272504911662,-0.0771585,0.303260549999999,0,0
130,135.5,0.09545097690899,-0.0984212975,0.276960875,0,0
131,136.5,0.07766421576273,-0.120226275,0.256329825,0,0
132,137.5,0.073575563357668,-0.1241981,0.24789865,0,0
133,138.5,0.0762245713089105,-0.1131501,0.2486623,0,0
134,139.5,0.08209708583472,-0.101391,0.253109425,0,0
135,140.5,0.08790100901162,-0.093116875,0.258957725,0,0
136,141.5,0.09138224823849,-0.0846792025,0.262657775,0,0
137,142.5,0.0922421165411675,-0.0843963925,0.263411675,0,0
138,143.5,0.090929628579225,-0.0884684125,0.261477924999999,0,0
139,144.5,0.08876618954876,-0.0892019875,0.2600104,0,0
140,145.5,0.086626866644023,-0.0954841425,0.257302175,0,0
141,146.5,0.0878793765575545,-0.0969923175,0.258586475,0,0
142,147.5,0.0928587377444725,-0.0960987475,0.2644041,0,0
143,148.5,0.1023167318234,-0.08498687,0.2760849,0,0
144,149.5,0.113510815364634,-0.0751086275,0.291186575,0,0
145,150.5,0.131287812732934,-0.0562786825,0.31489775,0,0
146,151.5,0.152420252120265,-0.0310848725,0.33719615,0,0
147,152.5,0.17034518184825,-0.0075750745,0.3544778,0,0
148,153.5,0.181349846387115,0.0079899275,0.363143275,1,0
149,154.5,0.189488323754511,0.018727515,0.369211925,1,0
150,155.5,0.196379655869985,0.026456305,0.373861225,1,0
151,156.5,0.201716571982393,0.03162165,0.3806219,1,0
152,157.5,0.20725212448145,0.0408550775,0.384086175,1,0
153,158.5,0.20755688424645,0.03941343,0.383670375,1,0
154,159.5,0.2060667548395,0.0396086925,0.38095365,1,0
155,160.5,0.2032275681724,0.03575351,0.376349475,1,0
156,161.5,0.201099179733065,0.0334612,0.3741567,1,0
157,162.5,0.19702433984139,0.026836515,0.36775645,1,0
158,163.5,0.19349615814877,0.0255719475,0.363482675,1,0
159,164.5,0.19091394545913,0.0213125975,0.359488749999999,1,0
160,165.5,0.187031413730613,0.013235675,0.35624105,1,0
161,166.5,0.182575529751365,0.00518994475,0.353914725,1,0
162,167.5,0.1813815303863,0.00496698425,0.353365475,1,0
163,168.5,0.1800288931268,-2.627224e-4,0.35398985,0,0
164,169.5,0.17674673948075,-0.00471793425,0.3517424,0,0
165,170.5,0.173266914179405,-0.011638045,0.350471375,0,0
166,171.5,0.17344208305387,-0.015309445,0.3548717,0,0
167,172.5,0.173636533441535,-0.0160793575,0.359097025,0,0
168,173.5,0.181209765093225,-0.01184269,0.3752608,0,0
169,174.5,0.199204993996165,-0.004342149,0.42432565,0,0
170,175.5,0.22315160935321,0.007814432,0.48914155,1,0
171,176.5,0.2285408409429,0.0023754085,0.514695849999999,1,0
