bin,t_center,mean,q025,q975,sigpos,signeg
1,6.5,-0.125588399094665,-0.3911415,0.144155324999999,0,0
2,7.5,-0.128922998748077,-0.373166225,0.114472125,0,0
3,8.5,-0.123548474941855,-0.345743825,0.105417774999999,0,0
4,9.5,-0.123451400062731,-0.33687985,0.0944294749999999,0,0
5,10.5,-0.124137285935222,-0.3315877,0.0902428149999999,0,0
6,11.5,-0.12995825901167,-0.337169,0.0781014724999998,0,0
7,12.5,-0.13814429974284,-0.346697475,0.0691828174999998,0,0
8,13.5,-0.148002232502685,-0.36007835,0.0578020125,0,0
9,14.5,-0.15295509654775,-0.36974805,0.0543048274999998,0,0
10,15.5,-0.15504684048536,-0.377769475,0.0572756,0,0
11,16.5,-0.151655043868525,-0.381850775,0.0726993499999999,0,0
12,17.5,-0.12903312958772,-0.383862,0.154163325,0,0
13,18.5,0.093407556131375,-0.2251413,0.36463945,0,0
14,19.5,0.145585320538466,-0.127697175,0.375617525,0,0
15,20.5,0.167718900314145,-0.07436621,0.383835525,0,0
16,21.5,0.19213177903628,-0.0197447325,0.3974672,0,0
17,22.5,0.20150796204348,0.0018553395,0.403662325,1,0
18,23.5,0.20384522570897,0.0076550145,0.40252525,1,0
19,24.5,0.209029839968985,0.0163126325,0.407888575,1,0
20,25.5,0.21276271902246,0.0185344525,0.41504635,1,0
21,26.5,0.208934301747925,0.011877885,0.417625475,1,0
22,27.5,0.1982537262816,-0.00568098225,0.407357,0,0
23,28.5,0.178053135376225,-0.0463835475,0.39495615,0,0
24,29.5,0.120642606599935,-0.149087725,0.35662775,0,0
25,30.5,0.073782493691565,-0.19375015,0.3215229,0,0
26,31.5,0.0266225036955885,-0.2332583,0.285221375,0,0
27,32.5,-0.0133576736829226,-0.264547275,0.252608125,0,0
28,33.5,-0.076906306882357,-0.319528325,0.1946071,0,0
29,34.5,-0.12986066461766,-0.353827525,0.118572275,0,0
30,35.5,-0.166152745227835,-0.377427025,0.0482035274999998,0,0
31,36.5,-0.184412636807695,-0.392236425,0.0157390899999999,0,0
32,37.5,-0.1958883982482,-0.399692325,-0.00495603475000013,0,1
33,38.5,-0.2021544014662,-0.406011925,-0.0139317050000001,0,1
34,39.5,-0.19972838689795,-0.399492875,-0.0117688125000003,0,1
35,40.5,-0.18718620590702,-0.385064775,-9.5573110000004e-4,0,1
36,41.5,-0.170800052719342,-0.362483175,0.0174816399999999,0,0
37,42.5,-0.15984015042673,-0.3510167,0.0292602524999999,0,0
38,43.5,-0.15128667389275,-0.3413593,0.0405565499999998,0,0
39,44.5,-0.14715880643316,-0.3406162,0.0458826025,0,0
40,45.5,-0.14413343616176,-0.34039715,0.05164921,0,0
41,46.5,-0.13907993740868,-0.345016275,0.0650035674999998,0,0
42,47.5,-0.12550185749698,-0.339483175,0.0926103525,0,0
43,48.5,-0.089190066858805,-0.32470235,0.161460625,0,0
44,49.5,0.0188559115771445,-0.2384353,0.269105225,0,0
45,50.5,0.069075149494847,-0.173590275,0.2895123,0,0
46,51.5,0.10506683124726,-0.107767825,0.312734375,0,0
47,52.5,0.11528561884538,-0.081581425,0.3122611,0,0
48,53.5,0.115888932969675,-0.07116448,0.30434225,0,0
49,54.5,0.112946784177655,-0.06972131,0.29820735,0,0
50,55.5,0.10964187664527,-0.07215117,0.292273025,0,0
51,56.5,0.10469229067708,-0.077744255,0.285458024999999,0,0
52,57.5,0.104956749290346,-0.077079435,0.2856373,0,0
53,58.5,0.10703206935397,-0.0775485925,0.289239475,0,0
54,59.5,0.107456851265582,-0.07679637,0.2913292,0,0
55,60.5,0.108497751592875,-0.079046925,0.29272535,0,0
56,61.5,0.11592109103238,-0.0756293325,0.306606925,0,0
57,62.5,0.12580044376481,-0.0777321725,0.32282935,0,0
58,63.5,0.158958144049715,-0.0541938725,0.3782509,0,0
59,64.5,0.21456025626033,-0.00128387425,0.439758425,0,0
60,65.5,0.244683051677405,0.02933214,0.4597655,1,0
61,66.5,0.260518752433015,0.0480368575,0.47017915,1,0
62,67.5,0.28355338040835,0.07404335,0.4877431,1,0
63,68.5,0.310920764683,0.108797225,0.5090924,1,0
64,69.5,0.3282346254872,0.13156255,0.520084275,1,0
65,70.5,0.3438383699025,0.15599615,0.53049955,1,0
66,71.5,0.357266101735,0.176475825,0.5437052,1,0
67,72.5,0.361188630342,0.182821375,0.542967125,1,0
68,73.5,0.36138912163185,0.180534375,0.538612399999999,1,0
69,74.5,0.367003659922,0.184792175,0.54413995,1,0
70,75.5,0.37810747023,0.198407675,0.5562638,1,0
71,76.5,0.385743559056,0.201328375,0.566394525,1,0
72,77.5,0.39713905033,0.210623325,0.5782733,1,0
73,78.5,0.418907257345,0.235326825,0.609290075,1,0
74,79.5,0.438357325643,0.2541081,0.63231365,1,0
75,80.5,0.445213650285,0.2614187,0.6370073,1,0
76,81.5,0.45663122863,0.2722792,0.649820075,1,0
77,82.5,0.46143830325,0.276215925,0.6551248,1,0
78,83.5,0.460484091065,0.273578875,0.65733875,1,0
79,84.5,0.454262434625,0.262305625,0.65087165,1,0
80,85.5,0.44977466874,0.249787875,0.651320249999999,1,0
81,86.5,0.43704200984,0.21333705,0.649816625,1,0
82,87.5,0.37357069690955,0.0555426575,0.62342315,1,0
83,88.5,0.252640205195725,-0.042114575,0.563003175,0,0
84,89.5,0.140846786025995,-0.09169741,0.439223275,0,0
85,90.5,0.10021696294602,-0.1031439,0.348616,0,0
86,91.5,0.0764635749017085,-0.11378805,0.280579975,0,0
87,92.5,0.070258828619665,-0.11224895,0.265347025,0,0
88,93.5,0.068279726047357,-0.108914325,0.260257125,0,0
89,94.5,0.063742890881995,-0.111835725,0.2504274,0,0
90,95.5,0.055554500269867003,-0.120470475,0.2388838,0,0
91,96.5,0.049061808412165,-0.125162625,0.2285357,0,0
92,97.5,0.041510648505964,-0.1340151,0.21909875,0,0
93,98.5,0.033098970053582,-0.143975575,0.208993425,0,0
94,99.5,0.0226381913672973,-0.1561121,0.19405165,0,0
95,100.5,0.016871499690813,-0.163256225,0.18887705,0,0
96,101.5,0.010516868128929,-0.16908375,0.18342015,0,0
97,102.5,0.006963213321872,-0.177188625,0.18050935,0,0
98,103.5,0.006888306315782,-0.176085275,0.180758975,0,0
99,104.5,0.00821349277392,-0.175142725,0.184087575,0,0
100,105.5,0.00798171756898615,-0.180334475,0.186532325,0,0
101,106.5,0.0143950612845915,-0.17589645,0.196037625,0,0
