bin,t_center,mean,q025,q975,sigpos,signeg
55,60.5,-0.16818870687145,-0.319059025,-0.0254437625000005,0,1
56,61.5,-0.162234582833,-0.31633655,-9.8629122500003e-4,0,1
57,62.5,-0.15107100298093,-0.313686275,0.0642434949999998,0,0
58,63.5,-0.080177732592125,-0.2811936,0.1837688,0,0
59,64.5,-0.04056349463701,-0.26847215,0.2031099,0,0
60,65.5,0.0494513885272085,-0.2028859,0.236178475,0,0
61,66.5,0.07170318677596,-0.17357845,0.240027575,0,0
62,67.5,0.09133218986532,-0.137296875,0.2437325,0,0
63,68.5,0.104435727696959,-0.10241245,0.247754425,0,0
64,69.5,0.115013575980673,-0.057231065,0.25287145,0,0
65,70.5,0.121749902449832,-0.031882005,0.256102,0,0
66,71.5,0.12634319126149,-0.0157230975,0.2583246,0,0
67,72.5,0.127090813895223,-0.0139545925,0.25683265,0,0
68,73.5,0.126964639040205,-0.0145313475,0.256462825,0,0
69,74.5,0.127849326718585,-0.0137545625,0.25612715,0,0
70,75.5,0.1303565439176,-0.0082772525,0.2582682,0,0
71,76.5,0.13320014290499,-0.00691561125,0.2633186,0,0
72,77.5,0.13833377177339,0.00266102725,0.269237575,1,0
73,78.5,0.14704769371428,0.017309085,0.286443725,1,0
74,79.5,0.15304001800175,0.0255767375,0.298210225,1,0
75,80.5,0.16122495314416,0.03302541,0.31560005,1,0
76,81.5,0.170157443897,0.0444471475,0.336858525,1,0
77,82.5,0.17800614997521,0.05137285,0.355816175,1,0
78,83.5,0.18216151448915,0.0553401775,0.36297775,1,0
79,84.5,0.1824820365192,0.0549085075,0.364248,1,0
80,85.5,0.1810114136714,0.0543426775,0.361445075,1,0
81,86.5,0.17821356066765,0.0521442325,0.35616525,1,0
82,87.5,0.17385819527011,0.048698785,0.3487519,1,0
83,88.5,0.170890865039065,0.0459957225,0.347156825,1,0
84,89.5,0.160135914746135,0.0356170325,0.3266339,1,0
85,90.5,0.14951428320699,0.02475308,0.310121975,1,0
86,91.5,0.13342056403254,0.00386056475,0.275874325,1,0
87,92.5,0.121086334180605,-0.013215355,0.2481699,0,0
88,93.5,0.115078020028778,-0.0167355575,0.233195675,0,0
89,94.5,0.112053923869661,-0.0162531025,0.227176325,0,0
90,95.5,0.110238250020994,-0.0164547225,0.224563625,0,0
91,96.5,0.110033085546805,-0.01347259,0.2231052,0,0
92,97.5,0.109002639592877,-0.0132794375,0.220528625,0,0
93,98.5,0.10855790060698,-0.01318785,0.219865125,0,0
94,99.5,0.109522567434865,-0.009335499,0.2210747,0,0
95,100.5,0.1119255733291,-0.00293803675,0.224958,0,0
96,101.5,0.11313909110806,-2.8380442499999e-4,0.22609325,0,0
97,102.5,0.113701327713207,0.00380351075,0.22631705,1,0
98,103.5,0.113066039756995,0.0032033175,0.224360775,1,0
99,104.5,0.112772877028152,0.0029295,0.22321435,1,0
100,105.5,0.112083346404195,0.00179525225,0.2229627,1,0
101,106.5,0.11252630155924,0.0034226035,0.2239233,1,0
102,107.5,0.115010244783375,0.007675299,0.22934785,1,0
103,108.5,0.116418952797526,0.0099435155,0.2336165,1,0
104,109.5,0.117448991840065,0.011635335,0.236982375,1,0
105,110.5,0.11688033552394,0.0111895675,0.23777435,1,0
106,111.5,0.114431742375741,0.00808250925,0.2337272,1,0
107,112.5,0.111034120391676,0.00220569625,0.230043225,1,0
108,113.5,0.10803705016156,-0.0011726275,0.225487575,0,0
109,114.5,0.104675237344793,-0.004404909,0.220983525,0,0
110,115.5,0.0999782137559974,-0.015450145,0.21420015,0,0
111,116.5,0.095057551843175,-0.0237229975,0.2096301,0,0
112,117.5,0.089890479441688,-0.03449038,0.2025211,0,0
113,118.5,0.0852496670997975,-0.04457428,0.19640435,0,0
114,119.5,0.084946082503155,-0.0442197375,0.1962776,0,0
115,120.5,0.086886170230445,-0.039086955,0.201404375,0,0
116,121.5,0.09275301439878,-0.0247372475,0.215437625,0,0
117,122.5,0.09793215705436,-0.01501703,0.229362575,0,0
118,123.5,0.102226918228575,-0.0083014905,0.245199525,0,0
119,124.5,0.102569268047895,-0.00779588225,0.2476426,0,0
120,125.5,0.09980904177338,-0.0106593925,0.24112545,0,0
121,126.5,0.092424351377072,-0.0216685,0.22723855,0,0
122,127.5,0.0832829754415103,-0.0336036275,0.20582135,0,0
123,128.5,0.0756695097397754,-0.0418120475,0.1905396,0,0
124,129.5,0.069123565010312,-0.04950158,0.179077975,0,0
125,130.5,0.065256214962903,-0.0543348125,0.173072575,0,0
126,131.5,0.063269467591386,-0.05542749,0.16981705,0,0
127,132.5,0.06115828662996,-0.05690599,0.16727815,0,0
128,133.5,0.059453152442217,-0.057414095,0.167419425,0,0
129,134.5,0.0573969372861725,-0.059879915,0.164682175,0,0
130,135.5,0.056583872575337,-0.0587584925,0.162851125,0,0
131,136.5,0.056485290789205,-0.0583026975,0.1626173,0,0
132,137.5,0.0554284909513725,-0.05952575,0.161063375,0,0
133,138.5,0.0540241136586615,-0.060408375,0.1591395,0,0
134,139.5,0.0539336099910375,-0.05964907,0.159218775,0,0
135,140.5,0.052770421621485,-0.060746175,0.1576411,0,0
136,141.5,0.050940170947728,-0.0633358475,0.1541903,0,0
137,142.5,0.049821263325525,-0.0652294175,0.153537175,0,0
138,143.5,0.0484249681604835,-0.067719185,0.151077875,0,0
139,144.5,0.048354663128276,-0.0674537375,0.151564175,0,0
140,145.5,0.049220290629361,-0.0645773675,0.1526755,0,0
141,146.5,0.0505837749436355,-0.06213882,0.15503515,0,0
142,147.5,0.0503531834132237,-0.063617915,0.15479765,0,0
143,148.5,0.050405009751413,-0.064206625,0.1561674,0,0
144,149.5,0.048812146561522,-0.067595285,0.1555074,0,0
145,150.5,0.0461225948711646,-0.071815905,0.15249685,0,0
146,151.5,0.04408916836164,-0.0750637925,0.15036555,0,0
147,152.5,0.043247834265386,-0.076724375,0.149353475,0,0
148,153.5,0.040588865099457,-0.083057,0.145767125,0,0
149,154.5,0.039871334048219,-0.0843544425,0.1450503,0,0
150,155.5,0.0417457000384432,-0.079814035,0.147138775,0,0
151,156.5,0.045360202662205,-0.07292604,0.15355755,0,0
152,157.5,0.0476005394610367,-0.06966965,0.1574661,0,0
153,158.5,0.048792094308927,-0.0677879075,0.1597826,0,0
154,159.5,0.0483754846787365,-0.069394715,0.159807124999999,0,0
155,160.5,0.046188915253817,-0.075119015,0.15652605,0,0
156,161.5,0.044412163741119,-0.0793551925,0.154782075,0,0
157,162.5,0.0442504085134405,-0.0824128125,0.154757575,0,0
158,163.5,0.046135101508011,-0.08026408,0.158718825,0,0
159,164.5,0.051904131249061,-0.071620725,0.17000705,0,0
160,165.5,0.0591900397270175,-0.062258715,0.187023225,0,0
161,166.5,0.06335463608027,-0.0583744225,0.194930175,0,0
162,167.5,0.0681524785733385,-0.052315055,0.203983975,0,0
163,168.5,0.0720653780502565,-0.0490372,0.2121467,0,0
164,169.5,0.0746316273568325,-0.0478392675,0.216893674999999,0,0
165,170.5,0.0777852093228065,-0.0450416025,0.223302825,0,0
166,171.5,0.0795903686632625,-0.043803015,0.22710895,0,0
167,172.5,0.079941161862295,-0.0473115125,0.227952625,0,0
168,173.5,0.0811194020640233,-0.0480776575,0.232522325,0,0
169,174.5,0.0808976739067705,-0.0527697175,0.235057074999999,0,0
170,175.5,0.081371159706468,-0.0555468075,0.240218575,0,0
171,176.5,0.0813027649761895,-0.0636212575,0.247096049999999,0,0
