bin,t_center,mean,q025,q975,sigpos,signeg
91,96.5,0.065039823424849,-0.08144305,0.179022725,0,0
92,97.5,0.0630286528095507,-0.08357823,0.177074925,0,0
93,98.5,0.063377446476425,-0.0825240925,0.176106425,0,0
94,99.5,0.0659784943153385,-0.074815745,0.177291975,0,0
95,100.5,0.0715423159267555,-0.060657965,0.1841332,0,0
96,101.5,0.073900440711865,-0.05724267,0.1862375,0,0
97,102.5,0.076252401399411,-0.05232097,0.1885816,0,0
98,103.5,0.07990767354989,-0.044123635,0.1927298,0,0
99,104.5,0.085962015376205,-0.030817435,0.2037632,0,0
100,105.5,0.09011151695131,-0.0241977525,0.210050375,0,0
101,106.5,0.0931891100348714,-0.020086735,0.215652925,0,0
102,107.5,0.09650445498541,-0.0156658425,0.2214388,0,0
103,108.5,0.0987583563399615,-0.0130794075,0.2286352,0,0
104,109.5,0.100532154501117,-0.0106235875,0.23344515,0,0
105,110.5,0.09975300381945,-0.0115888275,0.233319625,0,0
106,111.5,0.0960813364506605,-0.01770611,0.225630675,0,0
107,112.5,0.0928118477634985,-0.0214264725,0.2206473,0,0
108,113.5,0.088580979679405,-0.0291542825,0.2142533,0,0
109,114.5,0.0834896502131,-0.037013645,0.2061075,0,0
110,115.5,0.0778725161822421,-0.04998882,0.199393575,0,0
111,116.5,0.06884434178696,-0.076207405,0.18878705,0,0
112,117.5,0.05437419682227,-0.131390975,0.171981425,0,0
113,118.5,0.046926084661625,-0.15586175,0.1654829,0,0
114,119.5,0.0478043649437165,-0.150044825,0.16518935,0,0
115,120.5,0.052648265189425,-0.136098225,0.17116855,0,0
116,121.5,0.06746567094087,-0.080653625,0.189044425,0,0
117,122.5,0.07668871661493,-0.0549194075,0.203636475,0,0
118,123.5,0.085196805786777,-0.0332056075,0.214877525,0,0
119,124.5,0.088400211996813,-0.0272869375,0.22134395,0,0
120,125.5,0.089190545428945,-0.0244089525,0.2203382,0,0
121,126.5,0.0881603465520165,-0.0264093575,0.2166425,0,0
122,127.5,0.0859790356217885,-0.02804074,0.20972755,0,0
123,128.5,0.082791909945375,-0.0340778975,0.200081275,0,0
124,129.5,0.0775267039624178,-0.04039367,0.189123075,0,0
125,130.5,0.072929953401448,-0.0506878525,0.18212855,0,0
126,131.5,0.071705242792535,-0.0520381675,0.18059005,0,0
127,132.5,0.07112216228601,-0.0555080425,0.178845225,0,0
128,133.5,0.071915096990343,-0.054980705,0.17940845,0,0
129,134.5,0.0748305378429625,-0.0482482475,0.183793675,0,0
130,135.5,0.079925581813426,-0.03870033,0.19129535,0,0
131,136.5,0.0856817666261575,-0.029575005,0.201279375,0,0
132,137.5,0.08833698407226,-0.0242285175,0.205072675,0,0
133,138.5,0.08986817481938,-0.0216601175,0.20594075,0,0
134,139.5,0.094738252613271,-0.01539871,0.217260599999999,0,0
135,140.5,0.095949311356,-0.0124119725,0.219750325,0,0
136,141.5,0.0962789735801785,-0.013971035,0.222322525,0,0
137,142.5,0.097227248641515,-0.0117477775,0.22320115,0,0
138,143.5,0.09813818848896,-0.0102126775,0.227506475,0,0
139,144.5,0.0986446681551337,-0.0102545725,0.228156,0,0
140,145.5,0.09804929832551,-0.01211075,0.2287491,0,0
141,146.5,0.095343827371519,-0.0152395825,0.2232754,0,0
142,147.5,0.0901288674994295,-0.02477404,0.2155877,0,0
143,148.5,0.0868576292484415,-0.0283716125,0.209667275,0,0
144,149.5,0.08407618256035,-0.0325415275,0.204805449999999,0,0
145,150.5,0.08085156561852,-0.03762085,0.201486875,0,0
146,151.5,0.075404333431385,-0.048550355,0.193933025,0,0
147,152.5,0.07065469227594,-0.058497465,0.18821595,0,0
148,153.5,0.0590224716873215,-0.0899363975,0.175003475,0,0
149,154.5,0.052382211869118,-0.1039453,0.167391175,0,0
150,155.5,0.0505096430767797,-0.10386735,0.1647737,0,0
151,156.5,0.052644313594806,-0.0965702175,0.168426525,0,0
152,157.5,0.056091199711572,-0.087068175,0.1729198,0,0
153,158.5,0.0585950092194533,-0.080360955,0.17791425,0,0
154,159.5,0.0581942071767082,-0.0815071525,0.17746495,0,0
155,160.5,0.051696324421703,-0.0989335875,0.1700218,0,0
156,161.5,0.04553043599807,-0.123357775,0.164627175,0,0
157,162.5,0.0445876755138995,-0.12799585,0.164698,0,0
158,163.5,0.04451873808888,-0.1349824,0.16645805,0,0
159,164.5,0.052488440942905,-0.122030525,0.179826825,0,0
160,165.5,0.0735920004868979,-0.0732727325,0.221206825,0,0
161,166.5,0.0859947514242965,-0.0480116675,0.24132805,0,0
162,167.5,0.092966690331272,-0.03757037,0.251853825,0,0
163,168.5,0.095866321028225,-0.034299765,0.25233815,0,0
164,169.5,0.09857899351786,-0.032541755,0.25510695,0,0
165,170.5,0.101134319631946,-0.031277725,0.259585825,0,0
166,171.5,0.103642386747209,-0.0306302325,0.26409465,0,0
167,172.5,0.106239230959153,-0.0294180075,0.2699035,0,0
168,173.5,0.108416964021404,-0.029978545,0.276064024999999,0,0
169,174.5,0.109705752461665,-0.0326672175,0.28290495,0,0
170,175.5,0.1092446027461,-0.038339415,0.28687715,0,0
171,176.5,0.10901821248305,-0.047458735,0.2931356,0,0
