bin,t_center,mean,q025,q975,sigpos,signeg
1,6.5,-0.099016330007621,-0.287086225,0.119151375,0,0
2,7.5,-0.102024255121677,-0.2745727,0.0940217925,0,0
3,8.5,-0.099361307145237,-0.25679355,0.0892283125,0,0
4,9.5,-0.093587243353875,-0.2350192,0.0960864349999998,0,0
5,10.5,-0.093239219990566,-0.229479825,0.0938725624999999,0,0
6,11.5,-0.097553752967219,-0.232073425,0.0821376124999985,0,0
7,12.5,-0.111458614324438,-0.246098625,0.0368771775,0,0
8,13.5,-0.118721622392818,-0.252074325,0.016649695,0,0
9,14.5,-0.12368592483468,-0.2567173,0.00354246824999992,0,0
10,15.5,-0.125989117002245,-0.26142285,-0.00140501350000006,0,1
11,16.5,-0.127491623412955,-0.2600957,-0.00504093575000014,0,1
12,17.5,-0.128442118327425,-0.26022825,-0.0098725115,0,1
13,18.5,-0.127566776789146,-0.2572463,-0.00883980600000004,0,1
14,19.5,-0.1258993980831,-0.253016125,-0.00796751650000008,0,1
15,20.5,-0.123312165755915,-0.247762025,-0.0067073010000007,0,1
16,21.5,-0.119088157040658,-0.238751025,4.2154039999991e-4,0,0
17,22.5,-0.114947373930585,-0.23204735,0.00946662399999995,0,0
18,23.5,-0.113452749547465,-0.228921475,0.0106434449999999,0,0
19,24.5,-0.1148927838229,-0.23058115,0.00814354449999984,0,0
20,25.5,-0.118280325593633,-0.235831225,8.3582959999981e-4,0,0
21,26.5,-0.12101427803186,-0.23923835,-0.00269647600000002,0,1
22,27.5,-0.125661639691994,-0.245518475,-0.0120796375,0,1
23,28.5,-0.128542760122255,-0.25219635,-0.0177983900000003,0,1
24,29.5,-0.130065535216315,-0.254425225,-0.0197616375000001,0,1
25,30.5,-0.130949162741005,-0.2555116,-0.0212826475000002,0,1
26,31.5,-0.130595168119789,-0.2555972,-0.0201659075,0,1
27,32.5,-0.129475346130387,-0.252875025,-0.0190017875000001,0,1
28,33.5,-0.12743276720251,-0.249511875,-0.0169805150000001,0,1
29,34.5,-0.124441560272859,-0.24400785,-0.0122768550000001,0,1
30,35.5,-0.121491117737205,-0.238594525,-0.00897406800000002,0,1
31,36.5,-0.120829734438821,-0.239288275,-0.00910580725000003,0,1
32,37.5,-0.120377487931555,-0.238654325,-0.00790452175000025,0,1
33,38.5,-0.121133437720927,-0.241519225,-0.00860796575000001,0,1
34,39.5,-0.119209606715281,-0.240605,-0.00547828225000003,0,1
35,40.5,-0.117439000287,-0.239892325,-0.00302779350000012,0,1
36,41.5,-0.116929237419909,-0.24244695,-0.00208138675000002,0,1
37,42.5,-0.11607282340263,-0.245427425,4.7906979999978e-4,0,0
38,43.5,-0.115459822909995,-0.24925205,0.00150518874999998,0,0
39,44.5,-0.111339543910835,-0.246772375,0.0107447324999998,0,0
40,45.5,-0.09556039627238,-0.222131775,0.0451761449999997,0,0
41,46.5,-0.082237952853282,-0.203544125,0.0698599299999998,0,0
42,47.5,-0.071944420320294,-0.191612375,0.0872134699999998,0,0
43,48.5,-0.067485694920964,-0.187456875,0.0922342949999999,0,0
44,49.5,-0.064022818758708,-0.18512415,0.0979624374999997,0,0
45,50.5,-0.0632189281536935,-0.1851893,0.0980837574999998,0,0
46,51.5,-0.064097222573326,-0.1855549,0.0965409749999993,0,0
47,52.5,-0.0667216638649668,-0.18845815,0.0903180149999998,0,0
48,53.5,-0.0710700137305,-0.194399675,0.0830957074999997,0,0
49,54.5,-0.0770180393857065,-0.202429225,0.073436095,0,0
50,55.5,-0.0847583594097425,-0.218213225,0.0649827099999991,0,0
51,56.5,-0.0922446992445035,-0.236098175,0.0561456549999999,0,0
52,57.5,-0.110847354787628,-0.2880275,0.0327473124999996,0,0
53,58.5,-0.121394963660007,-0.3102701,0.0216955424999996,0,0
54,59.5,-0.125744266889224,-0.320322175,0.0191953024999999,0,0
55,60.5,-0.126064683773245,-0.32180205,0.0206587849999998,0,0
56,61.5,-0.121284159966547,-0.3146663,0.0323659024999999,0,0
57,62.5,-0.11386953928458,-0.30950645,0.054451412499999,0,0
58,63.5,-0.07381031020218,-0.25705525,0.14996445,0,0
59,64.5,-0.049293516649261,-0.239849075,0.171823075,0,0
60,65.5,-0.01561550485005,-0.21396595,0.1985252,0,0
61,66.5,0.00479257749605,-0.204367,0.2097493,0,0
62,67.5,0.042759844858795,-0.177625375,0.235196525,0,0
63,68.5,0.078838270921765,-0.144720525,0.2556972,0,0
64,69.5,0.118464908329185,-0.069608615,0.282236425,0,0
65,70.5,0.13045258515847,-0.0240219425,0.286945025,0,0
66,71.5,0.134994845105405,-0.009659134,0.289104525,0,0
67,72.5,0.13425827874898,-0.00614141625,0.28224615,0,0
68,73.5,0.131587337307131,-0.00679380975,0.271692225,0,0
69,74.5,0.131963606990905,-0.00638500975,0.269857275,0,0
70,75.5,0.133621047498055,-0.00340723325,0.27136515,0,0
71,76.5,0.13586140273313,-5.89619825e-4,0.27381015,0,0
72,77.5,0.1393532635183,0.00296108475,0.2813468,1,0
73,78.5,0.150114268358749,0.0183116475,0.301944775,1,0
74,79.5,0.15794599562066,0.027529295,0.3160075,1,0
75,80.5,0.16493634766642,0.034756965,0.33041055,1,0
76,81.5,0.171042691718924,0.03939347,0.346193875,1,0
77,82.5,0.17135405279976,0.0404482,0.34711875,1,0
78,83.5,0.16914870158475,0.038174785,0.344431775,1,0
79,84.5,0.163505659915995,0.0346659575,0.334127575,1,0
80,85.5,0.15770523441949,0.02889717,0.324746425,1,0
81,86.5,0.147637571580455,0.0189660825,0.308341375,1,0
82,87.5,0.137471632325055,0.00726254975,0.29436905,1,0
83,88.5,0.131996439070585,0.001241153,0.2891206,1,0
84,89.5,0.118639684038398,-0.0159151625,0.268432,0,0
85,90.5,0.105904837526075,-0.0337943525,0.249709225,0,0
86,91.5,0.093976663450628,-0.0486910225,0.227887625,0,0
87,92.5,0.08587213075514,-0.057716465,0.2139589,0,0
88,93.5,0.0768610907365855,-0.069067715,0.19823355,0,0
89,94.5,0.071301143684865,-0.0768063475,0.188895775,0,0
90,95.5,0.067319515423634,-0.0804699875,0.183507475,0,0
