pair_id,condition,delta,period,t0_rel,t1_rel,T_seg,n_A,n_B,sufficient,n_matched,S,z_S,p_right,p_left,null_mean,null_sd,STR,Max_episode,n_windows,n_episodes
20170705_01_02_01,invisible,0.1,P1,0.0,25.0,15.0,22,18,1,7,0.35,-0.2647437867076376,0.673032696730327,0.4538546145385461,0.3818149999999999,0.1201727919497275,0.0,0.0,11,0.0
20170705_01_02_01,invisible,0.1,P2,25.0,65.0,40.0,54,41,1,20,0.4210526315789473,1.2305529152730827,0.1591840815918408,0.9104089591040896,0.3485915789473685,0.0588849546673077,0.0,0.0,36,0.0
20170705_01_02_01,invisible,0.1,P3,65.0,180.0,114.0,133,129,1,51,0.3893129770992366,1.198639010918132,0.1438856114388561,0.9004099590040996,0.3425099236641221,0.0390468297867799,0.0526315789473684,3.0,110,2.0
20170705_01_02_02,invisible,0.1,P1,0.0,25.0,17.8,23,23,1,6,0.2608695652173913,-1.12841772347619,0.8943105689431057,0.1894810518948105,0.3777565217391304,0.1035848286409916,0.0,0.0,13,0.0
20170705_01_02_02,invisible,0.1,P2,25.0,65.0,40.0,55,43,1,13,0.2653061224489796,-1.4748081757679414,0.9534046595340466,0.0999900009999,0.359434693877551,0.0638242809981427,0.0,0.0,36,0.0
20170705_01_02_02,invisible,0.1,P3,65.0,180.0,114.6,145,142,1,40,0.2787456445993031,-2.3093726852672005,0.9952004799520048,0.0106989301069893,0.3745735191637631,0.0414951970185671,0.0,0.0,110,0.0
20170705_01_02_03,invisible,0.1,P1,0.0,25.0,19.0,25,25,1,10,0.4,0.0855831188017126,0.5512448755124487,0.6198380161983802,0.390792,0.1075913115685114,0.0,0.0,15,0.0
20170705_01_02_03,invisible,0.1,P2,25.0,65.0,40.0,47,56,1,17,0.3300970873786408,-0.720238064560095,0.8116188381161884,0.2862713728627137,0.3827456310679611,0.0730988075747938,0.0,0.0,36,0.0
20170705_01_02_03,invisible,0.1,P3,65.0,180.0,114.7,135,145,1,51,0.3642857142857142,0.0048829773492,0.5282471752824718,0.545945405459454,0.3640814285714285,0.0418363018454667,0.0,0.0,110,0.0
20170705_03_04_01,invisible,0.1,P1,0.0,25.0,21.8,30,29,1,17,0.576271186440678,2.1191281207075963,0.0278972102789721,0.9908009199080092,0.3959864406779661,0.085074962670267,0.18348623853211,4.0,17,1.0
20170705_03_04_01,invisible,0.1,P2,25.0,65.0,40.0,47,61,1,21,0.3888888888888889,-0.1515721031450593,0.5937406259374063,0.5321467853214679,0.3984425925925926,0.0630307523974944,0.0,0.0,36,0.0
20170705_03_04_01,invisible,0.1,P3,65.0,180.0,114.8,154,147,1,67,0.4451827242524916,1.3301515341129655,0.1147885211478852,0.9133086691330868,0.3922897009966777,0.0397646598145575,0.0696864111498257,5.0,110,2.0
20170705_03_04_02,invisible,0.1,P1,0.0,25.0,21.2,37,34,1,22,0.6197183098591549,1.6799628741265598,0.0666933306669333,0.9693030696930308,0.4867098591549295,0.0791734464807019,0.0,0.0,17,0.0
20170705_03_04_02,invisible,0.1,P2,25.0,65.0,40.0,66,54,1,27,0.45,0.1765430747526383,0.48995100489951,0.642035796420358,0.4402083333333333,0.0554633291642062,0.0,0.0,36,0.0
20170705_03_04_02,invisible,0.1,P3,65.0,180.0,114.6,167,163,1,69,0.4181818181818181,-0.339247994120407,0.6599340065993401,0.415958404159584,0.4305939393939394,0.0365871616847818,0.0523560209424083,6.0,110,1.0
20170705_03_04_03,invisible,0.1,P1,0.0,25.0,21.7,34,38,1,21,0.5833333333333334,0.9970055390366348,0.1866813318668133,0.8747125287471252,0.4967472222222222,0.08684616857272,0.0,0.0,17,0.0
20170705_03_04_03,invisible,0.1,P2,25.0,65.0,40.0,61,63,1,35,0.5645161290322581,1.5843162533540829,0.0765923407659234,0.956004399560044,0.4620516129032258,0.064674281988908,0.075,3.0,36,1.0
20170705_03_04_03,invisible,0.1,P3,65.0,180.0,113.8,172,173,1,86,0.4985507246376812,1.1278487760182554,0.1484851514848515,0.8759124087591241,0.4548915942028985,0.0387100924903393,0.0263620386643233,3.0,109,1.0
20170707_01_02_01,invisible,0.1,P1,0.0,25.0,21.1,35,36,1,25,0.704225352112676,2.174753831614221,0.0148985101489851,0.9952004799520048,0.4829267605633802,0.1017579959314456,0.0,0.0,17,0.0
20170707_01_02_01,invisible,0.1,P2,25.0,65.0,40.0,66,59,1,24,0.384,-1.4080269239411711,0.9446055394460554,0.0986901309869013,0.4679120000000001,0.0595954513178797,0.0,0.0,36,0.0
20170707_01_02_01,invisible,0.1,P3,65.0,180.0,113.7,142,150,1,56,0.3835616438356164,0.0119276594277423,0.5325467453254674,0.5349465053494651,0.3830794520547945,0.0404263538662373,0.0439753737906772,5.0,109,1.0
20170707_01_02_02,invisible,0.1,P1,0.0,25.0,19.7,40,22,1,15,0.4838709677419355,0.8506856773056396,0.2755724427557244,0.8785121487851215,0.4285032258064517,0.0650860163895658,0.0,0.0,15,0.0
20170707_01_02_02,invisible,0.1,P2,25.0,65.0,40.0,69,65,1,29,0.4328358208955223,-1.1899315480615311,0.916108389161084,0.1294870512948705,0.4998194029850747,0.056291962507148,0.0,0.0,36,0.0
20170707_01_02_02,invisible,0.1,P3,65.0,180.0,109.2,128,166,1,59,0.4013605442176871,0.1658217853329825,0.4407559244075592,0.6085391460853915,0.3942333333333334,0.0429811491297221,0.0,0.0,105,0.0
20170707_01_02_03,invisible,0.1,P1,0.0,25.0,21.3,36,40,1,19,0.5,-0.2338596974144907,0.7014298570142986,0.467953204679532,0.5161263157894737,0.0689572250702587,0.0,0.0,17,0.0
20170707_01_02_03,invisible,0.1,P2,25.0,65.0,40.0,64,64,1,25,0.390625,-1.3582571332240287,0.928907109289071,0.1157884211578842,0.4806171875,0.0662556340023703,0.0,0.0,36,0.0
20170707_01_02_03,invisible,0.1,P3,65.0,180.0,114.6,157,183,1,67,0.3941176470588235,-1.2991456225114124,0.9154084591540846,0.1147885211478852,0.4414370588235295,0.0364234855159898,0.0261780104712041,3.0,110,1.0
20170707_03_04_01,invisible,0.1,P1,0.0,25.0,20.5,35,30,1,13,0.4,-0.7375562408634677,0.803919608039196,0.2763723627637236,0.4618492307692308,0.0838569689232416,0.0,0.0,16,0.0
20170707_03_04_01,invisible,0.1,P2,25.0,65.0,40.0,61,48,1,26,0.4770642201834862,1.3669178413347949,0.0974902509749025,0.9427057294270572,0.3999706422018349,0.0563995696379012,0.0,0.0,36,0.0
20170707_03_04_01,invisible,0.1,P3,65.0,180.0,114.9,168,126,1,56,0.3809523809523809,0.1786016320948382,0.4755524447555244,0.5995400459954005,0.3743918367346939,0.0367328346372745,0.0261096605744125,3.0,110,1.0
20170707_03_04_02,invisible,0.1,P1,0.0,25.0,19.4,30,25,1,9,0.3272727272727272,-0.9797710086721316,0.8848115188481152,0.236976302369763,0.4064,0.0807609860129589,0.0,0.0,15,0.0
20170707_03_04_02,invisible,0.1,P2,25.0,65.0,40.0,65,48,1,23,0.4070796460176991,-0.0667105296822163,0.5496450354964504,0.5463453654634537,0.4116761061946903,0.068901569195852,0.0,0.0,36,0.0
20170707_03_04_02,invisible,0.1,P3,65.0,180.0,114.7,170,123,1,43,0.2935153583617747,-2.07869258066411,0.9862013798620138,0.0188981101889811,0.370180204778157,0.0368812815947459,0.0,0.0,110,0.0
20170707_03_04_03,invisible,0.1,P1,0.0,25.0,19.9,35,26,1,13,0.4262295081967213,-0.1339137878004885,0.6373362663733627,0.4883511648835116,0.4369081967213115,0.0797430100364261,0.0,0.0,15,0.0
20170707_03_04_03,invisible,0.1,P2,25.0,65.0,40.0,65,53,1,29,0.4915254237288136,0.8945908350568776,0.220977902209779,0.873012698730127,0.4375423728813559,0.0603438451770249,0.125,5.0,36,1.0
20170707_03_04_03,invisible,0.1,P3,65.0,180.0,114.5,174,130,1,48,0.3157894736842105,-1.960309993637244,0.9789021097890211,0.0295970402959704,0.3866243421052631,0.0361345239533378,0.0,0.0,110,0.0
20170707_05_06_01,invisible,0.1,P1,0.0,25.0,10.4,11,9,1,3,0.3,0.0938773396582721,0.6089391060893911,0.668033196680332,0.28557,0.1537112156408288,0.0,0.0,6,0.0
20170707_05_06_01,invisible,0.1,P2,25.0,65.0,40.0,47,38,1,16,0.3764705882352941,0.9286555060872148,0.2288771122887711,0.8476152384761524,0.3154705882352941,0.0656863601197138,0.0,0.0,36,0.0
20170707_05_06_01,invisible,0.1,P3,65.0,180.0,114.4,121,113,1,34,0.2905982905982906,-0.3794818042008097,0.676032396760324,0.4072592740725927,0.3055316239316239,0.0393519087556331,0.0,0.0,110,0.0
20170707_05_06_02,invisible,0.1,P1,0.0,25.0,13.9,16,14,1,3,0.2,-1.0871758444354571,0.932006799320068,0.2425757424257574,0.3244,0.1144249116982522,0.0,0.0,9,0.0
20170707_05_06_02,invisible,0.1,P2,25.0,65.0,40.0,49,42,1,14,0.3076923076923077,-0.4835332799536292,0.7533246675332467,0.3665633436656334,0.3401846153846153,0.0671976656817161,0.0,0.0,36,0.0
20170707_05_06_02,invisible,0.1,P3,65.0,180.0,114.3,133,119,1,38,0.3015873015873015,-0.7005517529862877,0.7866213378662134,0.2687731226877312,0.3286031746031746,0.0385637076785701,0.0,0.0,110,0.0
20170707_05_06_03,invisible,0.1,P1,0.0,25.0,13.7,20,17,1,9,0.4864864864864865,1.08158026720865,0.1944805519448055,0.8937106289371063,0.3828648648648649,0.0958057619607364,0.0,0.0,9,0.0
20170707_05_06_03,invisible,0.1,P2,25.0,65.0,40.0,49,45,1,10,0.2127659574468085,-2.4185915059316887,0.9943005699430058,0.0175982401759824,0.3483297872340425,0.0560507342619696,0.0,0.0,36,0.0
20170707_05_06_03,invisible,0.1,P3,65.0,180.0,113.1,121,124,1,30,0.2448979591836734,-1.887943361942632,0.98010198980102,0.0360963903609639,0.3231665306122449,0.041457054807002,0.0,0.0,109,0.0
20170707_07_08_01,invisible,0.1,P1,0.0,25.0,16.1,15,20,1,5,0.2857142857142857,-0.3388201496354707,0.7288271172882712,0.4513548645135486,0.32148,0.1055595847064996,0.0,0.0,12,0.0
20170707_07_08_01,invisible,0.1,P2,25.0,65.0,40.0,51,58,1,24,0.4403669724770642,0.5968070773671182,0.3425657434256574,0.7788221177882212,0.4051834862385321,0.0589528636184209,0.1,4.0,36,1.0
20170707_07_08_01,invisible,0.1,P3,65.0,180.0,113.2,138,170,1,67,0.435064935064935,0.7782949698475171,0.2344765523447655,0.8108189181081892,0.4026168831168831,0.0416912009008732,0.0,0.0,109,0.0
20170707_07_08_02,invisible,0.1,P1,0.0,25.0,16.0,18,29,1,8,0.3404255319148936,-0.8830205862790045,0.8882111788821118,0.277972202779722,0.4073744680851064,0.0758180921379552,0.0,0.0,12,0.0
20170707_07_08_02,invisible,0.1,P2,25.0,65.0,40.0,53,62,1,22,0.3826086956521739,-0.6997311233251746,0.7902209779022098,0.3022697730226977,0.4246973913043477,0.060149812190953,0.0,0.0,36,0.0
20170707_07_08_02,invisible,0.1,P3,65.0,180.0,114.6,143,195,1,65,0.3846153846153846,-1.2411432370600275,0.9135086491350864,0.1188881111888811,0.4314834319526627,0.037761997115093,0.0,0.0,110,0.0
20170707_07_08_03,invisible,0.1,P1,0.0,25.0,5.5,6,10,1,5,0.625,1.937392847086871,0.0723927607239276,1.0,0.376375,0.128329677883265,,,0,
20170707_07_08_03,invisible,0.1,P2,25.0,65.0,40.0,44,72,1,22,0.3793103448275862,-0.4457808810734001,0.7093290670932907,0.3898610138986101,0.4074396551724137,0.0631012040648641,0.0,0.0,36,0.0
20170707_07_08_03,invisible,0.1,P3,65.0,180.0,114.4,137,194,1,80,0.4833836858006042,1.753808475977088,0.044995500449955,0.9671032896710328,0.4214719033232628,0.0353013361067541,0.0961538461538461,4.0,110,3.0
20170707_09_10_01,invisible,0.1,P1,0.0,25.0,19.6,26,27,1,13,0.490566037735849,1.0624220717918194,0.1773822617738226,0.9098090190980902,0.3956490566037735,0.0893401818845819,0.0,0.0,15,0.0
20170707_09_10_01,invisible,0.1,P2,25.0,65.0,40.0,48,48,1,17,0.3541666666666667,-0.0572647933490281,0.54994500549945,0.5582441755824418,0.3579333333333333,0.0657763076819095,0.0,0.0,36,0.0
20170707_09_10_01,invisible,0.1,P3,65.0,180.0,114.5,139,149,1,54,0.375,0.0109664905981012,0.535946405359464,0.5336466353364664,0.3745708333333333,0.0391343668995629,0.0349344978165938,4.0,110,1.0
20170707_09_10_02,invisible,0.1,P1,0.0,25.0,19.3,29,30,1,11,0.3728813559322034,-0.8445308321862908,0.8468153184681532,0.2402759724027597,0.4585525423728813,0.1014423431041534,0.0,0.0,15,0.0
20170707_09_10_02,invisible,0.1,P2,25.0,65.0,40.0,57,55,1,25,0.4464285714285714,0.4497455106915892,0.3662633736626337,0.7122287771222878,0.4133392857142857,0.0735733541028641,0.1,4.0,36,1.0
20170707_09_10_02,invisible,0.1,P3,65.0,180.0,114.5,164,163,1,66,0.4036697247706422,-0.54856801206625,0.7355264473552645,0.3128687131286871,0.4252697247706423,0.039375245229194,0.0,0.0,110,0.0
20170707_09_10_03,invisible,0.1,P1,0.0,25.0,20.6,32,32,1,13,0.40625,-0.5121707134582739,0.7526247375262474,0.3628637136286371,0.4574375,0.0999422627162187,0.0,0.0,16,0.0
20170707_09_10_03,invisible,0.1,P2,25.0,65.0,40.0,54,57,1,31,0.5585585585585585,2.0549936579900083,0.0282971702829717,0.9878012198780122,0.4152684684684685,0.0697277529460807,0.125,5.0,36,1.0
20170707_09_10_03,invisible,0.1,P3,65.0,180.0,114.8,146,160,1,55,0.3594771241830065,-0.9526236846308664,0.8497150284971503,0.1917808219178082,0.3981156862745098,0.0405601526761066,0.0,0.0,110,0.0
20170707_11_12_01,invisible,0.1,P1,0.0,25.0,21.0,28,36,1,12,0.375,-0.8206913099293663,0.8234176582341766,0.2595740425957404,0.440859375,0.0802486564719056,0.0,0.0,17,0.0
20170707_11_12_01,invisible,0.1,P2,25.0,65.0,40.0,57,56,1,25,0.4424778761061947,0.1997843552293377,0.4420557944205579,0.6125387461253875,0.4231876106194691,0.0965554358076828,0.075,3.0,36,1.0
20170707_11_12_01,invisible,0.1,P3,65.0,180.0,114.4,161,152,1,51,0.3258785942492013,-2.061618015256257,0.9818018198180182,0.0261973802619738,0.4091936102236422,0.0404124407906306,0.0349650349650349,4.0,110,1.0
20170707_11_12_02,invisible,0.1,P1,0.0,25.0,21.3,35,31,1,20,0.6060606060606061,1.3032995344678355,0.1375862413758624,0.9132086791320868,0.4534909090909091,0.117064184352674,0.0,0.0,17,0.0
20170707_11_12_02,invisible,0.1,P2,25.0,65.0,40.0,67,66,1,33,0.4962406015037593,0.0733595866380718,0.5105489451054894,0.5600439956004399,0.4907548872180451,0.074778424158504,0.0,0.0,36,0.0
20170707_11_12_02,invisible,0.1,P3,65.0,180.0,114.3,184,171,1,83,0.4676056338028169,0.0951448674091951,0.4923507649235076,0.5522447755224478,0.4635447887323944,0.0426806529978938,0.0262467191601049,3.0,110,1.0
20170707_11_12_03,invisible,0.1,P1,0.0,25.0,20.0,35,33,1,15,0.4411764705882353,-0.7415410244955319,0.8153184681531847,0.2813718628137186,0.5008088235294118,0.080416795526241,0.0,0.0,16,0.0
20170707_11_12_03,invisible,0.1,P2,25.0,65.0,40.0,63,60,1,28,0.4552845528455284,-0.0635131478531251,0.577942205779422,0.5238476152384761,0.4597349593495934,0.0700706334750821,0.0,0.0,36,0.0
20170707_11_12_03,invisible,0.1,P3,65.0,180.0,114.5,161,159,1,67,0.41875,0.0044068219156281,0.5256474352564744,0.5248475152484752,0.4185618749999999,0.0426894945159646,0.0,0.0,110,0.0
20170710_13_14_01,invisible,0.1,P1,0.0,25.0,19.6,25,31,1,8,0.2857142857142857,-1.4426652367741255,0.9515048495150484,0.1054894510548945,0.4145571428571429,0.0893089081642783,0.0,0.0,15,0.0
20170710_13_14_01,invisible,0.1,P2,25.0,65.0,40.0,47,54,1,20,0.396039603960396,0.2217650321435682,0.4532546745325467,0.6257374262573743,0.3774178217821782,0.0839707775307079,0.075,3.0,36,1.0
20170710_13_14_01,invisible,0.1,P3,65.0,180.0,113.1,133,162,1,50,0.3389830508474576,-1.3318298702800893,0.9323067693230676,0.1038896110388961,0.3855694915254237,0.0349792730419605,0.035366931918656,4.0,109,1.0
20170710_13_14_02,invisible,0.1,P1,0.0,25.0,19.8,30,36,1,15,0.4545454545454545,-0.4453509627334947,0.7243275672432756,0.4250574942505749,0.4871727272727272,0.0732619337499835,0.0,0.0,15,0.0
20170710_13_14_02,invisible,0.1,P2,25.0,65.0,40.0,52,64,1,29,0.5,1.0574027338432472,0.1636836316368363,0.8789121087891211,0.4303310344827586,0.0658868785633093,0.0,0.0,36,0.0
20170710_13_14_02,invisible,0.1,P3,65.0,180.0,114.7,158,188,1,83,0.4797687861271676,0.9661412112496688,0.1923807619238076,0.8463153684631537,0.4473173410404624,0.0335887184076646,0.1046207497820401,7.0,110,2.0
20170710_13_14_03,invisible,0.1,P1,0.0,25.0,21.2,36,39,1,14,0.3733333333333333,-1.203264144201682,0.8884111588841116,0.1523847615238476,0.5030186666666666,0.1077779421569769,0.0,0.0,17,0.0
20170710_13_14_03,invisible,0.1,P2,25.0,65.0,40.0,57,74,1,32,0.4885496183206106,0.163782703098152,0.5014498550144986,0.6096390360963904,0.4786198473282442,0.0606277146764132,0.125,5.0,36,1.0
20170710_13_14_03,invisible,0.1,P3,65.0,180.0,114.5,155,208,1,72,0.396694214876033,-2.094151672776894,0.987001299870013,0.0248975102489751,0.4647388429752066,0.0324926933343585,0.0,0.0,110,0.0
20170710_15_16_01,invisible,0.1,P1,0.0,25.0,17.9,19,22,1,7,0.3414634146341463,-0.0104569137591387,0.5822417758224178,0.6052394760523948,0.3426829268292683,0.116622573659094,0.0,0.0,13,0.0
20170710_15_16_01,invisible,0.1,P2,25.0,65.0,40.0,39,46,1,12,0.2823529411764706,-0.4388628234478989,0.7052294770522948,0.4317568243175682,0.315355294117647,0.0751997006305877,0.0,0.0,36,0.0
20170710_15_16_01,invisible,0.1,P3,65.0,180.0,113.4,100,116,1,23,0.2129629629629629,-1.5156255027548005,0.9476052394760524,0.0756924307569243,0.2816361111111111,0.0453101033357698,0.0,0.0,109,0.0
20170710_15_16_02,invisible,0.1,P1,0.0,25.0,19.7,22,25,1,10,0.425531914893617,0.6580646170770283,0.2935706429357064,0.8351164883511649,0.351663829787234,0.112250504265809,0.152284263959391,3.0000000000000036,15,1.0
20170710_15_16_02,invisible,0.1,P2,25.0,65.0,40.0,43,49,1,14,0.3043478260869565,-0.4840399223095066,0.6975302469753024,0.37996200379962,0.344045652173913,0.0820135370189005,0.0,0.0,36,0.0
20170710_15_16_02,invisible,0.1,P3,65.0,180.0,114.0,104,122,1,30,0.2654867256637168,-0.6800156533969239,0.7869213078692131,0.277972202779722,0.2952398230088495,0.0437535477257107,0.0350877192982456,4.0,110,1.0
20170710_15_16_03,invisible,0.1,P1,0.0,25.0,18.2,20,19,1,7,0.358974358974359,0.5048710873941562,0.3761623837616238,0.7577242275772422,0.3004820512820512,0.1158559266964764,0.0,0.0,14,0.0
20170710_15_16_03,invisible,0.1,P2,25.0,65.0,40.0,35,44,1,14,0.3544303797468354,0.8874774957367644,0.2370762923707629,0.8600139986001399,0.291779746835443,0.0705940524828533,0.0,0.0,36,0.0
20170710_15_16_03,invisible,0.1,P3,65.0,180.0,113.7,98,119,1,28,0.2580645161290322,-0.5846379893853636,0.7534246575342466,0.3325667433256674,0.2829382488479262,0.0425455293198514,0.0263852242744063,3.0,109,1.0
