mode,condition,n_bins,mean_beta,sd_across_bins,se_across_bins,ci95_normal_low,ci95_normal_high,ci95_t_low,ci95_t_high,n_bins_cri_excl_zero,max_rhat
diff,visible_pair,13,-0.022274164014762534,0.020719676479162914,0.005746604304357467,-0.03353750845130317,-0.011010819578221899,-0.0347949392001175,-0.009753388829407567,0,1.0084841213472606
diff,invisible_pair,13,0.11094019747450282,0.0431084728090458,0.01195613916307383,0.08750616471487811,0.13437423023412753,0.08489000807271074,0.1369903868762949,5,1.0003365772001642
