mode,condition,n_bins,mean_beta,sd_across_bins,se_across_bins,ci95_normal_low,ci95_normal_high,ci95_t_low,ci95_t_high,n_bins_cri_excl_zero,max_rhat
raw,visible_pair,13,-0.03470031483629387,0.008224961177321369,0.0022811937895025275,-0.039171454663718824,-0.030229175008868917,-0.03967060913181918,-0.02973002054076856,0,1.0002565722766963
raw,invisible_pair,13,0.15557853748943126,0.04365381496330904,0.012107389863063684,0.13184805335782646,0.17930902162103607,0.12919880112200516,0.18195827385685737,10,1.0009781892879064
