mode,condition,n_bins,mean_beta,sd_across_bins,se_across_bins,ci95_normal_low,ci95_normal_high,ci95_t_low,ci95_t_high,n_bins_cri_excl_zero,max_rhat
detrend,visible_pair,13,-0.017875029190092703,0.011371121317369457,0.003153781613022862,-0.02405644115161751,-0.011693617228567894,-0.024746529030515524,-0.011003529349669885,0,1.0009034003764588
detrend,invisible_pair,13,0.15760739080573666,0.04234199413128715,0.01174355622659624,0.13459002060160802,0.1806247610098653,0.1320203798333103,0.183194401778163,10,1.000856986794503
