t_center,z_S_t__20170706_01_02_01,z_S_t__20170706_01_02_02,z_S_t__20170706_01_02_03,z_S_t__20170706_03_04_01,z_S_t__20170706_03_04_02,z_S_t__20170706_03_04_03,z_S_t__20170706_05_06_01,z_S_t__20170706_05_06_02,z_S_t__20170706_05_06_03,z_S_t__20170706_11_12_01,z_S_t__20170706_11_12_02,z_S_t__20170706_11_12_03,z_S_t__20170710_01_02_01,z_S_t__20170710_01_02_02,z_S_t__20170710_01_02_03,z_S_t__20170710_07_08_01,z_S_t__20170710_07_08_02,z_S_t__20170710_07_08_03,z_S_t__20170714_01_02_01,z_S_t__20170714_01_02_02,z_S_t__20170714_01_02_03,z_S_t__20170714_03_04_01,z_S_t__20170714_03_04_02,z_S_t__20170714_03_04_03,z_S_t__20170714_05_06_01,z_S_t__20170714_05_06_02,z_S_t__20170714_05_06_03,z_S_t__20170714_07_08_01,z_S_t__20170714_07_08_02,z_S_t__20170714_07_08_03
6.5,,,,,,,,,1.0789580206091205,,,,,,,,,,,,,0.1810949771457614,,,,,,,,
7.5,-0.0380511958294067,0.8659003090733635,0.4594870900810699,,,,-0.4161092187967335,-0.0923427935314379,0.5864678232501138,,,,0.1325820158462952,,,,,,1.0282993881126594,,,0.6895523690494771,,,,-1.6714433084844729,-1.991115626406476,0.3564417630561241,,-0.7672154978776767
8.5,0.0297976638273411,0.0031453575523461,1.5473958329030737,0.3789879849278278,0.2850857076287068,,-0.509555860668699,-0.1762542845082585,0.010558547745136,,1.0888658004875194,,0.4657102545901217,0.3130641880509539,0.3757497423854001,,,,0.9564038695816424,,0.4845644971485851,0.5490988385340497,1.1251045244860396,1.3585587930119063,-2.138566781382479,-0.1025949791763068,-0.7426832809102812,0.4219451902695412,,-0.4738392819604891
9.5,-0.957316172776212,0.6518325759510115,-0.4914045868883375,0.1370710228158305,0.2974782643432981,1.0484023751779152,-0.5210513434199456,-0.3844930193110598,0.0811586811876209,0.9567260174524254,1.0307813188621926,-0.0955652624004454,0.9392668044273872,0.7968291520312742,0.8863394592478699,,0.8024916053785505,,1.0434645384394237,0.5955471756430344,0.7763574578268722,0.8935918331319991,1.225017234902058,0.3730163904479093,-1.108270466517773,0.6857882263420358,-0.2047928121650472,0.743281050658197,0.2007052983588498,0.472638640910169
10.5,-0.1678214728677641,0.6318355237167101,-1.772249985572434,0.1549134024483916,1.1079249155353144,1.7540388498796753,-0.0003006516774482,-0.7678315661604891,-0.6929021552445497,0.5612533543390952,1.0297082633356467,0.4186571057164959,0.7503581673818466,0.8134448232941517,0.5427347382473607,,0.827420629042597,,0.9039975295440292,0.3026486042052239,1.3249789617053789,0.7372743487396796,0.6440124711904172,0.5457383703558473,0.632626767791771,1.27632844244329,-0.146320096618211,1.017445573139292,-0.8494072686249686,-0.2210643438661679
11.5,-0.1976586170038926,0.462209733808503,-0.4253703477213762,0.8821521049055943,1.6922704838407785,2.2933483295666077,-0.4108006852306505,-0.4549809952943665,-0.8210527660706078,0.0308455899524753,0.3970128396009106,0.7424484544322443,0.3004860443806141,-0.5191955462817338,1.010917287164275,,0.8691873177530391,,0.690070807416426,-0.3612503241164932,0.872259331078155,0.576986721265625,0.2951715929279269,0.6000580755750027,0.5962938206447826,-0.5477239664346991,0.2018061331592173,0.940034117557286,0.2656307537553135,-0.465070145506364
12.5,0.3065882003425288,-1.093090733193814,0.3766473666379769,0.0630947324326528,1.0160294808911667,2.4026007036648687,-0.0677017616384629,-0.7416029373031582,-1.6778051929678404,-1.0345325901128384,-0.09754163307125,0.5722811971024238,-0.5090215142427049,-0.2638028016702087,0.0991792652114588,,0.4525229946675711,0.4266989137351812,0.7252138416907112,0.3340542406646164,0.0222211580396992,-1.0404379763293194,-1.52063274489666,-0.7238052001047794,0.1548639041245575,-1.967274644547986,-0.4950248704105101,1.191356927879372,-0.2410097566696988,-0.4323820365615038
13.5,1.9041994314011703,-0.4904884689308376,-0.1848927837871336,-1.114415473149446,1.3771691594395683,-0.0457513661276544,0.3784153480036525,-0.2497964403553465,-0.5233066761995101,-1.1367843734262757,-0.2683831844364731,0.7291927368263081,-0.3397047401134969,0.140848270408926,0.7680791484890519,,0.3426885190273173,0.7243278559412234,0.2814633464846092,0.3885313794712882,-0.48950528203081,-0.8616657824348741,-1.2345650102760564,-0.4112706613385656,0.2961860069338967,0.8706669448145457,-1.0446815092944697,1.28716550227955,-0.0730043514348261,-1.223918453097619
14.5,1.1496768298727584,-0.3033938438255144,-0.1263522872801818,0.082460201999526,0.903664203042906,-0.9913177479804064,1.072888521797374,-0.7180255996764437,-0.6458102756729757,-0.5192060628042574,0.4020350607801959,0.8065403836752078,-1.3976217302845202,-0.7398431173687914,1.2550727337612972,,0.3963487625051975,0.7039416619044769,1.3752670039815318,0.6424328778324792,-0.5327683607712236,-0.96132250042967,-2.192553349254606,-0.4468778522912784,0.8633580320183928,0.1780001442306486,-0.5459876021860752,0.6352582128277358,1.4381999306615876,-1.244970429353011
15.5,0.2631065645992622,0.7121308469701032,-0.7531410159668024,-0.005062726302847,0.8658527615327116,-0.8101838676150862,0.3006849971109225,-0.4088340726654899,0.7138415244669433,-0.6885713500150122,0.1696428946868121,1.3303286068512237,-0.4055807377893666,-0.948039152270114,0.1534587052023093,,-0.1152085066486015,0.723405103174975,0.1839259542586983,0.7951936166775224,0.0188555524000917,-1.142274565225137,-2.3475771067264746,-0.3706932104268948,1.0510812371215337,-0.8123813007238373,-0.980028838201454,0.8097666710801574,0.7214460532860574,-1.2966061975179335
