t_center,z_S_t__20170705_01_02_01,z_S_t__20170705_01_02_02,z_S_t__20170705_01_02_03,z_S_t__20170705_03_04_01,z_S_t__20170705_03_04_02,z_S_t__20170705_03_04_03,z_S_t__20170707_01_02_01,z_S_t__20170707_01_02_02,z_S_t__20170707_01_02_03,z_S_t__20170707_03_04_01,z_S_t__20170707_03_04_02,z_S_t__20170707_03_04_03,z_S_t__20170707_05_06_01,z_S_t__20170707_05_06_02,z_S_t__20170707_05_06_03,z_S_t__20170707_07_08_01,z_S_t__20170707_07_08_02,z_S_t__20170707_07_08_03,z_S_t__20170707_09_10_01,z_S_t__20170707_09_10_02,z_S_t__20170707_09_10_03,z_S_t__20170707_11_12_01,z_S_t__20170707_11_12_02,z_S_t__20170707_11_12_03,z_S_t__20170710_13_14_01,z_S_t__20170710_13_14_02,z_S_t__20170710_13_14_03,z_S_t__20170710_15_16_01,z_S_t__20170710_15_16_02,z_S_t__20170710_15_16_03
6.5,,,,1.165455858710624,1.3084473848322988,0.902945601179678,-0.2379823056610609,,0.7333222466965349,,,,,,,,,,,,,0.4243089963325551,0.0962154379882833,,,,0.990283162104508,,,
7.5,,,,1.9472839062969791,1.3045870733777518,0.6947337939260705,0.7884042073713857,,0.8071608932859171,-0.254086735432999,,,,,,,,,,,0.3067622219529023,-0.5858429766853938,-0.4926951194136785,-0.6098459888428791,,,1.0986188490038349,,,
8.5,,,0.5054671522527306,1.4554693852608165,0.6435924476559662,-0.3817277393136455,1.2735895430490398,0.4624741124561037,0.632662467358748,0.7499024151777333,-0.2991936854236758,1.086581528358814,,,,,,,1.7033474289984871,-1.5686819617961574,0.0671115076489345,-1.0152185342762663,-2.195815176932306,-0.5257658988111132,-1.852978361718052,1.576864110624652,0.3783393582913279,,0.5537418369048831,
9.5,,,0.8668263508963268,1.312912398640259,0.5703904897987336,-1.2835100791788827,1.290221332767103,0.4664852444806945,0.1577066891207105,0.1090891298527391,0.2564048905209488,0.8966615672236413,,,,,,,1.8735974094898071,-0.4479989404824672,0.0284074717279222,-1.3442986738987042,-1.7458518231767797,-0.6447476150188634,-0.9160008877356124,1.0192992768339642,0.9501782179662293,,1.2087935797048726,-1.91888805982871
10.5,,-1.8692291400530616,1.0271638698771994,1.1839966819865495,0.6773818337757278,-1.7342642631189564,1.00207041345348,0.4777314203829267,-0.7075463003961108,0.6630008481220528,0.3922528869157771,0.1626429493097826,,,,,,,1.1861073767476122,-0.5562347269603367,-0.0615936747182183,-1.1601510046920638,-0.2944693141119042,-0.1818670842330486,-0.7128369852485491,1.0365764582601644,0.9064500875090432,0.1698219203468323,0.9803907577831265,-2.019972422464441
11.5,,-1.7250436000085667,-0.3325503751109581,1.5913453055650466,-0.3238907449950278,-0.8948490930180691,1.100839021247198,0.3763310099587731,-0.8739337557960509,0.2728549144523148,0.2974192226487803,0.4790915975208186,,,,-0.0671424789060554,0.8049605703905783,,1.012275056391675,-1.2665405569162185,0.7736712483922392,-0.4460660226526035,-0.1968782336900943,-0.4392781967122636,0.5455931882511956,0.9385122259985684,0.8081585334321294,0.5119616599957874,0.2573928153466987,-1.1364171776752063
12.5,-0.0100845350055751,-1.1990012531932874,-0.2956588906971736,0.740879318899274,-0.0356817799566829,-0.2163845516296685,1.0463043934529268,-0.1279817054839221,-0.1679580861860731,1.001613985376478,-0.7765528552787851,-0.0721176699485839,,,,0.0923889332203148,1.1854303624110325,,0.7183537267042444,-0.0769901567197471,0.5567423504709966,0.460007205458542,0.3942432600367169,-0.2977956087829538,0.7066932729068183,-0.4531829616432486,0.7066657202586052,0.6028871530237939,-0.2582648220907692,-0.7171033284250686
13.5,-0.6600016450609604,-0.6378972969653832,-0.0345507726583457,0.2235140722534573,1.363254301907128,0.7463791550591804,1.2008308331941184,-0.0168323147326508,-0.1889577908906186,0.549393671807679,0.0467808520232881,-0.8188136264342386,,,,-0.5193934293084042,0.4035082060478445,,-0.4086251686403764,0.497674033240774,0.8926363912878144,-0.1797221236438535,1.8200496367332488,0.2224042314400894,0.933232303088111,-0.9919367861584596,1.3688937358931332,0.0673803180002906,-0.547825625335293,0.2017641136990398
14.5,-0.6209694254458572,0.1554164917388405,0.1996395720668321,0.358717682343508,0.2930551303373765,1.2317847709210814,1.189900767750686,-0.4468558182234309,0.005802873232868,1.5103975240134428,-0.4881599132656767,-1.2899959658482314,,1.1947098733267705,1.336094684124643,-0.2841516557082774,0.0691470123692232,,-0.600540409652478,-0.0119826955133356,1.3364593772336877,-0.1219490934510464,1.5657613822324234,0.4938448052864423,0.7600291320969623,-0.3983659939755904,0.9553469437903832,-0.0321953755699996,-0.4406994318841834,0.1805867813006773
15.5,-0.5072277659050666,-0.3455624262560576,0.1452705682358871,0.1421129201636501,0.2707461038780918,0.6482269053652006,1.0985529419622957,-0.1060319607424922,1.13005055145349,1.273984150133288,-0.0773806105136554,-0.2902305865108158,,1.090815929229527,1.3628354284336668,0.3230456058397843,-1.228124584177592,,0.1299420760465656,0.0038017375691551,0.4510136417209089,0.0296818436207958,1.452099672807678,1.2562623986854995,-0.2918455903355245,-0.2789206015615366,0.2814655045800682,0.9243446477294508,0.011706748951447,0.4390585303355078
