t_center,z_S_t__20170706_01_02_01,z_S_t__20170706_01_02_02,z_S_t__20170706_01_02_03,z_S_t__20170706_03_04_01,z_S_t__20170706_03_04_02,z_S_t__20170706_03_04_03,z_S_t__20170706_05_06_01,z_S_t__20170706_05_06_02,z_S_t__20170706_05_06_03,z_S_t__20170706_11_12_01,z_S_t__20170706_11_12_02,z_S_t__20170706_11_12_03,z_S_t__20170710_01_02_01,z_S_t__20170710_01_02_02,z_S_t__20170710_01_02_03,z_S_t__20170710_07_08_01,z_S_t__20170710_07_08_02,z_S_t__20170710_07_08_03,z_S_t__20170714_01_02_01,z_S_t__20170714_01_02_02,z_S_t__20170714_01_02_03,z_S_t__20170714_03_04_01,z_S_t__20170714_03_04_02,z_S_t__20170714_03_04_03,z_S_t__20170714_05_06_01,z_S_t__20170714_05_06_02,z_S_t__20170714_05_06_03,z_S_t__20170714_07_08_01,z_S_t__20170714_07_08_02,z_S_t__20170714_07_08_03
6.5,,,,,,,,,1.601926330570267,,,,,,,,,,,,,0.8822804570898152,,,,,,,,
7.5,-0.5527943526640796,0.3344420397163625,-0.9186162176708994,,,,0.7493170632241457,0.1210006771241873,1.1332456912314364,,,,0.8119083151028527,,,,,,0.9677132098728084,,,1.2483374048394902,,,,0.1978428252165384,-0.1247046781111864,-0.3855985743342859,,-1.3130913432639584
8.5,-1.4515744874584011,0.4131739457902411,-0.189840180532561,0.1014571797184983,0.0836497068592058,,0.8309263723472049,0.3269579863711151,0.1903317032062713,,1.2378199091519075,,0.9779911626913476,1.1591935026468587,0.1250327782824071,,,,0.7295573860076333,,0.302654909716064,1.0458316447023297,0.952326139035085,0.9802320928552408,-0.4171533685728692,0.9915045619574582,0.5908535507725481,0.1705175711481339,,-0.4987757997094607
9.5,-1.7651187312704346,1.4115411128205355,-0.5272279770125695,-0.5787800713336847,0.0961047510721275,0.6172678457019832,0.8729659134749026,0.7223489524786748,-1.0150451706818482,1.7784747654823998,1.1265853316201286,-0.901002357988016,1.4320713708512391,1.3631977604010015,-0.1467976461581321,,0.6676778617516553,,0.8427103122512123,1.2593771592794836,-0.1993169678326074,1.4049922563110946,0.0986393404627913,0.5891270537649088,0.0986198670989602,0.3145954204336026,1.091166863997158,0.6788629938529331,0.2749058137619302,0.1109864163845514
10.5,-1.5779435528507313,1.38235872797565,-0.5095886288737359,-0.7302102729474755,0.7304808481759475,0.9803255300214536,1.1299112998732588,0.714409566272446,-2.0770648203206794,0.7159117908038679,1.1925547708951878,-0.4260681884124999,0.5792099009208128,1.4058148494218317,0.2500807366738268,,0.597144727591285,,1.1479224055221686,1.085464853974553,-0.2470176840673356,0.6944799439381433,-0.2132443418165191,1.6694468262284343,1.1020972360983083,0.2905700053807373,1.053986556100911,1.0313298441420815,-0.1689897262723948,-0.3631958788564083
11.5,-0.6646360011102423,0.4754742541303458,0.2679041093625324,-0.5962790459351348,0.4250726733935698,1.4680708413399366,0.8276782946315933,0.7822883382259108,-2.3484680471775308,-0.4060465901729785,1.1296865346508551,-0.4234976884031279,0.193728759298589,0.4107291901249982,0.7317310149297404,,-0.3438954317537662,,0.9941783301912672,0.6523874710486303,-0.0169061342333854,1.397560669816485,-0.5046735024432706,1.4295398752658608,0.904151371896222,-0.9941617011512052,1.4326275289248345,0.4388291508492274,0.3053744227204132,0.2291326038412368
12.5,0.7499585022041768,-0.1577850373220791,1.4099821315948369,-0.4253452237945119,0.8330979746699496,1.3182633940004336,1.0328804654557056,0.6878493464825589,-1.8455895046813704,-0.8085940207705395,0.4857399736923316,0.1031616668136893,-0.466452421853931,0.3747820676034001,0.7526921342079749,,-0.212619193850433,0.0028434946961488,0.4338236937838908,1.0469564751775942,-0.4064905635773302,0.5834481258285281,-1.1150627254123262,0.2572158923751294,0.674466221211728,-1.4757886185922209,0.920689574235654,1.1868591556075974,1.070568756036668,0.7608324786907174
13.5,0.3621974988582357,-0.5665447870153787,1.0292700453765342,-1.077653204645211,0.191328180568084,-0.1178738613175266,0.5984252377716259,0.3397030926800073,-0.7379506857529498,-1.306480722344776,0.4742720005176775,0.949190032761286,-0.4967962252551973,0.7262932754812949,1.204251386335205,,-0.1813577794028551,0.2914506957351773,0.3612698363955192,1.0106791652650398,-0.2434200737105505,0.4596161492283938,-0.7200100955039703,0.4529061770611903,1.0122150752053471,-0.7541862214512631,0.7660283165192532,1.12250436694309,0.2972652519441028,0.4056001665547424
14.5,0.0572283719987763,-0.4592772019434356,0.9088260532691166,0.4077579972981021,-0.007114117772439,-0.6194229264416581,0.9494408320732786,0.6351516089957492,-0.1558710680861774,-0.55564990693974,0.4735870700083389,0.9577266103798978,-1.211141681858948,-0.0025683458082313,1.580047413775346,,-0.1899756640575685,0.6533215440878886,-0.3092046398280441,0.5626313236600108,-0.0489540616915823,0.3677969749049557,-0.3386009343572569,0.5183159129490935,1.4456313696811292,-0.7941477921753057,0.8047537427266254,1.1248824460898512,0.0326612142517108,-0.0526196623741937
15.5,-0.2374142814050513,-0.0393433373665379,-0.410321712169841,1.1881423103782485,-1.068125233779165,-0.6635488827294369,0.5585701637645287,0.7437913077975111,0.5910380168758465,-0.1262220345431108,-0.3857150626510782,1.0759988219343375,-1.5699879961173857,-0.1504314274425288,0.7622338564727209,,0.651716498376975,0.8784130485062985,-1.7635465664707204,0.6943145491696406,0.3488078126026699,0.3408078687505349,-0.4879206875147574,0.5341988845362511,1.8180373955436648,-0.4353776355103576,0.6052921219781833,1.3363675940802493,-0.2220398022318148,-0.8792534454100955
16.5,-1.2962864691385605,0.5580605864547267,-1.2329823465392076,0.3441638690921497,-1.219920840357705,-0.1904271109636403,0.3684764811429221,1.0507921103687512,0.4144297175453187,0.8120166921858973,-0.0400084964698225,0.6009922964247182,-0.5042705273792013,0.5752610410239966,0.1603937898050242,,0.6193995750259792,0.0241535865048943,-1.5502350031596457,0.045618534921358,0.2625952337237262,-0.6878827658411427,0.6494522592759264,0.3137717072019677,1.151685615986463,0.2065827620390564,0.4126007887995317,0.3087200210810981,-0.4435678713685206,-1.7224810264900434
17.5,-2.384692015269836,0.6380285601649903,-1.151048196178552,0.4671761908530762,-2.0316055498775367,0.1057852486979835,0.7968334274548354,0.8128439359083907,-0.0886194977943593,0.5720592060728253,0.0830707365369413,0.3083331342937286,0.136643462187069,-0.0516908625594786,-0.1402835218322539,,0.1321681361666224,0.2884034348674001,-0.9086861875046094,-0.5835659228993388,0.9504346742419996,-0.3881920553960547,0.9408520078918594,1.2344761546819216,0.4254025193761365,0.4301615023208958,0.2262196016519132,1.4568863799862588,-1.0655640989121618,-0.3675532123598273
