Chew_1,Chew_2,Chew_3,Chew_4,Chew_5,Chew_6,Chew_7,Chew_8,Chew_9,Chew_10,Chew_11,Chew_12,Chew_13,Chew_14,Chew_15,Chew_16,Chew_17,Chew_18,Chew_19,Chew_20,Chew_21,Chew_22,Chew_23,Chew_24,Chew_25,Chew_26,Chew_27,Chew_28
5.0,5.5,6.4,7.3,8.0,8.8,9.4,10.0,10.3,10.8,11.3,12.1,12.6,,,,,,,,,,,,,,,
15.5,16.1,17.3,17.8,18.5,19.3,19.9,20.3,21.1,21.6,22.3,23.1,23.6,24.2,24.9,25.4,26.0,26.8,27.5,28.0,28.8,29.3,30.5,31.4,31.9,32.9,34.4,
37.4,38.5,39.1,39.7,40.5,41.2,42.3,43.0,43.8,44.5,45.2,46.0,46.6,47.3,48.2,49.0,50.2,50.8,51.4,52.1,52.8,53.6,54.9,55.9,57.3,58.2,59.4,61.0
66.2,67.3,68.3,69.0,70.3,71.3,72.0,73.1,74.0,74.7,76.0,77.3,78.5,79.6,80.5,81.4,82.3,84.0,85.0,86.1,87.9,89.6,91.7,92.6,93.6,,,
97.8,99.1,100.7,101.9,102.6,105.2,106.0,107.1,108.5,109.4,110.5,111.4,112.3,113.1,113.9,115.2,116.2,116.7,117.7,118.4,119.3,120.2,121.0,,,,,
132.5,133.3,134.0,134.6,135.2,135.9,136.7,137.5,138.2,138.8,139.5,140.0,140.7,141.3,142.4,142.9,143.6,144.7,145.7,147.1,148.3,148.9,150.5,151.7,153.3,,,
164.0,164.7,165.3,165.9,166.6,,,,,,,,,,,,,,,,,,,,,,,
167.4,169.3,170.6,171.5,172.3,172.9,173.7,174.4,175.1,175.8,177.1,178.7,,,,,,,,,,,,,,,,
