t_start,S__20170706_01_02_01,S__20170706_01_02_02,S__20170706_01_02_03,S__20170706_03_04_01,S__20170706_03_04_02,S__20170706_03_04_03,S__20170706_05_06_01,S__20170706_05_06_02,S__20170706_05_06_03,S__20170706_11_12_01,S__20170706_11_12_02,S__20170706_11_12_03,S__20170710_01_02_01,S__20170710_01_02_02,S__20170710_01_02_03,S__20170710_07_08_01,S__20170710_07_08_02,S__20170710_07_08_03,S__20170714_01_02_01,S__20170714_01_02_02,S__20170714_01_02_03,S__20170714_03_04_01,S__20170714_03_04_02,S__20170714_03_04_03,S__20170714_05_06_01,S__20170714_05_06_02,S__20170714_05_06_03,S__20170714_07_08_01,S__20170714_07_08_02,S__20170714_07_08_03,z_S_epoch__20170706_01_02_01,z_S_epoch__20170706_01_02_02,z_S_epoch__20170706_01_02_03,z_S_epoch__20170706_03_04_01,z_S_epoch__20170706_03_04_02,z_S_epoch__20170706_03_04_03,z_S_epoch__20170706_05_06_01,z_S_epoch__20170706_05_06_02,z_S_epoch__20170706_05_06_03,z_S_epoch__20170706_11_12_01,z_S_epoch__20170706_11_12_02,z_S_epoch__20170706_11_12_03,z_S_epoch__20170710_01_02_01,z_S_epoch__20170710_01_02_02,z_S_epoch__20170710_01_02_03,z_S_epoch__20170710_07_08_01,z_S_epoch__20170710_07_08_02,z_S_epoch__20170710_07_08_03,z_S_epoch__20170714_01_02_01,z_S_epoch__20170714_01_02_02,z_S_epoch__20170714_01_02_03,z_S_epoch__20170714_03_04_01,z_S_epoch__20170714_03_04_02,z_S_epoch__20170714_03_04_03,z_S_epoch__20170714_05_06_01,z_S_epoch__20170714_05_06_02,z_S_epoch__20170714_05_06_03,z_S_epoch__20170714_07_08_01,z_S_epoch__20170714_07_08_02,z_S_epoch__20170714_07_08_03,nA__20170706_01_02_01,nA__20170706_01_02_02,nA__20170706_01_02_03,nA__20170706_03_04_01,nA__20170706_03_04_02,nA__20170706_03_04_03,nA__20170706_05_06_01,nA__20170706_05_06_02,nA__20170706_05_06_03,nA__20170706_11_12_01,nA__20170706_11_12_02,nA__20170706_11_12_03,nA__20170710_01_02_01,nA__20170710_01_02_02,nA__20170710_01_02_03,nA__20170710_07_08_01,nA__20170710_07_08_02,nA__20170710_07_08_03,nA__20170714_01_02_01,nA__20170714_01_02_02,nA__20170714_01_02_03,nA__20170714_03_04_01,nA__20170714_03_04_02,nA__20170714_03_04_03,nA__20170714_05_06_01,nA__20170714_05_06_02,nA__20170714_05_06_03,nA__20170714_07_08_01,nA__20170714_07_08_02,nA__20170714_07_08_03,nB__20170706_01_02_01,nB__20170706_01_02_02,nB__20170706_01_02_03,nB__20170706_03_04_01,nB__20170706_03_04_02,nB__20170706_03_04_03,nB__20170706_05_06_01,nB__20170706_05_06_02,nB__20170706_05_06_03,nB__20170706_11_12_01,nB__20170706_11_12_02,nB__20170706_11_12_03,nB__20170710_01_02_01,nB__20170710_01_02_02,nB__20170710_01_02_03,nB__20170710_07_08_01,nB__20170710_07_08_02,nB__20170710_07_08_03,nB__20170714_01_02_01,nB__20170714_01_02_02,nB__20170714_01_02_03,nB__20170714_03_04_01,nB__20170714_03_04_02,nB__20170714_03_04_03,nB__20170714_05_06_01,nB__20170714_05_06_02,nB__20170714_05_06_03,nB__20170714_07_08_01,nB__20170714_07_08_02,nB__20170714_07_08_03,nM__20170706_01_02_01,nM__20170706_01_02_02,nM__20170706_01_02_03,nM__20170706_03_04_01,nM__20170706_03_04_02,nM__20170706_03_04_03,nM__20170706_05_06_01,nM__20170706_05_06_02,nM__20170706_05_06_03,nM__20170706_11_12_01,nM__20170706_11_12_02,nM__20170706_11_12_03,nM__20170710_01_02_01,nM__20170710_01_02_02,nM__20170710_01_02_03,nM__20170710_07_08_01,nM__20170710_07_08_02,nM__20170710_07_08_03,nM__20170714_01_02_01,nM__20170714_01_02_02,nM__20170714_01_02_03,nM__20170714_03_04_01,nM__20170714_03_04_02,nM__20170714_03_04_03,nM__20170714_05_06_01,nM__20170714_05_06_02,nM__20170714_05_06_03,nM__20170714_07_08_01,nM__20170714_07_08_02,nM__20170714_07_08_03
0.0,0.5641025641025641,0.6829268292682927,0.5714285714285714,0.6486486486486487,0.7692307692307693,0.8333333333333334,0.6153846153846154,0.6521739130434783,0.6190476190476191,0.8484848484848485,0.7428571428571429,0.7058823529411765,0.75,0.6341463414634146,0.7441860465116279,0.9090909090909091,0.7142857142857143,0.7333333333333333,0.7317073170731707,0.6842105263157895,0.75,0.6363636363636364,0.7,0.6842105263157895,0.7058823529411765,0.5789473684210527,0.6111111111111112,0.6470588235294118,0.6060606060606061,0.5263157894736842,2.5635496952434456,3.9069198870312953,2.4371956058451225,3.775426848566366,4.068578077063257,5.501754837378431,2.5638771471466186,2.8183684828198463,2.6163630678115037,4.550895364013064,4.568686678109633,3.8806223736427707,3.7760982714947384,2.845573673326283,4.4290178771707005,5.569285985405178,3.8473148367393972,3.9505401652240004,3.940156395062233,3.439478221228292,3.9629989938524175,3.2457305186388763,3.9844023787173475,3.4728388647651536,3.2964280298127058,2.3334624730926574,3.074267762379767,3.4801151458677277,2.8466688049340254,2.4220437979430787,22,23,23,20,19,18,21,26,23,16,16,17,21,22,21,10,14,11,20,18,19,22,21,18,18,23,17,16,18,20,17,18,19,17,20,18,18,20,19,17,19,17,19,19,22,12,14,19,21,20,21,22,19,20,16,15,19,18,15,18,11,14,12,12,15,15,12,15,13,14,13,12,15,13,16,10,10,11,15,13,15,14,14,13,12,11,11,11,10,10
10.0,0.45714285714285713,0.5116279069767442,0.29411764705882354,0.42424242424242425,0.5454545454545454,0.4444444444444444,0.5833333333333334,0.5714285714285714,0.625,0.5789473684210527,0.375,0.48,0.41025641025641024,0.5833333333333334,0.5581395348837209,0.0,0.24,0.4375,0.3333333333333333,0.35,0.4,0.3448275862068966,0.45714285714285713,0.6511627906976745,0.4878048780487805,0.6153846153846154,0.6363636363636364,0.4166666666666667,0.5333333333333333,0.14285714285714285,2.1257394121504785,1.7535641880994126,0.5458698363973297,1.3029701203909898,2.472117581879061,1.433748323278601,2.50214839776746,2.583412950897817,3.078803237619759,3.116276806248329,1.3050955482673492,2.360128791498604,0.7606688239612097,2.156449252248295,2.3263158628580793,-1.2012222452349945,0.5257971957156882,1.7134850002507067,0.6957800057376017,0.1759546210209847,0.9099214836174887,0.812211939397442,1.6878396270929759,3.1397900717912663,1.65785974332838,3.334869800309607,3.2483660650716173,1.8000795650263766,2.9217308267830795,-0.3331023400871988,23,25,22,13,17,18,24,26,26,19,15,12,18,25,22,3,16,18,16,16,17,12,18,22,24,23,22,16,20,20,12,18,12,20,16,27,24,23,22,19,17,13,21,23,21,11,9,14,14,24,23,17,17,21,17,16,22,8,10,8,8,11,5,7,9,10,14,14,15,11,6,6,8,14,12,0,3,7,5,7,8,5,8,14,10,12,14,5,8,2
20.0,0.14814814814814814,0.20689655172413793,0.2857142857142857,0.2962962962962963,0.5333333333333333,0.12903225806451613,0.22857142857142856,0.2564102564102564,0.5263157894736842,0.3333333333333333,0.18181818181818182,0.16666666666666666,0.25806451612903225,0.375,0.21428571428571427,0.2727272727272727,0.3,0.08333333333333333,0.20689655172413793,0.48484848484848486,0.06666666666666667,0.16,0.24,0.36363636363636365,0.13793103448275862,0.21428571428571427,0.4,0.5263157894736842,0.4,0.3076923076923077,-0.8418468712972317,-0.5264522550722878,0.48043596869469796,0.16427138991003656,1.9946993698328082,-1.347674422526899,0.07326554634519943,-0.08286830460925955,2.144480392827393,1.0029665610720917,-0.017126376104076066,-0.20186037184419076,-0.3910701544683826,0.4727819933277847,-0.4399403732296456,0.9841108835880745,0.6116358719831747,-1.0191858088951953,-0.622868535374554,1.4479751391493576,-1.8331204054192654,-0.5465648823255366,-0.1730060952915282,0.9119386179930252,-0.6524367520781378,-0.13901151188972707,0.6772560866975503,2.4675095816654085,1.1179562968832495,0.41564353604921844,17,15,17,14,15,14,23,26,22,8,12,14,15,16,17,10,7,12,13,17,11,12,12,9,20,17,18,9,13,13,10,14,11,13,15,17,12,13,16,10,10,10,16,16,11,12,13,12,16,16,19,13,13,13,9,11,22,10,12,13,2,3,4,4,8,2,4,5,10,3,2,2,4,6,3,3,3,1,3,8,1,2,3,4,2,3,8,5,5,4
30.0,0.0,0.2,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.20689655172413793,0.18181818181818182,0.3,0.18181818181818182,0.1,0.1111111111111111,0.09523809523809523,0.2222222222222222,0.14814814814814814,0.16666666666666666,0.0,0.10526315789473684,0.0,0.058823529411764705,0.11764705882352941,0.27586206896551724,0.08,0.26666666666666666,0.14814814814814814,0.08,0.1,0.2962962962962963,0.09090909090909091,0.0,0.2,-1.796267251100512,0.02780898404019232,-0.16015132948536126,-0.8604455168668418,-0.8179592194868816,-0.5885385442686792,-0.30264508923511874,0.09513872975830899,-0.03493064479169001,-0.6767960768766518,-0.3971130114905702,-0.8786788336343264,-0.24279585121085753,-0.632883312751656,-1.4651944761271067,-1.1324351246860846,0.008510528388528801,-1.426213102772562,-1.7339562583537569,-1.5078711675165433,0.03197614819505818,-1.765357388973017,-0.27235243526934505,-0.7808118100530343,-1.253876430651859,-0.9552843980439645,0.015437907718856803,-0.8949449908322054,-1.2486158429035776,0.07606054090340035,16,13,14,11,13,15,22,25,15,10,9,10,16,18,20,11,15,9,18,17,16,10,14,12,16,12,13,11,15,12,9,7,12,15,13,14,11,15,7,10,9,11,11,9,16,9,4,10,16,17,13,15,16,15,9,8,14,11,4,8,0,2,3,2,2,3,3,6,2,1,1,1,3,2,3,0,1,0,1,2,4,1,4,2,1,1,4,1,0,2
40.0,0.16666666666666666,0.24,0.08695652173913043,0.14285714285714285,0.15384615384615385,0.1875,0.23076923076923078,0.2,0.27586206896551724,0.6,0.07142857142857142,0.0,0.2608695652173913,0.1875,0.07142857142857142,0.17391304347826086,0.1111111111111111,0.14285714285714285,0.14814814814814814,0.2222222222222222,0.06451612903225806,0.1935483870967742,0.14285714285714285,0.0,0.15384615384615385,0.16666666666666666,0.13793103448275862,0.07692307692307693,0.08333333333333333,0.08,-0.4990551539564267,-0.18925768724473066,-1.2761668153680932,-0.779053744065723,-0.9210036701135644,-1.0304266646552538,0.12192249842204607,-0.17904251978651126,0.18387858433887738,2.8127285704028826,-1.2083432689471807,-2.272445996624572,0.3364250771473574,-1.0934824776059466,-2.290808863119135,0.13897368796479087,-0.9144549483799687,-0.6394050892892837,-0.9076122096971526,-0.19384185629912296,-1.9856411346543776,-0.7275409365948086,-0.9822350462395939,-1.7237132751450415,-0.9356156321265139,-0.6148036337724577,-1.1978695650135789,-1.294957941816681,-1.3588314110412014,-1.3893070736017419,15,14,13,15,14,14,16,20,15,9,13,8,13,17,14,11,4,14,13,14,13,14,14,11,15,13,14,13,11,11,9,11,10,13,12,18,10,10,14,11,15,15,10,15,14,12,14,14,14,13,18,17,14,12,11,11,15,13,13,14,2,3,1,2,2,3,3,3,4,6,1,0,3,3,1,2,1,2,2,3,1,3,2,0,2,2,2,1,1,1
50.0,0.3076923076923077,0.16666666666666666,0.25,0.0,0.16,0.4827586206896552,0.24,0.14814814814814814,0.21428571428571427,0.09090909090909091,0.17391304347826086,0.10526315789473684,0.0625,0.13333333333333333,0.0,0.1111111111111111,0.0,0.18181818181818182,0.11764705882352941,0.06666666666666667,0.13793103448275862,0.09090909090909091,0.17391304347826086,0.18181818181818182,0.0,0.15384615384615385,0.2857142857142857,0.0,0.38095238095238093,0.16666666666666666,0.44788076090730916,-0.5232830123851707,0.3036844427546396,-1.9769638076954816,-0.573438650226393,1.7680031267250549,-0.026162377305698804,-0.7793809814486744,-0.3473950629745941,-1.1299772408575792,-0.17431342209321396,-0.5853905719452159,-2.0713002952376023,-1.2200918771188385,-2.3056326080449074,-0.5036867407235556,-1.4774062820999874,0.3355113865284582,-1.512663148415667,-1.6893682265948415,-1.297381936630511,-1.3204245703630622,-0.7246391433308911,-0.5036726962900339,-1.892113797187896,-0.844650881613042,-0.13508163929081224,-1.3503929826471357,1.391135245409851,-0.33042307773277846,15,15,14,11,13,15,12,15,14,8,11,10,17,18,18,7,4,15,16,16,12,9,10,8,16,14,12,10,11,13,11,9,10,12,12,14,13,12,14,14,12,9,15,12,13,11,8,7,18,14,17,13,13,14,10,12,16,7,10,11,4,2,3,0,2,7,3,2,3,1,2,1,1,2,0,1,0,2,2,1,2,1,2,2,0,2,4,0,4,2
60.0,0.0,0.24,0.09523809523809523,0.41379310344827586,0.3,0.6,0.17391304347826086,0.2222222222222222,0.17391304347826086,0.2727272727272727,0.08695652173913043,0.2727272727272727,0.37037037037037035,0.2857142857142857,0.36363636363636365,0.23076923076923078,0.37037037037037035,0.26666666666666666,0.38461538461538464,0.3870967741935484,0.4,0.38095238095238093,0.2222222222222222,0.27586206896551724,0.3076923076923077,0.23076923076923078,0.25806451612903225,0.1,0.25,0.23529411764705882,-1.9231713215336776,0.05321302220313804,-0.8264736106511614,1.5227639816802319,1.0418009226054106,2.386787237574581,-0.3547981382396703,-0.22707076611718874,-0.6808381498777092,0.4692210452368838,-0.9668954194916087,0.49745145138503094,0.8982893806803389,0.11241407115474217,0.44186585101946635,0.48979409538876384,1.1290726324782634,0.6715334707220605,0.766249158646782,0.7734011427371854,0.558487123360197,1.3430814213290476,-0.37795163894256323,0.07142871541381947,0.4905529455620632,0.1270630529532264,-0.23836589687667567,-0.8570710656342325,0.34818812949012984,0.7042277992786853,15,14,14,15,13,14,13,15,12,10,10,8,14,15,18,12,13,6,11,13,16,10,13,15,15,17,16,8,14,10,10,11,7,14,7,16,10,12,11,12,13,14,13,13,15,14,14,9,15,18,19,11,14,14,11,9,15,12,10,7,0,3,1,6,3,9,2,3,2,3,1,3,5,4,6,3,5,2,5,6,7,4,3,4,4,3,4,1,3,2
70.0,0.14814814814814814,0.23076923076923078,0.2608695652173913,0.46153846153846156,0.27586206896551724,0.16666666666666666,0.2727272727272727,0.0,0.27586206896551724,0.11764705882352941,0.4,0.1111111111111111,0.4444444444444444,0.41379310344827586,0.2857142857142857,0.25,0.26666666666666666,0.3333333333333333,0.2,0.7368421052631579,0.13793103448275862,0.5185185185185185,0.14814814814814814,0.2857142857142857,0.09090909090909091,0.2222222222222222,0.41379310344827586,0.13333333333333333,0.2727272727272727,0.16666666666666666,-1.0178397651584226,-0.09312352447567238,0.06078829468467716,1.3732696345434967,-0.160532138957202,-0.6149685726746071,0.4962369464424593,-2.152753779408746,0.07911544594692953,-0.6960924430995226,1.3391471392845746,-0.4016655301411257,1.1256100414083872,1.0023961309291933,-0.33333075228509307,0.6187756115810094,2.0424281151427093,1.0829063948970354,-0.7797313806706553,3.1067605999654693,-1.4825615957250882,1.687105659543695,-1.196674831287123,0.2355463546078374,-1.0812415707784666,-0.46130749558664097,1.409263996467334,0.13415558532700206,0.55467691452594,-0.6573153854323829,14,15,11,12,14,11,11,12,16,7,12,8,12,15,20,6,13,15,14,19,12,14,12,14,13,14,16,10,13,10,13,11,12,14,15,13,11,13,13,10,13,10,15,14,15,10,2,9,16,19,17,13,15,14,9,13,13,5,9,14,2,3,3,6,4,2,3,0,4,1,5,1,6,6,5,2,2,4,3,14,2,7,2,4,1,3,6,1,3,2
80.0,0.18181818181818182,0.21428571428571427,0.19047619047619047,0.4444444444444444,0.37037037037037035,0.4117647058823529,0.3,0.09090909090909091,0.2857142857142857,0.0,0.23529411764705882,0.08333333333333333,0.6896551724137931,0.21428571428571427,0.4375,0.21052631578947367,0.35714285714285715,0.32,0.3225806451612903,0.25806451612903225,0.5714285714285714,0.18181818181818182,0.2,0.5,0.23076923076923078,0.21428571428571427,0.38461538461538464,0.34782608695652173,0.3157894736842105,0.2,-0.04038408828935145,-0.45720484102549924,-0.17780526476621347,1.3692248025776368,1.0924208161897364,1.041514916925802,0.9185205887421914,-1.1712225684955326,1.1238953629732997,-1.4105330246425214,0.3562632370521492,-1.0800983960842074,3.3831656768530762,-0.5968919453908138,1.5053222747852615,0.26979337303837064,0.9344511710005223,0.5963735371716701,0.3187941256598312,-0.39068133637960123,2.1964119931098685,-0.22760827346951812,0.09130827047036436,1.92868336795684,-0.24613718618690447,-0.17573069915388995,0.8181922539119411,0.9898690244575422,0.9262806619086155,0.2897571889160968,15,15,12,13,14,16,11,11,15,9,7,12,15,15,21,5,14,10,16,13,15,11,12,10,14,16,13,10,11,13,7,13,9,14,13,18,9,11,6,11,10,12,14,13,11,14,14,15,15,18,13,11,8,14,12,12,13,13,8,7,2,3,2,6,5,7,3,1,3,0,2,1,10,3,7,2,5,4,5,4,8,2,2,6,3,3,5,4,3,2
90.0,0.2222222222222222,0.17391304347826086,0.3157894736842105,0.38461538461538464,0.24,0.4444444444444444,0.32,0.16666666666666666,0.2222222222222222,0.2857142857142857,0.42105263157894735,0.0,0.36363636363636365,0.5,0.5,0.14285714285714285,0.0,0.24,0.42857142857142855,0.3333333333333333,0.48484848484848486,0.08,0.08695652173913043,0.21428571428571427,0.14814814814814814,0.2962962962962963,0.3333333333333333,0.2222222222222222,0.11764705882352941,0.3333333333333333,-0.47198784156534945,-0.4027448499889165,1.274132090966887,1.0674023149387473,-0.06221671496852463,1.5139526592252726,0.4638901586015197,-0.8700099743699754,-0.2856070359403414,0.7674432650941978,1.4935067854411053,-1.8201061358918023,1.0075329800266462,1.5353436592365448,1.665106532521804,-0.20117265017482414,-0.8735804873025037,0.4359237335736723,1.0653448333878144,0.12057820046423696,1.3964160406068757,-1.290043680494162,-0.9606199679657804,-0.4848065701148716,-1.0241087064555208,0.2723252213480109,0.4301558243791526,0.5782386862178012,0.09595855195328254,0.8562931699615939,15,13,12,13,14,13,11,11,15,11,8,6,12,18,10,3,0,15,14,18,15,14,14,14,14,14,17,12,13,13,12,10,7,13,11,14,14,13,12,10,11,12,10,14,14,11,3,10,14,18,18,11,9,14,13,13,13,6,4,11,3,2,3,5,3,6,4,2,3,3,4,0,4,8,6,1,0,3,6,6,8,1,1,3,2,4,5,2,1,4
