t_center,S,nA,nB,nM,S_null_mean,S_null_sd,z_S_t,S_excess,episode
3.5,0.7368421052631579,9,10,7,0.24036982554619518,0.15325706632083283,3.2394739873046574,0.49647227971696267,1
4.5,0.6666666666666666,10,11,7,0.25624423493341586,0.1509503488929334,2.7189233727731006,0.41042243173325077,1
5.5,0.5833333333333334,12,12,7,0.2670872307181609,0.1513130219859695,2.090012468619498,0.3162461026151725,1
6.5,0.64,12,13,8,0.2681036847109158,0.13839354948746468,2.6872373507752947,0.37189631528908423,1
7.5,0.6153846153846154,13,13,8,0.28171977646499113,0.13759994251879565,2.4248908307069015,0.3336648389196243,1
8.5,0.5925925925925926,14,13,8,0.2836236366545466,0.13927488214954076,2.2184111820414474,0.30896895593804596,1
9.5,0.5925925925925926,14,13,8,0.2801120942778972,0.1330628675217218,2.34836738554191,0.3124804983146954,1
10.5,0.56,12,13,7,0.2687248077798273,0.13440676599931087,2.167117035028327,0.29127519222017273,1
11.5,0.6086956521739131,12,11,7,0.2731809787952136,0.14631483631998385,2.293100835276501,0.3355146733786995,1
12.5,0.5263157894736842,9,10,5,0.2612726520772119,0.14396149941860342,1.8410695808731072,0.2650431373964723,1
13.5,0.5882352941176471,7,10,5,0.2663127397915795,0.14709700902777292,2.188505099143698,0.3219225543260676,1
14.5,0.5333333333333333,6,9,4,0.2544730923273493,0.15501108057552787,1.7989697250714387,0.278860241005984,1
15.5,0.46153846153846156,5,8,3,0.25493343770952126,0.1606274534582844,1.2862373111243803,0.2066050238289403,1
16.5,0.16666666666666666,4,8,1,0.26714868197677794,0.16364135226975465,-0.61403804060768,-0.10048201531011128,0
17.5,0.18181818181818182,4,7,1,0.25392055938557484,0.17281216767955837,-0.4172297502863965,-0.07210237756739302,0
18.5,0.0,5,7,0,0.22919733689083535,0.17376063345632145,-1.3190406384450084,-0.22919733689083535,0
19.5,0.0,5,6,0,0.23081460910090942,0.1937271824764083,-1.1914415217855014,-0.23081460910090942,0
20.5,0.0,5,6,0,0.20855112019043906,0.1854860668782528,-1.1243492500562073,-0.20855112019043906,0
21.5,0.0,5,5,0,0.2136106798430328,0.18225522853850237,-1.1720414363745204,-0.2136106798430328,0
22.5,0.0,7,6,0,0.22199891410618963,0.16855458937381806,-1.3170742780182834,-0.22199891410618963,0
23.5,0.0,7,6,0,0.2207081847632931,0.1757010279534176,-1.2561576180522287,-0.2207081847632931,0
24.5,0.13333333333333333,7,8,1,0.2675174030561801,0.16284284963070997,-0.8240095897802409,-0.13418406972284677,0
25.5,0.23529411764705882,8,9,2,0.2648045167079222,0.15812119694270615,-0.18663151830020758,-0.02951039906086339,0
26.5,0.26666666666666666,7,8,2,0.26013570742982506,0.15964180659197683,0.040910080988583813,0.006530959236841605,0
27.5,0.2857142857142857,6,8,2,0.23711970703015592,0.15079902196564504,0.3222473067179479,0.04859457868412978,0
28.5,0.3333333333333333,5,7,2,0.23516971598233208,0.15576792217366042,0.6301914796138959,0.09816361735100124,0
29.5,0.18181818181818182,5,6,1,0.2227814678785267,0.15936836530060078,-0.257035240231522,-0.04096328606034488,0
30.5,0.0,6,5,0,0.20049188344335403,0.16439341374642513,-1.2195858634130583,-0.20049188344335403,0
31.5,0.0,6,5,0,0.2114379706894413,0.16238520499579587,-1.3020765696906649,-0.2114379706894413,0
32.5,0.0,7,6,0,0.22932492125177883,0.17830326502641325,-1.2861509923433394,-0.22932492125177883,0
33.5,0.0,7,6,0,0.21289360944353206,0.17238804570741104,-1.234967358495785,-0.21289360944353206,0
34.5,0.0,6,6,0,0.21421386036564055,0.16883524381775641,-1.2687745492100369,-0.21421386036564055,0
35.5,0.15384615384615385,6,7,1,0.25564193804131885,0.17498194122902838,-0.581750227938823,-0.101795784195165,0
36.5,0.16666666666666666,4,8,1,0.2648188886534862,0.162055008454945,-0.6056722524198201,-0.09815222198681953,0
37.5,0.16666666666666666,4,8,1,0.26290757591221986,0.1579758906816775,-0.6092126389050041,-0.0962409092455532,0
