pair_id,condition,delta,period,t0_rel,t1_rel,T_seg,n_A,n_B,sufficient,n_matched,S_obs,null_mean,null_sd,z_S,p_right,p_left,STR,Max_episode
20170710_13_14_03,invisible,0.1,P1,0.0,20.0,16.2,28,28,1,12.0,0.4285714285714285,0.462,0.0830051338805689,-0.4027289622431044,0.7315268473152685,0.4251574842515748,,
20170710_13_14_03,invisible,0.1,P2,20.0,60.0,40.0,57,77,1,32.0,0.4776119402985074,0.4614910447761193,0.0511952494003244,0.3148904578299787,0.4322567743225677,0.6771322867713229,,
20170710_13_14_03,invisible,0.1,P3,60.0,180.0,119.5,162,215,1,73.0,0.3872679045092838,0.4206827586206896,0.0307420699538759,-1.0869422313312027,0.8783121687831217,0.1560843915608439,,
20170710_15_16_01,invisible,0.1,P1,0.0,20.0,12.9,15,18,1,6.0,0.3636363636363636,0.315909090909091,0.095168698101719,0.5015017929136785,0.4237576242375762,0.7926207379262074,,
20170710_15_16_01,invisible,0.1,P2,20.0,60.0,40.0,39,45,1,12.0,0.2857142857142857,0.2861880952380952,0.05782280864152,-0.0081941630809908,0.5846415358464153,0.5821417858214178,,
20170710_15_16_01,invisible,0.1,P3,60.0,180.0,118.4,103,121,1,24.0,0.2142857142857142,0.2490080357142856,0.0348750531213568,-0.9956206032933066,0.8689131086891311,0.195980401959804,,
20170710_15_16_02,invisible,0.1,P1,0.0,20.0,14.7,16,18,1,7.0,0.4117647058823529,0.3600176470588235,0.0980838201774496,0.5275799691520022,0.4161583841615838,0.7986201379862014,,
20170710_15_16_02,invisible,0.1,P2,20.0,60.0,40.0,44,49,1,16.0,0.3440860215053763,0.3400150537634409,0.0605133062739331,0.0672739268865419,0.5408459154084592,0.5988401159884011,,
20170710_15_16_02,invisible,0.1,P3,60.0,180.0,119.0,109,129,1,31.0,0.2605042016806723,0.275536974789916,0.0340050448487605,-0.4420747914347089,0.7142285771422858,0.3706629337066293,,
20170710_15_16_03,invisible,0.1,P1,0.0,20.0,13.2,12,12,1,4.0,0.3333333333333333,0.28415,0.1098811802642587,0.4476047055105329,0.4673532646735326,0.7942205779422058,,
20170710_15_16_03,invisible,0.1,P2,20.0,60.0,40.0,38,44,1,14.0,0.3414634146341463,0.3220341463414634,0.0616261243859456,0.3152764916872493,0.4548545145485451,0.6944305569443056,,
20170710_15_16_03,invisible,0.1,P3,60.0,180.0,118.7,103,126,1,31.0,0.2707423580786026,0.2716855895196506,0.0344063659775096,-0.0274144453867804,0.5607439256074392,0.5462453754624538,,
20170706_01_02_01,visible,0.1,P1,0.0,20.0,15.7,25,16,1,6.0,0.2926829268292683,0.3122048780487805,0.0866421035065755,-0.2253171429295993,0.6902309769023097,0.5246475352464753,,
20170706_01_02_01,visible,0.1,P2,20.0,60.0,40.0,62,39,1,22.0,0.4356435643564356,0.3915702970297029,0.0597215021298797,0.7379798858857252,0.2875712428757124,0.8172182781721827,,
20170706_01_02_01,visible,0.1,P3,60.0,180.0,119.7,165,126,1,45.0,0.3092783505154639,0.3334323024054982,0.0329957737015991,-0.7320316871025118,0.8002199780021998,0.2710728927107289,,
20170706_01_02_02,visible,0.1,P1,0.0,20.0,15.0,24,21,1,11.0,0.4888888888888889,0.4546888888888888,0.0895506006632901,0.3819069860691594,0.4481551844815518,0.7365263473652635,,
20170706_01_02_02,visible,0.1,P2,20.0,60.0,40.0,57,40,1,23.0,0.4742268041237113,0.3960268041237113,0.0594578484893106,1.315217452142736,0.1264873512648735,0.9346065393460654,,
20170706_01_02_02,visible,0.1,P3,60.0,180.0,119.6,164,131,1,51.0,0.3457627118644067,0.3566108474576271,0.0338801831680645,-0.3201911730939457,0.6654334566543346,0.4143585641435856,,
20170706_01_02_03,visible,0.1,P1,0.0,20.0,15.0,22,18,1,3.0,0.15,0.32023,0.0921959712227761,-1.8463930445362695,0.9882011798820118,0.0545945405459454,,
20170706_01_02_03,visible,0.1,P2,20.0,60.0,40.0,60,42,1,22.0,0.4313725490196078,0.3825725490196078,0.0558829956230084,0.873253114940528,0.2454754524547545,0.8541145885411459,,
20170706_01_02_03,visible,0.1,P3,60.0,180.0,119.5,151,107,1,39.0,0.3023255813953488,0.3092899224806202,0.0342225247930564,-0.203501674040263,0.6246375362463754,0.4620537946205379,,
20170706_03_04_01,visible,0.1,P1,0.0,20.0,14.1,19,18,1,6.0,0.3243243243243243,0.3458378378378378,0.0924891365326639,-0.2326058423728032,0.6978302169783022,0.522047795220478,,
20170706_03_04_01,visible,0.1,P2,20.0,60.0,40.0,51,52,1,19.0,0.3689320388349514,0.3994873786407766,0.0587971295330096,-0.519674005321483,0.7508249175082492,0.3605639436056394,,
20170706_03_04_01,visible,0.1,P3,60.0,180.0,119.7,154,157,1,70.0,0.45016077170418,0.396,0.0341396943347442,1.5864457125223923,0.0646935306469353,0.9551044895510448,,
20170706_03_04_02,visible,0.1,P1,0.0,20.0,14.9,21,21,1,8.0,0.3809523809523809,0.3610047619047619,0.0902476055824833,0.2210321140253137,0.518048195180482,0.6836316368363163,,
20170706_03_04_02,visible,0.1,P2,20.0,60.0,40.0,55,53,1,22.0,0.4074074074074074,0.4050592592592592,0.0587014445547806,0.0400015394162377,0.5481451854814519,0.5809419058094191,,
20170706_03_04_02,visible,0.1,P3,60.0,180.0,119.3,153,157,1,62.0,0.4,0.3878412903225806,0.0344243760239826,0.3532005828936068,0.3963603639636036,0.674032596740326,,
20170706_03_04_03,visible,0.1,P1,0.0,20.0,13.8,19,26,1,13.0,0.5777777777777777,0.4562266666666666,0.0914589075053113,1.3290243063974077,0.1378862113788621,0.9436056394360564,,
20170706_03_04_03,visible,0.1,P2,20.0,60.0,40.0,58,63,1,25.0,0.4132231404958678,0.4331140495867768,0.0571184345592047,-0.3482397450912564,0.6924307569243076,0.4182581741825817,,
20170706_03_04_03,visible,0.1,P3,60.0,180.0,119.4,156,171,1,79.0,0.4831804281345566,0.4122764525993883,0.0327424862152208,2.165503714931927,0.0193980601939806,0.9874012598740126,,
20170706_05_06_01,visible,0.1,P1,0.0,20.0,15.5,26,19,1,6.0,0.2666666666666666,0.4243644444444444,0.0868210404701485,-1.8163543874137116,0.9813018698130188,0.0574942505749425,,
20170706_05_06_01,visible,0.1,P2,20.0,60.0,40.0,57,44,1,19.0,0.3762376237623762,0.3603346534653465,0.0558841451550572,0.2845703419620191,0.4596540345965403,0.673032696730327,,
20170706_05_06_01,visible,0.1,P3,60.0,180.0,119.3,122,131,1,44.0,0.3478260869565217,0.3365146245059288,0.0351735174738655,0.3215903117735532,0.411958804119588,0.672032796720328,,
20170706_05_06_02,visible,0.1,P1,0.0,20.0,15.5,28,21,1,13.0,0.5306122448979592,0.4526,0.0829430062247068,0.9405524160362678,0.2492750724927507,0.8831116888311169,,
20170706_05_06_02,visible,0.1,P2,20.0,60.0,40.0,59,51,1,24.0,0.4363636363636363,0.4176345454545455,0.0537532410302617,0.3484271934141942,0.4217578242175782,0.7024297570242976,,
20170706_05_06_02,visible,0.1,P3,60.0,180.0,119.8,142,148,1,50.0,0.3448275862068966,0.3501717241379311,0.0335546812530525,-0.1592665384222157,0.6015398460153984,0.4800519948005199,,
20170706_05_06_03,visible,0.1,P1,0.0,20.0,16.0,25,20,1,7.0,0.3111111111111111,0.3809555555555555,0.0767794492645694,-0.9096762885570056,0.8861113888611138,0.2676732326767323,,
20170706_05_06_03,visible,0.1,P2,20.0,60.0,40.0,59,46,1,22.0,0.419047619047619,0.4183657142857142,0.0575592181250438,0.0118470122443885,0.5635436456354365,0.5671432856714329,,
20170706_05_06_03,visible,0.1,P3,60.0,180.0,119.7,152,147,1,56.0,0.3745819397993311,0.3626354515050167,0.032981564423781,0.3622171507941096,0.3956604339566043,0.6807319268073193,,
20170706_11_12_01,visible,0.1,P1,0.0,20.0,13.6,17,18,1,6.0,0.3428571428571428,0.3543485714285714,0.0999193886756784,-0.1150069943755145,0.652934706529347,0.5746425357464253,,
20170706_11_12_01,visible,0.1,P2,20.0,60.0,40.0,36,45,1,19.0,0.4691358024691358,0.3556,0.0604356276127563,1.8786237018439,0.0457954204579542,0.984001599840016,,
20170706_11_12_01,visible,0.1,P3,60.0,180.0,118.7,110,130,1,38.0,0.3166666666666666,0.3064566666666666,0.0352627789558806,0.2895404248421351,0.4325567443255674,0.6574342565743425,,
20170706_11_12_02,visible,0.1,P1,0.0,20.0,14.0,18,18,1,7.0,0.3888888888888889,0.3626888888888889,0.095992090549924,0.2729391541522244,0.5105489451054894,0.7112288771122888,,
20170706_11_12_02,visible,0.1,P2,20.0,60.0,40.0,44,46,1,20.0,0.4444444444444444,0.3887844444444444,0.0634902313451153,0.8766702974737589,0.2414758524147585,0.8564143585641436,,
20170706_11_12_02,visible,0.1,P3,60.0,180.0,119.2,97,125,1,36.0,0.3243243243243243,0.3031027027027027,0.036382545261488,0.5832912862224976,0.3208679132086791,0.7603239676032397,,
20170706_11_12_03,visible,0.1,P1,0.0,20.0,13.9,15,16,1,4.0,0.2580645161290322,0.3107548387096774,0.1015990590653146,-0.5186103401486454,0.7984201579842016,0.4264573542645735,,
20170706_11_12_03,visible,0.1,P2,20.0,60.0,40.0,43,45,1,10.0,0.2272727272727272,0.3174386363636363,0.060047883711781,-1.5015668083106657,0.957904209579042,0.0926907309269073,,
20170706_11_12_03,visible,0.1,P3,60.0,180.0,119.3,113,135,1,38.0,0.3064516129032258,0.3076217741935484,0.0351245951834894,-0.0333145843876556,0.5586441355864413,0.535946405359464,,
20170710_01_02_01,visible,0.1,P1,0.0,20.0,15.0,20,23,1,8.0,0.3720930232558139,0.3926744186046511,0.0889802785129823,-0.2313028874801097,0.6867313268673133,0.508049195080492,,
20170710_01_02_01,visible,0.1,P2,20.0,60.0,40.0,60,49,1,18.0,0.3302752293577982,0.353308256880734,0.0532949845642244,-0.4321800205266844,0.7271272872712728,0.3924607539246075,,
20170710_01_02_01,visible,0.1,P3,60.0,180.0,118.0,162,153,1,80.0,0.5079365079365079,0.4234920634920634,0.0323005463574311,2.614334863255868,0.0052994700529947,0.9969003099690033,,
20170710_01_02_02,visible,0.1,P1,0.0,20.0,14.3,27,21,1,12.0,0.5,0.4649375,0.080112198066629,0.4376674320037836,0.4320567943205679,0.7511248875112488,,
20170710_01_02_02,visible,0.1,P2,20.0,60.0,40.0,67,53,1,28.0,0.4666666666666667,0.4458433333333333,0.0507053723115796,0.4106731177393984,0.4052594740525947,0.7133286671332867,,
20170710_01_02_02,visible,0.1,P3,60.0,180.0,117.5,180,159,1,80.0,0.471976401179941,0.4539380530973451,0.031456016942055,0.5734466673204127,0.3153684631536846,0.7454254574542546,,
20170710_01_02_03,visible,0.1,P1,0.0,20.0,14.8,24,22,1,12.0,0.5217391304347826,0.4672652173913044,0.0869428409253946,0.6265485744849548,0.3614638536146385,0.8064193580641936,,
20170710_01_02_03,visible,0.1,P2,20.0,60.0,40.0,69,54,1,27.0,0.4390243902439024,0.4688065040650406,0.0495462120772393,-0.6010976939005918,0.7781221877812219,0.3278672132786721,,
20170710_01_02_03,visible,0.1,P3,60.0,180.0,119.5,198,172,1,92.0,0.4972972972972973,0.4582286486486486,0.0300553880437147,1.2998883458707762,0.1123887611238876,0.9192080791920808,,
20170710_07_08_01,visible,0.1,P2,20.0,60.0,40.0,39,42,1,12.0,0.2962962962962963,0.2690024691358025,0.0529625366761371,0.5153421432095289,0.3940605939406059,0.7733226677332267,,
20170710_07_08_01,visible,0.1,P3,60.0,180.0,110.7,77,79,1,18.0,0.2307692307692307,0.2156602564102564,0.0348670278315466,0.4333312960304645,0.4033596640335966,0.7296270372962703,,
20170710_07_08_02,visible,0.1,P1,0.0,20.0,13.7,21,16,1,7.0,0.3783783783783784,0.3368108108108108,0.0759884775330202,0.5470246136923156,0.4344565543445655,0.8201179882011799,,
20170710_07_08_02,visible,0.1,P2,20.0,60.0,40.0,29,38,1,8.0,0.2388059701492537,0.1966686567164179,0.0521653285298846,0.8077647475889295,0.3030696930306969,0.8631136886311369,,
20170710_07_08_02,visible,0.1,P3,60.0,180.0,36.0,41,34,1,13.0,0.3466666666666667,0.352168,0.0645736881133802,-0.0851946589092753,0.6193380661933806,0.5452454754524547,,
20170710_07_08_03,visible,0.1,P1,0.0,20.0,10.0,15,14,1,5.0,0.3448275862068966,0.3673862068965517,0.0989387540681216,-0.2280059103445247,0.726027397260274,0.5404459554044595,,
20170710_07_08_03,visible,0.1,P2,20.0,60.0,40.0,49,44,1,18.0,0.3870967741935484,0.3402516129032258,0.0522987607370751,0.8957222050792014,0.2466753324667533,0.865013498650135,,
