t_center,S,nA,nB,nM,S_null_mean,S_null_sd,z_S_t,S_excess,episode
3.5,0.8333333333333334,7,5,5,0.6611021062271062,0.1573222310490461,1.0947672554461365,0.17223122710622718,0
4.5,0.8333333333333334,7,5,5,0.6614072510822512,0.1623742054808533,1.0588263187612963,0.1719260822510822,0
5.5,0.8571428571428571,8,6,6,0.620858022369787,0.1543801159878161,1.5305393007459458,0.23628483477307005,0
6.5,0.875,9,7,7,0.6095531781943546,0.16610831788433109,1.598034494518741,0.2654468218056454,0
7.5,0.8235294117647058,9,8,7,0.6057833892629559,0.18704030614981795,1.1641663071666322,0.2177460225017499,0
8.5,0.8235294117647058,8,9,7,0.600943130708301,0.2118854689955061,1.0505028122580966,0.22258628105640488,0
9.5,0.8235294117647058,9,8,7,0.5687909891536054,0.20663253520535846,1.2328088718358545,0.25473842261110047,0
10.5,0.875,7,9,7,0.5688228966939494,0.20048022280250802,1.5272184908117548,0.30617710330605064,0
11.5,0.8,8,7,6,0.6173903199741435,0.18081064693027726,1.009949818365912,0.18260968002585654,0
12.5,0.8571428571428571,8,6,6,0.6435198399639577,0.17989567220721808,1.1874828035486675,0.21362301717889942,0
13.5,0.6666666666666666,10,5,5,0.6287725996225996,0.1655081850589538,0.22895584910540373,0.03789406704406706,0
14.5,0.6666666666666666,10,5,5,0.6037163503163503,0.1885144696294676,0.3339282999021114,0.06295031635031634,0
15.5,0.5333333333333333,11,4,4,0.6213834998334998,0.15580346418690127,-0.5651361281321823,-0.0880501665001665,0
16.5,0.46153846153846156,10,3,3,0.5451055888555888,0.18440194318371492,-0.45317921207517564,-0.08356712731712723,0
17.5,0.5454545454545454,8,3,3,0.5948203685203685,0.1475477598920357,-0.3345752121343301,-0.049365823065823045,0
18.5,0.5454545454545454,7,4,3,0.5803497335997335,0.16145813614373525,-0.21612530020861434,-0.034895188145188105,0
19.5,0.6,6,4,3,0.6214186702186701,0.15264785276210202,-0.1403142581510835,-0.021418670218670166,0
20.5,0.4444444444444444,6,3,2,0.5201564657564658,0.18601222362593386,-0.407027128842223,-0.07571202131202137,0
21.5,0.6666666666666666,5,4,3,0.6020690753690754,0.16404155102464205,0.39378798172840673,0.06459759129759124,0
22.5,0.5,4,4,2,0.5829552447552447,0.14670326414732499,-0.5654628425441027,-0.08295524475524474,0
