t_center,S,nA,nB,nM,S_null_mean,S_null_sd,z_S_t,S_excess,episode
3.5,1.0,6,6,6,0.7813014632426397,0.13145462581762338,1.6636807978197494,0.21869853675736028,1
4.5,1.0,7,7,7,0.7235304558186911,0.12786191464156882,2.162250932627804,0.27646954418130887,1
5.5,1.0,8,8,8,0.6847556964621205,0.12605340038006568,2.5008790130800214,0.31524430353787947,1
6.5,1.0,9,9,9,0.6566096063808912,0.1282516197053808,2.6774741278741288,0.34339039361910884,1
7.5,0.9523809523809523,10,11,10,0.5965395648812831,0.12400863190216249,2.8694888576822044,0.3558413874996692,1
8.5,0.9565217391304348,11,12,11,0.5719474023127677,0.1221268160180457,3.148975379500941,0.38457433681766706,1
9.5,0.9166666666666666,11,13,11,0.5399422915674834,0.12428058740634293,3.0312407026807815,0.3767243750991832,1
10.5,0.8333333333333334,11,13,10,0.5405480636218151,0.12247100189771204,2.3906497470809702,0.2927852697115183,1
11.5,0.8333333333333334,11,13,10,0.5399479519441088,0.12038379560152652,2.4370836616610574,0.29338538138922454,1
12.5,0.8181818181818182,10,12,9,0.5666691524729888,0.12611209853569347,1.994357945266004,0.25151266570882946,1
13.5,0.7619047619047619,10,11,8,0.5944405977063871,0.12429640189533706,1.347296958277093,0.16746416419837473,1
14.5,0.7619047619047619,11,10,8,0.6185837535959053,0.1257988499251346,1.139287111083684,0.14332100830885652,0
15.5,0.8571428571428571,11,10,9,0.6174111480023244,0.1233709398649821,1.9431781050131942,0.23973170914053266,0
16.5,0.8421052631578947,10,9,8,0.6605048397766664,0.1259182591920118,1.4422088150401378,0.18160042338122828,0
17.5,0.8888888888888888,10,8,8,0.6954801654228124,0.12837490774648438,1.5065928915643019,0.1934087234660764,0
18.5,0.9473684210526315,10,9,9,0.6747042874308354,0.12492748842276202,2.1825791670371575,0.2726641336217961,0
19.5,0.8571428571428571,8,6,6,0.7557324175824176,0.1346385523193834,0.7532050650684233,0.10141043956043949,0
20.5,1.0,6,6,6,0.7414358350799528,0.12015121291434529,2.1519896357964794,0.2585641649200472,0
21.5,0.8888888888888888,4,5,4,0.7536431984681984,0.12720760837942646,1.063188689290412,0.13524569042069046,0
22.5,0.8888888888888888,4,5,4,0.7459829170829171,0.1280373676132564,1.1161270687603229,0.14290597180597175,0
23.5,0.8571428571428571,3,4,3,0.6757040126540126,0.15488757976203593,1.171422813679451,0.1814388444888445,0
24.5,0.8888888888888888,4,5,4,0.7815469391719392,0.13766855726277577,0.7797128977828975,0.10734194971694966,0
25.5,0.8888888888888888,4,5,4,0.8133135753135753,0.13155303412051456,0.5744855227442317,0.07557531357531355,0
26.5,0.9090909090909091,5,6,5,0.7474799576240753,0.1352221857953525,1.1951511544963376,0.1616109514668338,0
27.5,0.8333333333333334,6,6,5,0.7784537261757849,0.13644636575026284,0.4022064410128326,0.05487960715754847,0
28.5,0.9090909090909091,5,6,5,0.7913898872369461,0.13412990750740475,0.8775151197913496,0.11770102185396292,0
29.5,0.8333333333333334,5,7,5,0.7545368597089187,0.1273851489183388,0.6185687601223259,0.07879647362441466,0
30.5,0.9090909090909091,5,6,5,0.7673805540864364,0.12637543781962696,1.121344127066313,0.1417103550044727,0
31.5,0.7272727272727273,6,5,4,0.6608099178599178,0.13788478950210648,0.48201697701974666,0.06646280941280946,0
32.5,0.8888888888888888,5,4,4,0.7115775502275502,0.13879663441256182,1.2774901885177918,0.17731133866133864,0
33.5,0.75,5,3,3,0.6133745532245533,0.14781406546832884,0.9243061297486644,0.13662544677544675,0
34.5,0.75,5,3,3,0.6804102453102453,0.12257280626681702,0.5677421999972116,0.0695897546897547,0
35.5,0.75,5,3,3,0.6786863358863359,0.13010857301500717,0.5481088790777727,0.07131366411366413,0
36.5,0.6666666666666666,4,5,3,0.7684486402486402,0.12911027318512822,-0.7883336551850587,-0.1017819735819736,0
37.5,0.8,5,5,4,0.7601614385614386,0.1420639359345356,0.2804269864585439,0.03983856143856146,0
38.5,0.6666666666666666,5,7,4,0.7440900819768467,0.1362405758319417,-0.5682845572062538,-0.07742341531018004,0
39.5,0.8333333333333334,5,7,5,0.7577150072150072,0.1358863429576271,0.5564821634938395,0.0756183261183262,0
40.5,0.8333333333333334,5,7,5,0.7468447529594588,0.13368783382388183,0.6469442873000184,0.08648858037387452,0
41.5,0.8333333333333334,5,7,5,0.7494414856385445,0.13038679221000632,0.6434075589471455,0.08389184769478886,0
42.5,0.7272727272727273,4,7,4,0.768037657603834,0.12826160503144596,-0.31782644791566717,-0.04076493033110673,0
43.5,0.8,4,6,4,0.7711034681005269,0.13811911363971824,0.20921457673736135,0.028896531899473166,0
44.5,0.6666666666666666,4,5,3,0.7100343822843822,0.1473636604468693,-0.29429043419664125,-0.043367715617715574,0
45.5,0.6666666666666666,4,5,3,0.7184135003885003,0.12832124544924028,-0.40326006454093377,-0.05174683372183364,0
46.5,0.6666666666666666,4,5,3,0.7019938478188478,0.1298099805845235,-0.27214533884918396,-0.03532718115218114,0
47.5,0.8,5,5,4,0.7524129176379175,0.1229785091475096,0.386954458075297,0.04758708236208253,0
48.5,0.8,5,5,4,0.7525247863247863,0.13179545582603183,0.36021889660505757,0.04747521367521379,0
49.5,0.8333333333333334,5,7,5,0.7574298637636873,0.12216952753988759,0.6212962520041186,0.07590346956964611,0
50.5,0.8333333333333334,5,7,5,0.7626205224514048,0.12382099164277482,0.5710890370344955,0.0707128108819286,0
51.5,0.7692307692307693,5,8,5,0.709780279747772,0.12338105934048971,0.48184453757147716,0.05945048948299725,0
52.5,0.7692307692307693,5,8,5,0.6989337428910958,0.12894071149058506,0.5451887578951852,0.0702970263396735,0
53.5,0.7692307692307693,5,8,5,0.709145292847847,0.13290603248756067,0.4520899108815544,0.060085476382922276,0
54.5,0.7692307692307693,5,8,5,0.6981328993418002,0.13410099849092236,0.5301815101233706,0.07109786988896905,0
55.5,0.8,4,6,4,0.6738048257298258,0.13402941873380692,0.9415483217218743,0.12619517427017424,0
56.5,0.75,3,5,3,0.7337978354978354,0.11813814531892325,0.1371459189445169,0.016202164502164607,0
57.5,0.75,3,5,3,0.7082092685092685,0.11476553111776283,0.36414009575618456,0.041790731490731536,0
58.5,0.6666666666666666,3,6,3,0.6650543464705229,0.11941126571111405,0.013502245257531876,0.0016123201961437683,0
59.5,0.6666666666666666,3,6,3,0.6680793401043401,0.1373842108439164,-0.010282647685609497,-0.001412673437673484,0
60.5,0.6666666666666666,4,8,4,0.7063569159598572,0.1288258994590046,-0.3080921573989933,-0.03969024929319054,0
61.5,0.7142857142857143,5,9,5,0.6820010624136785,0.13132871851291453,0.24583086043637123,0.032284651872035774,0
62.5,0.7692307692307693,5,8,5,0.722886379822448,0.12981539333994271,0.35700226464638896,0.04634438940832131,0
63.5,0.7692307692307693,5,8,5,0.7238826271767449,0.12696044358625294,0.3571832357628482,0.045348142054024376,0
64.5,0.7272727272727273,5,6,4,0.7088599012099012,0.13293161352395425,0.13851352266560835,0.018412826062826126,0
65.5,0.8,5,5,4,0.7555616883116884,0.12669194718242938,0.350758770992153,0.044438311688311694,0
66.5,0.7272727272727273,6,5,4,0.6890575535575535,0.12642443227523345,0.3022768070018073,0.0382151737151738,0
67.5,0.8,6,4,4,0.7230876900876901,0.12880398872094023,0.5971267712752589,0.0769123099123099,0
68.5,0.6666666666666666,5,4,3,0.6974554834054834,0.1541205718074271,-0.1997709739702186,-0.030788816738816727,0
69.5,0.6666666666666666,4,5,3,0.7866955988455988,0.14177325963135695,-0.8466260315311575,-0.12002893217893218,0
70.5,0.8888888888888888,4,5,4,0.7582870546120546,0.1208083439467104,1.081066340371687,0.13060183427683425,0
71.5,0.5,3,5,2,0.7591537767787768,0.12665523026267073,-2.0461356095703027,-0.2591537767787768,0
72.5,0.5714285714285714,2,5,2,0.7668860861360861,0.12878725780025405,-1.5176774321157194,-0.1954575147075147,0
73.5,0.5714285714285714,2,5,2,0.774866108891109,0.13655754447169408,-1.489756851220377,-0.20343753746253757,0
74.5,0.75,3,5,3,0.7405604784104783,0.14428544960390868,0.065422546871046,0.00943952158952166,0
75.5,0.5,3,5,2,0.7596926767676767,0.1174600476356323,-2.2109021918095766,-0.2596926767676767,0
76.5,0.6666666666666666,4,5,3,0.7080457708957708,0.10447811710374745,-0.3960552254977419,-0.04137910422910418,0
77.5,0.6666666666666666,4,5,3,0.7265793983793983,0.12052300171004812,-0.497106202655561,-0.059912731712731704,0
78.5,0.8,5,5,4,0.6941970140970141,0.1377062135696361,0.7683239787105386,0.10580298590298598,0
79.5,0.8333333333333334,5,7,5,0.740287830306948,0.13345457039497796,0.6972073174489554,0.09304550302638537,0
80.5,0.9230769230769231,6,7,6,0.7620916981711099,0.13016850558206816,1.2367448192321442,0.16098522490581324,0
81.5,0.8333333333333334,5,7,5,0.7689776827747417,0.12201315062039672,0.5274484777367391,0.06435565055859171,0
82.5,0.9090909090909091,5,6,5,0.8143695298165887,0.12672159157379487,0.7474762437714525,0.09472137927432034,0
83.5,0.8333333333333334,5,7,5,0.7744444966797908,0.12300544034993126,0.478749854364271,0.05888883665354261,0
84.5,0.8333333333333334,5,7,5,0.768117578663167,0.12711609501672835,0.5130408911757717,0.06521575467016638,0
85.5,0.6666666666666666,6,6,4,0.7748315914477679,0.13576555126027107,-0.7967037571537006,-0.10816492478110129,0
86.5,0.8333333333333334,6,6,5,0.7914112852833441,0.13256255738192113,0.31624350705010273,0.041922048049989225,0
87.5,0.9090909090909091,5,6,5,0.775362570109629,0.12973608634495,1.0307721062720765,0.13372833898128011,0
88.5,0.75,4,4,3,0.7096504773004773,0.14756107673314175,0.2734428590033483,0.040349522699522744,0
89.5,0.8571428571428571,4,3,3,0.6161923687423687,0.1618510490643104,1.4887174954593492,0.24095048840048838,0
90.5,0.4,3,2,1,0.4771411699411699,0.16833086850960946,-0.45827108613038575,-0.07714116994116987,0
91.5,0.5714285714285714,5,2,2,0.4984749528249528,0.144207593042939,0.5058930467128457,0.0729536186036186,0
