t_start,S__20170706_01_02_01,S__20170706_01_02_02,S__20170706_01_02_03,S__20170706_03_04_01,S__20170706_03_04_02,S__20170706_03_04_03,S__20170706_05_06_01,S__20170706_05_06_02,S__20170706_05_06_03,S__20170706_11_12_01,S__20170706_11_12_02,S__20170706_11_12_03,S__20170710_01_02_01,S__20170710_01_02_02,S__20170710_01_02_03,S__20170710_07_08_01,S__20170710_07_08_02,S__20170710_07_08_03,S__20170714_01_02_01,S__20170714_01_02_02,S__20170714_01_02_03,S__20170714_03_04_01,S__20170714_03_04_02,S__20170714_03_04_03,S__20170714_05_06_01,S__20170714_05_06_02,S__20170714_05_06_03,S__20170714_07_08_01,S__20170714_07_08_02,S__20170714_07_08_03,z_S_epoch__20170706_01_02_01,z_S_epoch__20170706_01_02_02,z_S_epoch__20170706_01_02_03,z_S_epoch__20170706_03_04_01,z_S_epoch__20170706_03_04_02,z_S_epoch__20170706_03_04_03,z_S_epoch__20170706_05_06_01,z_S_epoch__20170706_05_06_02,z_S_epoch__20170706_05_06_03,z_S_epoch__20170706_11_12_01,z_S_epoch__20170706_11_12_02,z_S_epoch__20170706_11_12_03,z_S_epoch__20170710_01_02_01,z_S_epoch__20170710_01_02_02,z_S_epoch__20170710_01_02_03,z_S_epoch__20170710_07_08_01,z_S_epoch__20170710_07_08_02,z_S_epoch__20170710_07_08_03,z_S_epoch__20170714_01_02_01,z_S_epoch__20170714_01_02_02,z_S_epoch__20170714_01_02_03,z_S_epoch__20170714_03_04_01,z_S_epoch__20170714_03_04_02,z_S_epoch__20170714_03_04_03,z_S_epoch__20170714_05_06_01,z_S_epoch__20170714_05_06_02,z_S_epoch__20170714_05_06_03,z_S_epoch__20170714_07_08_01,z_S_epoch__20170714_07_08_02,z_S_epoch__20170714_07_08_03,nA__20170706_01_02_01,nA__20170706_01_02_02,nA__20170706_01_02_03,nA__20170706_03_04_01,nA__20170706_03_04_02,nA__20170706_03_04_03,nA__20170706_05_06_01,nA__20170706_05_06_02,nA__20170706_05_06_03,nA__20170706_11_12_01,nA__20170706_11_12_02,nA__20170706_11_12_03,nA__20170710_01_02_01,nA__20170710_01_02_02,nA__20170710_01_02_03,nA__20170710_07_08_01,nA__20170710_07_08_02,nA__20170710_07_08_03,nA__20170714_01_02_01,nA__20170714_01_02_02,nA__20170714_01_02_03,nA__20170714_03_04_01,nA__20170714_03_04_02,nA__20170714_03_04_03,nA__20170714_05_06_01,nA__20170714_05_06_02,nA__20170714_05_06_03,nA__20170714_07_08_01,nA__20170714_07_08_02,nA__20170714_07_08_03,nB__20170706_01_02_01,nB__20170706_01_02_02,nB__20170706_01_02_03,nB__20170706_03_04_01,nB__20170706_03_04_02,nB__20170706_03_04_03,nB__20170706_05_06_01,nB__20170706_05_06_02,nB__20170706_05_06_03,nB__20170706_11_12_01,nB__20170706_11_12_02,nB__20170706_11_12_03,nB__20170710_01_02_01,nB__20170710_01_02_02,nB__20170710_01_02_03,nB__20170710_07_08_01,nB__20170710_07_08_02,nB__20170710_07_08_03,nB__20170714_01_02_01,nB__20170714_01_02_02,nB__20170714_01_02_03,nB__20170714_03_04_01,nB__20170714_03_04_02,nB__20170714_03_04_03,nB__20170714_05_06_01,nB__20170714_05_06_02,nB__20170714_05_06_03,nB__20170714_07_08_01,nB__20170714_07_08_02,nB__20170714_07_08_03,nM__20170706_01_02_01,nM__20170706_01_02_02,nM__20170706_01_02_03,nM__20170706_03_04_01,nM__20170706_03_04_02,nM__20170706_03_04_03,nM__20170706_05_06_01,nM__20170706_05_06_02,nM__20170706_05_06_03,nM__20170706_11_12_01,nM__20170706_11_12_02,nM__20170706_11_12_03,nM__20170710_01_02_01,nM__20170710_01_02_02,nM__20170710_01_02_03,nM__20170710_07_08_01,nM__20170710_07_08_02,nM__20170710_07_08_03,nM__20170714_01_02_01,nM__20170714_01_02_02,nM__20170714_01_02_03,nM__20170714_03_04_01,nM__20170714_03_04_02,nM__20170714_03_04_03,nM__20170714_05_06_01,nM__20170714_05_06_02,nM__20170714_05_06_03,nM__20170714_07_08_01,nM__20170714_07_08_02,nM__20170714_07_08_03
0.0,0.6666666666666666,0.7804878048780488,0.7619047619047619,0.7567567567567568,0.8205128205128205,0.9444444444444444,0.8205128205128205,0.782608695652174,0.7619047619047619,0.9696969696969697,0.8571428571428571,0.8235294117647058,0.9,0.6829268292682927,0.9302325581395349,0.9090909090909091,0.8571428571428571,0.7333333333333333,0.8292682926829268,0.8421052631578947,0.8,0.7727272727272727,0.85,0.7894736842105263,0.7058823529411765,0.631578947368421,0.6111111111111112,0.8235294117647058,0.7878787878787878,0.631578947368421,-1.9275048418787044,0.7709651161361222,0.5890010033109837,0.29594724163559405,1.4685921769646668,3.494726454005169,1.627361183721683,0.9907252426018793,0.5548939545999149,3.6533043247389316,1.683522982550382,1.3695820682257218,2.296558428469069,-0.45138045455266074,3.281119073591161,1.7204917073859802,1.7775514371964403,0.6590642008560708,1.95978640811901,1.8357094077672458,1.451720344675487,1.6721671904098494,2.0543553845911786,1.3362169349538904,-1.1370045115294172,-2.0905833600104486,-1.90140460669987,1.6372197242490358,0.4860374887621312,-1.336475563556471,22,23,23,20,19,18,21,26,23,16,16,17,21,22,21,10,14,11,20,18,19,22,21,18,18,23,17,16,18,20,17,18,19,17,20,18,18,20,19,17,19,17,19,19,22,12,14,19,21,20,21,22,19,20,16,15,19,18,15,18,13,16,16,14,16,17,16,18,16,16,15,14,18,14,20,10,12,11,17,16,16,17,17,15,12,12,11,14,13,12
10.0,0.6285714285714286,0.7441860465116279,0.6470588235294118,0.6666666666666666,0.7272727272727273,0.7111111111111111,0.7916666666666666,0.7755102040816326,0.75,0.8421052631578947,0.8125,0.8,0.7692307692307693,0.7916666666666666,0.7906976744186046,0.14285714285714285,0.64,0.6875,0.7333333333333333,0.8,0.7,0.7586206896551724,0.7428571428571429,0.8372093023255814,0.7804878048780488,0.717948717948718,0.7727272727272727,0.6666666666666666,0.6666666666666666,0.5714285714285714,-2.4539117230922294,-0.17759506383093046,-0.8576888295266749,-1.1804146179237813,-0.4649755452030562,1.218530612365435,1.4628147059835013,1.3868219233945347,0.7271961193486467,2.757329737562868,0.9156892762484038,0.8775423529660947,0.6454887646092919,1.2150018161411567,0.7684631096099335,-2.2559482413060366,0.15106326470473513,0.10952280669766394,1.073007462360477,0.9327667058967227,0.8694886280746215,0.10753348902882202,0.24557583083170081,1.8356269931582572,0.19711281096448516,-0.7264305983916864,0.6940078551876057,0.49700866832016594,-1.0344503607957118,-1.2812519388836763,23,25,22,13,17,18,24,26,26,19,15,12,18,25,22,3,16,18,16,16,17,12,18,22,24,23,22,16,20,20,12,18,12,20,16,27,24,23,22,19,17,13,21,23,21,11,9,14,14,24,23,17,17,21,17,16,22,8,10,8,11,16,11,11,12,16,19,19,18,16,13,10,15,19,17,1,8,11,11,16,14,11,13,18,16,14,17,8,10,8
20.0,0.7407407407407407,0.896551724137931,0.7142857142857143,0.8888888888888888,0.8666666666666667,0.8387096774193549,0.6285714285714286,0.6666666666666666,0.7368421052631579,0.8888888888888888,0.6363636363636364,0.8333333333333334,0.8387096774193549,0.875,0.7142857142857143,0.6363636363636364,0.5,0.75,0.6896551724137931,0.7878787878787878,0.6,0.8,0.8,0.6363636363636364,0.6206896551724138,0.7857142857142857,0.8,0.7368421052631579,0.88,0.8461538461538461,-0.1719615308930782,0.6404699322754911,-0.7953027320326207,0.8909320512118789,0.7906697889859587,0.3064625746472739,-0.6941904728761094,-0.8673784151781794,0.11589856616786604,1.4617167218078693,-0.05250685595272952,0.4840524394100803,0.840816822733752,1.1582764960657908,0.5900084255323835,0.602053615181769,-0.9444589164290877,0.9477054709904423,-1.0091176071919568,0.5952236508696522,-2.2027372379038814,0.634980925059396,-0.04752143507113717,-1.3312346285843872,-1.0693445759454767,0.4289601484910688,1.3576959808799443,0.48754633104173273,1.2923078687787621,0.8898052198185353,17,15,17,14,15,14,23,26,22,8,12,14,15,16,17,10,7,12,13,17,11,12,12,9,20,17,18,9,13,13,10,14,11,13,15,17,12,13,16,10,10,10,16,16,11,12,13,12,16,16,19,13,13,13,9,11,22,10,12,13,10,13,10,12,13,13,11,13,14,8,7,10,13,14,10,7,5,9,10,13,9,10,10,7,9,11,16,7,11,11
30.0,0.72,0.7,0.6923076923076923,0.6153846153846154,0.7692307692307693,0.896551724137931,0.6666666666666666,0.65,0.6363636363636364,0.8,0.7777777777777778,0.7619047619047619,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.6,0.42105263157894735,0.42105263157894735,0.8235294117647058,0.6470588235294118,0.896551724137931,0.64,0.8666666666666667,0.8888888888888888,0.72,0.5,0.8148148148148148,0.7272727272727273,0.42105263157894735,0.7,0.19142472243202138,1.2452070554322892,-1.3863320251637046,-2.4170446791379137,-0.6804855103182504,1.583974389587563,-0.8906252839512132,-2.0832104444112907,0.5980982798214559,1.0446934893649604,1.471176241288458,0.2340659771710524,-0.42156645545635263,0.39705768529119223,-0.290206638725823,0.6069705203093856,0.3023099651928719,-0.6181466309872309,0.8260887554865447,-0.9694370028952353,1.6294587003618317,-1.5665783919518235,1.1852861295641897,1.2043796942424017,-0.06525299546384318,-1.7354597959265743,-0.03635216329856151,-0.23361078185878278,-0.207526541900425,0.6849427586897586,16,13,14,11,13,15,22,25,15,10,9,10,16,18,20,11,15,9,18,17,16,10,14,12,16,12,13,11,15,12,9,7,12,15,13,14,11,15,7,10,9,11,11,9,16,9,4,10,16,17,13,15,16,15,9,8,14,11,4,8,9,7,9,8,10,13,11,13,7,8,7,8,9,9,14,6,4,4,14,11,13,8,13,12,9,5,11,8,4,7
40.0,0.6666666666666666,0.88,0.6956521739130435,0.7857142857142857,0.7692307692307693,0.8125,0.6923076923076923,0.6,0.7586206896551724,0.8,0.9285714285714286,0.6956521739130435,0.6956521739130435,0.8125,0.7142857142857143,0.6086956521739131,0.4444444444444444,0.6428571428571429,0.7407407407407407,0.8888888888888888,0.7741935483870968,0.7741935483870968,0.7857142857142857,0.6956521739130435,0.6923076923076923,0.75,0.8275862068965517,0.9230769230769231,0.6666666666666666,0.8,-0.4573628447795058,1.3316523126725848,-0.49332821102692165,-0.4080860658935527,0.19641782070029332,0.128614754256073,-0.18024847474133296,-0.8953882749242837,-0.05804589682549611,0.39837099893721284,1.3827571219172892,-0.4760975997594387,0.2807497004209554,0.3686091238369483,-0.6758767254998475,0.14617213211820437,-1.4182264029761034,0.273748443230926,-0.852979471927774,2.127899753484047,-0.12484034062848479,0.467305924046345,-0.016266433711803478,-1.017257421838634,-0.971447645772187,-0.33495179380257195,0.11819076966489399,1.5844797856365884,-2.1991575455504337,-0.04762077918596543,15,14,13,15,14,14,16,20,15,9,13,8,13,17,14,11,4,14,13,14,13,14,14,11,15,13,14,13,11,11,9,11,10,13,12,18,10,10,14,11,15,15,10,15,14,12,14,14,14,13,18,17,14,12,11,11,15,13,13,14,8,11,8,11,10,13,9,9,11,8,13,8,8,13,10,7,4,9,10,12,12,12,11,8,9,9,12,12,8,10
50.0,0.8461538461538461,0.6666666666666666,0.5833333333333334,0.8695652173913043,0.72,0.896551724137931,0.8,0.6666666666666666,0.8571428571428571,0.7272727272727273,0.8695652173913043,0.7368421052631579,0.8125,0.7333333333333333,0.8387096774193549,0.3333333333333333,0.6666666666666666,0.5454545454545454,0.8235294117647058,0.7333333333333333,0.6896551724137931,0.6363636363636364,0.6956521739130435,0.7272727272727273,0.6923076923076923,0.6923076923076923,0.7857142857142857,0.5882352941176471,0.7619047619047619,0.75,0.8234040386169869,-0.22795343798406348,-1.2785800468197255,1.0489756649083068,-0.5675170932723952,1.2178511287886795,0.32971079855596636,-0.8327797542766526,1.2178748758686366,0.3612714771571345,1.2772951646090125,0.7938640878178288,0.7972199431415407,0.08730261573558021,1.1938981823387367,-1.1629532562886091,0.7009260640944334,0.7554973764279234,0.44017564285676763,-0.09160739604610392,-0.7536477323811783,-2.2746341834007446,-1.651400147692785,-1.1633520808117483,-0.03298050930051714,-1.2339967562990157,-0.6435602658594837,-0.7526052230471104,0.07986093727479625,-0.2544418494312128,15,15,14,11,13,15,12,15,14,8,11,10,17,18,18,7,4,15,16,16,12,9,10,8,16,14,12,10,11,13,11,9,10,12,12,14,13,12,14,14,12,9,15,12,13,11,8,7,18,14,17,13,13,14,10,12,16,7,10,11,11,8,7,10,9,13,10,9,12,8,10,7,13,11,13,3,4,6,14,11,10,7,8,8,9,9,11,5,8,9
60.0,0.64,0.8,0.6666666666666666,0.7586206896551724,0.6,0.8666666666666667,0.782608695652174,0.7407407407407407,0.6086956521739131,0.7272727272727273,0.8695652173913043,0.6363636363636364,0.7407407407407407,0.7857142857142857,0.8484848484848485,0.7692307692307693,0.8148148148148148,0.5333333333333333,0.7692307692307693,0.6451612903225806,0.8571428571428571,0.7619047619047619,0.7407407407407407,0.896551724137931,0.7692307692307693,0.6923076923076923,0.7741935483870968,0.7,0.75,0.8235294117647058,-0.9195276963713841,0.6087013091178485,0.713964497817423,0.02648285924321042,-0.46010221422221564,0.8624102191279959,0.7015942872637033,0.014615348171469025,-1.329632162384037,-0.08921628675676373,0.8627764564311564,-1.1611270328672056,0.17514544198308019,0.6274835676851727,0.7546937805787253,1.0925289652771941,0.8236401698210966,-0.17541738394974418,-0.31163945514240515,-0.9073004698802473,0.8026927487501369,-0.18619906643155404,-0.4366843906881587,1.5259519495869804,0.31110107448185415,0.014486801485153366,-0.4795784336991277,-0.7664474802115187,0.9187364407935886,2.5826802799672564,15,14,14,15,13,14,13,15,12,10,10,8,14,15,18,12,13,6,11,13,16,10,13,15,15,17,16,8,14,10,10,11,7,14,7,16,10,12,11,12,13,14,13,13,15,14,14,9,15,18,19,11,14,14,11,9,15,12,10,7,8,10,7,11,6,13,9,10,7,8,10,7,10,11,14,10,11,4,10,10,15,8,10,13,10,9,12,7,9,7
70.0,0.8888888888888888,0.7692307692307693,0.782608695652174,0.7692307692307693,0.896551724137931,0.5833333333333334,0.7272727272727273,0.8,0.8275862068965517,0.7058823529411765,0.88,0.7777777777777778,0.8148148148148148,0.896551724137931,0.8,0.75,0.26666666666666666,0.6666666666666666,0.6666666666666666,0.8421052631578947,0.7586206896551724,0.8888888888888888,0.7407407407407407,0.7142857142857143,0.7272727272727273,0.7407407407407407,0.896551724137931,0.5333333333333333,0.6363636363636364,0.6666666666666666,0.6754827348231514,0.037886778351660114,-0.43057854874136126,-0.2819026644897215,1.6266466207383954,-2.61378134849724,-0.5218481141758117,0.18256489277715882,0.8105547734814265,-0.6386008457855471,1.0242044319135806,0.4108982283614925,0.6515803092515289,1.786932598251809,0.171992213595193,0.9159030164609699,0.22671785622982935,0.43674009073504017,-1.5131832468152473,0.5909176309799874,-0.27498438284659404,1.0440999999643203,-0.5442716444004514,-0.41275910507752456,0.42108823115059696,-0.5634738122284103,1.3869156046551034,0.3674010944181743,-0.07237541605505539,-1.4443057053113335,14,15,11,12,14,11,11,12,16,7,12,8,12,15,20,6,13,15,14,19,12,14,12,14,13,14,16,10,13,10,13,11,12,14,15,13,11,13,13,10,13,10,15,14,15,10,2,9,16,19,17,13,15,14,9,13,13,5,9,14,12,10,9,10,13,7,8,10,12,6,11,7,11,13,14,6,2,8,10,16,11,12,10,10,8,10,13,4,7,8
80.0,0.6363636363636364,0.8571428571428571,0.8571428571428571,0.8148148148148148,0.8148148148148148,0.8235294117647058,0.7,0.8181818181818182,0.5714285714285714,0.9,0.8235294117647058,0.75,0.8275862068965517,0.6428571428571429,0.6875,0.5263157894736842,0.7857142857142857,0.72,0.7741935483870968,0.7741935483870968,0.8571428571428571,0.7272727272727273,0.6,0.8333333333333334,0.7692307692307693,0.7857142857142857,0.7692307692307693,0.782608695652174,0.7368421052631579,0.7,0.16117273932747073,0.1362920106114321,1.7696662566727364,-0.10083234678769686,1.3563761313328422,0.5529880117386595,0.6272783048327244,1.0549807889306004,0.26864766935469303,1.492887549361486,0.7333207604304317,0.25529783435955994,0.7421727556213091,-1.092976281704601,-0.19273419204302583,-0.18261270022707246,1.0807906824709792,0.19547855237320727,-0.3339063434426689,-0.1318458332719232,1.5066766604649178,-0.4580921053259583,-0.8086751621204282,0.4337496371603451,-0.328315170026894,0.5948941542748776,-0.2611840899458256,-0.09331331542147282,0.8464693404961423,0.8995306759424085,15,15,12,13,14,16,11,11,15,9,7,12,15,15,21,5,14,10,16,13,15,11,12,10,14,16,13,10,11,13,7,13,9,14,13,18,9,11,6,11,10,12,14,13,11,14,14,15,15,18,13,11,8,14,12,12,13,13,8,7,7,12,9,11,11,14,7,9,6,9,7,9,12,9,11,5,11,9,12,12,12,8,6,10,10,11,10,9,7,7
90.0,0.7407407407407407,0.6956521739130435,0.5263157894736842,0.8461538461538461,0.72,0.6666666666666666,0.8,0.6666666666666666,0.8148148148148148,0.7619047619047619,0.8421052631578947,0.4444444444444444,0.5454545454545454,0.75,0.75,0.14285714285714285,0.0,0.64,0.9285714285714286,0.8888888888888888,0.7878787878787878,0.72,0.782608695652174,0.8571428571428571,0.8888888888888888,0.7407407407407407,0.8666666666666667,0.5555555555555556,0.35294117647058826,0.6666666666666666,-1.2071926425238557,-0.5136730079502121,-0.9743774792861801,1.0429426236281656,-0.04013837866828722,-1.9697064572256946,0.6772233041720569,-0.9482167854611291,0.7029451514473678,0.8135546576396779,0.8954261889926886,-3.5453990186848587,-1.0020476158810558,-0.3142075108742812,0.050957918824875284,-2.3081295650489655,-3.5380924657840906,-0.007688388864545001,2.1364519805071134,1.0869973551363643,0.22806418528805128,-0.37223102773121974,0.8104702742985045,1.0808885199008171,0.9071297487588853,-0.680583218209913,0.78567086395279,-0.8736074503492658,-1.1577117798698857,-1.749589379932701,15,13,12,13,14,13,11,11,15,11,8,6,12,18,10,3,0,15,14,18,15,14,14,14,14,14,17,12,13,13,12,10,7,13,11,14,14,13,12,10,11,12,10,14,14,11,3,10,14,18,18,11,9,14,13,13,13,6,4,11,10,8,5,11,9,9,10,8,11,8,8,4,6,12,9,1,0,8,13,16,13,9,9,12,12,10,13,5,3,8
