delta,condition,dyad_id,session,pair_id,z_S,p_S,p_holm_within_dyad,p_bh_within_family
0.5,visible,20170710_07_08,1,20170710_07_08_01,0.6132202045288369,0.3161683831616838,0.8051194880511949,0.7422114931364006
0.5,visible,20170710_07_08,2,20170710_07_08_02,0.0802798188948202,0.5263473652634737,0.8051194880511949,0.8975352464753525
0.5,visible,20170710_07_08,3,20170710_07_08_03,0.7310954061098505,0.2683731626837316,0.8051194880511949,0.7422114931364006
0.5,visible,20170714_01_02,1,20170714_01_02_01,0.7295228571308341,0.2750724927507249,0.6644335566443356,0.7422114931364006
0.5,visible,20170714_01_02,2,20170714_01_02_02,0.9230115290124188,0.2214778522147785,0.6644335566443356,0.7422114931364006
0.5,visible,20170714_01_02,3,20170714_01_02_03,-0.4612715268475347,0.7108289171082892,0.7108289171082892,0.8975352464753525
0.5,visible,20170714_03_04,1,20170714_03_04_01,-0.3299645941423066,0.6619338066193381,1.0,0.8975352464753525
0.5,visible,20170714_03_04,2,20170714_03_04_02,0.8406064805098098,0.2565743425657434,0.7697230276972302,0.7422114931364006
0.5,visible,20170714_03_04,3,20170714_03_04_03,-0.1696153372168998,0.6099390060993901,1.0,0.8975352464753525
0.5,visible,20170714_05_06,1,20170714_05_06_01,0.9469395830544236,0.2188781121887811,0.6566343365663433,0.7422114931364006
0.5,visible,20170714_05_06,2,20170714_05_06_02,-1.1321483660501834,0.9125087491250876,1.0,0.9125087491250876
0.5,visible,20170714_05_06,3,20170714_05_06_03,-0.1177607458825511,0.6097390260973903,1.0,0.8975352464753525
0.5,visible,20170714_07_08,1,20170714_07_08_01,0.3668785012228503,0.4045595440455954,1.0,0.8091190880911908
0.5,visible,20170714_07_08,2,20170714_07_08_02,-1.1729358761797573,0.8986101389861014,1.0,0.9125087491250876
0.5,visible,20170714_07_08,3,20170714_07_08_03,-0.2587368011702354,0.6585341465853415,1.0,0.8975352464753525
1.0,invisible,20170705_01_02,1,20170705_01_02_01,0.3801074546829827,0.4064593540645935,1.0,0.9665033496650335
1.0,invisible,20170705_01_02,2,20170705_01_02_02,-0.5751728082503166,0.7748225177482252,1.0,0.9665033496650335
1.0,invisible,20170705_01_02,3,20170705_01_02_03,-1.4763543757468818,0.9568043195680432,1.0,0.9885011498850116
1.0,invisible,20170705_03_04,1,20170705_03_04_01,0.4951378988370575,0.3477652234776522,1.0,0.9665033496650335
1.0,invisible,20170705_03_04,2,20170705_03_04_02,-0.6836036923757328,0.77992200779922,1.0,0.9665033496650335
1.0,invisible,20170705_03_04,3,20170705_03_04_03,0.204804920459304,0.4733526647335266,1.0,0.9665033496650335
1.0,invisible,20170707_01_02,1,20170707_01_02_01,2.237736846539323,0.0370962903709629,0.11128887111288871,0.7754224577542245
1.0,invisible,20170707_01_02,2,20170707_01_02_02,0.590076445764566,0.2793720627937206,0.5587441255874412,0.9665033496650335
1.0,invisible,20170707_01_02,3,20170707_01_02_03,-0.0575711005690436,0.5842415758424158,0.5842415758424158,0.9665033496650335
1.0,invisible,20170707_03_04,1,20170707_03_04_01,0.9273622843476048,0.2394760523947605,0.5141485851414858,0.9665033496650335
1.0,invisible,20170707_03_04,2,20170707_03_04_02,1.1964949858870628,0.1713828617138286,0.5141485851414858,0.9665033496650335
1.0,invisible,20170707_03_04,3,20170707_03_04_03,0.174981146210696,0.5429457054294571,0.5429457054294571,0.9665033496650335
1.0,invisible,20170707_05_06,1,20170707_05_06_01,-0.37111562200903,0.6873312668733127,1.0,0.9665033496650335
1.0,invisible,20170707_05_06,2,20170707_05_06_02,1.7275328108989307,0.0516948305169483,0.15508449155084492,0.7754224577542245
1.0,invisible,20170707_05_06,3,20170707_05_06_03,-1.3379703578055706,0.9326067393260674,1.0,0.9885011498850116
1.0,invisible,20170707_07_08,1,20170707_07_08_01,0.0880543012914704,0.5743425657434257,1.0,0.9665033496650335
1.0,invisible,20170707_07_08,2,20170707_07_08_02,-0.9888348683779205,0.8822117788221178,1.0,0.9885011498850116
1.0,invisible,20170707_07_08,3,20170707_07_08_03,-1.1422310838673173,0.931906809319068,1.0,0.9885011498850116
1.0,invisible,20170707_09_10,1,20170707_09_10_01,0.7579893823011632,0.2490750924907509,0.7472252774722528,0.9665033496650335
1.0,invisible,20170707_09_10,2,20170707_09_10_02,-0.0665333074866208,0.6213378662133786,1.0,0.9665033496650335
1.0,invisible,20170707_09_10,3,20170707_09_10_03,-0.2762900973184769,0.672932706729327,1.0,0.9665033496650335
1.0,invisible,20170707_11_12,1,20170707_11_12_01,-0.4535154749037298,0.7402259774022598,1.0,0.9665033496650335
1.0,invisible,20170707_11_12,2,20170707_11_12_02,-0.1525152150287426,0.6591340865913409,1.0,0.9665033496650335
1.0,invisible,20170707_11_12,3,20170707_11_12_03,0.3774709766412194,0.3935606439356064,1.0,0.9665033496650335
1.0,invisible,20170710_13_14,1,20170710_13_14_01,-0.663172944316961,0.8054194580541946,1.0,0.9665033496650335
1.0,invisible,20170710_13_14,2,20170710_13_14_02,-0.1297110331221965,0.6504349565043496,1.0,0.9665033496650335
1.0,invisible,20170710_13_14,3,20170710_13_14_03,0.6184062137202172,0.4320567943205679,1.0,0.9665033496650335
1.0,invisible,20170710_15_16,1,20170710_15_16_01,0.1313022455033923,0.5237476252374762,1.0,0.9665033496650335
1.0,invisible,20170710_15_16,2,20170710_15_16_02,-1.9646532731466435,0.9885011498850116,1.0,0.9885011498850116
1.0,invisible,20170710_15_16,3,20170710_15_16_03,-0.1986236173253728,0.6338366163383662,1.0,0.9665033496650335
1.0,visible,20170706_01_02,1,20170706_01_02_01,-2.17679372689073,0.9911008899110088,1.0,0.9911008899110088
1.0,visible,20170706_01_02,2,20170706_01_02_02,0.1963465574897763,0.5156484351564844,1.0,0.7734726527347265
1.0,visible,20170706_01_02,3,20170706_01_02_03,-0.1583465321724599,0.6596340365963403,1.0,0.8995009589950095
1.0,visible,20170706_03_04,1,20170706_03_04_01,0.3354963245817725,0.4055594440555944,1.0,0.7604239576042395
1.0,visible,20170706_03_04,2,20170706_03_04_02,-0.685898036652032,0.8149185081491851,1.0,0.9779022097790221
1.0,visible,20170706_03_04,3,20170706_03_04_03,-0.9124360338627988,0.8713128687131287,1.0,0.9788663990743782
1.0,visible,20170706_05_06,1,20170706_05_06_01,1.335777418518974,0.1246875312468753,0.3740625937406259,0.7100059224846746
1.0,visible,20170706_05_06,2,20170706_05_06_02,-0.51861011970179,0.7659234076592341,1.0,0.9656534346565343
1.0,visible,20170706_05_06,3,20170706_05_06_03,-1.621024414426982,0.9604039596040396,1.0,0.9911008899110088
1.0,visible,20170706_11_12,1,20170706_11_12_01,2.3435882187832444,0.0157984201579842,0.047395260473952594,0.287971202879712
1.0,visible,20170706_11_12,2,20170706_11_12_02,1.9779422080072,0.0265973402659734,0.0531946805319468,0.287971202879712
1.0,visible,20170706_11_12,3,20170706_11_12_03,0.8132028318975004,0.2477752224777522,0.2477752224777522,0.7100059224846746
1.0,visible,20170710_01_02,1,20170710_01_02_01,0.9462364936313016,0.2087791220877912,0.4175582441755824,0.7100059224846746
1.0,visible,20170710_01_02,2,20170710_01_02_02,2.1307243186238733,0.0383961603839616,0.11518848115188479,0.287971202879712
1.0,visible,20170710_01_02,3,20170710_01_02_03,-0.6528690861421386,0.7725227477252274,0.7725227477252274,0.9656534346565343
1.0,visible,20170710_07_08,1,20170710_07_08_01,0.7195627897080221,0.2703729627037296,0.728927107289271,0.7100059224846746
1.0,visible,20170710_07_08,2,20170710_07_08_02,0.1705978557244163,0.4880511948805119,0.728927107289271,0.7734726527347265
1.0,visible,20170710_07_08,3,20170710_07_08_03,0.7941142578859193,0.242975702429757,0.728927107289271,0.7100059224846746
1.0,visible,20170714_01_02,1,20170714_01_02_01,0.5264270899570874,0.3564643535646435,0.9230076992300769,0.723927607239276
1.0,visible,20170714_01_02,2,20170714_01_02_02,0.6232955176578885,0.3076692330766923,0.9230076992300769,0.7100059224846746
1.0,visible,20170714_01_02,3,20170714_01_02_03,0.1477461019204217,0.512048795120488,0.9230076992300769,0.7734726527347265
1.0,visible,20170714_03_04,1,20170714_03_04_01,-0.0057153599386902,0.5505449455054494,0.6344365563443655,0.786492779293499
1.0,visible,20170714_03_04,2,20170714_03_04_02,1.0320049606568964,0.2114788521147885,0.6344365563443655,0.7100059224846746
1.0,visible,20170714_03_04,3,20170714_03_04_03,0.7280734603852527,0.2776722327767223,0.6344365563443655,0.7100059224846746
1.0,visible,20170714_05_06,1,20170714_05_06_01,1.967045700887359,0.032996700329967,0.098990100989901,0.287971202879712
1.0,visible,20170714_05_06,2,20170714_05_06_02,-0.9275694111011772,0.8852114788521148,1.0,0.9788663990743782
1.0,visible,20170714_05_06,3,20170714_05_06_03,-1.105764612638254,0.9136086391360864,1.0,0.9788663990743782
1.0,visible,20170714_07_08,1,20170714_07_08_01,0.1665395531854989,0.4648535146485351,0.8540145985401459,0.7734726527347265
1.0,visible,20170714_07_08,2,20170714_07_08_02,0.5505628085903341,0.361963803619638,0.8540145985401459,0.723927607239276
1.0,visible,20170714_07_08,3,20170714_07_08_03,0.733863226540566,0.2846715328467153,0.8540145985401459,0.7100059224846746
