pair_id,condition,delta,period,t0_rel,t1_rel,T_seg,n_A,n_B,sufficient,null_type,jitter_w,n_matched,S_obs,null_mean,null_sd,z_S,p_right,p_left
20170705_03_04_01,invisible,0.1,P3,60.0,180.0,119.8,160,153,1,jitter,0.35,68.0,0.4345047923322683,0.3718364217252396,0.0308577340813215,2.0308805060629016,0.0286971302869713,0.9828017198280172
20170705_03_04_01,invisible,0.1,P3,60.0,180.0,119.8,160,153,1,jitter,0.2,68.0,0.4345047923322683,0.3965546325878594,0.0315575668111132,1.2025692592701576,0.136986301369863,0.9033096690330968
20170705_03_04_01,invisible,0.1,P3,60.0,180.0,119.8,160,153,1,jitter,0.5,68.0,0.4345047923322683,0.3566651757188498,0.0303779084684707,2.5623757703466716,0.0075992400759924,0.9962003799620038
20170705_03_04_01,invisible,0.1,P3,60.0,180.0,119.8,160,153,1,isi,,68.0,0.4345047923322683,0.3878760383386581,0.0377241696406814,1.2360445422058064,0.120987901209879,0.9062093790620938
20170705_03_04_01,invisible,0.1,P3,60.0,180.0,119.8,160,153,1,circ,,68.0,0.4345047923322683,0.3910607028753994,0.0387767734730008,1.1203637014079524,0.1503849615038496,0.8782121787821218
20170705_03_04_02,invisible,0.1,P1,0.0,20.0,16.2,30,26,1,jitter,0.35,18.0,0.6428571428571429,0.4573214285714285,0.0756757312754847,2.451720137467886,0.0115988401159884,0.9968003199680032
20170705_03_04_02,invisible,0.1,P1,0.0,20.0,16.2,30,26,1,jitter,0.2,18.0,0.6428571428571429,0.519625,0.0770519902297715,1.5993375705112944,0.0810918908109189,0.9698030196980302
20170705_03_04_02,invisible,0.1,P1,0.0,20.0,16.2,30,26,1,jitter,0.5,18.0,0.6428571428571429,0.431025,0.0723475761291904,2.9279784367464634,0.0020997900209979,0.9996000399960004
20170705_03_04_02,invisible,0.1,P1,0.0,20.0,16.2,30,26,1,isi,,18.0,0.6428571428571429,0.5103142857142857,0.0853426883798194,1.553066345332038,0.0905909409059094,0.966003399660034
20170705_03_04_02,invisible,0.1,P1,0.0,20.0,16.2,30,26,1,circ,,18.0,0.6428571428571429,0.5026571428571429,0.0897594311003892,1.5619528586717175,0.1075892410758924,0.9623037696230377
20170705_03_04_02,invisible,0.1,P2,20.0,60.0,40.0,66,54,1,jitter,0.35,26.0,0.4333333333333333,0.4271066666666667,0.050728989835277,0.1227437543480625,0.5155484451554845,0.6118388161183882
20170705_03_04_02,invisible,0.1,P2,20.0,60.0,40.0,66,54,1,jitter,0.2,26.0,0.4333333333333333,0.4324933333333332,0.0501347204386719,0.0167548555701564,0.5621437856214379,0.5666433356664333
