pair_id,condition,delta,period,t0_rel,t1_rel,T_seg,n_A,n_B,sufficient,null_type,jitter_w,n_matched,S_obs,null_mean,null_sd,z_S,p_right,p_left
20170707_01_02_02,invisible,0.1,P2,20.0,60.0,40.0,70,63,1,jitter,0.2,28.0,0.42105263157894735,0.4582436090225564,0.048060826099127256,-0.7738314228494797,0.8281171882811719,0.2633736626337366
20170707_01_02_02,invisible,0.1,P2,20.0,60.0,40.0,70,63,1,jitter,0.5,28.0,0.42105263157894735,0.4167714285714285,0.04697851676349072,0.09113108081023878,0.5306469353064693,0.593940605939406
20170707_01_02_02,invisible,0.1,P2,20.0,60.0,40.0,70,63,1,isi,,28.0,0.42105263157894735,0.4872992481203008,0.055773514655251474,-1.1877791268999012,0.906009399060094,0.14458554144585542
20170707_01_02_02,invisible,0.1,P2,20.0,60.0,40.0,70,63,1,circ,,28.0,0.42105263157894735,0.495172932330827,0.05831652414411304,-1.2709999753879702,0.9262073792620737,0.11688831116888311
20170707_01_02_02,invisible,0.1,P3,60.0,180.0,114.19999999999999,139,175,1,jitter,0.35,66.0,0.42038216560509556,0.3872509554140128,0.029814597773051354,1.1112412263038889,0.1598840115988401,0.8903109689031097
20170707_01_02_02,invisible,0.1,P3,60.0,180.0,114.19999999999999,139,175,1,jitter,0.2,66.0,0.42038216560509556,0.4043025477707007,0.03049917552769052,0.5272148363419209,0.33756624337566243,0.7338266173382662
20170707_01_02_02,invisible,0.1,P3,60.0,180.0,114.19999999999999,139,175,1,jitter,0.5,66.0,0.42038216560509556,0.36528025477707005,0.02946817847606612,1.8698784138551,0.0375962403759624,0.977002299770023
20170707_01_02_02,invisible,0.1,P3,60.0,180.0,114.19999999999999,139,175,1,isi,,66.0,0.42038216560509556,0.41204394904458597,0.03809605977145727,0.21887346383147055,0.4480551944805519,0.6179382061793821
20170707_01_02_02,invisible,0.1,P3,60.0,180.0,114.19999999999999,139,175,1,circ,,66.0,0.42038216560509556,0.40425095541401274,0.041016380437249526,0.39328702384555286,0.3742625737426257,0.6831316868313169
20170707_01_02_03,invisible,0.1,P1,0.0,20.0,16.3,29,31,1,jitter,0.35,14.0,0.4666666666666667,0.45381000000000005,0.07210180603639578,0.1783126855404537,0.5258474152584741,0.6618338166183382
20170707_01_02_03,invisible,0.1,P1,0.0,20.0,16.3,29,31,1,jitter,0.2,14.0,0.4666666666666667,0.4510366666666667,0.07356267034895558,0.2124718954036976,0.5109489051094891,0.67003299670033
20170707_01_02_03,invisible,0.1,P1,0.0,20.0,16.3,29,31,1,jitter,0.5,14.0,0.4666666666666667,0.44889333333333337,0.07001062533556673,0.2538662274211128,0.4941505849415059,0.6872312768723128
20170707_01_02_03,invisible,0.1,P1,0.0,20.0,16.3,29,31,1,isi,,14.0,0.4666666666666667,0.51791,0.08621341515723109,-0.5943777223054979,0.7796220377962204,0.3394660533946605
20170707_01_02_03,invisible,0.1,P1,0.0,20.0,16.3,29,31,1,circ,,14.0,0.4666666666666667,0.52679,0.07836183142531253,-0.7672527841649219,0.815018498150185,0.25417458254174585
20170707_01_02_03,invisible,0.1,P2,20.0,60.0,40.0,60,66,1,jitter,0.35,23.0,0.36507936507936506,0.42019523809523807,0.04881198436909809,-1.1291463301124425,0.9034096590340965,0.16698330166983302
20170707_01_02_03,invisible,0.1,P2,20.0,60.0,40.0,60,66,1,jitter,0.2,23.0,0.36507936507936506,0.41900317460317454,0.04952992900883333,-1.088711625534382,0.8937106289371063,0.1770822917708229
20170707_01_02_03,invisible,0.1,P2,20.0,60.0,40.0,60,66,1,jitter,0.5,23.0,0.36507936507936506,0.40785079365079363,0.049085070996042555,-0.8713734686230155,0.8480151984801519,0.23997600239976002
20170707_01_02_03,invisible,0.1,P2,20.0,60.0,40.0,60,66,1,isi,,23.0,0.36507936507936506,0.47769047619047617,0.06141988990927976,-1.833463252334762,0.9751024897510249,0.0451954804519548
