n_A,n_B,n_matched,z_S,p_S,STR,Max_episode,T_overlap,timeline_csv,pair_id,file_a,file_b,condition
137,133,69,0.2971359257349798,0.4120587941205879,0.0,0.0,126.7,out_grid_visible_d0.2/0.2_pair_20170710_07_08_03_timeline.csv,20170710_07_08_03,../annotation_raw_data_chewonly/visible_pair_Human/A/20170710_07_08_03_A.csv,../annotation_raw_data_chewonly/visible_pair_Human/B/20170710_07_08_03_B.csv,visible_pair_Human
250,261,176,-0.092160745018324,0.5585441455854414,0.0,0.0,174.1,out_grid_visible_d0.2/0.2_pair_20170714_01_02_01_timeline.csv,20170714_01_02_01,../annotation_raw_data_chewonly/visible_pair_Human/A/20170714_01_02_01_A.csv,../annotation_raw_data_chewonly/visible_pair_Human/B/20170714_01_02_01_B.csv,visible_pair_Human
245,281,184,-0.0043942218319934,0.5478452154784521,0.0,0.0,172.6,out_grid_visible_d0.2/0.2_pair_20170714_01_02_02_timeline.csv,20170714_01_02_02,../annotation_raw_data_chewonly/visible_pair_Human/A/20170714_01_02_02_A.csv,../annotation_raw_data_chewonly/visible_pair_Human/B/20170714_01_02_02_B.csv,visible_pair_Human
246,290,183,-1.685323677106059,0.9595040495950404,0.0,0.0,173.70000000000002,out_grid_visible_d0.2/0.2_pair_20170714_01_02_03_timeline.csv,20170714_01_02_03,../annotation_raw_data_chewonly/visible_pair_Human/A/20170714_01_02_03_A.csv,../annotation_raw_data_chewonly/visible_pair_Human/B/20170714_01_02_03_B.csv,visible_pair_Human
204,212,122,0.1600419097496433,0.4757524247575243,0.0,0.0,175.29999999999998,out_grid_visible_d0.2/0.2_pair_20170714_03_04_01_timeline.csv,20170714_03_04_01,../annotation_raw_data_chewonly/visible_pair_Human/A/20170714_03_04_01_A.csv,../annotation_raw_data_chewonly/visible_pair_Human/B/20170714_03_04_01_B.csv,visible_pair_Human
218,222,131,-0.7558722819092568,0.7878212178782121,0.0,0.0,173.9,out_grid_visible_d0.2/0.2_pair_20170714_03_04_02_timeline.csv,20170714_03_04_02,../annotation_raw_data_chewonly/visible_pair_Human/A/20170714_03_04_02_A.csv,../annotation_raw_data_chewonly/visible_pair_Human/B/20170714_03_04_02_B.csv,visible_pair_Human
216,242,154,0.7705585761087984,0.2403759624037596,0.0,0.0,173.4,out_grid_visible_d0.2/0.2_pair_20170714_03_04_03_timeline.csv,20170714_03_04_03,../annotation_raw_data_chewonly/visible_pair_Human/A/20170714_03_04_03_A.csv,../annotation_raw_data_chewonly/visible_pair_Human/B/20170714_03_04_03_B.csv,visible_pair_Human
236,178,113,-1.0104503717940037,0.8698130186981302,0.0,0.0,174.10000000000002,out_grid_visible_d0.2/0.2_pair_20170714_05_06_01_timeline.csv,20170714_05_06_01,../annotation_raw_data_chewonly/visible_pair_Human/A/20170714_05_06_01_A.csv,../annotation_raw_data_chewonly/visible_pair_Human/B/20170714_05_06_01_B.csv,visible_pair_Human
249,191,129,-0.6877582485061294,0.7806219378062194,0.0228702115494568,4.0,174.9,out_grid_visible_d0.2/0.2_pair_20170714_05_06_02_timeline.csv,20170714_05_06_02,../annotation_raw_data_chewonly/visible_pair_Human/A/20170714_05_06_02_A.csv,../annotation_raw_data_chewonly/visible_pair_Human/B/20170714_05_06_02_B.csv,visible_pair_Human
258,218,154,-0.3391077047598503,0.6686331366863314,0.0,0.0,174.8,out_grid_visible_d0.2/0.2_pair_20170714_05_06_03_timeline.csv,20170714_05_06_03,../annotation_raw_data_chewonly/visible_pair_Human/A/20170714_05_06_03_A.csv,../annotation_raw_data_chewonly/visible_pair_Human/B/20170714_05_06_03_B.csv,visible_pair_Human
185,156,80,-0.3205520211716702,0.6524347565243476,0.0,0.0,174.6,out_grid_visible_d0.2/0.2_pair_20170714_07_08_01_timeline.csv,20170714_07_08_01,../annotation_raw_data_chewonly/visible_pair_Human/A/20170714_07_08_01_A.csv,../annotation_raw_data_chewonly/visible_pair_Human/B/20170714_07_08_01_B.csv,visible_pair_Human
215,157,96,-0.2517389871953125,0.6359364063593641,0.0292911540714704,5.0,170.7,out_grid_visible_d0.2/0.2_pair_20170714_07_08_02_timeline.csv,20170714_07_08_02,../annotation_raw_data_chewonly/visible_pair_Human/A/20170714_07_08_02_A.csv,../annotation_raw_data_chewonly/visible_pair_Human/B/20170714_07_08_02_B.csv,visible_pair_Human
209,177,101,-0.6215777423913474,0.7771222877712228,0.0286368843069874,5.0,174.6,out_grid_visible_d0.2/0.2_pair_20170714_07_08_03_timeline.csv,20170714_07_08_03,../annotation_raw_data_chewonly/visible_pair_Human/A/20170714_07_08_03_A.csv,../annotation_raw_data_chewonly/visible_pair_Human/B/20170714_07_08_03_B.csv,visible_pair_Human
