t_center,z_S_t__20170706_01_02_01,z_S_t__20170706_01_02_02,z_S_t__20170706_01_02_03,z_S_t__20170706_03_04_01,z_S_t__20170706_03_04_02,z_S_t__20170706_03_04_03,z_S_t__20170706_05_06_01,z_S_t__20170706_05_06_02,z_S_t__20170706_05_06_03,z_S_t__20170706_11_12_01,z_S_t__20170706_11_12_02,z_S_t__20170706_11_12_03,z_S_t__20170710_01_02_01,z_S_t__20170710_01_02_02,z_S_t__20170710_01_02_03,z_S_t__20170710_07_08_01,z_S_t__20170710_07_08_02,z_S_t__20170710_07_08_03,z_S_t__20170714_01_02_01,z_S_t__20170714_01_02_02,z_S_t__20170714_01_02_03,z_S_t__20170714_03_04_01,z_S_t__20170714_03_04_02,z_S_t__20170714_03_04_03,z_S_t__20170714_05_06_01,z_S_t__20170714_05_06_02,z_S_t__20170714_05_06_03,z_S_t__20170714_07_08_01,z_S_t__20170714_07_08_02,z_S_t__20170714_07_08_03,S_excess__20170706_01_02_01,S_excess__20170706_01_02_02,S_excess__20170706_01_02_03,S_excess__20170706_03_04_01,S_excess__20170706_03_04_02,S_excess__20170706_03_04_03,S_excess__20170706_05_06_01,S_excess__20170706_05_06_02,S_excess__20170706_05_06_03,S_excess__20170706_11_12_01,S_excess__20170706_11_12_02,S_excess__20170706_11_12_03,S_excess__20170710_01_02_01,S_excess__20170710_01_02_02,S_excess__20170710_01_02_03,S_excess__20170710_07_08_01,S_excess__20170710_07_08_02,S_excess__20170710_07_08_03,S_excess__20170714_01_02_01,S_excess__20170714_01_02_02,S_excess__20170714_01_02_03,S_excess__20170714_03_04_01,S_excess__20170714_03_04_02,S_excess__20170714_03_04_03,S_excess__20170714_05_06_01,S_excess__20170714_05_06_02,S_excess__20170714_05_06_03,S_excess__20170714_07_08_01,S_excess__20170714_07_08_02,S_excess__20170714_07_08_03,nA__20170706_01_02_01,nA__20170706_01_02_02,nA__20170706_01_02_03,nA__20170706_03_04_01,nA__20170706_03_04_02,nA__20170706_03_04_03,nA__20170706_05_06_01,nA__20170706_05_06_02,nA__20170706_05_06_03,nA__20170706_11_12_01,nA__20170706_11_12_02,nA__20170706_11_12_03,nA__20170710_01_02_01,nA__20170710_01_02_02,nA__20170710_01_02_03,nA__20170710_07_08_01,nA__20170710_07_08_02,nA__20170710_07_08_03,nA__20170714_01_02_01,nA__20170714_01_02_02,nA__20170714_01_02_03,nA__20170714_03_04_01,nA__20170714_03_04_02,nA__20170714_03_04_03,nA__20170714_05_06_01,nA__20170714_05_06_02,nA__20170714_05_06_03,nA__20170714_07_08_01,nA__20170714_07_08_02,nA__20170714_07_08_03,nB__20170706_01_02_01,nB__20170706_01_02_02,nB__20170706_01_02_03,nB__20170706_03_04_01,nB__20170706_03_04_02,nB__20170706_03_04_03,nB__20170706_05_06_01,nB__20170706_05_06_02,nB__20170706_05_06_03,nB__20170706_11_12_01,nB__20170706_11_12_02,nB__20170706_11_12_03,nB__20170710_01_02_01,nB__20170710_01_02_02,nB__20170710_01_02_03,nB__20170710_07_08_01,nB__20170710_07_08_02,nB__20170710_07_08_03,nB__20170714_01_02_01,nB__20170714_01_02_02,nB__20170714_01_02_03,nB__20170714_03_04_01,nB__20170714_03_04_02,nB__20170714_03_04_03,nB__20170714_05_06_01,nB__20170714_05_06_02,nB__20170714_05_06_03,nB__20170714_07_08_01,nB__20170714_07_08_02,nB__20170714_07_08_03,nM__20170706_01_02_01,nM__20170706_01_02_02,nM__20170706_01_02_03,nM__20170706_03_04_01,nM__20170706_03_04_02,nM__20170706_03_04_03,nM__20170706_05_06_01,nM__20170706_05_06_02,nM__20170706_05_06_03,nM__20170706_11_12_01,nM__20170706_11_12_02,nM__20170706_11_12_03,nM__20170710_01_02_01,nM__20170710_01_02_02,nM__20170710_01_02_03,nM__20170710_07_08_01,nM__20170710_07_08_02,nM__20170710_07_08_03,nM__20170714_01_02_01,nM__20170714_01_02_02,nM__20170714_01_02_03,nM__20170714_03_04_01,nM__20170714_03_04_02,nM__20170714_03_04_03,nM__20170714_05_06_01,nM__20170714_05_06_02,nM__20170714_05_06_03,nM__20170714_07_08_01,nM__20170714_07_08_02,nM__20170714_07_08_03,episode__20170706_01_02_01,episode__20170706_01_02_02,episode__20170706_01_02_03,episode__20170706_03_04_01,episode__20170706_03_04_02,episode__20170706_03_04_03,episode__20170706_05_06_01,episode__20170706_05_06_02,episode__20170706_05_06_03,episode__20170706_11_12_01,episode__20170706_11_12_02,episode__20170706_11_12_03,episode__20170710_01_02_01,episode__20170710_01_02_02,episode__20170710_01_02_03,episode__20170710_07_08_01,episode__20170710_07_08_02,episode__20170710_07_08_03,episode__20170714_01_02_01,episode__20170714_01_02_02,episode__20170714_01_02_03,episode__20170714_03_04_01,episode__20170714_03_04_02,episode__20170714_03_04_03,episode__20170714_05_06_01,episode__20170714_05_06_02,episode__20170714_05_06_03,episode__20170714_07_08_01,episode__20170714_07_08_02,episode__20170714_07_08_03
6.5,,,,,,,,,1.601926330570267,,,,,,,,,,,,,0.8822804570898152,,,,,,,,,,,,,,,,,0.2510459499135195,,,,,,,,,,,,,0.1448956272485684,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,
7.5,-0.5527943526640796,0.3344420397163625,-0.9186162176708994,,,,0.7493170632241457,0.1210006771241873,1.1332456912314364,,,,0.8119083151028527,,,,,,0.9677132098728084,,,1.2483374048394902,,,,0.1978428252165384,-0.1247046781111864,-0.3855985743342859,,-1.3130913432639584,-0.0865509157509156,0.0539995762407529,-0.1468860969096262,,,,0.1568722721722721,0.0193425448734272,0.1886849348364055,,,,0.1412923286122201,,,,,,0.1401670788018311,,,0.2000912145044496,,,,0.0285456043956044,-0.0178209021370785,-0.0714296047090164,,-0.2742052947052947,8.0,9.0,8.0,,,,9.0,9.0,10.0,,,,8.0,,,,,,9.0,,,7.0,,,,8.0,7.0,7.0,,7.0,5.0,8.0,8.0,,,,4.0,8.0,6.0,,,,9.0,,,,,,10.0,,,9.0,,,,4.0,6.0,8.0,,6.0,3.0,6.0,4.0,,,,4.0,6.0,6.0,,,,7.0,,,,,,8.0,,,7.0,,,,3.0,4.0,4.0,,2.0,0.0,0.0,0.0,,,,0.0,0.0,0,,,,0.0,,,,,,0.0,,,0,,,,0.0,0.0,0.0,,0.0
8.5,-1.4515744874584011,0.4131739457902411,-0.189840180532561,0.1014571797184983,0.0836497068592058,,0.8309263723472049,0.3269579863711151,0.1903317032062713,,1.2378199091519075,,0.9779911626913476,1.1591935026468587,0.1250327782824071,,,,0.7295573860076333,,0.302654909716064,1.0458316447023297,0.952326139035085,0.9802320928552408,-0.4171533685728692,0.9915045619574582,0.5908535507725481,0.1705175711481339,,-0.4987757997094607,-0.2152631701631701,0.0685053221288515,-0.0315948414330766,0.0208155844155844,0.0103439274090202,,0.1607950271950272,0.0534698691831045,0.0321361684067565,,0.2767351093351093,,0.1788877578819528,0.1517451995115306,0.0172210722541992,,,,0.1054159267890691,,0.0503644855488508,0.1747986420442302,0.1458000910853852,0.1768759823509824,-0.0722281385281384,0.1392670274170273,0.0828653924506866,0.0302226649167824,,-0.0952942307692307,8.0,9.0,8.0,8.0,7.0,,9.0,9.0,8.0,,6.0,,8.0,10.0,9.0,,,,9.0,,9.0,8.0,8.0,7.0,6.0,8.0,8.0,6.0,,8.0,5.0,7.0,8.0,6.0,10.0,,4.0,8.0,6.0,,5.0,,8.0,7.0,9.0,,,,10.0,,9.0,9.0,9.0,6.0,6.0,3.0,6.0,9.0,,7.0,2.0,6.0,5.0,4.0,6.0,,4.0,6.0,4.0,,4.0,,7.0,7.0,7.0,,,,8.0,,7.0,7.0,7.0,5.0,3.0,3.0,5.0,5.0,,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
9.5,-1.7651187312704346,1.4115411128205355,-0.5272279770125695,-0.5787800713336847,0.0961047510721275,0.6172678457019832,0.8729659134749026,0.7223489524786748,-1.0150451706818482,1.7784747654823998,1.1265853316201286,-0.901002357988016,1.4320713708512391,1.3631977604010015,-0.1467976461581321,,0.6676778617516553,,0.8427103122512123,1.2593771592794836,-0.1993169678326074,1.4049922563110946,0.0986393404627913,0.5891270537649088,0.0986198670989602,0.3145954204336026,1.091166863997158,0.6788629938529331,0.2749058137619302,0.1109864163845514,-0.2804404262404263,0.2482797148929502,-0.0973448869757693,-0.1217079337329337,0.0119824534942183,0.0713930242272348,0.1625915195915196,0.1216370361664478,-0.1771750055500054,0.3037582500832499,0.2454425185925185,-0.2134197441447441,0.2624327262348933,0.1694957115639778,-0.0199864445238284,,0.1498921019640833,,0.1219840768021107,0.2348246688639876,-0.0330630202099242,0.2465802540596657,0.0144601947072534,0.0909218919968919,0.0178549506049506,0.0485972971472971,0.147401787101787,0.129490302671185,0.0471507066462948,0.0210839577089576,9.0,8.0,7.0,9.0,7.0,8.0,9.0,9.0,6.0,6.0,6.0,6.0,9.0,10.0,10.0,,8.0,,9.0,10.0,8.0,8.0,8.0,6.0,8.0,7.0,9.0,8.0,6.0,9.0,5.0,7.0,7.0,7.0,10.0,10.0,4.0,7.0,5.0,8.0,7.0,7.0,8.0,8.0,9.0,,8.0,,10.0,8.0,9.0,8.0,9.0,6.0,4.0,3.0,5.0,8.0,8.0,7.0,2.0,7.0,4.0,4.0,6.0,7.0,4.0,6.0,2.0,6.0,5.0,2.0,8.0,8.0,7.0,,5.0,,8.0,8.0,6.0,7.0,6.0,4.0,3.0,2.0,5.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.5,-1.5779435528507313,1.38235872797565,-0.5095886288737359,-0.7302102729474755,0.7304808481759475,0.9803255300214536,1.1299112998732588,0.714409566272446,-2.0770648203206794,0.7159117908038679,1.1925547708951878,-0.4260681884124999,0.5792099009208128,1.4058148494218317,0.2500807366738268,,0.597144727591285,,1.1479224055221686,1.085464853974553,-0.2470176840673356,0.6944799439381433,-0.2132443418165191,1.6694468262284343,1.1020972360983083,0.2905700053807373,1.053986556100911,1.0313298441420815,-0.1689897262723948,-0.3631958788564083,-0.2592990675990676,0.2247032051282051,-0.0939539509510097,-0.1454162226662227,0.1042031045751632,0.1025510627057839,0.2077297757797758,0.1202992962919433,-0.3737279470529471,0.126534915084915,0.2612998889998891,-0.0960437784437784,0.1073140470726383,0.1912558276690629,0.0336848164305595,,0.1272782742025776,,0.1696347301133678,0.1975253982945159,-0.0405049248910704,0.1288361388611388,-0.0296811864605981,0.238426020058373,0.1962468253968253,0.0436225274725274,0.1439289627039627,0.1846115080997434,-0.030782756132756,-0.0692994921744921,8.0,7.0,7.0,8.0,8.0,9.0,9.0,9.0,6.0,7.0,6.0,7.0,8.0,9.0,10.0,,7.0,,10.0,10.0,9.0,7.0,7.0,7.0,8.0,6.0,9.0,7.0,6.0,8.0,5.0,8.0,7.0,6.0,9.0,10.0,5.0,7.0,6.0,8.0,7.0,7.0,8.0,6.0,8.0,,9.0,,10.0,7.0,9.0,7.0,9.0,7.0,3.0,3.0,5.0,8.0,7.0,7.0,2.0,7.0,4.0,3.0,7.0,8.0,5.0,6.0,1.0,5.0,5.0,3.0,6.0,6.0,7.0,,5.0,,9.0,7.0,6.0,5.0,5.0,6.0,3.0,2.0,5.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.5,-0.6646360011102423,0.4754742541303458,0.2679041093625324,-0.5962790459351348,0.4250726733935698,1.4680708413399366,0.8276782946315933,0.7822883382259108,-2.3484680471775308,-0.4060465901729785,1.1296865346508551,-0.4234976884031279,0.193728759298589,0.4107291901249982,0.7317310149297404,,-0.3438954317537662,,0.9941783301912672,0.6523874710486303,-0.0169061342333854,1.397560669816485,-0.5046735024432706,1.4295398752658608,0.904151371896222,-0.9941617011512052,1.4326275289248345,0.4388291508492274,0.3053744227204132,0.2291326038412368,-0.1093382617382616,0.086022052947053,0.050124081310846,-0.1166742091242091,0.0655124791874791,0.1863285713340666,0.1588427683427683,0.1399968911807146,-0.4150479727788552,-0.0809527805527804,0.2434858696858697,-0.091065836940837,0.033008864209406,0.0550327027547615,0.0990490950226243,,-0.0718448655919243,,0.155518001460184,0.1121518506003801,-0.0026896617744139,0.2819068487068487,-0.0770026542085364,0.2363487551664023,0.1134746031746031,-0.1524680652680652,0.2056237292119646,0.0873853896103895,0.0555291486291485,0.0439952547452546,8.0,6.0,7.0,7.0,8.0,9.0,10.0,9.0,6.0,6.0,6.0,6.0,6.0,9.0,10.0,,8.0,,10.0,11.0,8.0,8.0,6.0,7.0,6.0,5.0,9.0,8.0,5.0,8.0,5.0,7.0,7.0,6.0,8.0,9.0,5.0,7.0,6.0,7.0,7.0,7.0,8.0,6.0,9.0,,7.0,,9.0,6.0,9.0,6.0,8.0,7.0,1.0,3.0,6.0,7.0,7.0,7.0,3.0,5.0,5.0,3.0,6.0,8.0,5.0,6.0,1.0,3.0,5.0,3.0,5.0,5.0,8.0,,3.0,,8.0,6.0,6.0,6.0,4.0,6.0,1.0,1.0,6.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.5,0.7499585022041768,-0.1577850373220791,1.4099821315948369,-0.4253452237945119,0.8330979746699496,1.3182633940004336,1.0328804654557056,0.6878493464825589,-1.8455895046813704,-0.8085940207705395,0.4857399736923316,0.1031616668136893,-0.466452421853931,0.3747820676034001,0.7526921342079749,,-0.212619193850433,0.0028434946961488,0.4338236937838908,1.0469564751775942,-0.4064905635773302,0.5834481258285281,-1.1150627254123262,0.2572158923751294,0.674466221211728,-1.4757886185922209,0.920689574235654,1.1868591556075974,1.070568756036668,0.7608324786907174,0.115774050949051,-0.0279729118920295,0.2567235333294156,-0.0812124597624598,0.1377456376956377,0.180265758098111,0.2017431752887635,0.1203378422231363,-0.3272509585186054,-0.1809188811188811,0.0952684704184705,0.0207927960927959,-0.0845919972184678,0.0437755205406908,0.0976359062677948,,-0.0452091335135452,0.0007588367514838,0.0691653611094786,0.1777508292361233,-0.0590737800469224,0.1102014929514929,-0.163852049094696,0.0454971334221335,0.0854840548340548,-0.2449474525474525,0.1316428091516327,0.2404471889221889,0.1991304417804418,0.1475413003663004,8.0,6.0,6.0,8.0,8.0,8.0,8.0,9.0,6.0,6.0,5.0,7.0,4.0,8.0,11.0,,8.0,8.0,9.0,10.0,7.0,6.0,4.0,7.0,7.0,5.0,10.0,8.0,4.0,6.0,6.0,7.0,7.0,5.0,7.0,8.0,7.0,7.0,7.0,6.0,8.0,7.0,7.0,8.0,8.0,,6.0,7.0,8.0,7.0,11.0,6.0,9.0,6.0,1.0,4.0,6.0,7.0,6.0,7.0,5.0,4.0,6.0,3.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,4.0,3.0,6.0,8.0,,3.0,4.0,6.0,7.0,6.0,4.0,3.0,4.0,1.0,1.0,6.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.5,0.3621974988582357,-0.5665447870153787,1.0292700453765342,-1.077653204645211,0.191328180568084,-0.1178738613175266,0.5984252377716259,0.3397030926800073,-0.7379506857529498,-1.306480722344776,0.4742720005176775,0.949190032761286,-0.4967962252551973,0.7262932754812949,1.204251386335205,,-0.1813577794028551,0.2914506957351773,0.3612698363955192,1.0106791652650398,-0.2434200737105505,0.4596161492283938,-0.7200100955039703,0.4529061770611903,1.0122150752053471,-0.7541862214512631,0.7660283165192532,1.12250436694309,0.2972652519441028,0.4056001665547424,0.0562790616246499,-0.0975757977316802,0.1935841658341659,-0.1862352702852702,0.0298567329729093,-0.0157797477290511,0.1165899812605695,0.0583823073984838,-0.1309943643731569,-0.288760101010101,0.0967360861360862,0.1902159895659896,-0.0876437216378392,0.0933413181503739,0.1645369272883979,,-0.0411892107892107,0.0756177183927183,0.0649037531096354,0.174427795733678,-0.0337133796629925,0.0839941974691973,-0.1171901965681376,0.0687806956115778,0.149589466089466,-0.1215772394272394,0.10801511527688,0.2437070096570096,0.0565160589410588,0.0851190864690865,7.0,7.0,7.0,8.0,7.0,6.0,7.0,8.0,8.0,6.0,6.0,7.0,4.0,7.0,9.0,,10.0,8.0,7.0,10.0,6.0,5.0,4.0,6.0,7.0,5.0,11.0,6.0,5.0,5.0,7.0,7.0,6.0,5.0,8.0,9.0,7.0,7.0,8.0,5.0,7.0,7.0,7.0,8.0,6.0,,5.0,6.0,6.0,7.0,11.0,7.0,8.0,8.0,2.0,5.0,6.0,5.0,7.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,5.0,3.0,6.0,6.0,,3.0,4.0,4.0,7.0,6.0,4.0,3.0,5.0,2.0,2.0,6.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.5,0.0572283719987763,-0.4592772019434356,0.9088260532691166,0.4077579972981021,-0.007114117772439,-0.6194229264416581,0.9494408320732786,0.6351516089957492,-0.1558710680861774,-0.55564990693974,0.4735870700083389,0.9577266103798978,-1.211141681858948,-0.0025683458082313,1.580047413775346,,-0.1899756640575685,0.6533215440878886,-0.3092046398280441,0.5626313236600108,-0.0489540616915823,0.3677969749049557,-0.3386009343572569,0.5183159129490935,1.4456313696811292,-0.7941477921753057,0.8047537427266254,1.1248824460898512,0.0326612142517108,-0.0526196623741937,0.0089566849816851,-0.0737144114055879,0.1799879509379509,0.0739029137529139,-0.001322644022644,-0.0838924996314316,0.1866583230494995,0.1079535049917402,-0.0276845688625101,-0.1248672438672438,0.1028241258741258,0.2091644966144965,-0.2011150948724478,-0.0003753656731985,0.2425532219414572,,-0.0437979437229437,0.1681575147075147,-0.0478940448440448,0.1012444717391313,-0.006821893818256,0.0674725774225775,-0.0609476273726273,0.0859072261072261,0.2471365467865468,-0.1259173437673437,0.1078544401676754,0.2619119103119103,0.0065402208902208,-0.0108053002553002,7.0,8.0,8.0,8.0,8.0,5.0,6.0,9.0,9.0,7.0,6.0,5.0,4.0,8.0,8.0,,10.0,8.0,7.0,10.0,6.0,5.0,4.0,6.0,7.0,6.0,10.0,5.0,6.0,5.0,6.0,8.0,4.0,5.0,6.0,9.0,7.0,7.0,7.0,5.0,7.0,6.0,6.0,7.0,5.0,,5.0,5.0,5.0,8.0,11.0,7.0,7.0,8.0,4.0,6.0,6.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,2.0,4.0,4.0,2.0,5.0,5.0,,3.0,4.0,3.0,7.0,6.0,4.0,3.0,5.0,4.0,3.0,6.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.5,-0.2374142814050513,-0.0393433373665379,-0.410321712169841,1.1881423103782485,-1.068125233779165,-0.6635488827294369,0.5585701637645287,0.7437913077975111,0.5910380168758465,-0.1262220345431108,-0.3857150626510782,1.0759988219343375,-1.5699879961173857,-0.1504314274425288,0.7622338564727209,,0.651716498376975,0.8784130485062985,-1.7635465664707204,0.6943145491696406,0.3488078126026699,0.3408078687505349,-0.4879206875147574,0.5341988845362511,1.8180373955436648,-0.4353776355103576,0.6052921219781833,1.3363675940802493,-0.2220398022318148,-0.8792534454100955,-0.0378536963036962,-0.0067416916416916,-0.0716879897879897,0.2112688256188256,-0.1831171051171051,-0.0841648588855245,0.1114458513708512,0.1322838716838716,0.1062865477659595,-0.0248118992118991,-0.0848533966033965,0.2299574592074592,-0.2489958392914274,-0.0198797897836597,0.0995189206218618,,0.1472476911976912,0.1989405372405372,-0.2850236013986013,0.1266994384872092,0.0478702529926213,0.0632645271395271,-0.0992821067821068,0.0816608305093599,0.3014034354534355,-0.0691406038406038,0.0821219359072299,0.3003906204906205,-0.0423991175491176,-0.1650050505050505,8.0,8.0,7.0,7.0,7.0,5.0,6.0,10.0,9.0,7.0,7.0,4.0,4.0,10.0,7.0,,11.0,8.0,7.0,10.0,7.0,5.0,4.0,6.0,7.0,7.0,9.0,5.0,7.0,6.0,6.0,7.0,4.0,6.0,5.0,9.0,6.0,5.0,6.0,6.0,7.0,5.0,7.0,9.0,5.0,,4.0,5.0,6.0,9.0,11.0,7.0,5.0,8.0,5.0,5.0,7.0,2.0,5.0,3.0,4.0,5.0,2.0,5.0,2.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,2.0,7.0,4.0,,4.0,4.0,2.0,8.0,7.0,4.0,2.0,5.0,5.0,3.0,6.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
