t_center,z_S_t_visible_mean,z_S_t_visible_ci_lo,z_S_t_visible_ci_hi,z_S_t_visible_n,z_S_t_invisible_mean,z_S_t_invisible_ci_lo,z_S_t_invisible_ci_hi,z_S_t_invisible_n,S_excess_visible_mean,S_excess_visible_ci_lo,S_excess_visible_ci_hi,S_excess_visible_n,S_excess_invisible_mean,S_excess_invisible_ci_lo,S_excess_invisible_ci_hi,S_excess_invisible_n
116.5,-0.15387147815456803,-0.5911136982479546,0.2833707419388185,28,-0.18799758111827342,-0.5617052591770274,0.18571009694048057,30,-3.2898196541783067,-11.281498063237665,4.7018587548810515,29,-3.5051681535984915,-10.676218336705636,3.6658820295086527,30
117.5,-0.13621744051928908,-0.5204745603377359,0.24803967929915777,28,-0.07858330287408694,-0.4545875925081658,0.29742098675999196,30,-2.523869636140643,-9.572384087533743,4.524644815252456,29,-1.210310711791362,-8.53695198092857,6.116330557345846,30
118.5,-0.33679940305835826,-0.7768146364202608,0.10321583030354425,29,0.002210279081314424,-0.39041245424529514,0.394833012407924,30,-6.193869235073196,-14.616303403228748,2.2285649330823554,29,0.7854058002827344,-6.907015059181536,8.477826659747006,30
119.5,-0.24032483879005942,-0.727341971995655,0.24669229441553617,29,-0.09466468454338668,-0.5018863097093393,0.312556940622566,30,-4.52663606875788,-14.010876089713992,4.957603952198232,29,-1.4033039969433152,-9.209054059906704,6.402446066020073,30
120.5,-0.08021195683726207,-0.5825112434154975,0.42208732974097346,29,-0.056369298181828016,-0.4379295104691046,0.3251909141054486,30,-1.994754750427325,-11.461364255028878,7.471854754174226,29,-0.6007139876520672,-7.7585021621562404,6.557074186852106,30
121.5,0.18054764146318952,-0.35046258219333687,0.7115578651197159,28,-0.10061360278489419,-0.44393887197807336,0.242711666408285,30,2.1538289806761566,-7.160984519059023,11.468642480411335,29,-0.9602444438373212,-7.358484306818499,5.437995419143856,30
122.5,0.27029129587610956,-0.23163493001242763,0.7722175217646468,28,-0.224875557272514,-0.5947215527691864,0.14497043822415837,30,3.3134121790372215,-5.202314907248333,11.829139265322777,29,-3.614740835932785,-10.203469433476728,2.9739877616111574,30
123.5,0.35188047525008503,-0.128451743844616,0.8322126943447861,28,-0.20859860564287275,-0.5643771103028814,0.1471798990171359,30,6.00146529262228,-2.634924530540487,14.637855115785047,29,-3.122374955196161,-9.524170866856599,3.2794209564642767,30
124.5,0.2896189315352046,-0.16544519799670698,0.7446830610671162,28,-0.16133588557782463,-0.57172715135211,0.24905538019646073,30,5.369039785256556,-3.12453019573026,13.862609766243372,29,-2.339835549326262,-10.000627886010987,5.320956787358464,30
125.5,0.17789657512503543,-0.2773911570697928,0.6331843073198636,28,-0.18248593352469425,-0.5926735055604114,0.22770163851102296,30,3.204097148299667,-5.320102590811125,11.72829688741046,29,-2.8086033405529967,-10.420056134309021,4.802849453203029,30
126.5,0.08254691493228004,-0.3846565813890456,0.5497504112536057,29,-0.25277991712481007,-0.6316127735720459,0.12605293932242578,30,1.9698262251905365,-7.403431705096272,11.343084155477346,29,-4.09669742271832,-10.88178938477624,2.688394539339601,30
127.5,0.16978709483943613,-0.27078940782398075,0.6103635975028531,29,-0.218093669917371,-0.5988730080685778,0.1626856682338358,30,3.7483214540580816,-4.814777568439219,12.311420476555382,29,-3.5809872972458114,-10.43698590555576,3.2750113110641363,30
128.5,0.017323082561768066,-0.40347745637169286,0.438123621495229,29,-0.24621404498508162,-0.5580078700918366,0.0655797801216734,30,0.7790497109796262,-7.43116950951134,8.989268931470592,29,-4.2148062684362975,-9.807916829432685,1.3783042925600897,30
129.5,0.001809967072543152,-0.41207038407559915,0.4156903182206855,29,-0.29233942722426304,-0.6476810116534188,0.06300215720489283,30,0.18168770146618105,-7.663650738479998,8.027026141412358,29,-4.838375250995992,-11.403527001477753,1.7267764994857688,30
130.5,-0.012023415870630792,-0.3854057980442932,0.36135896630303166,29,-0.21571871328393258,-0.5885104608127897,0.1570730342449245,30,-0.17709078052891475,-7.238837345852078,6.8846557847942496,29,-3.4922602884158613,-10.503828305775404,3.5193077289436805,30
131.5,0.20260673826236705,-0.1724848212583384,0.5776982977830725,29,-0.32427266399385696,-0.724507386848972,0.07596205886125801,30,3.9114954964255695,-3.1547147915087006,10.97770578435984,29,-5.364366132749257,-12.886840728009672,2.1581084625111555,30
132.5,-0.001564650461061747,-0.37506243269435985,0.37193313177223636,29,-0.23963871560689123,-0.607538035963658,0.12826060474987552,30,-0.2746430356945987,-7.34876071937581,6.799474647986614,29,-4.089788302197742,-11.083126060473536,2.903549456078051,30
133.5,0.014582351576259396,-0.3325961823894258,0.36176088554194463,29,-0.2149642204666949,-0.613471193258218,0.1835427523248282,30,-0.2436050334143883,-6.951125002007928,6.463914935179151,29,-3.426204582626407,-11.21395674338174,4.361547578128926,30
134.5,0.07228441444877524,-0.27169074504901636,0.4162595739465669,28,-0.09510795939235041,-0.5246392618419515,0.3344233430572507,30,0.9311397581054254,-5.84620091696487,7.708480433175721,28,-1.2815571091561793,-9.79256255910126,7.229448340788899,30
135.5,0.04275057343253495,-0.3126362078976495,0.39813735476271944,28,0.055540165110503775,-0.3502866680855342,0.4613669983065417,30,0.7033320353966639,-6.503546074046657,7.9102101448399855,28,1.4100181869500747,-6.7341596864919,9.554196060392051,30
136.5,-0.13994662990171247,-0.5209402283393594,0.24104696853593444,28,0.19903824067179726,-0.19084177752119053,0.588918258864785,30,-3.207993831166376,-10.522466360678747,4.106478698345995,28,4.235754770771024,-3.660502072564551,12.1320116141066,30
137.5,-0.0758666980418994,-0.4847728348871333,0.33303943880333453,28,0.25038581575572477,-0.14819094258128812,0.6489625740927376,30,-1.3908923985187251,-9.13013813682737,6.348353339789918,28,5.215902351403899,-2.7143604049914374,13.146165107799234,30
138.5,0.0392063101798723,-0.3211180093484892,0.39953062970823383,28,0.22101574757987535,-0.1463567638967075,0.5883882590564582,30,0.8489815991419252,-5.929856680165882,7.627819878449732,28,4.488453506561088,-2.8003463728749427,11.777253385997119,30
139.5,0.15315262494506104,-0.24384352274152687,0.550148772631649,27,0.30265542272485335,-0.05191364598509718,0.6572244914348039,30,2.344232860731092,-4.963045845897864,9.651511567360048,28,5.519488281240602,-1.3063995610964738,12.345376123577678,30
140.5,0.216963566047008,-0.16925122133655945,0.6031783534305755,27,0.3050207825309972,-0.0858654042945608,0.6959069693565552,30,3.5869417789812514,-3.443008114741598,10.616891672704101,28,5.076793021735743,-1.8789008694806257,12.032486912952113,30
141.5,0.23825372096755176,-0.145400002863544,0.6219074447986475,27,0.24242693512761132,-0.17255998975204095,0.6574138600072637,30,3.708604209251561,-3.1477244982810495,10.564932916784173,28,4.128977347128275,-3.4380292480897614,11.695983942346313,30
142.5,0.19506095602986215,-0.18586196706208688,0.5759838791218111,27,0.05677221387131231,-0.350890530466283,0.4644349582089076,30,3.7154604285586146,-3.3183444244129263,10.749265281530155,28,0.27764720284302036,-7.4130058026854035,7.968300208371444,30
143.5,0.13415153029316637,-0.2459870654863132,0.5142901260726459,27,0.15072825342384683,-0.23996031981554283,0.5414168266632364,30,2.9157784846548114,-4.002205400103358,9.83376236941298,28,2.392638929096359,-4.903446173163796,9.688724031356514,30
144.5,0.07743934254106384,-0.35028477750271414,0.5051634625848418,27,0.07814223886334451,-0.308101380668241,0.46438585839492996,29,1.9711319740406767,-6.053565885842603,9.995829833923956,28,1.1977039046265043,-5.812729025911924,8.208136835164932,30
145.5,-0.028150517180582216,-0.5586019485458241,0.5023009141846596,27,0.10804669126119024,-0.2765559505689724,0.49264933309135295,30,-0.3488123851245792,-9.828203966638078,9.13057919638892,28,1.8767052438732006,-5.465919597927228,9.21933008567363,30
146.5,-0.08954469138353235,-0.5592119711703214,0.38012258840325663,27,-0.019963676061397886,-0.373670684583162,0.33374333246036625,30,-1.51329909193465,-9.89592588587602,6.86932770200672,28,-0.5810584075940113,-7.443193333079336,6.2810765178913135,30
147.5,-0.10098893604992502,-0.5596825277949996,0.35770465569514953,27,-0.05626365515632834,-0.36445295503704017,0.25192564472438345,30,-2.8410716361443353,-10.828698841740916,5.1465555694522465,28,-1.244614564486081,-7.326902568244242,4.837673439272081,30
148.5,-0.06425202556943423,-0.505148634333883,0.37664458319501454,26,-0.20534446760495667,-0.5551283491107104,0.14443941390079706,30,-1.5846418710104577,-9.322052266649644,6.15276852462873,28,-3.8157184324962956,-10.551184050357497,2.9197471853649057,30
149.5,-0.13703471857583732,-0.597931586510764,0.3238621493590893,26,-0.3049088364988073,-0.6288508899498041,0.019033216952189513,30,-2.886614592315887,-11.01980259421464,5.246573409582868,28,-5.788129422062857,-12.06958051656872,0.4933216724430062,30
150.5,-0.07434237914791761,-0.4895088375938573,0.34082407929802216,26,-0.472452638675747,-0.8190973721404183,-0.12580790521107565,30,-0.9730462147133412,-8.262167171000224,6.316074741573541,28,-8.855539787669043,-15.596599572811986,-2.114480002526102,30
151.5,0.02199461370025037,-0.45570199515214127,0.499691222552642,26,-0.26524354094474806,-0.6446661890272233,0.11417910713772716,30,0.20993215256290246,-8.466287220694872,8.886151525820676,28,-4.892690156191705,-12.452532742943893,2.6671524305604835,30
152.5,0.0929144027403165,-0.3526558356366315,0.5384846411172645,27,-0.25550686786416127,-0.60332222116354,0.09230848543521741,30,1.2030860808008617,-6.97981943958786,9.385991601189584,28,-4.909578478725772,-11.701025390599169,1.8818684331476252,30
153.5,0.07511095590004471,-0.30864923585971193,0.4588711476598013,27,-0.25519810425941825,-0.5741396942917472,0.06374348577291061,30,1.2195486137171931,-6.010522093951554,8.44961932138594,28,-4.744930135367441,-11.154229573752987,1.6643693030181053,30
154.5,0.07643732363477217,-0.30810158661008324,0.4609762338796276,27,-0.1622279614469017,-0.5152107188123267,0.19075479591852332,30,1.1666622367877344,-5.950075084677808,8.283399558253276,28,-2.776397121855325,-9.618463607095704,4.065669363385054,30
155.5,0.07873517231142665,-0.2808593578750279,0.4383297024978813,27,0.03819897266334476,-0.36393357002889726,0.4403315153555868,30,0.9604149913247111,-5.647865778788126,7.568695761437548,28,0.6739968569155889,-6.795507560078123,8.143501273909301,30
156.5,0.06722747848509221,-0.3375595126814533,0.4720144696516377,27,-0.12374334412563487,-0.5291132849274063,0.2816265966761365,30,1.0484847588280801,-6.246640606658932,8.343610124315093,28,-2.725457385493764,-10.323781363547688,4.872866592560161,30
157.5,0.19033760022332422,-0.27147149801843684,0.6521466984650852,27,-0.12685746897547462,-0.5247630807000061,0.27104814274905686,30,3.113864838292083,-5.12083608887723,11.348565765461395,28,-2.339911677475145,-9.95272066196647,5.272897307016179,30
158.5,0.10894973431206902,-0.42467290868775764,0.6425723773118956,27,-0.12955789793540887,-0.5032389544299144,0.24412315855909664,30,1.8370669236901,-7.686717067515541,11.360850914895742,28,-2.486018660390178,-9.729993051929084,4.757955731148727,30
159.5,0.07616713516385704,-0.46298691688755694,0.6153211872152711,27,-0.04930191689016234,-0.42550932847354594,0.3269054946932213,30,2.0000541564619945,-7.995851201833693,11.995959514757681,28,-1.0228784883274027,-8.226919031691864,6.181162055037058,30
160.5,0.0047350922904930495,-0.5290765971932393,0.5385467817742254,27,-0.1591138195959525,-0.5484357036493623,0.23020806445745734,30,0.717804371288448,-9.051131156096096,10.486739898672992,28,-2.8482632409729924,-10.155951385947635,4.459424904001649,30
161.5,0.012831409347647519,-0.46373096809320263,0.4893937867884977,27,-0.23756159377214697,-0.5826471348398958,0.10752394729560194,30,0.7540621506239588,-8.124786102081748,9.632910403329666,28,-4.373343958558354,-10.922644641569189,2.175956724452481,30
162.5,-0.07463994103367923,-0.5135620303296538,0.36428214826229527,27,-0.2901637763817853,-0.6050853737572768,0.024757820993706214,30,-0.5682002089880253,-8.983019093372468,7.846618675396417,28,-5.7093580696908885,-11.60427566187774,0.18555952249596358,30
163.5,-0.1098285638761723,-0.4775071803940777,0.2578500526417331,27,-0.4277101798668703,-0.7954225114506328,-0.05999784828310789,30,-1.5387620183946475,-8.415026561582572,5.337502524793278,28,-8.340615586855526,-15.10174444074948,-1.5794867329615714,30
164.5,-0.06852321258414083,-0.33192545426609515,0.19487902909781346,27,-0.4669197630502718,-0.8178156572239668,-0.11602386887657679,30,-1.3216472206598247,-6.188115825113706,3.544821383794057,28,-8.611337084226403,-14.918702129505515,-2.303972038947291,30
165.5,-0.10735549559406066,-0.39766117528640144,0.18295018409828012,27,-0.3004326820610453,-0.662720630758046,0.061855266635955475,30,-2.0119714090396323,-7.266407363147056,3.2424645450677914,28,-5.223728240684898,-11.760884297824422,1.3134278164546251,30
166.5,-0.20814917675566139,-0.5580456946273367,0.14174734111601386,27,-0.3494987782660623,-0.7212785888452371,0.02228103231311246,30,-3.6657879146321757,-10.02149031999603,2.689914490731677,28,-6.1858269391427285,-12.772851211191044,0.4011973329055882,30
167.5,-0.13827334700443775,-0.5105345472973472,0.23398785328847163,27,-0.38751080406154415,-0.749667189055912,-0.02535441906717628,30,-2.461460909262491,-9.036981904047186,4.114060085522204,28,-7.235164830153221,-13.605425067769078,-0.8649045925373646,30
168.5,-0.09103976643280948,-0.48304962344528285,0.3009700905796639,27,-0.2950924925860225,-0.6433882459182632,0.05320326074621812,30,-1.867194862209481,-8.993159139574773,5.25876941515581,27,-5.689083800437011,-12.09409414119446,0.7159265403204385,30
169.5,-0.1470129447216297,-0.5889306995143341,0.2949048100710746,26,-0.3906138249831847,-0.7354238461485738,-0.04580380381779553,30,-2.667428349021055,-10.490620369879355,5.155763671837247,27,-7.242934071432523,-13.785647442178423,-0.7002207006866226,30
170.5,-0.23413820183001444,-0.6605094658804072,0.19223306222037823,27,-0.30341837604584787,-0.6793399221913219,0.0725031700996262,30,-4.343612915451581,-12.454541111797953,3.767315280894791,27,-5.70806184965705,-12.905722891779126,1.4895991924650263,30
171.5,-0.14577821969840432,-0.5059590030198611,0.21440256362305243,27,-0.2678601139257742,-0.6667245995569426,0.1310043717053943,30,-2.704267499372417,-9.612416676554068,4.203881677809234,27,-4.73411078884995,-12.288748341337243,2.820526763637342,30
172.5,-0.3016036391762374,-0.6471435508183352,0.043936272465860404,27,-0.2644821100444281,-0.7019325708662285,0.17296835077737227,29,-5.912428971320441,-12.672015864738324,0.8471579220974426,27,-4.200613128908741,-12.269979765143816,3.868753507326333,29
173.5,-0.23719763268992924,-0.5548694495980772,0.0804741842182187,27,-0.3375535421549584,-0.7314981519452187,0.056391067635301884,29,-4.812168293650062,-10.984137009157472,1.359800421857347,27,-5.516768672503964,-12.764393839194966,1.730856494187038,29
174.5,-0.0898367846999289,-0.39689549614840736,0.21722192674854957,27,-0.32749932559620415,-0.6862236093740326,0.03122495818162424,29,-1.3413679683717519,-7.023184374135234,4.34044843739173,27,-5.986847927791934,-12.888909799537135,0.9152139439532685,29
175.5,0.1744407289014312,-0.20121687339374789,0.5500983311966103,25,-0.3389364573769331,-0.6645205540718121,-0.013352360682054143,29,3.39510450399274,-3.8858068075386365,10.676015815524117,25,-6.4310676233781265,-12.439693196600224,-0.4224420501560293,29
176.5,0.051245373568175004,-0.4173396856343054,0.5198304327706554,20,-0.10446152312896441,-0.4574700133758774,0.2485469671179486,22,0.7689849153254732,-8.01617032660366,9.554140157254604,20,-2.1323270290315723,-8.693424248101525,4.428770190038381,22
