t_center,S,nA,nB,nM,S_null_mean,S_null_sd,z_S_t,S_excess,episode
3.5,0.8421052631578947,10,9,8,0.7230951132753966,0.08825717090961231,1.348447368705951,0.11901014988249814,0
4.5,0.8571428571428571,11,10,9,0.7417624221480797,0.08555629527893713,1.348590826877266,0.11538043499477735,0
5.5,0.8333333333333334,13,11,10,0.7512388039025332,0.08709305771975422,0.9426070410222804,0.0820945294308002,0
6.5,0.8461538461538461,13,13,11,0.7082669537648155,0.07956573273939943,1.73299343375181,0.13788689238903062,0
7.5,0.7692307692307693,12,14,10,0.6718493567872029,0.07646527911763398,1.2735376574478339,0.09738141244356635,0
8.5,0.8333333333333334,11,13,10,0.7007379821044433,0.08095948621267547,1.6377988229887042,0.1325953512288901,0
9.5,0.72,12,13,9,0.6912015929999615,0.07950398504756812,0.36222595613047615,0.02879840700003844,0
10.5,0.72,11,14,9,0.6635961460044271,0.07780131667655994,0.7249730005220634,0.056403853995572906,0
11.5,0.75,11,13,9,0.6961068262497089,0.07723326816016443,0.697797400448325,0.05389317375029112,0
12.5,0.782608695652174,12,11,9,0.7422495446630215,0.07869310850759913,0.5128676672526552,0.04035915098915244,0
13.5,0.8181818181818182,11,11,9,0.7422332195121999,0.0828810287640776,0.9163568527341456,0.07594859866961834,0
14.5,0.9523809523809523,10,11,10,0.7370522177071369,0.08362422873341062,2.57495630076627,0.21532873467381541,0
15.5,0.9,11,9,9,0.7817233299608215,0.08846051209461372,1.3370561309058968,0.11827667003917852,0
16.5,0.8421052631578947,11,8,8,0.8202669220012874,0.09283932747750943,0.23522726575004235,0.02183834115660732,0
17.5,0.8571428571428571,12,9,9,0.8278805635014244,0.08719493499974858,0.33559625500629264,0.029262293641432735,0
18.5,0.782608695652174,14,9,9,0.80220753647797,0.08717253335785757,-0.22482816629109129,-0.019598840825796104,0
19.5,0.7272727272727273,14,8,8,0.8449207377589731,0.09368180462795679,-1.2558256211381413,-0.11764801048624585,0
20.5,0.8181818181818182,13,9,9,0.8288950949526837,0.08577844980122104,-0.12489473516590549,-0.01071327677086542,0
21.5,0.7272727272727273,14,8,8,0.8512752479288858,0.09383429444168741,-1.321505334419271,-0.12400252065615847,0
22.5,0.782608695652174,14,9,9,0.8301820163754375,0.08378691508420294,-0.5677893818557952,-0.04757332072326359,0
23.5,0.7619047619047619,13,8,8,0.8341383493097889,0.08675313211354929,-0.8326337694699263,-0.07223358740502706,0
24.5,0.6666666666666666,12,6,6,0.7379069022910354,0.10191257721622332,-0.699032813910903,-0.07124023562436876,0
25.5,0.631578947368421,13,6,6,0.6893124177679905,0.09430151712054018,-0.6122220740708985,-0.05773347039956944,0
26.5,0.631578947368421,13,6,6,0.6980443034176006,0.10120697133867401,-0.6567270531865161,-0.06646535604917958,0
27.5,0.6666666666666666,12,6,6,0.7081192734424158,0.1003129954640028,-0.41323266825009086,-0.041452606775749135,0
28.5,0.6666666666666666,11,7,6,0.7274743714403931,0.09871618929177481,-0.6159851308076478,-0.060807704773726434,0
29.5,0.7368421052631579,11,8,7,0.8190964574297394,0.09280792545894952,-0.8862858614694923,-0.0822543521665815,0
30.5,0.8421052631578947,10,9,8,0.8400377226343003,0.08165509924161382,0.02532040916975201,0.002067540523594369,0
31.5,0.8888888888888888,9,9,8,0.8421847054722845,0.084152274171143,0.5549960934106263,0.04670418341660432,0
32.5,0.9411764705882353,8,9,8,0.8262314613296846,0.08832444592568015,1.3013951919412001,0.11494500925855067,0
33.5,0.9411764705882353,9,8,8,0.851054775985968,0.09010686051255412,1.0001646277500822,0.09012169460226727,0
34.5,1.0,9,9,9,0.8443389175215834,0.0836543364771977,1.8607652517911768,0.1556610824784166,0
35.5,0.9333333333333333,8,7,7,0.7953946235395153,0.09160786598299432,1.505751807595042,0.13793870979381806,0
36.5,0.9230769230769231,7,6,6,0.7470284722329613,0.09978770880996136,1.7642298129044494,0.1760484508439618,0
37.5,0.8571428571428571,8,6,6,0.7144868571830646,0.09153138656387642,1.558547349878045,0.1426559999597925,0
