t_center,S,nA,nB,nM,S_null_mean,S_null_sd,z_S_t,S_excess,episode
3.5,0.8,6,9,6,0.4765621942556927,0.19098882479359694,1.6934907374494241,0.32343780574430736,1
4.5,0.8,6,9,6,0.4746914524416072,0.1968839400970855,1.6522858461588072,0.32530854755839284,1
5.5,0.8235294117647058,7,10,7,0.4689445516471832,0.18890604652039944,1.8770434649863472,0.35458486011752266,1
6.5,0.7368421052631579,8,11,7,0.45026883548355146,0.18209282083381076,1.5737757725284018,0.2865732697796064,1
7.5,0.7619047619047619,10,11,8,0.43412861006868275,0.18309296712103895,1.7902170519711613,0.3277761518360791,1
8.5,0.8181818181818182,11,11,9,0.4503112483196647,0.1891955757519184,1.944393088475397,0.36787056986215355,1
9.5,0.8,12,13,10,0.4429593697197345,0.1762408785203601,2.0258672861700395,0.35704063028026556,1
10.5,0.75,11,13,9,0.46280659411354863,0.1763377322569312,1.6286554341529071,0.28719340588645137,1
11.5,0.8181818181818182,10,12,9,0.5016964492059592,0.18551753527979054,1.7059593234598969,0.316485368975859,0
12.5,0.8,8,12,8,0.5148772876127029,0.18440600123852238,1.5461682942655506,0.28512271238729714,0
13.5,0.7777777777777778,8,10,7,0.5533693739181356,0.20126052865211816,1.115014480795365,0.22440840385964222,0
14.5,0.75,7,9,6,0.6062825496399026,0.21815652638932442,0.6587813472223047,0.14371745036009742,0
15.5,0.6666666666666666,7,8,5,0.5943081922721242,0.22887827631463079,0.3161439152708134,0.07235847439454246,0
16.5,0.6666666666666666,7,8,5,0.6243264581909318,0.234623059456249,0.18046055905101757,0.04234020847573483,0
17.5,0.6666666666666666,8,7,5,0.5911577373864525,0.240576572936544,0.31386650977080316,0.07550892928021413,0
18.5,0.7142857142857143,7,7,5,0.5763204196388407,0.23305122417427868,0.5919955800948781,0.13796529464687357,0
19.5,0.6153846153846154,8,5,4,0.5098919413919414,0.23637838764040273,0.4462873067446324,0.10549267399267404,0
20.5,0.5454545454545454,6,5,3,0.46063121878121877,0.2128600605387967,0.39849338790292427,0.08482332667332665,0
21.5,0.5454545454545454,7,4,3,0.45707277167277166,0.22078955959401778,0.40029870046522087,0.08838177378177375,0
22.5,0.4444444444444444,5,4,2,0.4769453712953713,0.2293701813442399,-0.14169639078825735,-0.03250092685092687,0
23.5,0.2222222222222222,4,5,1,0.5114978312537136,0.2367583115503548,-1.2218181787884859,-0.2892756090314914,0
24.5,0.4,3,7,2,0.5711441925721338,0.23619323234425332,-0.7245939727971963,-0.17114419257213376,0
25.5,0.6666666666666666,5,7,4,0.6016233617947241,0.23291896675713306,0.27925293408914975,0.06504330487194254,0
26.5,0.6666666666666666,5,7,4,0.6049551750537046,0.23067538146640043,0.26752526091281575,0.06171149161296208,0
27.5,0.6666666666666666,6,6,4,0.5351652088107971,0.2181674759767655,0.6027546373130074,0.13150145785586953,0
28.5,0.7692307692307693,8,5,5,0.5202242479742478,0.21674038807991228,1.1488699612585018,0.24900652125652145,0
29.5,0.7692307692307693,8,5,5,0.5263162975912976,0.2152242656797303,1.1286574535277842,0.24291447163947166,0
30.5,0.8571428571428571,8,6,6,0.5297268732901085,0.2137511153808921,1.5317626917142038,0.3274159838527486,0
31.5,0.8571428571428571,8,6,6,0.5762939312321665,0.23636393802120786,1.188205477797934,0.28084892591069055,0
32.5,0.9333333333333333,7,8,7,0.6251591134355841,0.2337552178282818,1.318362955748591,0.3081742198977493,0
33.5,0.9333333333333333,7,8,7,0.5999155895016577,0.22728409057547297,1.4669647267764194,0.33341774383167566,0
34.5,0.8333333333333334,6,6,5,0.5428565292550587,0.22690780975768632,1.280153399693353,0.2904768040782747,0
35.5,0.6666666666666666,5,4,3,0.4443709623709624,0.21744244330300916,1.0223197500863803,0.22229570429570422,0
36.5,0.5714285714285714,4,3,2,0.3476394494394494,0.21165254550753335,1.0573419821268186,0.223789121989122,0
37.5,0.5,3,1,1,0.1983044733044733,0.2064830815402155,1.4611149952097515,0.3016955266955267,0
38.5,0.0,2,1,0,0.08977012987012986,0.15625241783313226,-0.5745199409714011,-0.08977012987012986,0
39.5,0.5,2,2,1,0.31079724164724165,0.19754924318308503,0.957749851652981,0.18920275835275835,0
40.5,0.75,4,4,3,0.4590378399378399,0.2077946534953422,1.4002389145622658,0.2909621600621601,0
41.5,0.8888888888888888,4,5,4,0.52156008991009,0.21321146994863988,1.7228378898531307,0.3673287989787989,0
42.5,0.9230769230769231,6,7,6,0.5683271083233931,0.22410416383303042,1.5829684227457623,0.35474981475353007,0
43.5,0.8571428571428571,6,8,6,0.6090501566287171,0.21582085460580416,1.1495307113266706,0.24809270051414,0
44.5,0.8571428571428571,6,8,6,0.6246973164090811,0.21883835433928642,1.0621791661501576,0.232445540733776,0
45.5,0.7692307692307693,6,7,5,0.6266533708121943,0.236280693216409,0.6034238196854647,0.14257739841857497,0
46.5,0.7142857142857143,6,8,5,0.6155168625234414,0.23664808198735335,0.4173659508787026,0.0987688517622729,0
47.5,0.5714285714285714,6,8,4,0.602387615334442,0.22659371952268373,-0.1366279876206866,-0.030959043905870565,0
48.5,0.5714285714285714,7,7,4,0.5892203044375645,0.23796144306197597,-0.07476729330624914,-0.01779173300899306,0
49.5,0.46153846153846156,7,6,3,0.5599495979510687,0.241899278766894,-0.40682691124284387,-0.09841113641260713,0
