t_center,S,nA,nB,nM,S_null_mean,S_null_sd,z_S_t,S_excess,episode
3.5,0.7368421052631579,10,9,7,0.5110936599650928,0.13494365965303404,1.6729088708465998,0.22574844529806504,0
4.5,0.7619047619047619,11,10,8,0.5538457946799615,0.12615415603284139,1.6492438597951293,0.20805896722480033,0
5.5,0.6666666666666666,13,11,8,0.5826503382749675,0.12276371722795329,0.6843742621094943,0.08401632839169915,0
6.5,0.6923076923076923,13,13,9,0.5998733699101784,0.11049369635439737,0.8365574276838397,0.09243432239751392,0
7.5,0.6153846153846154,12,14,8,0.5598162582527477,0.11099471434679226,0.5006396697256208,0.055568357131867696,0
8.5,0.75,11,13,9,0.5714344109650389,0.11752851126071474,1.5193384747199525,0.17856558903496111,0
9.5,0.64,12,13,8,0.5658181467163577,0.12246613377199471,0.6057336097647438,0.07418185328364235,0
10.5,0.72,11,14,9,0.555119268870304,0.11801228929975044,1.3971488232966989,0.16488073112969592,0
11.5,0.75,11,13,9,0.5694820690608953,0.12444815270395097,1.4505472923213079,0.18051793093910473,0
12.5,0.782608695652174,12,11,9,0.5977193626008755,0.13458072958014416,1.3738172889098135,0.1848893330512984,0
13.5,0.7272727272727273,11,11,8,0.5691560047361293,0.1347248636043826,1.1736268889527715,0.15811672253659803,0
14.5,0.8571428571428571,10,11,9,0.5883982182360497,0.13728249173406945,1.9576031547227006,0.26874463890680744,0
15.5,0.7,11,9,7,0.5905818034334759,0.14917558313143087,0.7334859651268892,0.10941819656652407,0
16.5,0.631578947368421,11,8,6,0.6033181596954816,0.15334491101833603,0.18429556928407054,0.02826078767293938,0
17.5,0.6666666666666666,12,9,7,0.5976789407896959,0.1658110323371652,0.41606233858244746,0.06898772587697077,0
18.5,0.6956521739130435,14,9,8,0.5974124870141898,0.16523182606109582,0.5945566858440984,0.09823968689885365,0
19.5,0.6363636363636364,14,8,7,0.5942980185535138,0.19422727495597725,0.21657935436543063,0.042065617810122524,0
20.5,0.7272727272727273,13,9,8,0.5871927309857549,0.19414460134819264,0.7215240357662229,0.14007999628697243,0
21.5,0.6363636363636364,14,8,7,0.5883163482630202,0.20025978214603612,0.23992479960643578,0.0480472881006162,0
22.5,0.6086956521739131,14,9,7,0.5933210286961061,0.1882057449475677,0.08169051099949239,0.015374623477806937,0
