t_center,S,nA,nB,nM,S_null_mean,S_null_sd,z_S_t,S_excess,episode
3.5,1.0,6,6,6,0.40766733540797007,0.16655320968732185,3.556416989525713,0.5923326645920299,1
4.5,0.9230769230769231,7,6,6,0.40328267280535085,0.1642915733878763,3.163852165712656,0.5197942502715722,1
5.5,0.875,9,7,7,0.41997440882990417,0.16207053115886777,2.8075775893154953,0.45502559117009583,1
6.5,0.8888888888888888,10,8,8,0.44776278339823233,0.1551918823510539,2.842456053808286,0.4411261054906565,1
7.5,0.7619047619047619,12,9,8,0.48462648591518565,0.15201805805918545,1.8239824895120222,0.2772782759895762,1
8.5,0.6666666666666666,13,11,8,0.4722397672570172,0.14659470152236578,1.3262887225155673,0.1944268994096494,1
9.5,0.64,13,12,8,0.5024515313970664,0.14512620004538668,0.9477852280285486,0.13754846860293357,0
10.5,0.5833333333333334,12,12,7,0.5312518881081528,0.1340296799668818,0.38858143388874505,0.052081445225180545,0
11.5,0.5833333333333334,12,12,7,0.5428929589591994,0.1309278024579209,0.308875377230372,0.04044037437413395,0
12.5,0.6086956521739131,12,11,7,0.5148713032151886,0.1398962329360604,0.6706710180080898,0.09382434895872449,0
13.5,0.7272727272727273,12,10,8,0.5622593362516097,0.1435190494232375,1.149766471309974,0.16501339102111756,0
14.5,0.782608695652174,13,10,9,0.5505399070130897,0.14891833233209084,1.5583627952639585,0.2320687886390842,0
15.5,0.782608695652174,13,10,9,0.5164786526581956,0.14926705307358742,1.7829121531780925,0.26613004299397836,0
16.5,0.6363636363636364,13,9,7,0.4959173670412835,0.16006719105107176,0.877420715638981,0.14044626932235288,0
17.5,0.6363636363636364,12,10,7,0.5092550340130397,0.16295140674367223,0.7800399204318776,0.12710860235059662,0
18.5,0.5,11,9,5,0.48739114469981343,0.1775122560692395,0.07103089994680946,0.012608855300186572,0
19.5,0.4444444444444444,9,9,4,0.505154130131994,0.18890729687514593,-0.32137289925689977,-0.06070968568754953,0
20.5,0.25,9,7,2,0.5213965137030152,0.20255251637495858,-1.339882212080816,-0.2713965137030152,0
21.5,0.47058823529411764,9,8,4,0.5631772374598225,0.18918896369047805,-0.48939959477332295,-0.09258900216570487,0
22.5,0.47058823529411764,10,7,4,0.5335231825106439,0.19337985186292503,-0.32544728217672303,-0.06293494721652626,0
23.5,0.5263157894736842,12,7,5,0.518833522385767,0.1897417247912265,0.039433957376270194,0.007482267087917216,0
24.5,0.5555555555555556,12,6,5,0.45623513948212086,0.2020178271379231,0.4916418391413841,0.09932041607343473,0
25.5,0.7058823529411765,11,6,6,0.5003362315015566,0.18830132510525774,1.091580854912851,0.20554612143961992,0
26.5,0.5333333333333333,11,4,4,0.39739948515536755,0.1848282055719703,0.7354605199855953,0.13593384817796578,0
27.5,0.6153846153846154,9,4,4,0.39877395774160473,0.17299820711144526,1.252097702396825,0.21661065764301068,0
28.5,0.6666666666666666,8,4,4,0.3955428070295717,0.17454263860362756,1.5533388391864273,0.27112385963709495,0
29.5,0.5454545454545454,6,5,3,0.4029053333920981,0.16993984574494733,0.8388215926498545,0.1425492120624473,0
30.5,0.36363636363636365,7,4,2,0.39490234879499586,0.1771706169221823,-0.17647387417725707,-0.031265985158632215,0
31.5,0.3076923076923077,7,6,2,0.49246217398872194,0.17955767497763186,-1.0290279505982223,-0.18476986629641423,0
32.5,0.15384615384615385,7,6,1,0.4908751604174979,0.19035311614422426,-1.7705463057194626,-0.33702900657134405,0
33.5,0.2857142857142857,7,7,2,0.528040527429227,0.1955405341187805,-1.2392634744862718,-0.24232624171494133,0
34.5,0.375,8,8,3,0.5310413213721262,0.2020890353497532,-0.7721414529099379,-0.15604132137212623,0
35.5,0.4,7,8,3,0.5624379480856261,0.18650575835948194,-0.8709540633728521,-0.16243794808562606,0
36.5,0.5714285714285714,7,7,4,0.5310284172226122,0.19519636840081972,0.206971853712979,0.040400154205959216,0
37.5,0.7142857142857143,7,7,5,0.5152176280633712,0.18508567193755623,1.075545633210896,0.19906808622234307,0
38.5,0.6153846153846154,7,6,4,0.49526172528881507,0.18709590684360258,0.6420391131069138,0.12012289009580035,0
39.5,0.46153846153846156,7,6,3,0.45363751234145966,0.18848477295033925,0.041918236010946075,0.007900949197001905,0
40.5,0.46153846153846156,8,5,3,0.4453353491279962,0.17895953040412974,0.09054065113981456,0.016203112410465348,0
41.5,0.3076923076923077,7,6,2,0.45506898029730847,0.17667601960974547,-0.8341634191812608,-0.14737667260500076,0
42.5,0.2857142857142857,8,6,2,0.45067588209863757,0.1767325646604558,-0.9333967212057456,-0.16496159638435187,0
43.5,0.15384615384615385,8,5,1,0.4409274191494779,0.18666625341173929,-1.5379387546290666,-0.28708126530332406,0
44.5,0.18181818181818182,7,4,1,0.38505717795276617,0.2026222826871408,-1.0030436605454485,-0.20323899613458435,0
45.5,0.18181818181818182,8,3,1,0.32408401043401047,0.19312832348107678,-0.7366388629670273,-0.14226582861582865,0
46.5,0.2222222222222222,7,2,1,0.17571953601953605,0.16351499824911675,0.28439401095084166,0.04650268620268616,0
47.5,0.2857142857142857,6,1,1,0.14228524253524252,0.14210442225255873,1.009321461679287,0.14342904317904318,0
48.5,0.2857142857142857,5,2,1,0.23884469974469977,0.16507015633415162,0.2839373694825114,0.04686958596958593,0
49.5,0.4444444444444444,6,3,2,0.31829036241536246,0.1830147188449169,0.6893111265874875,0.12615408202908196,0
50.5,0.4,7,3,2,0.31563382450882455,0.18026542801987946,0.4680108461056197,0.08436617549117548,0
51.5,0.3333333333333333,8,4,2,0.3872838884971238,0.1864598426259416,-0.2893414174548087,-0.05395055516379049,0
52.5,0.46153846153846156,8,5,3,0.44087132605956136,0.19581043316275754,0.10554665114152363,0.0206671354789002,0
53.5,0.42857142857142855,8,6,3,0.4645889457463761,0.20221191016232987,-0.17811768429482583,-0.036017517174947555,0
54.5,0.46153846153846156,7,6,3,0.4833317718830876,0.20520903344063784,-0.10620054087887097,-0.02179331034462606,0
