t_center,S,nA,nB,nM,S_null_mean,S_null_sd,z_S_t,S_excess,episode
3.5,0.9333333333333333,7,8,7,0.6959330342859754,0.09211779806708047,2.577138229840039,0.23740029904735793,1
4.5,0.8888888888888888,8,10,8,0.6465460647823481,0.09530628117274141,2.5427791445067243,0.24234282410654073,1
5.5,0.8571428571428571,9,12,9,0.6159731593418919,0.10348033734752426,2.3305847659834202,0.2411696978009652,1
6.5,0.8333333333333334,11,13,10,0.6182909677908278,0.11187474359698325,1.922170801277298,0.21504236554250555,1
7.5,0.7692307692307693,13,13,10,0.6300605882736936,0.1128750771635606,1.232957570920748,0.13917018095707567,1
8.5,0.7407407407407407,14,13,10,0.6081004632991085,0.10462858532769045,1.2677250392539554,0.1326402774416322,0
9.5,0.72,14,11,9,0.6708704969592559,0.10823103535488582,0.4539317477620915,0.04912950304074404,0
10.5,0.6666666666666666,14,10,8,0.681389889056816,0.10428171464006815,-0.14118699947509528,-0.014723222390149338,0
11.5,0.6956521739130435,13,10,8,0.686917396059094,0.11017180079771247,0.07928324481132432,0.008734777853949494,0
12.5,0.75,12,12,9,0.6293477588453782,0.1071896321943535,1.1255961857939605,0.12065224115462181,0
13.5,0.7619047619047619,10,11,8,0.6665823834957164,0.11253575937709528,0.8470407889605148,0.09532237840904545,0
14.5,0.7272727272727273,10,12,8,0.6462471818604064,0.1164995018195631,0.6955012180036182,0.08102554541232088,0
15.5,0.8,8,12,8,0.6500224128671166,0.11589915330388029,1.2940352268118098,0.14997758713288345,0
16.5,0.7368421052631579,7,12,7,0.6525372031605791,0.11234417283122815,0.7504163320444572,0.0843049021025788,0
17.5,0.75,6,10,6,0.7148876510393034,0.11297875984665909,0.31078716927281713,0.03511234896069659,0
18.5,0.75,7,9,6,0.7171939180721015,0.10239528751355013,0.3203866381405217,0.03280608192789847,0
19.5,0.7142857142857143,7,7,5,0.7774623135808121,0.10525830395165696,-0.6002053702491115,-0.06317659929509778,0
20.5,0.6153846153846154,8,5,4,0.7186919909124242,0.12541807021523715,-0.8237040751027109,-0.10330737552780878,0
21.5,0.6666666666666666,8,4,4,0.6970956902574549,0.1118483314401727,-0.2720561245660123,-0.03042902359078825,0
22.5,0.6666666666666666,8,4,4,0.6915181752887635,0.11435087334705155,-0.21732679335708474,-0.02485150862209684,0
23.5,0.7272727272727273,7,4,4,0.7001618326118325,0.11247607961233519,0.24103698096818751,0.02711089466089478,0
24.5,0.8333333333333334,7,5,5,0.6883630987777273,0.1284385322396285,1.1287129495152926,0.1449702345556061,0
25.5,1.0,6,6,6,0.7859618471741537,0.1107743770745985,1.9321991102843856,0.21403815282584626,0
26.5,0.9090909090909091,5,6,5,0.7912561606178479,0.10725639251027035,1.0986268110945268,0.11783474847306119,0
27.5,0.8333333333333334,5,7,5,0.789367464252294,0.10656757387118396,0.41256329185258694,0.04396586908103939,0
28.5,0.7692307692307693,5,8,5,0.7681791348228655,0.10188191826121694,0.01032209076793671,0.0010516344079037898,0
29.5,0.7272727272727273,4,7,4,0.7979174262356151,0.10449177524495003,-0.676079038730869,-0.07064469896288783,0
30.5,0.6,4,6,3,0.7611916779814613,0.1125567607401188,-1.4320923676333859,-0.16119167798146128,0
31.5,0.5454545454545454,6,5,3,0.6645190041984159,0.13147497692101995,-0.9056054736210014,-0.1190644587438705,0
32.5,0.6,6,4,3,0.672753484913779,0.12059189771892727,-0.6033032590908476,-0.07275348491377898,0
33.5,0.6666666666666666,7,5,4,0.6475599439775911,0.1205227972800624,0.15853202149529172,0.01910672268907554,0
34.5,0.7692307692307693,8,5,5,0.6019037819507634,0.1366725174603269,1.2242913966121773,0.16732698728000583,0
35.5,0.8235294117647058,9,8,7,0.6463732197369194,0.12076434341960772,1.4669577709062651,0.17715619202778643,0
36.5,0.8235294117647058,9,8,7,0.7372833167520474,0.1134381171833548,0.7602920178343163,0.08624609501265845,0
37.5,0.8235294117647058,8,9,7,0.7492963309039564,0.11558577647665334,0.6422336997125544,0.07423308086074942,0
38.5,0.75,7,9,6,0.7409736172925803,0.11544141790783002,0.07819015801266854,0.009026382707419733,0
39.5,0.75,7,9,6,0.7353473617937677,0.11504071809558981,0.1273691476269916,0.014652638206232305,0
40.5,0.6666666666666666,6,9,5,0.7467190222734744,0.12293978556811135,-0.6511509291876634,-0.08005235560680779,0
41.5,0.5714285714285714,4,10,4,0.7189779350721369,0.11768835322572775,-1.2537295288732946,-0.14754936364356552,0
42.5,0.7142857142857143,5,9,5,0.768415058528839,0.11753136595669811,-0.4605523283296771,-0.054129344243124655,0
43.5,0.6153846153846154,6,7,4,0.7403211867252115,0.11960315834096004,-1.044592576597616,-0.1249365713405961,0
44.5,0.5,6,6,3,0.7650475210891621,0.11998070220708082,-2.209084596218674,-0.2650475210891621,0
45.5,0.6153846153846154,8,5,4,0.7684495383357612,0.11509589714753521,-1.3298903500872856,-0.15306492295114582,0
46.5,0.6153846153846154,8,5,4,0.764391418059065,0.10982184788454026,-1.3568047300670616,-0.14900680267444955,0
