pair_id,condition,delta,period,t0_rel,t1_rel,T_seg,n_A,n_B,sufficient,n_matched,S,z_S,p_right,p_left,null_mean,null_sd,STR,Max_episode,n_windows,n_episodes
20170707_07_08_02,invisible,0.1,P2,20.0,60.0,40.0,51,64,1,19,0.3304347826086956,-1.262027847198818,0.9132086791320868,0.142985701429857,0.4148991304347825,0.0669274834256335,0.0,0.0,36,0
20170707_07_08_02,invisible,0.1,P3,60.0,180.0,110.6,140,187,1,64,0.3914373088685015,-1.125082608939766,0.8936106389361064,0.1403859614038596,0.433154740061162,0.0370794383107328,0.0,0.0,106,0
20170707_07_08_03,invisible,0.1,P1,0.0,20.0,20.0,21,37,1,14,0.4827586206896552,1.2576980720258717,0.1492850714928507,0.936106389361064,0.394303448275862,0.0703310074025251,0.15,3.0,16,1
20170707_07_08_03,invisible,0.1,P2,20.0,60.0,40.0,49,73,1,26,0.4262295081967213,-0.241946515569577,0.6717328267173283,0.4458554144585541,0.4401147540983606,0.057389732887665,0.0,0.0,36,0
20170707_07_08_03,invisible,0.1,P3,60.0,180.0,99.9,117,166,1,67,0.4734982332155477,1.5673252195179177,0.0681931806819318,0.9542045795420458,0.4100395759717314,0.0404885064398664,0.1401401401401401,6.0,95,3
20170707_09_10_01,invisible,0.1,P1,0.0,20.0,20.0,27,27,1,13,0.4814814814814814,0.9047756376177704,0.2364763523647635,0.8540145985401459,0.3962555555555555,0.0941956462823441,0.0,0.0,16,0
20170707_09_10_01,invisible,0.1,P2,20.0,60.0,40.00000000000001,48,48,1,17,0.3541666666666667,-0.0973612525119595,0.5728427157284272,0.5455454454554545,0.3604979166666666,0.0650284362274637,0.0,0.0,36,0
20170707_09_10_01,invisible,0.1,P3,60.0,180.0,114.1,139,148,1,54,0.3763066202090592,0.0579084122626522,0.4978502149785021,0.565043495650435,0.3741351916376306,0.0374976361220156,0.0350569675723049,4.0,110,1
20170707_09_10_02,invisible,0.1,P1,0.0,20.0,20.0,31,32,1,13,0.4126984126984127,-0.4666643931812174,0.7508249175082492,0.3341665833416658,0.4538190476190475,0.0881160755383937,0.0,0.0,16,0
20170707_09_10_02,invisible,0.1,P2,20.0,60.0,40.0,57,54,1,24,0.4324324324324324,0.3114580378123711,0.4225577442255774,0.6785321467853215,0.4094684684684684,0.0737305228186084,0.125,5.0,36,1
