tolerance,n_videos,total_events_a,total_events_b,total_matched,precision_pooled,recall_pooled,f1_pooled,f1_video_mean,f1_video_ci_lo,f1_video_ci_hi
0.05,25,5583,4776,958,0.20058626465661641,0.17159233387067885,0.18495993821797468,0.1841757295009206,0.1712015588292042,0.19707493610760843
0.1,25,5583,4776,2557,0.5353852596314908,0.45799749238760523,0.49367699584902014,0.49009016563793506,0.465911926590405,0.5144652743891575
0.15,25,5583,4776,2557,0.5353852596314908,0.45799749238760523,0.49367699584902014,0.49009016563793506,0.46578795472000806,0.5135236896042097
0.2,25,5583,4776,3745,0.7841289782244556,0.6707863156009314,0.7230427647456318,0.7175332559044787,0.6899944798552461,0.7425317631952617
0.3,25,5583,4776,4248,0.8894472361809045,0.7608812466415905,0.8201563857515204,0.8155454552486567,0.7931676579985787,0.8350136314708567
0.5,25,5583,4776,4530,0.9484924623115578,0.8113917248790973,0.8746017955401101,0.8719014461452804,0.8520218392439336,0.8901181069812342
