label,condition,coder,t,matched,local_gap
20170705_03_04_01_A,invisible,second,71.7,1,0.5
20170705_03_04_01_A,invisible,second,72.2,1,0.5
20170705_03_04_01_A,invisible,second,72.8,1,0.5999999999999943
20170705_03_04_01_A,invisible,second,73.4,1,0.5
20170705_03_04_01_A,invisible,second,73.9,1,0.5
20170705_03_04_01_A,invisible,second,74.4,1,0.5
20170705_03_04_01_A,invisible,second,74.9,1,0.3999999999999915
20170705_03_04_01_A,invisible,second,75.3,1,0.3999999999999915
20170705_03_04_01_A,invisible,second,75.8,1,0.4000000000000057
20170705_03_04_01_A,invisible,second,76.2,1,0.4000000000000057
20170705_03_04_01_A,invisible,second,76.7,1,0.5
20170705_03_04_01_A,invisible,second,77.30000000000001,1,0.6000000000000085
20170705_03_04_01_A,invisible,second,78.10000000000001,1,0.5999999999999943
20170705_03_04_01_A,invisible,second,78.7,1,0.5
20170705_03_04_01_A,invisible,second,79.2,1,0.5
20170705_03_04_01_A,invisible,second,79.7,1,0.5
20170705_03_04_01_A,invisible,second,80.30000000000001,1,0.6000000000000085
20170705_03_04_01_A,invisible,second,82.30000000000001,1,0.7999999999999972
20170705_03_04_01_A,invisible,second,83.10000000000001,1,0.5
20170705_03_04_01_A,invisible,second,83.60000000000001,1,0.3999999999999915
20170705_03_04_01_A,invisible,second,84.0,1,0.3999999999999915
20170705_03_04_01_A,invisible,second,84.5,1,0.4000000000000057
20170705_03_04_01_A,invisible,second,84.9,1,0.4000000000000057
20170705_03_04_01_A,invisible,second,85.5,1,0.5999999999999943
20170705_03_04_01_A,invisible,second,86.10000000000001,1,0.6000000000000085
20170705_03_04_01_A,invisible,second,86.80000000000001,1,0.7000000000000028
20170705_03_04_01_A,invisible,second,87.80000000000001,1,1.0
20170705_03_04_01_A,invisible,second,90.4,1,2.5999999999999943
20170705_03_04_01_A,invisible,second,93.10000000000001,1,1.5999999999999943
20170705_03_04_01_A,invisible,second,94.7,1,0.9000000000000057
20170705_03_04_01_A,invisible,second,95.60000000000001,1,0.5999999999999943
20170705_03_04_01_A,invisible,second,96.2,1,0.5999999999999943
20170705_03_04_01_A,invisible,second,96.80000000000001,1,0.5
20170705_03_04_01_A,invisible,second,97.30000000000001,1,0.5
20170705_03_04_01_A,invisible,second,97.80000000000001,1,0.5
20170705_03_04_01_A,invisible,second,98.30000000000001,1,0.5
20170705_03_04_01_A,invisible,second,98.9,1,0.5
20170705_03_04_01_A,invisible,second,99.4,1,0.5
20170705_03_04_01_A,invisible,second,100.0,1,0.5999999999999943
20170705_03_04_01_A,invisible,second,100.60000000000001,1,0.6000000000000085
20170705_03_04_01_A,invisible,second,101.7,1,0.5
20170705_03_04_01_A,invisible,second,102.2,1,0.5
20170705_03_04_01_A,invisible,second,104.80000000000001,1,1.0999999999999943
20170705_03_04_01_A,invisible,second,105.9,1,0.5
20170705_03_04_01_A,invisible,second,106.4,1,0.5
20170705_03_04_01_A,invisible,second,106.9,1,0.5
20170705_03_04_01_A,invisible,second,107.4,1,0.5
20170705_03_04_01_A,invisible,second,107.9,1,0.4000000000000057
20170705_03_04_01_A,invisible,second,108.30000000000001,1,0.3999999999999915
20170705_03_04_01_A,invisible,second,108.7,1,0.3999999999999915
20170705_03_04_01_A,invisible,second,109.2,1,0.5
20170705_03_04_01_A,invisible,second,109.80000000000001,1,0.6000000000000085
20170705_03_04_01_A,invisible,second,110.7,1,0.8999999999999915
20170705_03_04_01_A,invisible,second,113.7,1,0.5
20170705_03_04_01_A,invisible,second,114.2,1,0.5
20170705_03_04_01_A,invisible,second,114.7,1,0.4000000000000057
20170705_03_04_01_A,invisible,second,115.10000000000001,1,0.4000000000000057
20170705_03_04_01_A,invisible,second,115.60000000000001,1,0.5
20170705_03_04_01_A,invisible,second,116.2,1,0.5999999999999943
20170705_03_04_01_A,invisible,second,117.2,1,1.0
20170705_03_04_01_A,invisible,second,118.2,1,0.5
20170705_03_04_01_A,invisible,second,118.7,1,0.5
20170705_03_04_01_A,invisible,second,119.7,1,1.0
20170705_03_04_01_A,invisible,second,122.30000000000001,1,0.6999999999999886
20170705_03_04_01_A,invisible,second,123.0,1,0.6999999999999886
20170705_03_04_01_A,invisible,second,123.9,1,0.7999999999999972
20170705_03_04_01_A,invisible,second,124.7,1,0.7999999999999972
20170705_03_04_01_A,invisible,second,125.80000000000001,1,0.7999999999999972
20170705_03_04_01_A,invisible,second,126.60000000000001,1,0.7999999999999972
20170705_03_04_01_A,invisible,second,128.1,0,0.9000000000000057
20170705_03_04_01_A,invisible,second,129.0,1,0.9000000000000057
20170705_03_04_01_A,invisible,second,129.9,1,0.9000000000000057
20170705_03_04_01_A,invisible,second,131.8,1,0.6999999999999886
20170705_03_04_01_A,invisible,second,132.5,1,0.5
20170705_03_04_01_A,invisible,second,133.0,1,0.4000000000000057
20170705_03_04_01_A,invisible,second,133.4,0,0.4000000000000057
20170705_03_04_01_A,invisible,second,134.0,1,0.5999999999999943
20170705_03_04_01_A,invisible,second,134.6,1,0.5
20170705_03_04_01_A,invisible,second,135.1,1,0.5
20170705_03_04_01_A,invisible,second,135.70000000000002,1,0.6000000000000227
20170705_03_04_01_A,invisible,second,136.4,1,0.6999999999999886
20170705_03_04_01_A,invisible,second,137.3,1,0.799999999999983
20170705_03_04_01_A,invisible,second,138.1,1,0.799999999999983
20170705_03_04_01_A,invisible,second,142.9,1,0.8000000000000114
20170705_03_04_01_A,invisible,second,143.70000000000002,1,0.39999999999997726
20170705_03_04_01_A,invisible,second,144.1,1,0.39999999999997726
20170705_03_04_01_A,invisible,second,144.6,0,0.4000000000000057
20170705_03_04_01_A,invisible,second,145.0,1,0.4000000000000057
20170705_03_04_01_A,invisible,second,145.4,1,0.4000000000000057
20170705_03_04_01_A,invisible,second,145.9,1,0.5
20170705_03_04_01_A,invisible,second,146.4,1,0.5
20170705_03_04_01_A,invisible,second,147.8,1,1.4000000000000057
20170705_03_04_01_A,invisible,second,150.9,1,0.9000000000000057
20170705_03_04_01_A,invisible,second,151.8,1,0.9000000000000057
20170705_03_04_01_A,invisible,second,153.1,1,1.299999999999983
20170705_03_04_01_A,invisible,second,158.8,1,0.4000000000000057
20170705_03_04_01_A,invisible,second,159.20000000000002,1,0.4000000000000057
20170705_03_04_01_A,invisible,second,159.70000000000002,1,0.5
20170705_03_04_01_A,invisible,second,160.3,0,0.5999999999999943
20170705_03_04_01_A,invisible,second,161.3,1,0.5999999999999943
20170705_03_04_01_A,invisible,second,161.9,1,0.5
20170705_03_04_01_A,invisible,second,162.4,1,0.5
20170705_03_04_01_A,invisible,second,162.9,1,0.5
20170705_03_04_01_A,invisible,second,163.9,1,1.0
20170705_03_04_01_A,invisible,second,166.70000000000002,1,0.9000000000000057
20170705_03_04_01_A,invisible,second,167.60000000000002,1,0.39999999999997726
20170705_03_04_01_A,invisible,second,168.0,1,0.39999999999997726
20170705_03_04_01_A,invisible,second,168.70000000000002,1,0.5
