tolerance,n_videos,total_events_a,total_events_b,total_matched,precision_pooled,recall_pooled,f1_pooled,f1_video_mean,f1_video_ci_lo,f1_video_ci_hi
0.05,27,6113,6341,1158,0.1826210376912159,0.18943235727138885,0.18596434880359725,0.18056181781842962,0.16499032413543424,0.1970321269533655
0.1,27,6113,6341,3340,0.5267307995584293,0.5463765745133322,0.5363738557893047,0.5240720852837163,0.49302340638605713,0.5546090531049614
0.15,27,6113,6341,3340,0.5267307995584293,0.5463765745133322,0.5363738557893047,0.5240720852837163,0.492382182646015,0.5546555421933675
0.2,27,6113,6341,4882,0.7699101088156443,0.798625879273679,0.7840051389111932,0.772772279855446,0.7471070007497869,0.7975404938979967
0.3,27,6113,6341,5449,0.8593281816748147,0.8913790283003435,0.8750602216155451,0.866821323850345,0.847600835110113,0.8833883673850988
0.5,27,6113,6341,5736,0.9045891815171109,0.9383281531163095,0.9211498313794764,0.9149694515027582,0.8989803753062133,0.928878440281427
