label,condition,tolerance,n_events_a,n_events_b,n_matched,precision,recall,f1,median_abs_dt,offset_applied
20170725_05_01,solo,0.2,142,100,70,0.7,0.49295774647887325,0.5785123966942148,0.10000000000000497,0.09999999999999432
20170725_05_01,solo,0.3,142,100,85,0.85,0.5985915492957746,0.7024793388429751,0.10000000000000853,0.09999999999999432
20170725_05_01,solo,0.5,142,100,97,0.97,0.6830985915492958,0.8016528925619835,0.19999999999999574,0.09999999999999432
20170725_07_01,solo,0.05,158,138,33,0.2391304347826087,0.2088607594936709,0.22297297297297297,0.0,0.0
20170725_07_01,solo,0.1,158,138,77,0.5579710144927537,0.4873417721518987,0.5202702702702703,0.09999999999999432,0.0
20170725_07_01,solo,0.15,158,138,77,0.5579710144927537,0.4873417721518987,0.5202702702702703,0.09999999999999432,0.0
20170725_07_01,solo,0.2,158,138,113,0.8188405797101449,0.7151898734177216,0.7635135135135136,0.10000000000000142,0.0
20170725_07_01,solo,0.3,158,138,122,0.8840579710144928,0.7721518987341772,0.8243243243243245,0.10000000000000142,0.0
20170725_07_01,solo,0.5,158,138,131,0.9492753623188406,0.8291139240506329,0.8851351351351351,0.10000000000000142,0.0
20170725_07_03,solo,0.05,212,205,50,0.24390243902439024,0.2358490566037736,0.2398081534772182,6.217248937900877e-15,-0.09999999999999432
20170725_07_03,solo,0.1,212,205,124,0.6048780487804878,0.5849056603773585,0.5947242206235012,0.09999999999999432,-0.09999999999999432
20170725_07_03,solo,0.15,212,205,124,0.6048780487804878,0.5849056603773585,0.5947242206235012,0.09999999999999432,-0.09999999999999432
20170725_07_03,solo,0.2,212,205,163,0.7951219512195122,0.7688679245283019,0.7817745803357314,0.09999999999999432,-0.09999999999999432
20170725_07_03,solo,0.3,212,205,182,0.8878048780487805,0.8584905660377359,0.8729016786570744,0.09999999999999432,-0.09999999999999432
20170725_07_03,solo,0.5,212,205,194,0.9463414634146341,0.9150943396226415,0.9304556354916067,0.10000000000000497,-0.09999999999999432
