label,condition,tolerance,n_events_a,n_events_b,n_matched,precision,recall,f1,median_abs_dt,offset_applied
20170710_07_08_01_B,visible,0.05,137,152,26,0.17105263157894737,0.1897810218978102,0.17993079584775087,0.0,-0.10000000000000142
20170710_07_08_01_B,visible,0.1,137,152,73,0.48026315789473684,0.5328467153284672,0.5051903114186852,0.09999999999999432,-0.10000000000000142
20170710_07_08_01_B,visible,0.15,137,152,73,0.48026315789473684,0.5328467153284672,0.5051903114186852,0.09999999999999432,-0.10000000000000142
20170710_07_08_01_B,visible,0.2,137,152,104,0.6842105263157895,0.7591240875912408,0.7197231833910035,0.10000000000000142,-0.10000000000000142
20170710_07_08_01_B,visible,0.3,137,152,119,0.7828947368421053,0.8686131386861314,0.823529411764706,0.10000000000000142,-0.10000000000000142
20170710_07_08_01_B,visible,0.5,137,152,128,0.8421052631578947,0.9343065693430657,0.8858131487889273,0.15000000000000568,-0.10000000000000142
20170714_01_02_02_B,visible,0.05,283,306,60,0.19607843137254902,0.21201413427561838,0.2037351443123939,7.105427357601002e-15,-0.10000000000000853
20170714_01_02_02_B,visible,0.1,283,306,174,0.5686274509803921,0.6148409893992933,0.5908319185059422,0.09999999999999432,-0.10000000000000853
20170714_01_02_02_B,visible,0.15,283,306,174,0.5686274509803921,0.6148409893992933,0.5908319185059422,0.09999999999999432,-0.10000000000000853
20170714_01_02_02_B,visible,0.2,283,306,246,0.803921568627451,0.8692579505300353,0.8353140916808149,0.10000000000000853,-0.10000000000000853
20170714_01_02_02_B,visible,0.3,283,306,264,0.8627450980392157,0.9328621908127208,0.896434634974533,0.10000000000000853,-0.10000000000000853
20170714_01_02_02_B,visible,0.5,283,306,277,0.9052287581699346,0.9787985865724381,0.9405772495755518,0.19999999999999574,-0.10000000000000853
20170705_01_02_01_A,invisible,0.05,210,201,41,0.20398009950248755,0.19523809523809524,0.19951338199513383,0.0,0.0
20170705_01_02_01_A,invisible,0.1,210,201,112,0.5572139303482587,0.5333333333333333,0.5450121654501217,0.09999999999999432,0.0
20170705_01_02_01_A,invisible,0.15,210,201,112,0.5572139303482587,0.5333333333333333,0.5450121654501217,0.09999999999999432,0.0
20170705_01_02_01_A,invisible,0.2,210,201,165,0.8208955223880597,0.7857142857142857,0.8029197080291971,0.10000000000000142,0.0
20170705_01_02_01_A,invisible,0.3,210,201,179,0.8905472636815921,0.8523809523809524,0.8710462287104624,0.10000000000000142,0.0
20170705_01_02_01_A,invisible,0.5,210,201,187,0.9303482587064676,0.8904761904761904,0.9099756690997567,0.10000000000002274,0.0
20170705_03_04_02_A,invisible,0.05,271,288,42,0.14583333333333334,0.15498154981549817,0.15026833631484793,0.0,-0.09999999999999432
20170705_03_04_02_A,invisible,0.1,271,288,148,0.5138888888888888,0.5461254612546126,0.5295169946332736,0.09999999999999432,-0.09999999999999432
