video,condition,period,delta,null,n_a,n_b,n_match,S,zS,p
20170714_03_04_03,visible,P3,0.2,continuous,156,167,107,0.6625386996904025,2.967377471672269,0.0004997501249375312
20170714_03_04_03,visible,P1,0.2,grid,19,22,16,0.7804878048780488,1.2569270746450694,0.15792103948025987
20170714_03_04_03,visible,P2,0.2,grid,41,53,31,0.6595744680851063,1.442492282574444,0.10494752623688156
20170714_03_04_03,visible,P3,0.2,grid,156,167,107,0.6625386996904025,-0.3363667191383546,0.672663668165917
20170714_03_04_03,visible,P1,0.3,continuous,19,22,17,0.8292682926829268,1.7221071517813593,0.07946026986506746
20170714_03_04_03,visible,P2,0.3,continuous,41,53,36,0.7659574468085106,2.0631678478964752,0.030984507746126936
20170714_03_04_03,visible,P3,0.3,continuous,156,167,129,0.7987616099071208,1.7510707001989885,0.04097951024487756
20170714_03_04_03,visible,P1,0.3,grid,19,22,17,0.8292682926829268,1.1428792191787074,0.2493753123438281
20170714_03_04_03,visible,P2,0.3,grid,41,53,36,0.7659574468085106,1.2589740557321063,0.15892053973013492
20170714_03_04_03,visible,P3,0.3,grid,156,167,129,0.7987616099071208,0.2414645786606182,0.4757621189405297
20170714_03_04_03,visible,P1,0.5,continuous,19,22,17,0.8292682926829268,0.40040476504616723,0.607696151924038
20170714_03_04_03,visible,P2,0.5,continuous,41,53,36,0.7659574468085106,0.5915455136268333,0.3853073463268366
20170714_03_04_03,visible,P3,0.5,continuous,156,167,129,0.7987616099071208,-0.5481935076034223,0.7571214392803598
20170714_03_04_03,visible,P1,0.5,grid,19,22,17,0.8292682926829268,-0.002098870976690908,0.767616191904048
20170714_03_04_03,visible,P2,0.5,grid,41,53,36,0.7659574468085106,0.2573676803805094,0.5102448775612194
20170714_03_04_03,visible,P3,0.5,grid,156,167,129,0.7987616099071208,-0.9829495531201985,0.8725637181409296
20170714_03_04_03,visible,P1,1.0,continuous,19,22,18,0.8780487804878049,1.2334839525555323,0.26286856571714146
20170714_03_04_03,visible,P2,1.0,continuous,41,53,37,0.7872340425531915,0.8201257593523318,0.31334332833583206
20170714_03_04_03,visible,P3,1.0,continuous,156,167,133,0.8235294117647058,0.3144303674403373,0.44377811094452774
20170714_03_04_03,visible,P1,1.0,grid,19,22,18,0.8780487804878049,1.0700180428888655,0.351824087956022
20170714_03_04_03,visible,P2,1.0,grid,41,53,37,0.7872340425531915,0.6336712703303933,0.39780109945027486
20170714_03_04_03,visible,P3,1.0,grid,156,167,133,0.8235294117647058,-0.038664999315018767,0.5942028985507246
20170714_05_06_01,visible,P1,0.1,continuous,19,14,4,0.24242424242424243,0.29780745429592353,0.4617691154422789
20170714_05_06_01,visible,P2,0.1,continuous,61,41,14,0.27450980392156865,0.5267060121348704,0.36931534232883556
20170714_05_06_01,visible,P3,0.1,continuous,156,123,57,0.40860215053763443,5.33955209093334,0.0004997501249375312
20170714_05_06_01,visible,P1,0.1,grid,19,14,4,0.24242424242424243,-0.6424760977655267,0.7996001999000499
20170714_05_06_01,visible,P2,0.1,grid,61,41,14,0.27450980392156865,-1.5599565393576724,0.960519740129935
20170714_05_06_01,visible,P3,0.1,grid,156,123,57,0.40860215053763443,1.6673948543483021,0.05897051474262868
20170714_05_06_01,visible,P1,0.2,continuous,19,14,9,0.5454545454545454,1.0864266727257559,0.22138930534732634
20170714_05_06_01,visible,P2,0.2,continuous,61,41,27,0.5294117647058824,0.749828829521741,0.2818590704647676
20170714_05_06_01,visible,P3,0.2,continuous,156,123,76,0.5448028673835126,2.244212112386158,0.015492253873063468
20170714_05_06_01,visible,P1,0.2,grid,19,14,9,0.5454545454545454,0.23954821176578386,0.5162418790604698
20170714_05_06_01,visible,P2,0.2,grid,61,41,27,0.5294117647058824,-1.5817533205304037,0.9630184907546226
20170714_05_06_01,visible,P3,0.2,grid,156,123,76,0.5448028673835126,-0.719636474599278,0.7891054472763618
20170714_05_06_01,visible,P1,0.3,continuous,19,14,9,0.5454545454545454,-0.24777835426237138,0.6881559220389805
20170714_05_06_01,visible,P2,0.3,continuous,61,41,37,0.7254901960784313,1.6333640343872924,0.06996501749125437
20170714_05_06_01,visible,P3,0.3,continuous,156,123,94,0.6738351254480287,0.7987838041114187,0.2638680659670165
20170714_05_06_01,visible,P1,0.3,grid,19,14,9,0.5454545454545454,-0.8729587904051558,0.8910544727636182
20170714_05_06_01,visible,P2,0.3,grid,61,41,37,0.7254901960784313,0.618709355539842,0.3873063468265867
20170714_05_06_01,visible,P3,0.3,grid,156,123,94,0.6738351254480287,-1.2990076995331177,0.9295352323838081
20170714_05_06_01,visible,P1,0.5,continuous,19,14,10,0.6060606060606061,-0.5969251797082301,0.8590704647676162
20170714_05_06_01,visible,P2,0.5,continuous,61,41,40,0.7843137254901961,1.6236532092038687,0.09945027486256872
20170714_05_06_01,visible,P3,0.5,continuous,156,123,108,0.7741935483870968,1.1784343062990386,0.16091954022988506
20170714_05_06_01,visible,P1,0.5,grid,19,14,10,0.6060606060606061,-0.7708941833158393,0.8950524737631185
20170714_05_06_01,visible,P2,0.5,grid,61,41,40,0.7843137254901961,1.2996584599554935,0.18690654672663667
20170714_05_06_01,visible,P3,0.5,grid,156,123,108,0.7741935483870968,0.554788509565452,0.35282358820589704
20170714_05_06_01,visible,P1,1.0,continuous,19,14,11,0.6666666666666666,-0.43008032822430614,0.8590704647676162
20170714_05_06_01,visible,P2,1.0,continuous,61,41,40,0.7843137254901961,1.1132545823137274,0.26436781609195403
20170714_05_06_01,visible,P3,1.0,continuous,156,123,111,0.7956989247311828,1.0668838738691704,0.19790104947526238
20170714_05_06_01,visible,P1,1.0,grid,19,14,11,0.6666666666666666,-0.48568482814646996,0.8950524737631185
20170714_05_06_01,visible,P2,1.0,grid,61,41,40,0.7843137254901961,0.8699195877078447,0.3748125937031484
20170714_05_06_01,visible,P3,1.0,grid,156,123,111,0.7956989247311828,0.8532910889873654,0.24187906046976512
20170714_05_06_02,visible,P1,0.1,continuous,23,11,2,0.11764705882352941,-0.8290635821780229,0.8845577211394303
20170714_05_06_02,visible,P2,0.1,continuous,53,39,18,0.391304347826087,2.840167280935088,0.00399800099950025
20170714_05_06_02,visible,P3,0.1,continuous,173,141,61,0.3885350318471338,3.5459563806425622,0.0004997501249375312
20170714_05_06_02,visible,P1,0.1,grid,23,11,2,0.11764705882352941,-1.6589788208641354,0.974512743628186
20170714_05_06_02,visible,P2,0.1,grid,53,39,18,0.391304347826087,0.7989984328864133,0.271864067966017
20170714_05_06_02,visible,P3,0.1,grid,173,141,61,0.3885350318471338,-0.04951729989827736,0.5552223888055972
20170714_05_06_02,visible,P1,0.2,continuous,23,11,7,0.4117647058823529,0.3402562743313668,0.512743628185907
20170714_05_06_02,visible,P2,0.2,continuous,53,39,23,0.5,0.7245197467517622,0.3078460769615192
20170714_05_06_02,visible,P3,0.2,continuous,173,141,99,0.6305732484076433,3.080564280102376,0.0004997501249375312
20170714_05_06_02,visible,P1,0.2,grid,23,11,7,0.4117647058823529,-0.526681951900727,0.8160919540229885
20170714_05_06_02,visible,P2,0.2,grid,53,39,23,0.5,-0.9251488401758912,0.8420789605197402
20170714_05_06_02,visible,P3,0.2,grid,173,141,99,0.6305732484076433,-0.21981836438981844,0.6261869065467266
20170714_05_06_02,visible,P1,0.3,continuous,23,11,10,0.5882352941176471,1.1767679964964275,0.2593703148425787
20170714_05_06_02,visible,P2,0.3,continuous,53,39,31,0.6739130434782609,0.6261662148524219,0.3453273363318341
20170714_05_06_02,visible,P3,0.3,continuous,173,141,118,0.7515923566878981,1.6280686379769513,0.06646676661669165
20170714_05_06_02,visible,P1,0.3,grid,23,11,10,0.5882352941176471,0.6059458615639687,0.5072463768115942
20170714_05_06_02,visible,P2,0.3,grid,53,39,31,0.6739130434782609,-0.3748151776594581,0.750624687656172
20170714_05_06_02,visible,P3,0.3,grid,173,141,118,0.7515923566878981,-0.40194420417687693,0.711144427786107
20170714_05_06_02,visible,P1,0.5,continuous,23,11,10,0.5882352941176471,-0.14582722844018528,0.8285857071464268
20170714_05_06_02,visible,P2,0.5,continuous,53,39,33,0.717391304347826,-0.6324424235188905,0.8515742128935532
20170714_05_06_02,visible,P3,0.5,continuous,173,141,124,0.7898089171974523,0.15438080271652188,0.519240379810095
20170714_05_06_02,visible,P1,0.5,grid,23,11,10,0.5882352941176471,-0.3656664735607024,0.8930534732633684
20170714_05_06_02,visible,P2,0.5,grid,53,39,33,0.717391304347826,-0.9211322134739061,0.9075462268865567
20170714_05_06_02,visible,P3,0.5,grid,173,141,124,0.7898089171974523,-0.4245606423641279,0.7476261869065467
20170714_05_06_02,visible,P1,1.0,continuous,23,11,10,0.5882352941176471,-0.915334970394692,0.9570214892553723
20170714_05_06_02,visible,P2,1.0,continuous,53,39,34,0.7391304347826086,-0.6878016780566908,0.8545727136431784
20170714_05_06_02,visible,P3,1.0,continuous,173,141,126,0.802547770700637,0.06690106487329554,0.5317341329335332
20170714_05_06_02,visible,P1,1.0,grid,23,11,10,0.5882352941176471,-1.1185831899289571,0.9730134932533733
20170714_05_06_02,visible,P2,1.0,grid,53,39,34,0.7391304347826086,-0.753835805731279,0.8660669665167416
20170714_05_06_02,visible,P3,1.0,grid,173,141,126,0.802547770700637,-0.22103323689885088,0.665167416291854
20170714_05_06_03,visible,P1,0.1,continuous,23,19,9,0.42857142857142855,1.6824038176870564,0.10394802598700649
20170714_05_06_03,visible,P2,0.1,continuous,55,59,28,0.49122807017543857,3.222440077443134,0.0034982508745627187
20170714_05_06_03,visible,P3,0.1,continuous,180,141,64,0.3987538940809969,4.46935705739583,0.0004997501249375312
20170714_05_06_03,visible,P1,0.1,grid,23,19,9,0.42857142857142855,0.3037140998977096,0.4617691154422789
20170714_05_06_03,visible,P2,0.1,grid,55,59,28,0.49122807017543857,0.9223649734841773,0.2063968015992004
20170714_05_06_03,visible,P3,0.1,grid,180,141,64,0.3987538940809969,0.1498241007062167,0.4767616191904048
20170714_05_06_03,visible,P1,0.2,continuous,23,19,15,0.7142857142857143,2.213918948840873,0.03298350824587706
20170714_05_06_03,visible,P2,0.2,continuous,55,59,37,0.6491228070175439,1.3232309335894923,0.11744127936031984
20170714_05_06_03,visible,P3,0.2,continuous,180,141,102,0.6355140186915887,3.586735186726999,0.0004997501249375312
20170714_05_06_03,visible,P1,0.2,grid,23,19,15,0.7142857142857143,1.3433234085442256,0.17841079460269865
20170714_05_06_03,visible,P2,0.2,grid,55,59,37,0.6491228070175439,-0.815564804281508,0.8505747126436781
20170714_05_06_03,visible,P3,0.2,grid,180,141,102,0.6355140186915887,-0.2558612729672184,0.6606696651674163
20170714_05_06_03,visible,P1,0.3,continuous,23,19,15,0.7142857142857143,0.6740200289502666,0.3543228385807096
20170714_05_06_03,visible,P2,0.3,continuous,55,59,43,0.7543859649122807,-0.08764199649087173,0.6336831584207896
20170714_05_06_03,visible,P3,0.3,continuous,180,141,119,0.7414330218068536,1.418462710721828,0.09495252373813093
20170714_05_06_03,visible,P1,0.3,grid,23,19,15,0.7142857142857143,0.03431692895378535,0.6356821589205397
20170714_05_06_03,visible,P2,0.3,grid,55,59,43,0.7543859649122807,-1.2008834209361783,0.9410294852573713
20170714_05_06_03,visible,P3,0.3,grid,180,141,119,0.7414330218068536,-0.4102077217371919,0.7471264367816092
20170714_05_06_03,visible,P1,0.5,continuous,23,19,15,0.7142857142857143,-0.828380721859694,0.9430284857571214
20170714_05_06_03,visible,P2,0.5,continuous,55,59,46,0.8070175438596491,0.08002317564057997,0.6071964017991005
20170714_05_06_03,visible,P3,0.5,continuous,180,141,130,0.8099688473520249,1.821020060066338,0.05697151424287856
20170714_05_06_03,visible,P1,0.5,grid,23,19,15,0.7142857142857143,-1.2275221639222924,0.9785107446276862
20170714_05_06_03,visible,P2,0.5,grid,55,59,46,0.8070175438596491,-0.1763984767068823,0.7016491754122939
20170714_05_06_03,visible,P3,0.5,grid,180,141,130,0.8099688473520249,1.5150166675030512,0.09545227386306847
20170714_05_06_03,visible,P1,1.0,continuous,23,19,15,0.7142857142857143,-1.8019585913536165,1.0
20170714_05_06_03,visible,P2,1.0,continuous,55,59,47,0.8245614035087719,0.39606857366599085,0.4782608695652174
20170714_05_06_03,visible,P3,1.0,continuous,180,141,133,0.8286604361370716,2.1407730367874227,0.021989005497251374
20170714_05_06_03,visible,P1,1.0,grid,23,19,15,0.7142857142857143,-1.956794868749784,1.0
20170714_05_06_03,visible,P2,1.0,grid,55,59,47,0.8245614035087719,0.2481869938027906,0.5307346326836582
20170714_05_06_03,visible,P3,1.0,grid,180,141,133,0.8286604361370716,2.0775539201540236,0.020989505247376312
20170714_07_08_01,visible,P1,0.1,continuous,19,17,6,0.3333333333333333,0.922398261288965,0.19890054972513743
20170714_07_08_01,visible,P2,0.1,continuous,43,41,13,0.30952380952380953,1.6117075255278026,0.08095952023988005
20170714_07_08_01,visible,P3,0.1,continuous,123,98,22,0.19909502262443438,0.41900976175637833,0.3743128435782109
20170714_07_08_01,visible,P1,0.1,grid,19,17,6,0.3333333333333333,-0.1564729079638134,0.6551724137931034
20170714_07_08_01,visible,P2,0.1,grid,43,41,13,0.30952380952380953,-0.06600862964424715,0.6056971514242878
20170714_07_08_01,visible,P3,0.1,grid,123,98,22,0.19909502262443438,-1.7515547214685907,0.9735132433783108
20170714_07_08_01,visible,P1,0.2,continuous,19,17,12,0.6666666666666666,1.9504981946420201,0.050974512743628186
20170714_07_08_01,visible,P2,0.2,continuous,43,41,23,0.5476190476190477,1.737115800966181,0.04047976011994003
20170714_07_08_01,visible,P3,0.2,continuous,123,98,45,0.4072398190045249,0.9939921067261364,0.18440779610194902
20170714_07_08_01,visible,P1,0.2,grid,19,17,12,0.6666666666666666,1.0219062789479822,0.2303848075962019
20170714_07_08_01,visible,P2,0.2,grid,43,41,23,0.5476190476190477,0.2925238062687995,0.440279860069965
20170714_07_08_01,visible,P3,0.2,grid,123,98,45,0.4072398190045249,-1.1834506207786397,0.9045477261369316
20170714_07_08_01,visible,P1,0.3,continuous,19,17,13,0.7222222222222222,0.9859414187776828,0.22288855572213892
20170714_07_08_01,visible,P2,0.3,continuous,43,41,27,0.6428571428571429,0.3786386057548318,0.4272863568215892
20170714_07_08_01,visible,P3,0.3,continuous,123,98,60,0.5429864253393665,0.39781312061632107,0.38980509745127434
20170714_07_08_01,visible,P1,0.3,grid,19,17,13,0.7222222222222222,0.5382830096116217,0.440279860069965
20170714_07_08_01,visible,P2,0.3,grid,43,41,27,0.6428571428571429,-0.544553043600816,0.7646176911544228
20170714_07_08_01,visible,P3,0.3,grid,123,98,60,0.5429864253393665,-1.32274918073705,0.9390304847576212
20170714_07_08_01,visible,P1,0.5,continuous,19,17,13,0.7222222222222222,-0.014747020430216192,0.6806596701649176
20170714_07_08_01,visible,P2,0.5,continuous,43,41,32,0.7619047619047619,0.5376791138190009,0.344327836081959
20170714_07_08_01,visible,P3,0.5,continuous,123,98,69,0.6244343891402715,-0.6507228267645048,0.7866066966516742
20170714_07_08_01,visible,P1,0.5,grid,19,17,13,0.7222222222222222,-0.17737209758894373,0.7486256871564217
20170714_07_08_01,visible,P2,0.5,grid,43,41,32,0.7619047619047619,0.3926120483364646,0.3988005997001499
20170714_07_08_01,visible,P3,0.5,grid,123,98,69,0.6244343891402715,-1.0377574288808131,0.8930534732633684
20170714_07_08_01,visible,P1,1.0,continuous,19,17,13,0.7222222222222222,-0.1304032223774666,0.7411294352823589
20170714_07_08_01,visible,P2,1.0,continuous,43,41,32,0.7619047619047619,0.12881848625616146,0.49325337331334335
20170714_07_08_01,visible,P3,1.0,continuous,123,98,71,0.6425339366515838,-1.1201393412871048,0.9105447276361819
20170714_07_08_01,visible,P1,1.0,grid,19,17,13,0.7222222222222222,-0.2599226285378377,0.7776111944027986
20170714_07_08_01,visible,P2,1.0,grid,43,41,32,0.7619047619047619,0.05672565089482524,0.5317341329335332
20170714_07_08_01,visible,P3,1.0,grid,123,98,71,0.6425339366515838,-1.249405197902883,0.9390304847576212
20170714_07_08_02,visible,P1,0.1,continuous,17,17,7,0.4117647058823529,1.673597276294406,0.09245377311344327
20170714_07_08_02,visible,P2,0.1,continuous,48,39,14,0.3218390804597701,1.8219718356746426,0.044977511244377814
20170714_07_08_02,visible,P3,0.1,continuous,150,101,41,0.32669322709163345,3.202599755875086,0.0004997501249375312
20170714_07_08_02,visible,P1,0.1,grid,17,17,7,0.4117647058823529,0.377550957803575,0.5012493753123438
20170714_07_08_02,visible,P2,0.1,grid,48,39,14,0.3218390804597701,-0.023460121179589514,0.5752123938030984
20170714_07_08_02,visible,P3,0.1,grid,150,101,41,0.32669322709163345,0.3828034917349301,0.3963018490754623
20170714_07_08_02,visible,P1,0.2,continuous,17,17,10,0.5882352941176471,0.9801990012322888,0.24537731134432783
20170714_07_08_02,visible,P2,0.2,continuous,48,39,22,0.5057471264367817,1.0855475137895376,0.191904047976012
20170714_07_08_02,visible,P3,0.2,continuous,150,101,64,0.5099601593625498,2.4489617912888026,0.0069965017491254375
20170714_07_08_02,visible,P1,0.2,grid,17,17,10,0.5882352941176471,-0.3332702784028426,0.7466266866566716
20170714_07_08_02,visible,P2,0.2,grid,48,39,22,0.5057471264367817,-0.4698555715229108,0.7216391804097951
20170714_07_08_02,visible,P3,0.2,grid,150,101,64,0.5099601593625498,-0.02642020785736564,0.5577211394302849
20170714_07_08_02,visible,P1,0.3,continuous,17,17,13,0.7647058823529411,0.9677747390029445,0.3078460769615192
20170714_07_08_02,visible,P2,0.3,continuous,48,39,27,0.6206896551724138,-0.16283150217718356,0.6546726636681659
20170714_07_08_02,visible,P3,0.3,continuous,150,101,76,0.6055776892430279,0.5929055067391579,0.31434282858570717
20170714_07_08_02,visible,P1,0.3,grid,17,17,13,0.7647058823529411,0.2529227641006782,0.6286856571714143
20170714_07_08_02,visible,P2,0.3,grid,48,39,27,0.6206896551724138,-1.3098347735595808,0.9485257371314343
20170714_07_08_02,visible,P3,0.3,grid,150,101,76,0.6055776892430279,-1.2184984603193088,0.9165417291354323
20170714_07_08_02,visible,P1,0.5,continuous,17,17,14,0.8235294117647058,0.2932458484519842,0.6256871564217891
20170714_07_08_02,visible,P2,0.5,continuous,48,39,31,0.7126436781609196,-0.2083366968100545,0.6911544227886057
20170714_07_08_02,visible,P3,0.5,continuous,150,101,86,0.6852589641434262,0.08552931926292906,0.5237381309345327
20170714_07_08_02,visible,P1,0.5,grid,17,17,14,0.8235294117647058,0.04865250831203702,0.7261369315342329
20170714_07_08_02,visible,P2,0.5,grid,48,39,31,0.7126436781609196,-0.3821380456783031,0.7426286856571714
20170714_07_08_02,visible,P3,0.5,grid,150,101,86,0.6852589641434262,-0.3664576288065542,0.7191404297851074
20170714_07_08_02,visible,P1,1.0,continuous,17,17,15,0.8823529411764706,1.2602305351938201,0.25487256371814093
20170714_07_08_02,visible,P2,1.0,continuous,48,39,33,0.7586206896551724,0.6393696997091698,0.36431784107946025
20170714_07_08_02,visible,P3,1.0,continuous,150,101,88,0.701195219123506,-0.363645004763535,0.7116441779110445
20170714_07_08_02,visible,P1,1.0,grid,17,17,15,0.8823529411764706,1.0265316676062228,0.3403298350824588
20170714_07_08_02,visible,P2,1.0,grid,48,39,33,0.7586206896551724,0.5448846730452532,0.37231384307846077
20170714_07_08_02,visible,P3,1.0,grid,150,101,88,0.701195219123506,-0.5571190342722476,0.7781109445277361
