video,condition,arm,rep,period,n_a,n_b,n_match,S,zS,p
20170706_05_06_02,visible,null,5,P3,140,154,54,0.3673469387755102,0.8374669254548068,0.24275724275724275
20170706_05_06_02,visible,jitter,6,P1,27,21,8,0.3333333333333333,-1.2725772675258347,0.955044955044955
20170706_05_06_02,visible,jitter,6,P2,56,51,22,0.411214953271028,1.1801772899404344,0.16983016983016982
20170706_05_06_02,visible,jitter,6,P3,138,145,48,0.3392226148409894,0.26574959540216936,0.4145854145854146
20170706_05_06_02,visible,null,6,P1,28,17,9,0.4,0.5717330863913035,0.3826173826173826
20170706_05_06_02,visible,null,6,P2,55,46,12,0.2376237623762376,-1.7276224536166747,0.9790209790209791
20170706_05_06_02,visible,null,6,P3,140,149,49,0.3391003460207612,0.19153091124545857,0.45454545454545453
20170706_05_06_02,visible,jitter,7,P1,26,21,8,0.3404255319148936,-0.6867033731286355,0.8051948051948052
20170706_05_06_02,visible,jitter,7,P2,55,49,23,0.4423076923076923,1.1169043862192733,0.16583416583416583
20170706_05_06_02,visible,jitter,7,P3,139,146,50,0.3508771929824561,0.6243099937794123,0.2957042957042957
20170706_05_06_02,visible,null,7,P1,26,19,8,0.35555555555555557,-0.21154262380179392,0.6633366633366633
20170706_05_06_02,visible,null,7,P2,57,48,16,0.3047619047619048,-0.8456480717614253,0.8671328671328671
20170706_05_06_02,visible,null,7,P3,140,150,49,0.33793103448275863,0.22780418516682951,0.4485514485514486
20170706_05_06_02,visible,jitter,8,P1,26,21,8,0.3404255319148936,-0.6812925369025535,0.8541458541458542
20170706_05_06_02,visible,jitter,8,P2,58,50,19,0.35185185185185186,-0.35385315043609056,0.7222777222777222
20170706_05_06_02,visible,jitter,8,P3,136,145,44,0.31316725978647686,-0.12192410270185103,0.5874125874125874
20170706_05_06_02,visible,null,8,P1,26,18,7,0.3181818181818182,-0.3723361918289482,0.7302697302697303
20170706_05_06_02,visible,null,8,P2,58,48,17,0.32075471698113206,-0.914808994805294,0.8591408591408591
20170706_05_06_02,visible,null,8,P3,141,147,51,0.3541666666666667,0.681857140135959,0.2827172827172827
20170706_05_06_02,visible,jitter,9,P1,25,21,8,0.34782608695652173,-0.6838347050366328,0.7992007992007992
20170706_05_06_02,visible,jitter,9,P2,56,50,17,0.32075471698113206,-0.6037695345230596,0.7762237762237763
20170706_05_06_02,visible,jitter,9,P3,140,143,44,0.31095406360424027,-0.33180963938406705,0.6703296703296703
20170706_05_06_02,visible,null,9,P1,25,18,12,0.5581395348837209,2.519261500245207,0.015984015984015984
20170706_05_06_02,visible,null,9,P2,55,45,18,0.36,0.38171924332024015,0.4225774225774226
20170706_05_06_02,visible,null,9,P3,140,153,43,0.2935153583617747,-1.2270272378432847,0.913086913086913
20170706_05_06_02,visible,jitter,10,P1,26,21,11,0.46808510638297873,0.9331189118893859,0.24275724275724275
20170706_05_06_02,visible,jitter,10,P2,54,51,23,0.4380952380952381,1.5545275057828751,0.09290709290709291
20170706_05_06_02,visible,jitter,10,P3,140,144,40,0.28169014084507044,-1.3546838718486673,0.9330669330669331
20170706_05_06_02,visible,null,10,P1,27,21,11,0.4583333333333333,0.7624114712808104,0.31868131868131866
20170706_05_06_02,visible,null,10,P2,56,51,24,0.4485981308411215,1.4612452499134132,0.08491508491508491
20170706_05_06_02,visible,null,10,P3,139,144,44,0.31095406360424027,-0.6288316261046002,0.7612387612387612
20170706_05_06_03,visible,real,0,P1,25,20,7,0.3111111111111111,-1.2302965000444235,0.9200799200799201
20170706_05_06_03,visible,real,0,P2,59,46,22,0.41904761904761906,0.6421009964452312,0.32667332667332666
20170706_05_06_03,visible,real,0,P3,152,147,56,0.3745819397993311,0.06579374012663095,0.4995004995004995
20170706_05_06_03,visible,jitter,1,P1,23,21,4,0.18181818181818182,-1.6458275687844215,0.981018981018981
20170706_05_06_03,visible,jitter,1,P2,55,45,20,0.4,1.1050759391957685,0.14785214785214784
20170706_05_06_03,visible,jitter,1,P3,149,141,47,0.32413793103448274,-0.21251415627848938,0.6343656343656343
20170706_05_06_03,visible,null,1,P1,24,18,4,0.19047619047619047,-1.6640718507661656,0.981018981018981
20170706_05_06_03,visible,null,1,P2,58,53,17,0.3063063063063063,-0.632844975854328,0.7722277722277723
20170706_05_06_03,visible,null,1,P3,146,138,33,0.2323943661971831,-2.7397860105487752,0.996003996003996
20170706_05_06_03,visible,jitter,2,P1,25,18,7,0.32558139534883723,-0.3921691384842422,0.7432567432567433
20170706_05_06_03,visible,jitter,2,P2,59,45,23,0.4423076923076923,1.7150832335917063,0.057942057942057944
20170706_05_06_03,visible,jitter,2,P3,149,143,41,0.2808219178082192,-1.369977169444745,0.932067932067932
20170706_05_06_03,visible,null,2,P1,21,20,8,0.3902439024390244,0.47684607503966076,0.43756243756243757
20170706_05_06_03,visible,null,2,P2,59,50,25,0.45871559633027525,1.5793848229103011,0.08491508491508491
20170706_05_06_03,visible,null,2,P3,148,141,53,0.36678200692041524,1.0563964829775254,0.15984015984015984
20170706_05_06_03,visible,jitter,3,P1,24,20,6,0.2727272727272727,-1.196574267776025,0.9340659340659341
20170706_05_06_03,visible,jitter,3,P2,56,45,13,0.25742574257425743,-1.4636232811088044,0.957042957042957
20170706_05_06_03,visible,jitter,3,P3,148,143,53,0.3642611683848797,1.071090100422986,0.16783216783216784
20170706_05_06_03,visible,null,3,P1,23,18,6,0.2926829268292683,-0.7388624744977957,0.8561438561438561
20170706_05_06_03,visible,null,3,P2,58,45,18,0.34951456310679613,0.10726782251499203,0.5284715284715285
20170706_05_06_03,visible,null,3,P3,146,146,39,0.2671232876712329,-1.7103158178193376,0.97002997002997
20170706_05_06_03,visible,jitter,4,P1,25,21,9,0.391304347826087,0.4741979560172963,0.4035964035964036
20170706_05_06_03,visible,jitter,4,P2,56,47,17,0.3300970873786408,0.10449251901445816,0.5124875124875125
20170706_05_06_03,visible,jitter,4,P3,150,144,56,0.38095238095238093,1.264520743696912,0.12087912087912088
20170706_05_06_03,visible,null,4,P1,23,20,10,0.46511627906976744,1.2763634329372155,0.18181818181818182
20170706_05_06_03,visible,null,4,P2,57,54,22,0.3963963963963964,0.1923284171642343,0.47152847152847155
20170706_05_06_03,visible,null,4,P3,149,136,50,0.3508771929824561,0.5946336760039947,0.3126873126873127
20170706_05_06_03,visible,jitter,5,P1,27,18,5,0.2222222222222222,-1.2425693119562873,0.954045954045954
20170706_05_06_03,visible,jitter,5,P2,58,46,24,0.46153846153846156,1.9292198219469108,0.03496503496503497
20170706_05_06_03,visible,jitter,5,P3,149,147,55,0.3716216216216216,1.178515230519244,0.13286713286713286
20170706_05_06_03,visible,null,5,P1,23,18,7,0.34146341463414637,0.058672858201223026,0.6193806193806194
20170706_05_06_03,visible,null,5,P2,56,44,18,0.36,0.4346863397469841,0.37362637362637363
20170706_05_06_03,visible,null,5,P3,149,147,46,0.3108108108108108,-0.9383644680218134,0.8401598401598401
20170706_05_06_03,visible,jitter,6,P1,26,21,8,0.3404255319148936,-0.03078408339533555,0.5804195804195804
20170706_05_06_03,visible,jitter,6,P2,58,45,20,0.3883495145631068,0.705168291659497,0.2897102897102897
20170706_05_06_03,visible,jitter,6,P3,147,143,44,0.30344827586206896,-0.8571808329363106,0.8351648351648352
20170706_05_06_03,visible,null,6,P1,23,20,10,0.46511627906976744,1.084177088825294,0.19880119880119881
20170706_05_06_03,visible,null,6,P2,60,55,20,0.34782608695652173,-0.8280386868716315,0.8551448551448552
20170706_05_06_03,visible,null,6,P3,146,135,52,0.3701067615658363,1.1943359689215047,0.13986013986013987
20170706_05_06_03,visible,jitter,7,P1,25,20,7,0.3111111111111111,-0.5293949884052901,0.8011988011988012
20170706_05_06_03,visible,jitter,7,P2,59,47,25,0.4716981132075472,2.0465015365888743,0.03896103896103896
20170706_05_06_03,visible,jitter,7,P3,149,144,47,0.32081911262798635,-0.5220279620384403,0.7322677322677322
20170706_05_06_03,visible,null,7,P1,23,20,9,0.4186046511627907,0.6229522078919973,0.3996003996003996
20170706_05_06_03,visible,null,7,P2,54,48,23,0.45098039215686275,1.8690213200581576,0.04495504495504495
20170706_05_06_03,visible,null,7,P3,148,140,47,0.3263888888888889,-0.1022502096368926,0.5884115884115884
20170706_05_06_03,visible,jitter,8,P1,26,20,10,0.43478260869565216,0.505723944602279,0.41058941058941056
20170706_05_06_03,visible,jitter,8,P2,57,45,18,0.35294117647058826,0.28624330554076094,0.4565434565434565
20170706_05_06_03,visible,jitter,8,P3,148,137,52,0.3649122807017544,1.346583401988185,0.0999000999000999
20170706_05_06_03,visible,null,8,P1,22,16,8,0.42105263157894735,1.0532724343789621,0.22677322677322678
20170706_05_06_03,visible,null,8,P2,58,44,20,0.39215686274509803,1.3734198266710604,0.11188811188811189
20170706_05_06_03,visible,null,8,P3,148,145,47,0.32081911262798635,-0.4208139406470955,0.7132867132867133
20170706_05_06_03,visible,jitter,9,P1,23,20,8,0.37209302325581395,0.43658155304830815,0.4125874125874126
20170706_05_06_03,visible,jitter,9,P2,57,47,22,0.4230769230769231,1.144381616704952,0.16583416583416583
20170706_05_06_03,visible,jitter,9,P3,150,143,42,0.28668941979522183,-1.177531001068334,0.9080919080919081
20170706_05_06_03,visible,null,9,P1,23,23,6,0.2608695652173913,-1.4744459374655554,0.9690309690309691
20170706_05_06_03,visible,null,9,P2,58,48,13,0.24528301886792453,-2.2056241201438915,0.996003996003996
20170706_05_06_03,visible,null,9,P3,148,137,44,0.3087719298245614,-0.5925482795169793,0.7692307692307693
20170706_05_06_03,visible,jitter,10,P1,26,19,7,0.3111111111111111,-0.4267488108285596,0.7692307692307693
20170706_05_06_03,visible,jitter,10,P2,57,46,21,0.4077669902912621,1.273298783529344,0.13086913086913088
20170706_05_06_03,visible,jitter,10,P3,148,145,52,0.35494880546075086,0.5453604583691618,0.33266733266733267
20170706_05_06_03,visible,null,10,P1,26,20,8,0.34782608695652173,-0.49294606250711187,0.7552447552447552
20170706_05_06_03,visible,null,10,P2,56,50,21,0.39622641509433965,0.5875570923293795,0.34565434565434566
20170706_05_06_03,visible,null,10,P3,149,140,49,0.3391003460207612,0.30276329419015413,0.42657342657342656
20170706_11_12_01,visible,real,0,P1,17,18,6,0.34285714285714286,-0.2971367619734282,0.6993006993006993
20170706_11_12_01,visible,real,0,P2,36,45,19,0.4691358024691358,2.680246229684614,0.006993006993006993
20170706_11_12_01,visible,real,0,P3,110,130,38,0.31666666666666665,0.37656601070558626,0.38161838161838163
20170706_11_12_01,visible,jitter,1,P1,16,17,8,0.48484848484848486,1.240148690307003,0.14185814185814186
20170706_11_12_01,visible,jitter,1,P2,35,44,11,0.27848101265822783,-0.012638179428137813,0.5844155844155844
20170706_11_12_01,visible,jitter,1,P3,108,128,27,0.2288135593220339,-1.2210480002574813,0.9180819180819181
20170706_11_12_01,visible,null,1,P1,17,18,7,0.4,0.8256255941631915,0.2517482517482518
20170706_11_12_01,visible,null,1,P2,36,41,14,0.36363636363636365,1.310711198739141,0.13986013986013987
20170706_11_12_01,visible,null,1,P3,109,131,28,0.23333333333333334,-1.4211659656177156,0.939060939060939
20170706_11_12_01,visible,jitter,2,P1,17,17,7,0.4117647058823529,0.7724630665541823,0.2967032967032967
20170706_11_12_01,visible,jitter,2,P2,36,44,14,0.35,1.1811953757024238,0.16783216783216784
20170706_11_12_01,visible,jitter,2,P3,110,129,38,0.3179916317991632,1.032434962205202,0.17082917082917082
20170706_11_12_01,visible,null,2,P1,15,15,8,0.5333333333333333,1.6098072304764712,0.13286713286713286
20170706_11_12_01,visible,null,2,P2,36,41,17,0.44155844155844154,2.5364530238151874,0.012987012987012988
20170706_11_12_01,visible,null,2,P3,110,133,24,0.19753086419753085,-2.45735871407926,0.9920079920079921
20170706_11_12_01,visible,jitter,3,P1,16,19,3,0.17142857142857143,-2.052043348034995,0.99000999000999
20170706_11_12_01,visible,jitter,3,P2,36,45,15,0.37037037037037035,1.2099078104234893,0.14385614385614387
20170706_11_12_01,visible,jitter,3,P3,108,130,33,0.2773109243697479,-0.03204220004294072,0.5494505494505495
20170706_11_12_01,visible,null,3,P1,17,14,5,0.3225806451612903,0.14904515755133038,0.5604395604395604
20170706_11_12_01,visible,null,3,P2,36,44,10,0.25,-0.6125897340815231,0.8001998001998002
20170706_11_12_01,visible,null,3,P3,109,131,29,0.24166666666666667,-1.0344279955010613,0.8691308691308691
20170706_11_12_01,visible,jitter,4,P1,17,18,5,0.2857142857142857,-0.6515741218725093,0.8161838161838162
20170706_11_12_01,visible,jitter,4,P2,35,44,13,0.3291139240506329,0.49865141371976707,0.39760239760239763
20170706_11_12_01,visible,jitter,4,P3,110,131,34,0.2821576763485477,0.0372076084937279,0.5544455544455544
20170706_11_12_01,visible,null,4,P1,14,14,4,0.2857142857142857,-0.32901857615875657,0.6763236763236763
20170706_11_12_01,visible,null,4,P2,36,44,10,0.25,-0.43259657483937874,0.7532467532467533
20170706_11_12_01,visible,null,4,P3,109,129,31,0.2605042016806723,-0.4579331645811518,0.7122877122877123
20170706_11_12_01,visible,jitter,5,P1,17,17,3,0.17647058823529413,-1.8766222840172444,0.9920079920079921
20170706_11_12_01,visible,jitter,5,P2,36,44,13,0.325,0.6563423128082275,0.32967032967032966
20170706_11_12_01,visible,jitter,5,P3,110,130,42,0.35,1.6234102866553881,0.06293706293706294
20170706_11_12_01,visible,null,5,P1,16,12,4,0.2857142857142857,-0.056329173080839894,0.6343656343656343
20170706_11_12_01,visible,null,5,P2,36,42,11,0.28205128205128205,0.14861398669880901,0.5014985014985015
20170706_11_12_01,visible,null,5,P3,108,132,33,0.275,-0.04241455522236936,0.5594405594405595
20170706_11_12_01,visible,jitter,6,P1,15,18,4,0.24242424242424243,-0.6255229665514622,0.7992007992007992
20170706_11_12_01,visible,jitter,6,P2,35,44,12,0.3037974683544304,0.32432415946895443,0.4745254745254745
20170706_11_12_01,visible,jitter,6,P3,109,128,37,0.31223628691983124,0.9767263630516124,0.20679320679320679
20170706_11_12_01,visible,null,6,P1,16,13,4,0.27586206896551724,-0.48529635886165046,0.7942057942057942
20170706_11_12_01,visible,null,6,P2,34,42,6,0.15789473684210525,-1.6124720898984846,0.975024975024975
20170706_11_12_01,visible,null,6,P3,109,137,36,0.2926829268292683,-0.0695475724232825,0.5784215784215784
20170706_11_12_01,visible,jitter,7,P1,16,18,6,0.35294117647058826,-0.07397389042687429,0.6053946053946054
20170706_11_12_01,visible,jitter,7,P2,36,44,11,0.275,-0.1155049883545029,0.6403596403596403
20170706_11_12_01,visible,jitter,7,P3,110,130,34,0.2833333333333333,0.02584123993997895,0.5224775224775224
20170706_11_12_01,visible,null,7,P1,18,12,3,0.2,-1.0522655969986572,0.8931068931068931
20170706_11_12_01,visible,null,7,P2,35,48,15,0.3614457831325301,1.1332923924728449,0.17082917082917082
20170706_11_12_01,visible,null,7,P3,110,125,28,0.23829787234042554,-1.0907632464599613,0.8941058941058941
20170706_11_12_01,visible,jitter,8,P1,17,17,6,0.35294117647058826,-0.08078716889106059,0.6013986013986014
20170706_11_12_01,visible,jitter,8,P2,36,43,12,0.3037974683544304,0.25053415943104773,0.4675324675324675
20170706_11_12_01,visible,jitter,8,P3,110,130,28,0.23333333333333334,-1.38754471842692,0.926073926073926
20170706_11_12_01,visible,null,8,P1,16,15,7,0.45161290322580644,1.2926278553551307,0.1918081918081918
20170706_11_12_01,visible,null,8,P2,36,46,13,0.3170731707317073,0.5347646982016929,0.3676323676323676
20170706_11_12_01,visible,null,8,P3,110,132,35,0.2892561983471074,-0.045692556141234006,0.5734265734265734
20170706_11_12_01,visible,jitter,9,P1,16,19,6,0.34285714285714286,0.041233630184244495,0.5854145854145855
20170706_11_12_01,visible,jitter,9,P2,36,44,13,0.325,0.6578107653306636,0.32867132867132864
20170706_11_12_01,visible,jitter,9,P3,110,130,39,0.325,1.1685102615679988,0.14185814185814186
20170706_11_12_01,visible,null,9,P1,16,16,6,0.375,0.08760686587921585,0.5834165834165834
20170706_11_12_01,visible,null,9,P2,35,46,12,0.2962962962962963,0.292253746441598,0.46053946053946054
20170706_11_12_01,visible,null,9,P3,104,129,32,0.27467811158798283,-0.24099535748956663,0.6393606393606394
20170706_11_12_01,visible,jitter,10,P1,17,17,6,0.35294117647058826,0.256571111784103,0.5414585414585414
20170706_11_12_01,visible,jitter,10,P2,35,44,14,0.35443037974683544,1.1448633798218015,0.18181818181818182
20170706_11_12_01,visible,jitter,10,P3,110,127,36,0.3037974683544304,0.7665482570837314,0.24875124875124874
20170706_11_12_01,visible,null,10,P1,16,12,5,0.35714285714285715,0.72617142519368,0.36163836163836166
20170706_11_12_01,visible,null,10,P2,36,44,10,0.25,-0.48960215766951226,0.7572427572427572
20170706_11_12_01,visible,null,10,P3,109,134,41,0.3374485596707819,1.4113158707303253,0.0999000999000999
20170706_11_12_02,visible,real,0,P1,18,18,7,0.3888888888888889,0.07574940666792622,0.5404595404595405
20170706_11_12_02,visible,real,0,P2,44,46,20,0.4444444444444444,1.14135295644257,0.15284715284715283
20170706_11_12_02,visible,real,0,P3,97,125,36,0.32432432432432434,1.2592276481198639,0.13586413586413587
20170706_11_12_02,visible,jitter,1,P1,18,18,8,0.4444444444444444,1.2506872590441518,0.19080919080919082
20170706_11_12_02,visible,jitter,1,P2,42,46,10,0.22727272727272727,-1.1074061650221816,0.903096903096903
20170706_11_12_02,visible,jitter,1,P3,96,123,30,0.273972602739726,0.47713728966682994,0.36363636363636365
20170706_11_12_02,visible,null,1,P1,18,16,4,0.23529411764705882,-1.219660064499795,0.9310689310689311
20170706_11_12_02,visible,null,1,P2,42,46,17,0.38636363636363635,1.0722129736763653,0.18181818181818182
20170706_11_12_02,visible,null,1,P3,98,125,35,0.31390134529147984,1.4795056388125125,0.08491508491508491
20170706_11_12_02,visible,jitter,2,P1,18,19,6,0.32432432432432434,-0.4145207071520306,0.7662337662337663
20170706_11_12_02,visible,jitter,2,P2,43,45,20,0.45454545454545453,2.2195938093432854,0.022977022977022976
20170706_11_12_02,visible,jitter,2,P3,96,123,18,0.1643835616438356,-2.641825452008481,1.0
20170706_11_12_02,visible,null,2,P1,17,14,3,0.1935483870967742,-1.7116668121804652,0.962037962037962
20170706_11_12_02,visible,null,2,P2,43,37,12,0.3,0.3026257778210905,0.47652347652347654
20170706_11_12_02,visible,null,2,P3,97,139,27,0.2288135593220339,-1.133438112895647,0.8891108891108891
20170706_11_12_02,visible,jitter,3,P1,18,17,7,0.4,0.4382230238753218,0.42957042957042957
20170706_11_12_02,visible,jitter,3,P2,40,43,13,0.3132530120481928,0.4228470416080026,0.4095904095904096
20170706_11_12_02,visible,jitter,3,P3,97,123,25,0.22727272727272727,-0.9036596517842347,0.8541458541458542
20170706_11_12_02,visible,null,3,P1,18,13,5,0.3225806451612903,0.08947226855159936,0.5734265734265734
20170706_11_12_02,visible,null,3,P2,44,46,17,0.37777777777777777,0.9518643575101732,0.2037962037962038
20170706_11_12_02,visible,null,3,P3,97,127,30,0.26785714285714285,0.021238338635234003,0.5474525474525475
20170706_11_12_02,visible,jitter,4,P1,17,18,7,0.4,0.6067162052330423,0.3726273726273726
20170706_11_12_02,visible,jitter,4,P2,43,46,17,0.38202247191011235,1.2260140813884912,0.16783216783216784
20170706_11_12_02,visible,jitter,4,P3,97,125,30,0.2702702702702703,0.23374400809598367,0.4435564435564436
20170706_11_12_02,visible,null,4,P1,18,12,4,0.26666666666666666,0.061571705999455106,0.5444555444555444
20170706_11_12_02,visible,null,4,P2,43,40,17,0.40963855421686746,1.9698480243636138,0.04595404595404595
20170706_11_12_02,visible,null,4,P3,94,131,39,0.3466666666666667,2.1600436484135774,0.02097902097902098
20170706_11_12_02,visible,jitter,5,P1,18,18,10,0.5555555555555556,2.398651890908882,0.03496503496503497
20170706_11_12_02,visible,jitter,5,P2,44,46,18,0.4,1.379878198779835,0.12187812187812187
20170706_11_12_02,visible,jitter,5,P3,97,126,26,0.23318385650224216,-0.6476079464868482,0.7762237762237763
20170706_11_12_02,visible,null,5,P1,18,17,7,0.4,0.5610742218901694,0.3756243756243756
20170706_11_12_02,visible,null,5,P2,43,42,15,0.35294117647058826,0.6839580861227031,0.3006993006993007
20170706_11_12_02,visible,null,5,P3,96,128,25,0.22321428571428573,-1.065997766536752,0.8941058941058941
20170706_11_12_02,visible,jitter,6,P1,17,18,6,0.34285714285714286,0.07079009603468076,0.5254745254745254
20170706_11_12_02,visible,jitter,6,P2,43,44,14,0.3218390804597701,0.4611012346190231,0.4145854145854146
20170706_11_12_02,visible,jitter,6,P3,96,124,33,0.3,0.9146366780088075,0.22277722277722278
20170706_11_12_02,visible,null,6,P1,18,15,5,0.30303030303030304,-0.05081411863808926,0.6393606393606394
20170706_11_12_02,visible,null,6,P2,42,38,10,0.25,-0.39972758205559866,0.7032967032967034
20170706_11_12_02,visible,null,6,P3,97,135,35,0.3017241379310345,0.8459689900803056,0.23476523476523475
20170706_11_12_02,visible,jitter,7,P1,18,17,5,0.2857142857142857,-0.5932334098684178,0.8211788211788211
20170706_11_12_02,visible,jitter,7,P2,42,46,16,0.36363636363636365,0.99578301737379,0.2047952047952048
20170706_11_12_02,visible,jitter,7,P3,96,124,33,0.3,0.9398880238545352,0.22077922077922077
20170706_11_12_02,visible,null,7,P1,18,14,6,0.375,0.7198753779806729,0.3626373626373626
20170706_11_12_02,visible,null,7,P2,44,36,12,0.3,0.3925793246656608,0.4125874125874126
20170706_11_12_02,visible,null,7,P3,98,141,35,0.2928870292887029,0.66364536381417,0.2777222777222777
20170706_11_12_02,visible,jitter,8,P1,18,18,5,0.2777777777777778,-0.8204742609616631,0.8641358641358642
20170706_11_12_02,visible,jitter,8,P2,43,45,15,0.3409090909090909,0.46027980202936214,0.35764235764235763
20170706_11_12_02,visible,jitter,8,P3,96,124,28,0.2545454545454545,-0.13036526554457778,0.5834165834165834
20170706_11_12_02,visible,null,8,P1,18,17,6,0.34285714285714286,0.00426192053158861,0.5814185814185814
20170706_11_12_02,visible,null,8,P2,44,45,13,0.29213483146067415,-0.07830645732429362,0.5794205794205795
20170706_11_12_02,visible,null,8,P3,95,125,21,0.19090909090909092,-1.6419077155603128,0.951048951048951
20170706_11_12_02,visible,jitter,9,P1,18,17,5,0.2857142857142857,-0.8119597023344637,0.8771228771228772
20170706_11_12_02,visible,jitter,9,P2,44,45,12,0.2696629213483146,-0.5982144342402888,0.7822177822177823
20170706_11_12_02,visible,jitter,9,P3,97,124,32,0.2895927601809955,0.7185414552358301,0.26173826173826176
20170706_11_12_02,visible,null,9,P1,17,15,7,0.4375,1.4375742213144387,0.12387612387612387
20170706_11_12_02,visible,null,9,P2,44,36,7,0.175,-1.8444777367945413,0.985014985014985
20170706_11_12_02,visible,null,9,P3,97,135,33,0.28448275862068967,0.3510031614962129,0.4275724275724276
20170706_11_12_02,visible,jitter,10,P1,17,18,4,0.22857142857142856,-1.1620321384178516,0.9090909090909091
20170706_11_12_02,visible,jitter,10,P2,44,45,15,0.33707865168539325,0.5837780411559231,0.33266733266733267
20170706_11_12_02,visible,jitter,10,P3,98,125,31,0.27802690582959644,0.34824586333199997,0.41358641358641357
20170706_11_12_02,visible,null,10,P1,18,17,7,0.4,0.4907809914714075,0.3956043956043956
20170706_11_12_02,visible,null,10,P2,44,46,13,0.28888888888888886,-0.36588601813572974,0.6943056943056943
20170706_11_12_02,visible,null,10,P3,95,123,29,0.26605504587155965,0.24380367126585153,0.44455544455544455
20170706_11_12_03,visible,real,0,P1,15,16,4,0.25806451612903225,-0.45005291032848166,0.7512487512487512
20170706_11_12_03,visible,real,0,P2,43,45,10,0.22727272727272727,-1.4201796797893453,0.9500499500499501
20170706_11_12_03,visible,real,0,P3,113,135,38,0.3064516129032258,-0.0058417981004500385,0.5404595404595405
20170706_11_12_03,visible,jitter,1,P1,15,16,3,0.1935483870967742,-0.7769961621958769,0.8971028971028971
20170706_11_12_03,visible,jitter,1,P2,42,44,8,0.18604651162790697,-1.7096581587110358,0.978021978021978
20170706_11_12_03,visible,jitter,1,P3,112,133,34,0.27755102040816326,-0.2954185790300602,0.6583416583416584
20170706_11_12_03,visible,null,1,P1,16,14,4,0.26666666666666666,-0.19676170018020955,0.6863136863136863
20170706_11_12_03,visible,null,1,P2,42,46,7,0.1590909090909091,-2.7400537153324205,0.996003996003996
20170706_11_12_03,visible,null,1,P3,113,133,42,0.34146341463414637,1.4763711893531335,0.0959040959040959
20170706_11_12_03,visible,jitter,2,P1,14,16,5,0.3333333333333333,0.3006785017220601,0.48451548451548454
20170706_11_12_03,visible,jitter,2,P2,43,43,13,0.3023255813953488,-0.029550162956301404,0.5704295704295704
20170706_11_12_03,visible,jitter,2,P3,113,135,31,0.25,-1.1506137880482394,0.8931068931068931
20170706_11_12_03,visible,null,2,P1,14,16,3,0.2,-0.8538062399959773,0.9000999000999002
20170706_11_12_03,visible,null,2,P2,42,44,11,0.2558139534883721,-0.7785924133216923,0.8421578421578422
20170706_11_12_03,visible,null,2,P3,112,134,43,0.34959349593495936,1.5409867478229928,0.08291708291708291
20170706_11_12_03,visible,jitter,3,P1,15,17,9,0.5625,2.282632672435897,0.016983016983016984
20170706_11_12_03,visible,jitter,3,P2,43,42,10,0.23529411764705882,-1.0827366636458569,0.8981018981018981
20170706_11_12_03,visible,jitter,3,P3,110,133,37,0.3045267489711934,0.639297675332641,0.3076923076923077
20170706_11_12_03,visible,null,3,P1,13,14,4,0.2962962962962963,0.19726490118255802,0.5704295704295704
20170706_11_12_03,visible,null,3,P2,44,45,7,0.15730337078651685,-2.328623928531078,0.999000999000999
20170706_11_12_03,visible,null,3,P3,111,134,40,0.32653061224489793,0.8711215126081584,0.2217782217782218
20170706_11_12_03,visible,jitter,4,P1,15,15,8,0.5333333333333333,2.367158782547137,0.013986013986013986
20170706_11_12_03,visible,jitter,4,P2,42,44,8,0.18604651162790697,-1.9095492481093421,0.9920079920079921
20170706_11_12_03,visible,jitter,4,P3,112,131,37,0.3045267489711934,0.703814568298842,0.2757242757242757
20170706_11_12_03,visible,null,4,P1,16,13,4,0.27586206896551724,-0.18633108049726885,0.6993006993006993
20170706_11_12_03,visible,null,4,P2,42,48,15,0.3333333333333333,0.31967268364962964,0.47052947052947053
20170706_11_12_03,visible,null,4,P3,111,132,34,0.27983539094650206,-0.2950294739200659,0.6523476523476524
20170706_11_12_03,visible,jitter,5,P1,16,15,5,0.3225806451612903,0.052147771096148945,0.5644355644355644
20170706_11_12_03,visible,jitter,5,P2,42,44,18,0.4186046511627907,1.8109100394627218,0.060939060939060936
20170706_11_12_03,visible,jitter,5,P3,111,133,39,0.319672131147541,1.014979440175421,0.17282717282717283
20170706_11_12_03,visible,null,5,P1,15,16,4,0.25806451612903225,-0.4624635785000454,0.7572427572427572
20170706_11_12_03,visible,null,5,P2,41,47,15,0.3409090909090909,0.6960992490499579,0.3146853146853147
20170706_11_12_03,visible,null,5,P3,112,128,27,0.225,-1.7488329488283942,0.973026973026973
20170706_11_12_03,visible,jitter,6,P1,16,16,6,0.375,0.5419955643383134,0.42957042957042957
20170706_11_12_03,visible,jitter,6,P2,42,45,15,0.3448275862068966,0.5640251108227553,0.34465534465534464
20170706_11_12_03,visible,jitter,6,P3,113,135,41,0.33064516129032256,0.9160003819313648,0.22777222777222778
20170706_11_12_03,visible,null,6,P1,13,15,5,0.35714285714285715,0.27151260220106876,0.4975024975024975
20170706_11_12_03,visible,null,6,P2,42,40,12,0.2926829268292683,-0.04333749607419476,0.5774225774225774
20170706_11_12_03,visible,null,6,P3,112,137,35,0.28112449799196787,-0.3888791934501085,0.7142857142857143
20170706_11_12_03,visible,jitter,7,P1,16,15,6,0.3870967741935484,0.9245625503415775,0.2647352647352647
20170706_11_12_03,visible,jitter,7,P2,42,45,10,0.22988505747126436,-1.375532783727267,0.939060939060939
